"from_state","from_puma","to_state","to_puma","count"
12,2101,21,1700,1
12,2101,23,800,1
12,2101,24,900,4
12,2101,29,1200,1
12,2101,34,1500,4
12,2101,36,3300,2
12,2101,36,3800,2
12,2101,36,4300,2
12,2101,42,2000,1
12,2101,42,3500,1
12,2101,42,4000,2
12,2101,45,600,5
12,2101,45,1090,3
12,2101,47,3190,1
12,2101,48,4800,2
12,2101,50,300,4
12,2101,51,1900,1
12,2101,51,2800,4
12,2101,207,1,1
12,2101,242,1,2
12,2101,333,1,2
12,2101,374,1,2
12,2102,1,290,2
12,2102,6,6890,2
12,2102,6,8100,2
12,2102,8,190,4
12,2102,12,1000,2
12,2102,12,2000,7
12,2102,12,2100,74
12,2102,12,2200,2
12,2102,12,2600,3
12,2102,12,2700,3
12,2102,12,3500,1
12,2102,12,3600,5
12,2102,12,4000,2
12,2102,13,1100,1
12,2102,19,400,1
12,2102,21,1900,3
12,2102,21,2400,1
12,2102,22,2200,2
12,2102,23,300,2
12,2102,23,800,2
12,2102,26,2500,1
12,2102,26,3290,1
12,2102,28,200,2
12,2102,38,200,3
12,2102,39,900,2
12,2102,39,3600,1
12,2102,48,3500,1
12,2102,120,1,1
12,2102,301,1,2
12,2102,344,1,2
12,2103,1,400,1
12,2103,6,1490,3
12,2103,6,4590,1
12,2103,12,1000,3
12,2103,12,1100,3
12,2103,12,1400,2
12,2103,12,1900,1
12,2103,12,2100,112
12,2103,12,2200,4
12,2103,12,2700,3
12,2103,12,3300,1
12,2103,12,3500,3
12,2103,12,3600,5
12,2103,13,1100,1
12,2103,19,1900,1
12,2103,21,1700,2
12,2103,24,1100,2
12,2103,24,1200,2
12,2103,34,300,3
12,2103,34,490,1
12,2103,36,3300,1
12,2103,37,1890,1
12,2103,37,3900,1
12,2103,39,2100,2
12,2103,47,3190,1
12,2103,48,4600,1
12,2103,49,500,1
12,2103,51,2000,1
12,2103,53,1700,2
12,2103,138,1,2
12,2103,210,1,1
12,2103,252,1,5
12,2103,313,1,1
12,2103,327,1,1
12,2104,1,290,3
12,2104,4,200,3
12,2104,6,4090,2
12,2104,9,1900,1
12,2104,12,900,1
12,2104,12,1700,2
12,2104,12,1900,1
12,2104,12,2100,111
12,2104,12,2200,2
12,2104,12,2900,2
12,2104,12,3200,4
12,2104,12,3600,5
12,2104,13,3700,2
12,2104,21,200,1
12,2104,22,200,1
12,2104,23,100,2
12,2104,23,700,2
12,2104,24,1000,2
12,2104,25,1000,1
12,2104,25,2000,2
12,2104,25,3800,2
12,2104,26,2500,2
12,2104,33,1000,1
12,2104,34,690,3
12,2104,36,1490,3
12,2104,36,3800,4
12,2104,36,4000,2
12,2104,36,4200,3
12,2104,36,4300,4
12,2104,42,1790,1
12,2104,47,2200,1
12,2104,53,1390,5
12,2104,54,400,1
12,2104,55,500,1
12,2104,113,1,1
12,2104,213,1,2
12,2201,2,200,1
12,2201,8,800,5
12,2201,9,2200,5
12,2201,12,1000,2
12,2201,12,1800,3
12,2201,12,2000,16
12,2201,12,2100,1
12,2201,12,2200,59
12,2201,12,2300,2
12,2201,17,3490,1
12,2201,25,4600,4
12,2201,26,1890,1
12,2201,33,800,2
12,2201,48,6690,1
12,2201,110,1,1
12,2201,327,1,3
12,2201,333,1,1
12,2201,362,1,1
12,2202,2,100,3
12,2202,4,100,1
12,2202,5,1500,4
12,2202,6,6890,4
12,2202,8,800,1
12,2202,9,1600,1
12,2202,10,300,1
12,2202,12,700,1
12,2202,12,1000,2
12,2202,12,1200,1
12,2202,12,1500,1
12,2202,12,1600,1
12,2202,12,1800,5
12,2202,12,1900,2
12,2202,12,2000,4
12,2202,12,2200,211
12,2202,12,2300,16
12,2202,12,2400,3
12,2202,12,2700,6
12,2202,12,3600,1
12,2202,12,4000,2
12,2202,13,1100,3
12,2202,13,1700,5
12,2202,13,4200,3
12,2202,16,300,1
12,2202,17,2100,2
12,2202,18,190,1
12,2202,21,1700,2
12,2202,21,1900,1
12,2202,22,1800,1
12,2202,25,100,1
12,2202,26,1890,6
12,2202,26,2500,1
12,2202,27,1700,1
12,2202,29,2490,1
12,2202,33,400,3
12,2202,34,1000,1
12,2202,34,1890,1
12,2202,36,500,2
12,2202,36,1490,1
12,2202,36,2200,2
12,2202,36,2400,1
12,2202,36,2900,1
12,2202,36,3490,1
12,2202,36,3700,2
12,2202,36,4000,4
12,2202,36,4100,5
12,2202,36,4200,1
12,2202,39,1300,1
12,2202,39,3100,2
12,2202,39,4090,1
12,2202,41,1300,2
12,2202,45,2100,1
12,2202,47,3190,1
12,2202,48,6690,3
12,2202,51,3000,1
12,2202,55,2090,1
12,2202,72,2,15
12,2202,139,1,5
12,2202,207,1,1
12,2202,210,1,1
12,2202,217,1,3
12,2202,233,1,1
12,2202,247,1,1
12,2202,253,1,1
12,2202,301,1,1
12,2202,362,1,4
12,2202,462,1,2
12,2202,464,1,1
12,2203,6,6890,2
12,2203,9,800,4
12,2203,10,200,2
12,2203,12,200,2
12,2203,12,700,1
12,2203,12,1500,1
12,2203,12,1600,3
12,2203,12,1900,1
12,2203,12,2000,3
12,2203,12,2100,1
12,2203,12,2200,184
12,2203,12,2300,2
12,2203,12,2600,1
12,2203,12,2700,2
12,2203,12,2800,1
12,2203,12,3100,4
12,2203,12,3200,1
12,2203,12,3500,1
12,2203,12,3600,4
12,2203,12,4000,2
12,2203,13,1100,3
12,2203,18,1800,1
12,2203,25,4400,1
12,2203,27,1390,2
12,2203,36,4100,3
12,2203,37,3000,4
12,2203,42,3000,1
12,2203,47,300,3
12,2203,48,4600,4
12,2203,49,600,1
12,2203,51,300,3
12,2203,72,2,10
12,2203,139,1,1
12,2203,215,1,1
12,2203,233,1,1
12,2203,247,1,1
12,2203,303,1,3
12,2203,329,1,4
12,2203,333,1,1
12,2203,344,1,2
12,2203,364,1,1
12,2203,374,1,3
12,2204,6,6890,1
12,2204,8,800,2
12,2204,9,900,2
12,2204,9,2200,2
12,2204,12,700,3
12,2204,12,1000,4
12,2204,12,1500,1
12,2204,12,1600,1
12,2204,12,1900,1
12,2204,12,2000,12
12,2204,12,2100,4
12,2204,12,2200,252
12,2204,12,2300,3
12,2204,12,2400,3
12,2204,12,2600,1
12,2204,12,2700,1
12,2204,12,3100,4
12,2204,12,3300,2
12,2204,12,3500,2
12,2204,12,3600,6
12,2204,12,4000,7
12,2204,13,300,2
12,2204,13,1100,1
12,2204,13,1500,1
12,2204,22,1800,1
12,2204,23,900,1
12,2204,25,3300,6
12,2204,27,2300,1
12,2204,32,500,1
12,2204,34,2000,1
12,2204,37,3900,1
12,2204,41,1300,1
12,2204,42,3900,1
12,2204,45,2100,1
12,2204,48,700,2
12,2204,51,1000,2
12,2204,51,1300,2
12,2204,51,2400,1
12,2204,53,590,1
12,2204,55,1400,1
12,2204,55,1500,1
12,2204,72,2,1
12,2204,301,1,1
12,2204,303,1,1
12,2204,333,1,1
12,2204,344,1,1
12,2204,362,1,5
12,2205,2,200,2
12,2205,8,800,2
12,2205,9,2400,1
12,2205,12,700,1
12,2205,12,900,1
12,2205,12,1000,3
12,2205,12,1100,1
12,2205,12,1800,2
12,2205,12,1900,3
12,2205,12,2000,12
12,2205,12,2100,3
12,2205,12,2200,123
12,2205,12,2400,1
12,2205,12,2600,1
12,2205,12,2700,2
12,2205,12,3500,2
12,2205,12,3700,1
12,2205,12,3890,6
12,2205,12,4000,2
12,2205,13,1100,4
12,2205,21,1700,1
12,2205,22,1600,1
12,2205,25,1400,1
12,2205,25,4600,1
12,2205,26,2500,1
12,2205,26,3690,1
12,2205,36,2400,3
12,2205,36,3100,1
12,2205,36,4100,8
12,2205,42,1790,1
12,2205,42,3300,1
12,2205,42,3800,1
12,2205,47,1100,1
12,2205,48,2600,1
12,2205,51,3000,2
12,2205,55,2090,3
12,2205,72,2,2
12,2205,240,1,1
12,2206,1,2400,1
12,2206,4,100,2
12,2206,11,100,1
12,2206,12,300,1
12,2206,12,400,1
12,2206,12,600,1
12,2206,12,1100,4
12,2206,12,1200,1
12,2206,12,1500,2
12,2206,12,1800,5
12,2206,12,1900,2
12,2206,12,2000,15
12,2206,12,2100,11
12,2206,12,2200,166
12,2206,12,2300,5
12,2206,12,2400,1
12,2206,12,2500,1
12,2206,12,2600,2
12,2206,12,2700,2
12,2206,12,2800,3
12,2206,12,2900,2
12,2206,12,3100,1
12,2206,12,3200,1
12,2206,12,3300,2
12,2206,12,3500,3
12,2206,12,3600,1
12,2206,12,3890,3
12,2206,12,4000,6
12,2206,13,2400,2
12,2206,18,3000,1
12,2206,21,1900,1
12,2206,21,2000,1
12,2206,24,800,1
12,2206,25,2800,1
12,2206,27,2100,1
12,2206,32,400,1
12,2206,34,900,1
12,2206,36,2700,1
12,2206,36,3700,6
12,2206,36,3800,2
12,2206,36,4200,1
12,2206,39,3000,1
12,2206,39,3100,3
12,2206,42,600,1
12,2206,42,3200,1
12,2206,42,3690,2
12,2206,45,1500,5
12,2206,48,2200,1
12,2206,48,4600,2
12,2206,48,5800,1
12,2206,54,700,2
12,2206,54,800,1
12,2206,72,2,4
12,2206,210,1,1
12,2206,215,1,1
12,2206,314,1,1
12,2207,12,500,1
12,2207,12,900,3
12,2207,12,1100,2
12,2207,12,1600,1
12,2207,12,1900,3
12,2207,12,2000,12
12,2207,12,2100,2
12,2207,12,2200,186
12,2207,12,2400,4
12,2207,12,2500,3
12,2207,12,2600,4
12,2207,12,2700,1
12,2207,12,2900,1
12,2207,12,3000,1
12,2207,12,3100,1
12,2207,12,3200,1
12,2207,12,3500,4
12,2207,12,3600,5
12,2207,12,4000,5
12,2207,13,500,1
12,2207,17,2890,1
12,2207,23,200,1
12,2207,26,3690,1
12,2207,36,2800,1
12,2207,36,3600,1
12,2207,36,3700,2
12,2207,36,4100,1
12,2207,36,4300,2
12,2207,39,4200,5
12,2207,42,4100,1
12,2207,48,2500,1
12,2207,48,4600,1
12,2207,48,6690,2
12,2207,49,500,1
12,2207,51,500,4
12,2207,55,2090,1
12,2207,72,2,3
12,2207,210,1,2
12,2207,247,1,2
12,2207,303,1,3
12,2207,327,1,1
12,2300,1,900,2
12,2300,8,900,1
12,2300,12,700,1
12,2300,12,1100,1
12,2300,12,1600,3
12,2300,12,1900,1
12,2300,12,2000,12
12,2300,12,2100,2
12,2300,12,2200,51
12,2300,12,2300,176
12,2300,12,2400,8
12,2300,12,2600,4
12,2300,12,2700,3
12,2300,12,3300,1
12,2300,12,3600,6
12,2300,12,3700,8
12,2300,12,4000,4
12,2300,17,3000,2
12,2300,18,2300,4
12,2300,21,300,2
12,2300,21,1500,6
12,2300,25,2300,2
12,2300,25,3300,1
12,2300,25,3500,1
12,2300,26,1200,3
12,2300,27,2100,3
12,2300,27,2400,2
12,2300,34,300,2
12,2300,36,400,4
12,2300,36,3100,1
12,2300,36,3700,4
12,2300,36,4000,14
12,2300,36,4100,2
12,2300,36,4300,1
12,2300,37,990,3
12,2300,37,2690,2
12,2300,37,4000,2
12,2300,39,600,1
12,2300,39,2700,2
12,2300,42,2000,3
12,2300,42,2800,2
12,2300,42,2900,3
12,2300,42,3000,1
12,2300,42,4100,1
12,2300,42,4300,1
12,2300,44,300,1
12,2300,51,800,2
12,2300,53,2190,1
12,2300,55,1900,1
12,2300,55,2090,3
12,2300,56,400,1
12,2300,72,2,16
12,2300,109,1,7
12,2300,110,1,1
12,2300,138,1,2
12,2300,163,1,2
12,2300,164,1,1
12,2300,303,1,4
12,2300,317,1,1
12,2300,327,1,1
12,2300,364,1,1
12,2300,374,1,2
12,2300,464,1,2
12,2401,1,2400,3
12,2401,6,4590,2
12,2401,12,700,1
12,2401,12,800,1
12,2401,12,900,1
12,2401,12,1000,4
12,2401,12,1600,1
12,2401,12,1800,1
12,2401,12,1900,1
12,2401,12,2000,2
12,2401,12,2100,1
12,2401,12,2200,5
12,2401,12,2300,1
12,2401,12,2400,215
12,2401,12,2500,3
12,2401,12,2600,4
12,2401,12,2700,27
12,2401,12,3200,2
12,2401,12,3600,2
12,2401,12,3890,4
12,2401,12,4000,3
12,2401,13,1500,1
12,2401,13,4200,2
12,2401,18,590,1
12,2401,19,800,2
12,2401,19,900,2
12,2401,20,1000,1
12,2401,22,1600,1
12,2401,24,1100,1
12,2401,25,2100,1
12,2401,25,4600,1
12,2401,26,300,1
12,2401,26,3290,4
12,2401,30,100,1
12,2401,34,690,1
12,2401,34,900,5
12,2401,34,1000,2
12,2401,35,800,2
12,2401,36,790,2
12,2401,36,1490,1
12,2401,36,3100,3
12,2401,36,3700,2
12,2401,36,3900,2
12,2401,36,4000,1
12,2401,37,1400,3
12,2401,39,3900,1
12,2401,42,800,1
12,2401,42,1600,2
12,2401,45,1090,1
12,2401,45,1500,3
12,2401,48,2300,3
12,2401,48,5000,1
12,2401,51,1200,1
12,2401,51,2500,1
12,2401,51,2800,1
12,2401,72,2,3
12,2401,215,1,1
12,2401,253,1,1
12,2401,301,1,1
12,2401,314,1,1
12,2401,317,1,1
12,2401,333,1,1
12,2401,554,1,1
12,2402,1,900,1
12,2402,6,2200,4
12,2402,6,4590,2
12,2402,8,800,1
12,2402,12,400,1
12,2402,12,900,1
12,2402,12,1200,1
12,2402,12,1300,1
12,2402,12,1400,1
12,2402,12,1500,1
12,2402,12,1600,2
12,2402,12,1700,1
12,2402,12,1800,5
12,2402,12,1900,1
12,2402,12,2000,2
12,2402,12,2200,8
12,2402,12,2300,3
12,2402,12,2400,158
12,2402,12,2700,6
12,2402,12,2900,3
12,2402,12,3100,4
12,2402,12,3500,1
12,2402,12,3600,5
12,2402,12,3890,1
12,2402,13,1100,1
12,2402,13,4000,1
12,2402,15,300,1
12,2402,17,3490,2
12,2402,18,2100,1
12,2402,18,3000,3
12,2402,23,800,3
12,2402,25,600,4
12,2402,25,3300,3
12,2402,26,2600,2
12,2402,26,2700,1
12,2402,26,3100,1
12,2402,32,300,2
12,2402,34,1000,2
12,2402,34,1100,1
12,2402,36,500,2
12,2402,36,2000,3
12,2402,36,3900,1
12,2402,36,4100,2
12,2402,36,4300,4
12,2402,37,1690,1
12,2402,41,1300,3
12,2402,42,1100,1
12,2402,42,4100,1
12,2402,42,4300,3
12,2402,46,690,2
12,2402,48,2300,2
12,2402,48,4600,3
12,2402,54,700,2
12,2402,55,1500,3
12,2402,55,2090,1
12,2402,72,2,5
12,2402,138,1,2
12,2402,139,1,4
12,2402,210,1,1
12,2402,233,1,5
12,2402,301,1,1
12,2402,303,1,2
12,2402,333,1,1
12,2402,344,1,1
12,2402,364,1,1
12,2403,6,2100,1
12,2403,6,4590,2
12,2403,10,300,2
12,2403,12,400,1
12,2403,12,600,1
12,2403,12,900,2
12,2403,12,1000,2
12,2403,12,1100,1
12,2403,12,1500,1
12,2403,12,1600,1
12,2403,12,1700,1
12,2403,12,1800,1
12,2403,12,2100,3
12,2403,12,2200,5
12,2403,12,2300,13
12,2403,12,2400,106
12,2403,12,2700,4
12,2403,12,2800,1
12,2403,12,3100,4
12,2403,12,3500,1
12,2403,12,3600,4
12,2403,12,3890,1
12,2403,12,4000,7
12,2403,17,700,1
12,2403,17,900,1
12,2403,18,1900,3
12,2403,18,3000,2
12,2403,25,2100,2
12,2403,25,4400,2
12,2403,26,3400,2
12,2403,27,1390,1
12,2403,34,300,1
12,2403,34,1000,1
12,2403,34,1390,3
12,2403,36,2200,3
12,2403,36,4300,3
12,2403,37,500,2
12,2403,39,2600,2
12,2403,47,2200,2
12,2403,48,3500,3
12,2403,48,4600,1
12,2403,54,700,2
12,2403,55,1900,2
12,2403,55,2400,5
12,2403,72,2,5
12,2403,301,1,1
12,2403,303,1,4
12,2403,554,1,1
12,2404,9,1800,2
12,2404,12,1500,6
12,2404,12,1900,5
12,2404,12,2000,1
12,2404,12,2200,3
12,2404,12,2400,93
12,2404,12,2600,1
12,2404,12,2700,2
12,2404,12,3000,2
12,2404,12,3500,4
12,2404,12,3600,5
12,2404,12,3890,1
12,2404,12,4000,2
12,2404,13,100,2
12,2404,13,2200,2
12,2404,18,3300,1
12,2404,18,3790,1
12,2404,24,1400,1
12,2404,25,1600,2
12,2404,25,3300,1
12,2404,25,3400,1
12,2404,26,3690,5
12,2404,34,490,1
12,2404,35,800,1
12,2404,35,1100,3
12,2404,36,3800,2
12,2404,39,600,1
12,2404,42,1300,1
12,2404,42,1790,2
12,2404,45,700,1
12,2404,45,800,2
12,2404,51,400,2
12,2404,51,2900,4
12,2404,207,1,1
12,2404,253,1,1
12,2501,1,2400,1
12,2501,4,100,1
12,2501,6,1100,3
12,2501,12,700,3
12,2501,12,1100,3
12,2501,12,1500,3
12,2501,12,1600,4
12,2501,12,1700,8
12,2501,12,2200,8
12,2501,12,2400,3
12,2501,12,2500,113
12,2501,12,2600,8
12,2501,12,2700,65
12,2501,12,2800,2
12,2501,12,2900,1
12,2501,12,3200,1
12,2501,12,3700,2
12,2501,12,3890,1
12,2501,12,4000,8
12,2501,13,300,2
12,2501,13,1100,3
12,2501,18,2200,2
12,2501,20,1200,2
12,2501,23,900,1
12,2501,25,600,2
12,2501,25,3900,2
12,2501,26,2290,3
12,2501,26,2500,1
12,2501,26,3500,2
12,2501,26,3990,1
12,2501,28,1900,1
12,2501,34,100,1
12,2501,36,600,2
12,2501,36,790,2
12,2501,36,1200,1
12,2501,36,1500,1
12,2501,36,1800,2
12,2501,36,4000,2
12,2501,36,4100,3
12,2501,36,4200,4
12,2501,36,4300,2
12,2501,37,990,3
12,2501,37,2900,2
12,2501,39,600,2
12,2501,42,2200,1
12,2501,42,4000,3
12,2501,55,1500,1
12,2501,72,2,1
12,2501,207,1,2
12,2501,301,1,9
12,2501,344,1,1
12,2502,6,6890,2
12,2502,12,700,1
12,2502,12,1700,5
12,2502,12,2100,1
12,2502,12,2400,1
12,2502,12,2500,80
12,2502,12,2600,28
12,2502,12,2700,33
12,2502,12,3500,4
12,2502,12,3700,1
12,2502,13,900,2
12,2502,13,1200,1
12,2502,17,2200,4
12,2502,18,190,1
12,2502,24,1300,2
12,2502,26,1200,1
12,2502,26,2800,2
12,2502,26,2900,1
12,2502,26,3690,2
12,2502,34,1200,1
12,2502,34,2200,4
12,2502,36,2800,1
12,2502,36,3490,1
12,2502,39,800,1
12,2502,42,2200,2
12,2502,48,3500,3
12,2502,48,4500,6
12,2502,51,300,2
12,2502,72,2,2
12,2502,317,1,1
12,2503,1,2400,1
12,2503,6,2800,1
12,2503,6,7790,1
12,2503,9,1500,1
12,2503,9,2000,3
12,2503,12,400,1
12,2503,12,500,1
12,2503,12,1600,2
12,2503,12,1700,2
12,2503,12,1900,1
12,2503,12,2200,3
12,2503,12,2300,3
12,2503,12,2500,90
12,2503,12,2600,38
12,2503,12,2700,8
12,2503,12,2900,3
12,2503,12,4000,3
12,2503,13,800,2
12,2503,17,3100,4
12,2503,18,2500,2
12,2503,19,800,1
12,2503,24,1400,2
12,2503,25,1000,1
12,2503,25,1100,1
12,2503,25,1400,1
12,2503,25,4100,1
12,2503,26,2100,4
12,2503,28,2300,2
12,2503,34,1200,2
12,2503,34,2000,1
12,2503,36,1490,1
12,2503,36,3700,2
12,2503,36,4200,1
12,2503,37,3690,2
12,2503,39,3500,3
12,2503,42,1400,1
12,2503,42,2900,4
12,2503,45,700,2
12,2503,48,2100,1
12,2503,55,2090,1
12,2503,111,1,1
12,2503,163,1,1
12,2503,210,1,1
12,2503,251,1,1
12,2503,301,1,7
12,2503,344,1,1
12,2601,6,2700,2
12,2601,8,700,2
12,2601,8,800,1
12,2601,9,1100,4
12,2601,12,700,1
12,2601,12,1000,2
12,2601,12,1500,1
12,2601,12,2200,2
12,2601,12,2400,1
12,2601,12,2500,7
12,2601,12,2600,51
12,2601,12,2700,12
12,2601,12,2800,1
12,2601,12,3500,2
12,2601,15,300,2
12,2601,17,100,1
12,2601,17,700,1
12,2601,17,3490,3
12,2601,18,590,1
12,2601,24,600,1
12,2601,29,1800,1
12,2601,34,300,1
12,2601,36,3100,1
12,2601,36,4200,3
12,2601,39,4490,1
12,2601,48,300,4
12,2601,48,4600,1
12,2601,253,1,1
12,2602,6,8100,3
12,2602,10,300,1
12,2602,12,700,3
12,2602,12,1500,1
12,2602,12,2400,1
12,2602,12,2500,3
12,2602,12,2600,99
12,2602,12,2700,2
12,2602,12,2900,3
12,2602,12,3600,1
12,2602,12,4000,1
12,2602,13,1300,1
12,2602,13,4000,1
12,2602,18,1800,1
12,2602,26,2400,1
12,2602,26,3690,4
12,2602,26,3990,1
12,2602,28,1300,3
12,2602,30,100,3
12,2602,34,1600,2
12,2602,36,790,1
12,2602,36,990,1
12,2602,36,1300,1
12,2602,39,1000,1
12,2602,39,3100,2
12,2602,42,3200,1
12,2602,42,4200,1
12,2602,46,100,1
12,2602,47,2400,3
12,2602,111,1,1
12,2602,210,1,1
12,2602,233,1,2
12,2602,247,1,1
12,2603,8,500,1
12,2603,12,600,1
12,2603,12,800,1
12,2603,12,1500,1
12,2603,12,2100,2
12,2603,12,2500,2
12,2603,12,2600,114
12,2603,12,2700,3
12,2603,12,3500,1
12,2603,12,3600,2
12,2603,13,1000,2
12,2603,13,4300,1
12,2603,18,2300,2
12,2603,26,1890,1
12,2603,26,2500,1
12,2603,26,3690,2
12,2603,34,1890,1
12,2603,36,1300,1
12,2603,36,3000,1
12,2603,36,4100,1
12,2603,37,990,2
12,2603,39,1000,1
12,2603,39,4490,1
12,2603,42,2400,1
12,2603,42,3900,1
12,2603,47,1390,3
12,2603,48,4600,1
12,2603,49,600,3
12,2603,110,1,2
12,2603,113,1,1
12,2603,233,1,4
12,2603,301,1,1
12,2603,467,1,1
12,2603,468,1,1
12,2604,4,200,2
12,2604,6,6290,5
12,2604,12,700,1
12,2604,12,1000,1
12,2604,12,1300,2
12,2604,12,1700,1
12,2604,12,2200,4
12,2604,12,2500,3
12,2604,12,2600,106
12,2604,12,2700,7
12,2604,12,2900,1
12,2604,12,3500,1
12,2604,12,3600,1
12,2604,12,3700,3
12,2604,13,1200,1
12,2604,17,3200,2
12,2604,18,190,2
12,2604,21,1100,3
12,2604,21,2500,1
12,2604,25,1100,1
12,2604,26,1500,1
12,2604,26,2100,2
12,2604,26,3690,2
12,2604,28,2300,3
12,2604,31,900,1
12,2604,32,500,1
12,2604,36,3900,2
12,2604,36,4000,1
12,2604,36,4300,3
12,2604,39,600,1
12,2604,39,1000,2
12,2604,49,100,1
12,2604,51,1500,1
12,2604,55,1000,1
12,2604,72,2,5
12,2604,110,1,1
12,2604,301,1,3
12,2604,303,1,1
12,2605,6,4590,1
12,2605,9,300,1
12,2605,12,2200,1
12,2605,12,2600,75
12,2605,12,2700,3
12,2605,12,3500,2
12,2605,13,1500,3
12,2605,17,3490,2
12,2605,18,2300,1
12,2605,25,4100,2
12,2605,36,4000,2
12,2605,36,4100,1
12,2605,39,3900,1
12,2605,42,4200,1
12,2605,47,1700,2
12,2605,252,1,3
12,2605,301,1,6
12,2606,8,800,1
12,2606,12,100,1
12,2606,12,1600,1
12,2606,12,2100,1
12,2606,12,2500,1
12,2606,12,2600,70
12,2606,12,2700,17
12,2606,12,2800,3
12,2606,12,3500,1
12,2606,12,3890,1
12,2606,12,4000,1
12,2606,13,1000,1
12,2606,15,300,1
12,2606,24,1000,2
12,2606,25,400,1
12,2606,25,3600,1
12,2606,26,1890,1
12,2606,27,1000,2
12,2606,33,200,1
12,2606,36,3900,2
12,2606,39,600,1
12,2606,41,600,1
12,2606,42,4100,2
12,2606,47,1000,1
12,2606,55,2090,1
12,2606,110,1,1
12,2607,6,2800,2
12,2607,6,4590,1
12,2607,12,600,1
12,2607,12,1700,1
12,2607,12,2200,1
12,2607,12,2600,154
12,2607,12,2700,13
12,2607,12,2800,1
12,2607,12,2900,1
12,2607,12,3400,1
12,2607,12,3700,1
12,2607,12,3890,1
12,2607,13,800,1
12,2607,17,3490,4
12,2607,21,1700,1
12,2607,25,2000,1
12,2607,25,3300,3
12,2607,25,4300,1
12,2607,26,2800,1
12,2607,26,3990,1
12,2607,27,100,1
12,2607,34,2300,2
12,2607,36,990,1
12,2607,37,3690,2
12,2607,39,3100,2
12,2607,40,690,1
12,2607,41,1300,2
12,2607,47,2200,2
12,2607,48,1700,1
12,2607,48,5600,1
12,2607,49,500,1
12,2607,51,2900,2
12,2607,242,1,1
12,2607,301,1,2
12,2607,329,1,2
12,2607,344,1,1
12,2608,4,100,2
12,2608,6,4090,1
12,2608,8,400,2
12,2608,8,800,1
12,2608,12,500,1
12,2608,12,600,1
12,2608,12,1100,1
12,2608,12,1600,1
12,2608,12,2100,1
12,2608,12,2200,1
12,2608,12,2400,3
12,2608,12,2600,95
12,2608,12,2700,5
12,2608,12,2800,1
12,2608,12,3100,1
12,2608,12,3200,1
12,2608,12,3500,1
12,2608,12,4000,1
12,2608,13,2300,5
12,2608,13,2400,1
12,2608,17,3490,1
12,2608,18,2900,2
12,2608,21,1700,1
12,2608,25,1000,1
12,2608,33,500,1
12,2608,34,300,1
12,2608,37,100,4
12,2608,37,1300,1
12,2608,37,1690,1
12,2608,40,1390,1
12,2608,47,1390,1
12,2608,50,200,2
12,2608,53,1890,2
12,2608,215,1,1
12,2608,327,1,3
12,2608,501,1,1
12,2701,12,600,1
12,2701,12,900,1
12,2701,12,1100,1
12,2701,12,1400,1
12,2701,12,2200,7
12,2701,12,2300,1
12,2701,12,2500,2
12,2701,12,2700,168
12,2701,12,4000,5
12,2701,13,1100,1
12,2701,13,1200,1
12,2701,13,1700,1
12,2701,29,890,1
12,2701,35,800,1
12,2701,36,3800,1
12,2701,39,3100,2
12,2701,51,2800,3
12,2701,72,2,2
12,2701,139,1,1
12,2701,344,1,1
12,2702,6,1600,1
12,2702,6,2700,1
12,2702,6,4590,1
12,2702,8,800,1
12,2702,10,100,1
12,2702,12,1000,2
12,2702,12,1200,1
12,2702,12,1500,1
12,2702,12,2100,2
12,2702,12,2200,8
12,2702,12,2400,2
12,2702,12,2500,2
12,2702,12,2600,24
12,2702,12,2700,205
12,2702,12,2800,3
12,2702,12,3000,1
12,2702,12,3700,4
12,2702,12,3890,2
12,2702,12,4000,2
12,2702,13,1100,1
12,2702,13,1300,1
12,2702,17,3490,1
12,2702,22,1900,1
12,2702,22,2500,3
12,2702,24,1000,1
12,2702,24,1200,3
12,2702,25,1200,3
12,2702,33,900,1
12,2702,36,4000,2
12,2702,37,990,1
12,2702,39,600,1
12,2702,40,800,2
12,2702,42,3690,1
12,2702,42,3900,1
12,2702,42,4000,2
12,2702,47,1500,1
12,2702,47,3190,1
12,2702,48,2200,1
12,2702,48,2300,1
12,2702,48,3000,1
12,2702,48,4600,1
12,2702,53,1000,1
12,2702,111,1,1
12,2702,139,1,1
12,2702,210,1,3
12,2702,214,1,1
12,2702,252,1,1
12,2702,301,1,1
12,2702,327,1,1
12,2702,374,1,3
12,2703,1,900,2
12,2703,2,200,1
12,2703,4,100,1
12,2703,6,2700,1
12,2703,6,8100,1
12,2703,12,300,1
12,2703,12,700,1
12,2703,12,800,1
12,2703,12,1100,1
12,2703,12,2000,3
12,2703,12,2200,2
12,2703,12,2500,1
12,2703,12,2600,12
12,2703,12,2700,120
12,2703,12,2800,1
12,2703,12,3600,1
12,2703,12,3700,2
12,2703,12,4000,5
12,2703,18,3790,1
12,2703,24,800,1
12,2703,24,1000,1
12,2703,25,1900,5
12,2703,26,1390,1
12,2703,26,3400,1
12,2703,34,100,1
12,2703,34,300,2
12,2703,36,200,1
12,2703,36,1800,1
12,2703,36,4100,2
12,2703,37,990,1
12,2703,37,1500,1
12,2703,39,4490,1
12,2703,42,4200,1
12,2703,42,4300,1
12,2703,44,100,1
12,2703,44,400,6
12,2703,45,300,1
12,2703,45,2100,3
12,2703,51,2100,1
12,2703,53,900,2
12,2703,327,1,2
12,2704,2,100,1
12,2704,4,100,2
