"from_state","from_puma","to_state","to_puma","count"
24,1003,468,1,2
24,1004,1,900,1
24,1004,4,200,2
24,1004,6,2300,4
24,1004,6,6890,12
24,1004,6,8100,1
24,1004,8,900,1
24,1004,11,100,16
24,1004,12,1900,1
24,1004,12,2200,1
24,1004,12,2700,2
24,1004,12,3500,1
24,1004,12,4000,1
24,1004,13,1100,5
24,1004,13,2200,1
24,1004,13,2300,2
24,1004,13,2400,1
24,1004,15,300,2
24,1004,17,3200,1
24,1004,17,3300,1
24,1004,17,3490,3
24,1004,22,1800,1
24,1004,24,300,1
24,1004,24,800,3
24,1004,24,1000,97
24,1004,24,1100,5
24,1004,25,100,1
24,1004,25,3000,1
24,1004,25,3200,1
24,1004,25,3300,1
24,1004,26,3290,1
24,1004,31,900,2
24,1004,34,2000,1
24,1004,36,990,3
24,1004,36,4000,2
24,1004,36,4100,2
24,1004,37,200,1
24,1004,37,2690,2
24,1004,37,2900,1
24,1004,42,900,1
24,1004,42,1790,2
24,1004,42,2400,1
24,1004,42,3000,1
24,1004,42,4100,1
24,1004,44,500,1
24,1004,48,4600,1
24,1004,49,100,1
24,1004,49,300,1
24,1004,51,100,1
24,1004,51,200,3
24,1004,51,300,1
24,1004,53,1390,4
24,1004,53,2190,1
24,1004,109,1,4
24,1004,110,1,2
24,1004,112,1,7
24,1004,113,1,3
24,1004,120,1,2
24,1004,207,1,1
24,1004,213,1,1
24,1004,215,1,6
24,1004,242,1,1
24,1004,252,1,4
24,1004,370,1,1
24,1004,463,1,5
24,1004,468,1,1
24,1004,501,1,1
24,1005,1,290,1
24,1005,4,100,2
24,1005,6,1600,1
24,1005,11,100,6
24,1005,12,2700,1
24,1005,16,800,2
24,1005,17,1100,1
24,1005,21,1400,1
24,1005,24,800,1
24,1005,24,1000,71
24,1005,24,1100,10
24,1005,25,1900,1
24,1005,25,2700,2
24,1005,29,1800,2
24,1005,36,1200,2
24,1005,36,3800,4
24,1005,41,1300,1
24,1005,48,2300,2
24,1005,51,100,1
24,1005,51,300,3
24,1005,120,1,2
24,1005,215,1,2
24,1005,233,1,2
24,1005,301,1,1
24,1005,312,1,7
24,1005,313,1,1
24,1005,329,1,1
24,1005,467,1,2
24,1006,6,3600,1
24,1006,9,1200,3
24,1006,11,100,4
24,1006,12,3600,1
24,1006,13,1200,1
24,1006,19,1300,1
24,1006,24,600,1
24,1006,24,900,2
24,1006,24,1000,63
24,1006,24,1100,4
24,1006,24,1200,2
24,1006,27,1390,2
24,1006,36,4000,2
24,1006,37,1690,1
24,1006,42,4100,2
24,1006,44,200,1
24,1006,45,1500,1
24,1006,51,2400,1
24,1006,72,2,2
24,1006,109,1,1
24,1006,207,1,1
24,1006,217,1,1
24,1006,317,1,1
24,1006,374,1,1
24,1006,463,1,3
24,1006,468,1,1
24,1007,6,2400,1
24,1007,9,600,1
24,1007,11,100,12
24,1007,12,3890,1
24,1007,17,3490,1
24,1007,19,700,1
24,1007,20,300,1
24,1007,24,300,2
24,1007,24,800,2
24,1007,24,900,2
24,1007,24,1000,52
24,1007,24,1100,10
24,1007,24,1200,1
24,1007,24,1300,2
24,1007,24,1500,3
24,1007,24,1600,1
24,1007,25,3000,1
24,1007,25,3200,1
24,1007,25,3900,1
24,1007,25,4700,1
24,1007,27,700,1
24,1007,36,1700,1
24,1007,36,4000,1
24,1007,36,4300,1
24,1007,37,990,2
24,1007,37,2690,1
24,1007,39,2600,1
24,1007,39,3000,1
24,1007,39,4490,1
24,1007,42,900,1
24,1007,42,1790,1
24,1007,42,3690,1
24,1007,42,4000,1
24,1007,42,4100,1
24,1007,48,3400,1
24,1007,51,100,1
24,1007,51,200,1
24,1007,51,300,3
24,1007,51,1200,1
24,1007,51,1900,2
24,1007,215,1,2
24,1007,233,1,4
24,1007,247,1,2
24,1007,252,1,1
24,1007,344,1,2
24,1007,467,1,4
24,1007,468,1,1
24,1101,10,300,2
24,1101,11,100,11
24,1101,24,300,1
24,1101,24,400,2
24,1101,24,500,1
24,1101,24,700,1
24,1101,24,800,3
24,1101,24,900,5
24,1101,24,1000,29
24,1101,24,1100,88
24,1101,24,1200,2
24,1101,24,1500,1
24,1101,30,400,1
24,1101,34,900,2
24,1101,34,1500,2
24,1101,34,2300,2
24,1101,36,2100,1
24,1101,36,3700,3
24,1101,36,4000,1
24,1101,36,4200,1
24,1101,37,990,1
24,1101,37,2900,1
24,1101,42,4000,1
24,1101,49,600,3
24,1101,51,200,1
24,1101,51,300,1
24,1101,51,2900,1
24,1101,72,2,3
24,1101,139,1,1
24,1101,169,1,1
24,1101,207,1,1
24,1101,242,1,1
24,1101,313,1,1
24,1101,314,1,1
24,1101,462,1,1
24,1101,468,1,1
24,1102,11,100,2
24,1102,24,900,4
24,1102,24,1000,8
24,1102,24,1100,86
24,1102,24,1200,2
24,1102,24,1600,2
24,1102,25,800,1
24,1102,27,600,1
24,1102,34,900,2
24,1102,34,1000,1
24,1102,34,1390,1
24,1102,36,2400,1
24,1102,36,3800,1
24,1102,36,4300,2
24,1102,37,4600,1
24,1102,39,2300,1
24,1102,49,500,1
24,1102,51,300,3
24,1102,72,2,1
24,1102,120,1,2
24,1102,207,1,2
24,1102,233,1,3
24,1102,374,1,1
24,1103,6,2400,1
24,1103,9,1900,1
24,1103,11,100,22
24,1103,12,1900,1
24,1103,12,3500,1
24,1103,24,300,1
24,1103,24,500,2
24,1103,24,1000,11
24,1103,24,1100,75
24,1103,24,1200,5
24,1103,24,1500,7
24,1103,34,690,1
24,1103,36,4000,1
24,1103,42,2800,1
24,1103,42,4100,1
24,1103,51,200,2
24,1103,51,300,6
24,1103,51,1300,1
24,1103,233,1,1
24,1103,333,1,1
24,1103,467,1,1
24,1104,8,900,3
24,1104,11,100,26
24,1104,12,2200,1
24,1104,12,4000,1
24,1104,13,1100,1
24,1104,24,500,3
24,1104,24,900,2
24,1104,24,1000,7
24,1104,24,1100,65
24,1104,24,1200,3
24,1104,24,1600,1
24,1104,32,500,1
24,1104,36,4000,1
24,1104,39,3000,1
24,1104,45,1700,4
24,1104,45,1800,1
24,1104,47,1890,1
24,1105,11,100,12
24,1105,12,2100,2
24,1105,24,100,1
24,1105,24,300,1
24,1105,24,800,2
24,1105,24,1000,13
24,1105,24,1100,85
24,1105,24,1200,7
24,1105,24,1600,5
24,1105,29,1700,1
24,1105,36,4100,1
24,1105,37,2690,1
24,1105,37,4100,1
24,1105,39,700,3
24,1105,48,2500,1
24,1105,48,3700,1
24,1105,51,200,2
24,1105,51,300,1
24,1105,54,400,1
24,1105,138,1,2
24,1105,210,1,2
24,1105,215,1,2
24,1105,233,1,1
24,1105,247,1,2
24,1105,333,1,1
24,1105,462,1,3
24,1105,467,1,1
24,1106,6,8100,2
24,1106,11,100,12
24,1106,12,2700,1
24,1106,22,1490,4
24,1106,24,600,1
24,1106,24,800,2
24,1106,24,1100,48
24,1106,24,1200,1
24,1106,24,1600,3
24,1106,36,4100,1
24,1106,37,990,1
24,1106,40,300,3
24,1106,41,1300,1
24,1106,48,2900,2
24,1106,51,300,1
24,1106,51,2800,2
24,1106,233,1,2
24,1106,327,1,1
24,1106,501,1,1
24,1107,1,1800,1
24,1107,6,3890,1
24,1107,11,100,23
24,1107,12,3600,1
24,1107,12,4000,1
24,1107,24,100,2
24,1107,24,800,1
24,1107,24,1000,3
24,1107,24,1100,66
24,1107,24,1500,1
24,1107,36,990,1
24,1107,51,300,3
24,1107,51,1900,4
24,1201,4,100,1
24,1201,4,200,3
24,1201,6,2990,5
24,1201,6,3390,4
24,1201,6,4090,1
24,1201,6,8100,2
24,1201,11,100,5
24,1201,12,1100,2
24,1201,12,3600,1
24,1201,12,3890,1
24,1201,13,2700,3
24,1201,13,3100,6
24,1201,15,300,7
24,1201,20,300,1
24,1201,24,100,2
24,1201,24,200,2
24,1201,24,300,1
24,1201,24,500,5
24,1201,24,600,2
24,1201,24,800,6
24,1201,24,900,9
24,1201,24,1000,3
24,1201,24,1100,14
24,1201,24,1200,96
24,1201,24,1300,1
24,1201,24,1400,1
24,1201,24,1500,3
24,1201,25,200,1
24,1201,34,200,1
24,1201,45,1900,2
24,1201,47,300,3
24,1201,47,3190,4
24,1201,48,3700,4
24,1201,48,5200,1
24,1201,48,5600,1
24,1201,54,1000,1
24,1201,56,300,2
24,1201,110,1,13
24,1201,213,1,1
24,1201,217,1,2
24,1201,301,1,1
24,1201,303,1,4
24,1201,374,1,1
24,1202,6,1990,2
24,1202,9,1800,1
24,1202,24,100,1
24,1202,24,500,4
24,1202,24,800,13
24,1202,24,1100,4
24,1202,24,1200,65
24,1202,24,1300,4
24,1202,26,3290,2
24,1202,36,990,1
24,1202,37,990,1
24,1202,39,700,1
24,1202,48,4600,2
24,1202,51,300,1
24,1202,53,1700,1
24,1202,252,1,1
24,1203,4,800,1
24,1203,10,300,1
24,1203,12,1700,1
24,1203,12,2700,5
24,1203,24,500,2
24,1203,24,700,4
24,1203,24,800,6
24,1203,24,900,3
24,1203,24,1200,53
24,1203,34,690,1
24,1203,36,3900,1
24,1203,42,2700,1
24,1203,42,4000,1
24,1203,51,300,1
24,1203,51,2200,2
24,1203,51,2900,1
24,1204,11,100,1
24,1204,13,3490,1
24,1204,17,3490,2
24,1204,24,100,2
24,1204,24,200,1
24,1204,24,500,1
24,1204,24,800,6
24,1204,24,900,6
24,1204,24,1000,2
24,1204,24,1100,8
24,1204,24,1200,66
24,1204,24,1300,1
24,1204,24,1500,2
24,1204,25,4000,2
24,1204,26,2100,2
24,1204,28,2100,2
24,1204,36,3100,2
24,1204,37,4200,3
24,1204,42,1790,1
24,1204,48,2200,3
24,1204,51,100,2
24,1204,51,300,1
24,1204,51,3100,1
24,1204,53,1890,1
24,1204,215,1,1
24,1204,252,1,1
24,1204,303,1,1
24,1204,312,1,1
24,1300,4,500,1
24,1300,10,100,2
24,1300,10,200,5
24,1300,10,300,4
24,1300,12,2900,1
24,1300,24,400,1
24,1300,24,700,11
24,1300,24,800,3
24,1300,24,1000,2
24,1300,24,1100,2
24,1300,24,1200,20
24,1300,24,1300,124
24,1300,24,1400,2
24,1300,24,1500,2
24,1300,24,1600,2
24,1300,34,300,1
24,1300,42,1790,3
24,1300,42,3000,1
24,1300,51,300,2
24,1300,139,1,1
24,1300,303,1,5
24,1300,364,1,1
24,1400,2,100,1
24,1400,10,100,5
24,1400,10,200,1
24,1400,10,300,6
24,1400,12,3100,2
24,1400,12,3600,1
24,1400,17,3490,1
24,1400,21,300,1
24,1400,24,100,1
24,1400,24,200,3
24,1400,24,300,1
24,1400,24,500,10
24,1400,24,600,1
24,1400,24,800,10
24,1400,24,900,6
24,1400,24,1000,6
24,1400,24,1100,13
24,1400,24,1200,10
24,1400,24,1300,9
24,1400,24,1400,146
24,1400,24,1500,2
24,1400,34,1500,1
24,1400,34,1890,1
24,1400,34,2000,1
24,1400,34,2300,3
24,1400,36,3700,1
24,1400,36,4000,1
24,1400,36,4300,1
24,1400,39,4700,1
24,1400,42,4100,3
24,1400,42,4300,2
24,1400,45,1500,1
24,1400,48,2200,3
24,1400,51,300,1
24,1400,51,600,1
24,1400,51,2000,1
24,1400,51,3100,1
24,1400,53,1890,3
24,1400,54,400,1
24,1400,210,1,3
24,1400,303,1,1
24,1400,314,1,1
24,1500,4,200,1
24,1500,6,8100,1
24,1500,8,800,1
24,1500,11,100,1
24,1500,12,300,1
24,1500,12,1000,1
24,1500,12,1100,3
24,1500,12,2000,3
24,1500,12,2700,1
24,1500,12,4000,1
24,1500,15,300,2
24,1500,22,2500,1
24,1500,23,400,4
24,1500,24,100,1
24,1500,24,200,1
24,1500,24,600,1
24,1500,24,800,1
24,1500,24,1000,1
24,1500,24,1100,6
24,1500,24,1200,5
24,1500,24,1400,2
24,1500,24,1500,105
24,1500,24,1600,12
24,1500,25,2400,2
24,1500,27,900,1
24,1500,36,3700,1
24,1500,37,1100,1
24,1500,37,4500,1
24,1500,40,1390,5
24,1500,45,2100,1
24,1500,48,4800,3
24,1500,51,300,3
24,1500,51,1900,1
24,1500,51,2600,2
24,1500,51,2800,1
24,1500,51,3200,1
24,1500,110,1,1
24,1500,210,1,1
24,1500,215,1,2
24,1500,247,1,2
24,1500,252,1,1
24,1500,501,1,5
24,1600,4,100,2
24,1600,6,8100,1
24,1600,9,2100,1
24,1600,10,300,1
24,1600,11,100,4
24,1600,17,600,5
24,1600,24,500,1
24,1600,24,900,2
24,1600,24,1100,21
24,1600,24,1400,4
24,1600,24,1500,4
24,1600,24,1600,30
24,1600,26,2500,2
24,1600,32,500,4
24,1600,51,300,2
24,1600,51,1900,1
24,1600,51,2900,1
24,1600,110,1,2
24,1600,312,1,1
24,1600,374,1,1
24,1600,467,1,1
25,100,4,100,1
25,100,11,100,1
25,100,12,3500,2
25,100,24,800,3
25,100,24,1000,1
25,100,25,100,91
25,100,25,200,3
25,100,25,1600,1
25,100,25,1900,1
25,100,25,3200,1
25,100,25,3300,2
25,100,36,990,1
25,100,36,2200,1
25,100,36,2300,1
25,100,36,2500,1
25,100,36,3200,2
25,100,36,4000,1
25,100,36,4100,1
25,100,42,4000,1
25,100,44,300,1
25,100,50,100,1
25,100,50,200,1
25,100,50,300,3
25,100,50,400,1
25,100,54,400,2
25,100,374,1,1
25,100,467,1,1
25,200,4,100,1
25,200,5,990,2
25,200,6,2400,1
25,200,6,8100,5
25,200,9,200,1
25,200,9,600,1
25,200,9,2000,1
25,200,11,100,1
25,200,23,600,1
25,200,25,100,7
25,200,25,200,71
25,200,25,300,5
25,200,25,1500,5
25,200,25,1600,13
25,200,25,1700,6
25,200,25,1800,5
25,200,25,1900,1
25,200,25,2000,1
25,200,25,2200,1
25,200,25,2300,5
25,200,25,2500,1
25,200,25,4500,1
25,200,25,4800,6
25,200,33,400,1
25,200,33,600,1
25,200,34,1100,3
25,200,34,1500,2
25,200,36,2400,1
25,200,36,2500,1
25,200,36,3800,2
25,200,36,4200,2
25,200,36,4300,3
25,200,41,1300,3
25,200,44,500,1
25,200,49,400,1
25,200,50,300,4
25,200,53,1700,5
25,200,96,1,5
25,300,12,3000,1
25,300,24,800,1
25,300,25,200,3
25,300,25,300,90
25,300,25,500,4
25,300,25,600,3
25,300,25,800,2
25,300,25,1200,5
25,300,25,1500,1
25,300,25,1700,1
25,300,25,1900,1
25,300,25,2100,1
25,300,25,2200,1
25,300,25,2300,5
25,300,25,3100,5
25,300,25,3300,4
25,300,25,4100,2
25,300,28,2200,1
25,300,33,200,1
25,300,33,500,3
25,300,42,400,3
25,300,329,1,1
25,400,2,100,1
25,400,9,900,1
25,400,12,2600,2
25,400,19,1900,1
25,400,25,200,1
25,400,25,400,51
25,400,25,700,1
25,400,25,800,4
25,400,25,900,1
25,400,25,1400,7
25,400,25,1500,2
25,400,25,1700,1
25,400,25,1900,5
25,400,25,2300,1
25,400,25,2500,1
25,400,25,2700,4
25,400,25,3200,1
25,400,25,3300,3
25,400,25,3500,1
25,400,25,3700,1
25,400,25,3900,5
25,400,33,200,1
25,400,33,700,1
25,400,33,1000,2
25,400,36,3800,2
25,400,41,1300,2
25,400,42,1790,1
25,400,44,400,1
25,400,44,500,1
25,400,112,1,1
25,400,210,1,4
25,400,213,1,1
25,400,233,1,1
25,400,303,1,1
25,400,362,1,3
25,500,4,100,2
25,500,9,1300,1
25,500,12,3400,2
25,500,25,300,4
25,500,25,400,2
25,500,25,500,56
25,500,25,600,12
25,500,25,800,4
25,500,25,1300,4
25,500,25,1400,2
25,500,25,1500,1
25,500,25,2400,3
25,500,25,2700,3
25,500,25,2800,7
25,500,25,3100,1
25,500,25,3200,7
25,500,25,3300,3
25,500,25,3800,2
25,500,25,3900,1
25,500,25,4200,1
25,500,33,200,1
25,500,33,900,3
25,500,33,1000,1
25,500,34,200,1
25,500,36,3490,2
25,500,42,3690,1
25,500,53,1890,1
25,500,213,1,2
25,500,233,1,1
25,600,2,100,2
25,600,13,1100,1
25,600,24,1000,1
25,600,25,200,2
25,600,25,300,1
25,600,25,400,1
25,600,25,500,6
25,600,25,600,66
25,600,25,700,3
25,600,25,800,1
25,600,25,900,1
25,600,25,1200,1
25,600,25,1300,1
25,600,25,2800,1
25,600,25,3000,2
25,600,25,3700,1
25,600,25,4700,1
25,600,33,600,4
25,600,33,900,1
25,600,36,1700,1
25,600,36,4100,1
25,600,42,4000,1
25,600,207,1,1
25,600,301,1,1
25,700,9,2200,3
25,700,12,2300,3
25,700,25,100,2
25,700,25,400,2
25,700,25,500,3
25,700,25,600,6
25,700,25,700,115
25,700,25,800,3
25,700,25,900,2
25,700,25,1200,2
25,700,25,1300,6
25,700,25,2800,1
25,700,25,3000,3
25,700,25,3100,1
25,700,25,3300,1
25,700,25,3600,1
25,700,25,4300,1
25,700,28,2200,3
25,700,33,900,2
25,700,33,1000,2
25,700,33,1100,1
25,700,36,4000,1
25,700,39,4700,1
25,700,42,1200,1
25,700,44,100,1
25,700,72,2,4
25,700,111,1,1
25,700,139,1,1
25,700,251,1,1
25,700,317,1,6
25,700,329,1,4
25,800,6,4590,2
25,800,9,1200,3
25,800,12,2100,1
25,800,12,2700,3
25,800,23,200,1
25,800,25,300,1
25,800,25,500,8
25,800,25,600,3
25,800,25,700,8
25,800,25,800,49
25,800,25,900,14
25,800,25,1000,2
25,800,25,1300,4
25,800,25,2300,1
25,800,25,2700,1
25,800,25,2900,1
25,800,25,3000,6
25,800,33,100,1
25,800,33,300,1
25,800,33,1000,2
25,800,33,1100,3
25,800,36,1700,3
25,800,44,700,1
25,800,45,1900,5
25,800,48,800,1
25,800,51,2800,1
25,800,139,1,1
25,900,6,4590,1
25,900,9,600,2
25,900,17,2400,5
25,900,25,700,5
25,900,25,800,4
25,900,25,900,47
25,900,25,1000,2
25,900,25,1200,2
25,900,25,1300,6
25,900,25,2800,1
25,900,25,3100,1
25,900,25,3200,1
25,900,25,3300,2
25,900,25,3700,1
25,900,25,3800,1
25,900,25,3900,3
25,900,27,1590,1
25,900,33,300,1
25,900,33,1000,4
25,900,33,1100,4
25,900,36,500,3
25,900,36,3800,1
25,900,48,4000,1
25,900,48,4600,1
25,900,50,400,1
25,900,120,1,3
25,1000,6,8100,1
25,1000,9,1000,2
25,1000,9,1300,1
25,1000,25,500,1
25,1000,25,700,6
25,1000,25,800,5
25,1000,25,900,2
25,1000,25,1000,35
25,1000,25,1100,6
25,1000,25,1200,8
25,1000,25,1300,7
25,1000,25,1900,1
25,1000,25,2800,1
25,1000,25,2900,1
25,1000,25,3000,2
25,1000,25,3100,5
25,1000,25,3300,2
25,1000,25,4500,1
25,1000,25,4700,3
25,1000,33,700,2
25,1000,36,2100,1
25,1000,36,2500,1
25,1000,36,4100,1
25,1000,301,1,1
25,1000,362,1,1
25,1100,6,6700,2
25,1100,6,7790,2
25,1100,9,700,1
25,1100,12,700,2
25,1100,13,2000,3
25,1100,15,300,2
25,1100,17,3200,1
25,1100,25,700,2
25,1100,25,800,1
25,1100,25,900,9
25,1100,25,1000,9
25,1100,25,1100,54
25,1100,25,1200,9
25,1100,25,1300,3
25,1100,25,1800,1
25,1100,25,2400,4
25,1100,25,2900,1
25,1100,25,3100,1
25,1100,25,3200,1
25,1100,25,3800,1
25,1100,25,4500,1
25,1100,27,300,3
25,1100,36,4100,1
25,1100,36,4200,2
25,1100,39,4490,1
25,1100,44,100,1
25,1100,48,5390,3
25,1100,51,1000,2
25,1100,554,1,1
25,1200,9,1700,4
25,1200,12,4000,1
25,1200,25,200,1
25,1200,25,500,1
25,1200,25,900,3
25,1200,25,1000,1
25,1200,25,1100,12
25,1200,25,1200,82
25,1200,25,2400,1
25,1200,25,2800,1
25,1200,25,2900,2
25,1200,25,3000,2
25,1200,25,3100,2
25,1200,25,3300,3
25,1200,25,4200,1
25,1200,25,4500,1
25,1200,32,500,1
25,1200,33,700,2
25,1200,33,1000,1
25,1200,44,500,1
25,1200,48,4600,3
25,1200,113,1,1
25,1200,317,1,1
25,1200,329,1,1
25,1300,8,800,4
25,1300,9,1600,1
25,1300,21,1700,1
25,1300,25,300,1
25,1300,25,400,1
25,1300,25,1000,3
25,1300,25,1100,2
25,1300,25,1300,12
25,1300,25,2700,6
25,1300,25,2800,7
25,1300,25,2900,1
25,1300,25,3000,9
25,1300,25,3100,3
25,1300,25,3200,2
25,1300,25,3300,2
25,1300,25,4000,1
25,1300,29,2200,1
25,1300,33,800,1
25,1300,33,1000,1
25,1300,34,200,1
25,1300,210,1,3
25,1300,301,1,1
25,1400,6,8100,1
25,1400,9,2100,1
25,1400,18,1800,1
25,1400,25,100,1
25,1400,25,300,2
25,1400,25,500,2
25,1400,25,1200,1
25,1400,25,1400,23
25,1400,25,1800,1
25,1400,25,1900,2
25,1400,25,2400,4
25,1400,25,2500,6
25,1400,25,2700,7
25,1400,25,3000,1
25,1400,25,3100,1
25,1400,25,3300,6
25,1400,25,3400,1
25,1400,25,4000,1
25,1400,29,1700,1
25,1400,33,600,1
25,1400,33,700,1
25,1400,35,400,3
25,1400,36,1300,1
25,1400,37,4000,1
25,1400,51,2300,1
25,1400,110,1,1
25,1400,111,1,1
25,1400,138,1,4
25,1400,207,1,1
25,1500,6,2700,1
25,1500,8,190,2
25,1500,18,1900,1
25,1500,23,900,1
25,1500,25,300,5
25,1500,25,400,10
25,1500,25,1400,5
25,1500,25,1500,33
25,1500,25,1800,1
25,1500,25,1900,2
25,1500,25,2000,2
25,1500,25,2100,8
25,1500,25,2200,10
25,1500,25,2300,14
25,1500,25,2400,5
25,1500,25,2500,2
25,1500,25,2800,1
25,1500,25,3600,1
25,1500,25,3900,1
25,1500,25,4800,1
25,1500,34,1700,3
25,1500,207,1,2
25,1500,210,1,1
25,1500,344,1,1
25,1500,463,1,1
25,1600,4,100,1
25,1600,6,4590,1
25,1600,9,100,1
25,1600,9,2400,1
25,1600,9,2500,1
25,1600,12,1900,1
25,1600,12,3600,1
25,1600,21,1700,1
25,1600,23,600,1
25,1600,25,100,2
25,1600,25,200,4
25,1600,25,300,2
25,1600,25,500,6
25,1600,25,700,1
25,1600,25,900,1
25,1600,25,1100,1
25,1600,25,1400,5
25,1600,25,1500,1
25,1600,25,1600,50
25,1600,25,1700,21
25,1600,25,1800,5
25,1600,25,1900,5
25,1600,25,2000,4
25,1600,25,2200,1
25,1600,25,2300,1
25,1600,25,2400,1
25,1600,25,2500,1
25,1600,25,2700,1
25,1600,25,2800,1
25,1600,25,2900,2
25,1600,25,3000,1
25,1600,25,3300,3
25,1600,25,3400,1
25,1600,25,3500,1
25,1600,25,3600,1
25,1600,25,3800,1
25,1600,25,3900,1
25,1600,25,4100,1
25,1600,25,4700,1
25,1600,25,4800,3
25,1600,27,800,1
25,1600,33,400,1
25,1600,33,500,1
25,1600,34,1100,1
25,1600,34,1390,2
25,1600,34,1700,1
25,1600,34,2100,1
25,1600,36,790,1
25,1600,36,990,3
25,1600,36,4300,1
25,1600,37,990,1
25,1600,41,1300,1
25,1600,42,3400,1
25,1600,42,4100,1
25,1600,42,4300,1
25,1600,51,300,2
25,1600,111,1,1
25,1600,120,1,1
25,1600,138,1,1
25,1600,207,1,6
25,1600,210,1,1
25,1600,214,1,1
25,1600,240,1,3
25,1600,301,1,1
25,1700,2,100,1
25,1700,9,200,6
25,1700,12,1900,1
25,1700,17,3490,2
25,1700,20,700,1
25,1700,25,200,2
25,1700,25,1500,4
25,1700,25,1600,3
25,1700,25,1700,69
25,1700,25,1800,10
25,1700,25,1900,12
25,1700,25,2000,3
25,1700,25,3300,1
25,1700,25,4700,4
25,1700,34,1390,1
25,1700,36,4200,1
25,1700,47,1700,1
25,1700,55,2090,1
25,1700,72,2,13
25,1800,4,100,4
25,1800,9,200,1
25,1800,9,1400,1
25,1800,12,2100,2
25,1800,12,2700,1
25,1800,12,2900,6
25,1800,24,100,1
25,1800,24,800,3
25,1800,25,100,1
25,1800,25,200,1
25,1800,25,800,1
25,1800,25,1600,6
25,1800,25,1700,5
25,1800,25,1800,57
25,1800,25,1900,14
25,1800,25,2000,4
25,1800,25,4000,1
25,1800,25,4200,1
25,1800,33,300,2
25,1800,34,100,2
25,1800,36,600,2
25,1800,36,4000,3
25,1800,42,600,1
25,1800,42,2900,1
25,1800,44,300,1
25,1800,50,300,1
25,1800,210,1,1
25,1800,370,1,1
25,1900,9,200,2
25,1900,9,1400,2
25,1900,9,1800,1
25,1900,9,2200,1
25,1900,13,1100,1
25,1900,19,1490,1
25,1900,22,1800,1
25,1900,24,800,2
25,1900,25,100,3
25,1900,25,200,3
25,1900,25,300,2
25,1900,25,700,3
25,1900,25,800,1
25,1900,25,1000,2
25,1900,25,1600,4
25,1900,25,1700,11
25,1900,25,1800,9
25,1900,25,1900,102
25,1900,25,2000,7
25,1900,25,2600,1
25,1900,25,2700,1
25,1900,25,3000,2
25,1900,25,3500,2
25,1900,25,4400,5
25,1900,25,4500,1
25,1900,26,3000,2
25,1900,34,100,1
25,1900,36,600,1
25,1900,36,4000,4
25,1900,36,4200,2
25,1900,42,4100,1
25,1900,45,300,1
25,1900,48,5390,3
25,1900,72,2,11
25,1900,251,1,1
25,2000,6,2300,1
25,2000,12,1800,4
25,2000,12,2100,1
25,2000,13,700,3
25,2000,17,3100,1
25,2000,25,1500,5
25,2000,25,1600,1
25,2000,25,1700,3
25,2000,25,1800,4
25,2000,25,1900,18
25,2000,25,2000,25
25,2000,25,2300,1
25,2000,25,3400,2
25,2000,25,4800,2
25,2000,36,3490,1
25,2000,36,3800,1
25,2000,39,3100,3
25,2000,50,200,1
25,2000,207,1,2
25,2100,9,900,3
25,2100,9,1000,1
25,2100,12,3890,5
25,2100,25,400,3
25,2100,25,500,1
25,2100,25,1500,3
25,2100,25,2100,73
25,2100,25,2200,2
25,2100,25,2300,19
25,2100,25,2400,8
25,2100,25,2500,3
25,2100,25,2700,5
25,2100,25,3600,3
25,2100,25,4200,1
25,2100,33,700,1
25,2100,33,1100,1
25,2100,34,1390,2
25,2100,36,400,1
25,2100,37,1100,2
25,2100,44,100,1
25,2100,44,400,2
25,2100,72,2,3
25,2100,207,1,1
25,2100,213,1,1
25,2200,6,2700,2
25,2200,8,190,1
25,2200,9,1600,1
25,2200,12,2600,2
25,2200,12,2700,1
25,2200,17,2100,2
25,2200,22,1490,1
25,2200,25,300,8
25,2200,25,400,6
25,2200,25,800,1
25,2200,25,1000,2
25,2200,25,1300,1
25,2200,25,1500,13
25,2200,25,1700,1
25,2200,25,1800,1
25,2200,25,2000,1
25,2200,25,2100,2
25,2200,25,2200,24
25,2200,25,2300,42
25,2200,25,2400,2
25,2200,25,2500,1
25,2200,25,3300,1
25,2200,25,3500,1
25,2200,25,4100,1
25,2200,33,900,1
25,2200,36,3800,1
25,2200,36,4000,1
25,2200,42,3100,1
25,2200,42,3300,1
25,2200,44,100,1
25,2200,44,300,1
25,2200,51,2800,2
25,2200,207,1,3
25,2200,213,1,1
25,2300,6,4590,2
25,2300,9,100,1
25,2300,9,200,1
25,2300,9,600,1
25,2300,9,1200,1
25,2300,9,1600,1
25,2300,9,2300,1
25,2300,12,1900,1
25,2300,17,3300,1
25,2300,17,3490,1
25,2300,23,900,1
25,2300,25,300,1
25,2300,25,400,1
25,2300,25,500,1
25,2300,25,800,1
25,2300,25,1000,1
25,2300,25,1300,1
25,2300,25,1400,2
25,2300,25,1500,6
25,2300,25,1600,1
25,2300,25,1900,1
25,2300,25,2100,6
25,2300,25,2200,15
25,2300,25,2300,86
25,2300,25,2400,4
25,2300,25,2600,3
25,2300,25,2700,2
25,2300,25,2800,1
25,2300,25,3200,1
25,2300,25,3300,3
25,2300,25,3800,3
25,2300,25,3900,4
25,2300,25,4000,1
25,2300,25,4200,1
25,2300,25,4300,1
25,2300,25,4400,1
25,2300,25,4700,1
25,2300,33,100,1
25,2300,33,500,1
25,2300,33,600,1
