"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Lima","OH",1,1,0,0,0,2
"Lincoln","NE",57,43,2,0,12,2
"Little Rock-North Little Rock-Conway","AR",275,269,2,4,0,2
"Logan","UT-ID",51,51,0,0,0,2
"Longview","TX",16,14,2,0,0,2
"Longview","WA",26,26,0,0,0,2
"Los Angeles-Long Beach-Santa Ana","CA",1776,758,78,83,857,2
"Louisville-Jefferson County","KY-IN",387,333,2,31,21,2
"Lubbock","TX",78,76,2,0,0,2
"Lynchburg","VA",82,82,0,0,0,2
"Macon","GA",346,60,0,0,286,2
"Madera","CA",44,42,2,0,0,2
"Madison","WI",178,79,10,0,89,2
"Manchester-Nashua","NH",35,26,2,0,7,2
"Mansfield","OH",2,2,0,0,0,2
"McAllen-Edinburg-Mission","TX",566,497,4,35,30,2
"Medford","OR",99,74,2,0,23,2
"Memphis","TN-MS-AR",583,487,0,0,96,2
"Merced","CA",99,95,4,0,0,2
"Miami-Fort Lauderdale-Pompano Beach","FL",1797,681,46,11,1059,2
"Michigan City-La Porte","IN",18,18,0,0,0,2
"Midland","TX",49,49,0,0,0,2
"Milwaukee-Waukesha-West Allis","WI",196,118,0,20,58,2
"Minneapolis-St. Paul-Bloomington","MN-WI",451,435,0,0,16,2
"Missoula","MT",84,34,2,0,48,2
"Mobile","AL",213,117,2,0,94,2
"Modesto","CA",94,94,0,0,0,2
"Monroe","LA",65,56,0,0,9,2
"Monroe","MI",10,10,0,0,0,2
"Montgomery","AL",124,89,0,0,35,2
"Morgantown","WV",1,1,0,0,0,2
"Morristown","TN",51,51,0,0,0,2
"Mount Vernon-Anacortes","WA",54,54,0,0,0,2
"Muncie","IN",3,3,0,0,0,2
"Muskegon-Norton Shores","MI",7,5,2,0,0,2
"Myrtle Beach-Conway-North Myrtle Beach","SC",615,377,0,0,238,2
"Napa","CA",25,25,0,0,0,2
"Naples-Marco Island","FL",195,159,0,20,16,2
"Nashville-Davidson--Murfreesboro-Franklin","TN",1062,966,26,6,64,2
"New Haven-Milford","CT",58,36,6,3,13,2
"New Orleans-Metairie-Kenner","LA",290,264,22,4,0,2
"New York-Northern New Jersey-Long Island","NY-NJ-PA",3155,682,310,385,1778,2
"Niles-Benton Harbor","MI",14,14,0,0,0,2
"Norwich-New London","CT",20,20,0,0,0,2
"Ocala","FL",304,266,0,38,0,2
"Ocean City","NJ",61,39,14,3,5,2
"Odessa","TX",19,19,0,0,0,2
"Ogden-Clearfield","UT",214,212,2,0,0,2
"Oklahoma City","OK",468,454,2,0,12,2
"Olympia","WA",93,93,0,0,0,2
"Omaha-Council Bluffs","NE-IA",223,215,0,0,8,2
"Orlando-Kissimmee","FL",1396,984,16,3,393,2
"Oshkosh-Neenah","WI",22,20,2,0,0,2
"Owensboro","KY",18,18,0,0,0,2
"Oxnard-Thousand Oaks-Ventura","CA",120,57,2,3,58,2
"Palm Bay-Melbourne-Titusville","FL",170,162,4,4,0,2
"Palm Coast","FL",49,37,0,12,0,2
"Panama City-Lynn Haven","FL",73,63,6,4,0,2
"Parkersburg-Marietta-Vienna","WV-OH",2,2,0,0,0,2
"Pascagoula","MS",70,70,0,0,0,2
"Pensacola-Ferry Pass-Brent","FL",303,170,2,0,131,2
"Peoria","IL",30,22,8,0,0,2
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",912,648,4,16,244,2
"Phoenix-Mesa-Scottsdale","AZ",4918,2736,26,201,1955,2
"Pine Bluff","AR",7,5,2,0,0,2
"Pittsburgh","PA",320,248,4,10,58,2
"Pittsfield","MA",1,1,0,0,0,2
"Pocatello","ID",11,11,0,0,0,2
"Port St. Lucie","FL",202,138,0,0,64,2
"Portland-South Portland-Biddeford","ME",114,102,4,3,5,2
"Portland-Vancouver-Beaverton","OR-WA",1655,728,38,13,876,2
"Poughkeepsie-Newburgh-Middletown","NY",77,41,2,0,34,2
"Prescott","AZ",126,118,8,0,0,2
"Providence-New Bedford-Fall River","RI-MA",440,108,18,19,295,2
"Provo-Orem","UT",395,365,2,16,12,2
"Pueblo","CO",77,75,2,0,0,2
"Punta Gorda","FL",115,107,8,0,0,2
"Racine","WI",21,21,0,0,0,2
"Raleigh-Cary","NC",1118,1025,0,9,84,2
"Rapid City","SD",35,27,0,8,0,2
"Reading","PA",41,36,0,0,5,2
"Redding","CA",34,32,2,0,0,2
"Reno-Sparks","NV",222,181,2,0,39,2
"Richmond","VA",531,516,0,4,11,2
"Riverside-San Bernardino-Ontario","CA",1871,1538,22,12,299,2
"Roanoke","VA",67,67,0,0,0,2
"Rochester","MN",90,24,0,0,66,2
"Rochester","NY",54,52,2,0,0,2
"Rockford","IL",85,69,6,0,10,2
"Rocky Mount","NC",59,53,2,4,0,2
"Rome","GA",34,26,4,4,0,2
"Sacramento--Arden-Arcade--Roseville","CA",858,727,4,24,103,2
"Saginaw-Saginaw Township North","MI",9,9,0,0,0,2
"Salem","OR",99,76,4,3,16,2
"Salinas","CA",16,16,0,0,0,2
"Salisbury","MD",38,14,0,0,24,2
"Salt Lake City","UT",637,283,6,11,337,2
"San Angelo","TX",22,22,0,0,0,2
"San Antonio","TX",1761,896,30,36,799,2
"San Diego-Carlsbad-San Marcos","CA",554,314,16,13,211,2
"San Francisco-Oakland-Fremont","CA",597,422,4,19,152,2
"San Jose-Sunnyvale-Santa Clara","CA",320,229,10,0,81,2
"San Luis Obispo-Paso Robles","CA",57,57,0,0,0,2
"Sandusky","OH",0,0,0,0,0,2
"Santa Barbara-Santa Maria-Goleta","CA",62,25,2,3,32,2
"Santa Cruz-Watsonville","CA",15,15,0,0,0,2
"Santa Fe","NM",25,25,0,0,0,2
"Santa Rosa-Petaluma","CA",128,70,22,3,33,2
"Sarasota-Bradenton-Venice","FL",199,181,4,8,6,2
"Savannah","GA",346,225,0,3,118,2
"Scranton--Wilkes-Barre","PA",18,18,0,0,0,2
"Seattle-Tacoma-Bellevue","WA",2802,1108,102,83,1509,2
"Sebastian-Vero Beach","FL",175,166,0,4,5,2
"Sheboygan","WI",6,4,2,0,0,2
"Sherman-Denison","TX",1,1,0,0,0,2
"Shreveport-Bossier City","LA",126,126,0,0,0,2
"Sioux City","IA-NE-SD",10,10,0,0,0,2
"Sioux Falls","SD",67,59,4,4,0,2
"South Bend-Mishawaka","IN-MI",38,38,0,0,0,2
"Spartanburg","SC",163,163,0,0,0,2
"Spokane","WA",118,114,0,4,0,2
"Springfield","IL",20,11,4,0,5,2
"Springfield","MA",39,35,4,0,0,2
"Springfield","MO",165,118,6,0,41,2
"Springfield","OH",6,6,0,0,0,2
"St. Cloud","MN",28,18,0,0,10,2
"St. George","UT",165,163,2,0,0,2
"St. Joseph","MO-KS",9,9,0,0,0,2
"St. Louis","MO-IL",808,620,30,78,80,2
"State College","PA",16,16,0,0,0,2
"Stockton","CA",270,249,0,0,21,2
"Sumter","SC",34,30,4,0,0,2
"Syracuse","NY",28,28,0,0,0,2
"Tallahassee","FL",251,161,4,16,70,2
"Tampa-St. Petersburg-Clearwater","FL",756,672,16,46,22,2
"Terre Haute","IN",23,11,4,0,8,2
"Texarkana","TX-Texarkana",37,27,10,0,0,2
"Toledo","OH",46,46,0,0,0,2
"Topeka","KS",32,32,0,0,0,2
"Trenton-Ewing","NJ",38,38,0,0,0,2
"Tucson","AZ",540,507,12,11,10,2
"Tulsa","OK",700,297,6,9,388,2
"Tuscaloosa","AL",99,95,0,4,0,2
"Tyler","TX",34,25,0,3,6,2
"Utica-Rome","NY",1,1,0,0,0,2
"Valdosta","GA",50,48,2,0,0,2
"Vallejo-Fairfield","CA",48,48,0,0,0,2
"Victoria","TX",6,6,0,0,0,2
"Vineland-Millville-Bridgeton","NJ",37,35,2,0,0,2
"Virginia Beach-Norfolk-Newport News","VA-NC",694,391,12,21,270,2
"Visalia-Porterville","CA",223,187,4,8,24,2
"Waco","TX",67,53,6,8,0,2
"Warner Robins","GA",103,103,0,0,0,2
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2200,1616,0,11,573,2
"Waterloo-Cedar Falls","IA",7,5,2,0,0,2
"Wausau","WI",16,16,0,0,0,2
"Weirton-Steubenville","WV-OH",4,4,0,0,0,2
"Wenatchee","WA",32,32,0,0,0,2
"Wheeling","WV-OH",0,0,0,0,0,2
"Wichita Falls","TX",94,14,4,0,76,2
"Wichita","KS",141,135,6,0,0,2
"Williamsport","PA",2,2,0,0,0,2
"Wilmington","NC",741,363,0,0,378,2
"Winchester","VA-WV",40,40,0,0,0,2
"Winston-Salem","NC",215,213,2,0,0,2
"Worcester","MA",50,50,0,0,0,2
"Yakima","WA",18,18,0,0,0,2
"York-Hanover","PA",71,67,4,0,0,2
"Youngstown-Warren-Boardman","OH-PA",61,16,2,11,32,2
"Yuba City","CA",66,66,0,0,0,2
"Yuma","AZ",71,71,0,0,0,2
"Abilene","TX",31,29,2,0,0,3
"Akron","OH",129,114,2,0,13,3
"Albany","GA",54,48,2,4,0,3
"Albany-Schenectady-Troy","NY",423,85,2,0,336,3
"Albuquerque","NM",415,391,0,4,20,3
"Alexandria","LA",45,45,0,0,0,3
"Allentown-Bethlehem-Easton","PA-NJ",282,263,4,3,12,3
"Altoona","PA",2,2,0,0,0,3
"Amarillo","TX",66,66,0,0,0,3
"Ames","IA",38,21,0,0,17,3
"Anchorage","AK",62,27,30,0,5,3
"Anderson","IN",18,10,8,0,0,3
"Anderson","SC",172,172,0,0,0,3
"Ann Arbor","MI",39,32,2,0,5,3
"Anniston-Oxford","AL",11,11,0,0,0,3
"Appleton","WI",34,30,4,0,0,3
"Asheville","NC",389,353,4,0,32,3
"Athens-Clarke County","GA",97,76,4,6,11,3
"Atlanta-Sandy Springs-Marietta","GA",5021,3877,52,62,1030,3
"Atlantic City","NJ",96,52,0,4,40,3
"Auburn-Opelika","AL",139,139,0,0,0,3
"Augusta-Richmond County","GA-SC",233,233,0,0,0,3
"Austin-Round Rock","TX",1448,1384,14,8,42,3
"Bakersfield","CA",559,429,90,18,22,3
"Baltimore-Towson","MD",657,309,22,0,326,3
"Bangor","ME",14,14,0,0,0,3
"Barnstable Town","MA",68,56,0,3,9,3
"Baton Rouge","LA",414,412,2,0,0,3
"Battle Creek","MI",11,6,0,0,5,3
"Bay City","MI",4,4,0,0,0,3
"Beaumont-Port Arthur","TX",58,54,0,4,0,3
"Bellingham","WA",101,67,4,0,30,3
"Bend","OR",226,175,2,7,42,3
"Billings","MT",48,48,0,0,0,3
"Binghamton","NY",4,4,0,0,0,3
"Birmingham-Hoover","AL",534,534,0,0,0,3
"Bismarck","ND",75,59,0,16,0,3
"Bloomington","IN",101,81,0,0,20,3
"Bloomington-Normal","IL",48,40,0,0,8,3
"Boise City-Nampa","ID",720,605,12,70,33,3
"Boston-Cambridge-Quincy","MA-NH",804,381,66,34,323,3
"Boulder","CO",33,22,0,0,11,3
"Bowling Green","KY",71,71,0,0,0,3
"Bremerton-Silverdale","WA",134,113,18,3,0,3
"Bridgeport-Stamford-Norwalk","CT",90,67,4,0,19,3
"Brownsville-Harlingen","TX",185,165,4,11,5,3
"Brunswick","GA",70,64,0,0,6,3
"Buffalo-Niagara Falls","NY",134,84,0,0,50,3
"Burlington","NC",168,168,0,0,0,3
"Burlington-South Burlington","VT",88,41,2,3,42,3
"Canton-Massillon","OH",59,54,0,0,5,3
"Cape Coral-Fort Myers","FL",1172,702,2,4,464,3
"Carson City","NV",7,7,0,0,0,3
"Casper","WY",40,40,0,0,0,3
"Cedar Rapids","IA",99,78,6,15,0,3
"Champaign-Urbana","IL",262,46,0,4,212,3
"Charleston","WV",36,25,0,0,11,3
"Charleston-North Charleston","SC",567,487,0,3,77,3
"Charlotte-Gastonia-Concord","NC-SC",1625,1556,0,7,62,3
"Charlottesville","VA",122,122,0,0,0,3
"Chattanooga","TN-GA",238,226,6,0,6,3
"Cheyenne","WY",55,40,0,3,12,3
"Chicago-Naperville-Joliet","IL-IN-WI",3323,1902,66,91,1264,3
"Chico","CA",74,53,0,21,0,3
"Cincinnati-Middletown","OH-KY-IN",795,612,6,21,156,3
"Clarksville","TN-KY",216,158,16,20,22,3
"Cleveland","TN",41,36,2,3,0,3
"Cleveland-Elyria-Mentor","OH",324,310,6,3,5,3
"Coeur dAlene","ID",306,114,0,8,184,3
"College Station-Bryan","TX",286,78,34,15,159,3
"Colorado Springs","CO",392,354,8,8,22,3
"Columbia","MO",135,103,32,0,0,3
"Columbia","SC",582,532,0,0,50,3
"Columbus","GA-AL",136,107,0,4,25,3
"Columbus","IN",22,22,0,0,0,3
"Columbus","OH",436,374,6,14,42,3
"Corpus Christi","TX",144,117,4,0,23,3
"Corvallis","OR",9,9,0,0,0,3
"Cumberland","MD-WV",16,16,0,0,0,3
"Dallas-Fort Worth-Arlington","TX",3879,2776,36,70,997,3
"Dalton","GA",67,53,2,3,9,3
"Danville","IL",0,0,0,0,0,3
"Danville","VA",16,16,0,0,0,3
"Davenport-Moline-Rock Island","IA-IL",80,48,0,0,32,3
"Dayton","OH",126,126,0,0,0,3
"Decatur","AL",20,20,0,0,0,3
"Decatur","IL",0,0,0,0,0,3
"Deltona-Daytona Beach-Ormond Beach","FL",311,246,12,4,49,3
"Denver-Aurora","CO",1041,708,4,0,329,3
"Des Moines-West Des Moines","IA",490,255,0,8,227,3
"Detroit-Warren-Livonia","MI",460,416,4,0,40,3
"Dothan","AL",41,41,0,0,0,3
"Dover","DE",109,109,0,0,0,3
"Dubuque","IA",39,37,2,0,0,3
"Duluth","MN-WI",55,42,0,3,10,3
"Durham","NC",257,253,4,0,0,3
"Eau Claire","WI",34,34,0,0,0,3
"El Centro","CA",127,121,0,0,6,3
"El Paso","TX",259,254,0,0,5,3
"Elizabethtown","KY",48,46,2,0,0,3
"Elkhart-Goshen","IN",69,69,0,0,0,3
"Elmira","NY",2,2,0,0,0,3
"Erie","PA",89,87,2,0,0,3
"Eugene-Springfield","OR",104,104,0,0,0,3
"Evansville","IN-KY",111,75,2,0,34,3
"Fairbanks","AK",4,4,0,0,0,3
"Fargo","ND-MN",42,42,0,0,0,3
"Farmington","NM",36,36,0,0,0,3
"Fayetteville","NC",275,247,0,4,24,3
"Fayetteville-Springdale-Rogers","AR-MO",430,265,34,15,116,3
"Flagstaff","AZ",34,34,0,0,0,3
"Flint","MI",37,37,0,0,0,3
"Florence","SC",57,57,0,0,0,3
"Florence-Muscle Shoals","AL",33,33,0,0,0,3
"Fond du Lac","WI",12,12,0,0,0,3
"Fort Collins-Loveland","CO",104,104,0,0,0,3
"Fort Smith","AR-OK",121,99,22,0,0,3
"Fort Walton Beach-Crestview-Destin","FL",131,72,0,0,59,3
"Fort Wayne","IN",117,115,2,0,0,3
"Fresno","CA",411,404,0,7,0,3
"Gadsden","AL",13,13,0,0,0,3
"Gainesville","FL",89,57,0,0,32,3
"Gainesville","GA",180,172,0,8,0,3
"Glens Falls","NY",16,16,0,0,0,3
"Goldsboro","NC",33,33,0,0,0,3
"Grand Forks","ND-MN",0,0,0,0,0,3
"Grand Junction","CO",160,142,18,0,0,3
"Grand Rapids-Wyoming","MI",177,158,0,3,16,3
"Great Falls","MT",19,19,0,0,0,3
"Greeley","CO",182,177,0,0,5,3
"Green Bay","WI",112,99,0,0,13,3
"Greensboro-High Point","NC",709,375,0,6,328,3
"Greenville","NC",162,126,28,0,8,3
"Greenville","SC",666,435,2,0,229,3
"Gulfport-Biloxi","MS",819,289,28,0,502,3
"Hagerstown-Martinsburg","MD-WV",105,92,2,11,0,3
"Hanford-Corcoran","CA",39,39,0,0,0,3
"Harrisburg-Carlisle","PA",112,97,0,7,8,3
"Harrisonburg","VA",64,64,0,0,0,3
"Hartford-West Hartford-East Hartford","CT",225,134,4,0,87,3
"Hattiesburg","MS",14,10,0,4,0,3
"Hickory-Lenoir-Morganton","NC",169,163,6,0,0,3
"Hinesville-Fort Stewart","GA",6,6,0,0,0,3
"Holland-Grand Haven","MI",63,63,0,0,0,3
"Honolulu","HI",139,115,0,0,24,3
"Hot Springs","AR",10,10,0,0,0,3
"Houma-Bayou Cane-Thibodaux","LA",134,110,0,24,0,3
"Houston-Sugar Land-Baytown","TX",6844,4994,70,99,1681,3
"Huntington-Ashland","WV-KY-OH",4,4,0,0,0,3
"Huntsville","AL",392,392,0,0,0,3
"Idaho Falls","ID",121,121,0,0,0,3
"Indianapolis-Carmel","IN",759,685,16,45,13,3
"Iowa City","IA",64,56,0,0,8,3
"Ithaca","NY",3,3,0,0,0,3
"Jackson","MI",10,10,0,0,0,3
"Jackson","MS",290,290,0,0,0,3
"Jackson","TN",44,40,4,0,0,3
"Jacksonville","FL",833,734,34,0,65,3
"Jacksonville","NC",114,114,0,0,0,3
"Janesville","WI",50,31,4,3,12,3
"Jefferson City","MO",18,18,0,0,0,3
"Johnson City","TN",96,92,4,0,0,3
"Johnstown","PA",3,3,0,0,0,3
"Jonesboro","AR",37,37,0,0,0,3
"Joplin","MO",10,10,0,0,0,3
"Kalamazoo-Portage","MI",40,40,0,0,0,3
"Kankakee-Bradley","IL",11,11,0,0,0,3
"Kansas City","MO-KS",948,804,38,52,54,3
"Kennewick-Richland-Pasco","WA",154,127,2,16,9,3
"Killeen-Temple-Fort Hood","TX",258,212,46,0,0,3
"Kingsport-Bristol-Bristol","TN-VA",69,66,0,3,0,3
"Kingston","NY",19,19,0,0,0,3
"Knoxville","TN",342,322,0,0,20,3
"Kokomo","IN",8,6,2,0,0,3
"La Crosse","WI-MN",25,17,2,0,6,3
"Lafayette","IN",75,44,0,0,31,3
"Lafayette","LA",133,130,0,3,0,3
"Lake Charles","LA",45,40,2,3,0,3
"Lake Havasu City-Kingman","AZ",167,165,2,0,0,3
"Lakeland","FL",445,426,4,0,15,3
"Lancaster","PA",81,78,0,3,0,3
"Lansing-East Lansing","MI",76,56,0,0,20,3
"Laredo","TX",138,121,0,3,14,3
"Las Cruces","NM",169,169,0,0,0,3
"Las Vegas-Paradise","NV",1995,1888,0,69,38,3
"Lawrence","KS",59,29,0,0,30,3
"Lawton","OK",10,10,0,0,0,3
"Lebanon","PA",32,32,0,0,0,3
"Lewiston","ID-WA",8,6,2,0,0,3
"Lewiston-Auburn","ME",14,14,0,0,0,3
"Lexington-Fayette","KY",315,291,0,0,24,3
"Lima","OH",1,1,0,0,0,3
"Lincoln","NE",88,72,2,0,14,3
"Little Rock-North Little Rock","AR",273,273,0,0,0,3
"Logan","UT-ID",42,34,0,3,5,3
"Longview","TX",17,17,0,0,0,3
"Longview","WA",23,23,0,0,0,3
"Los Angeles-Long Beach-Santa Ana","CA",3477,1108,72,186,2111,3
"Louisville-Jefferson County","KY-IN",812,489,14,39,270,3
"Lubbock","TX",97,91,6,0,0,3
"Lynchburg","VA",101,101,0,0,0,3
"Macon","GA",71,71,0,0,0,3
"Madera","CA",47,41,2,4,0,3
"Madison","WI",149,130,6,8,5,3
"Manchester-Nashua","NH",70,61,2,0,7,3
"Mansfield","OH",22,18,4,0,0,3
"McAllen-Edinburg-Mission","TX",623,549,10,42,22,3
"Medford","OR",124,113,8,3,0,3
"Memphis","TN-MS-AR",1137,655,72,0,410,3
"Merced","CA",90,90,0,0,0,3
"Miami-Fort Lauderdale-Miami Beach","FL",1465,804,44,29,588,3
"Michigan City-La Porte","IN",22,22,0,0,0,3
"Midland","TX",44,44,0,0,0,3
"Milwaukee-Waukesha-West Allis","WI",194,176,4,9,5,3
"Minneapolis-St. Paul-Bloomington","MN-WI",1083,795,0,4,284,3
"Missoula","MT",68,64,0,4,0,3
"Mobile","AL",209,193,0,0,16,3
"Modesto","CA",170,170,0,0,0,3
"Monroe","LA",49,35,0,0,14,3
"Monroe","MI",17,17,0,0,0,3
"Montgomery","AL",100,100,0,0,0,3
"Morgantown","WV",1,1,0,0,0,3
"Morristown","TN",49,49,0,0,0,3
"Mount Vernon-Anacortes","WA",58,58,0,0,0,3
"Muncie","IN",2,2,0,0,0,3
"Muskegon-Norton Shores","MI",14,10,4,0,0,3
"Myrtle Beach-Conway-North Myrtle Beach","SC",505,384,0,0,121,3
"Napa","CA",7,5,2,0,0,3
"Naples-Marco Island","FL",253,69,2,64,118,3
"Nashville-Davidson--Murfreesboro","TN",1288,1252,4,14,18,3
"New Haven-Milford","CT",90,55,0,4,31,3
"New Orleans-Metairie-Kenner","LA",388,318,6,16,48,3
"New York-Northern New Jersey-Long Island","NY-NJ-PA",4204,1079,486,417,2222,3
"Niles-Benton Harbor","MI",11,11,0,0,0,3
"Norwich-New London","CT",32,30,2,0,0,3
"Ocala","FL",700,309,4,3,384,3
"Ocean City","NJ",64,48,8,8,0,3
"Odessa","TX",16,16,0,0,0,3
"Ogden-Clearfield","UT",295,252,4,39,0,3
"Oklahoma City","OK",635,574,4,0,57,3
"Olympia","WA",202,202,0,0,0,3
"Omaha-Council Bluffs","NE-IA",366,334,0,0,32,3
"Orlando-Kissimmee","FL",2104,1402,4,8,690,3
"Oshkosh-Neenah","WI",90,38,2,0,50,3
"Owensboro","KY",24,24,0,0,0,3
"Oxnard-Thousand Oaks-Ventura","CA",291,171,26,3,91,3
"Palm Bay-Melbourne-Titusville","FL",271,173,2,0,96,3
"Palm Coast","FL",59,57,2,0,0,3
"Panama City-Lynn Haven","FL",52,52,0,0,0,3
"Parkersburg-Marietta-Vienna","WV-OH",17,17,0,0,0,3
"Pascagoula","MS",82,78,0,4,0,3
"Pensacola-Ferry Pass-Brent","FL",264,220,10,4,30,3
"Peoria","IL",73,67,6,0,0,3
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1239,858,4,10,367,3
"Phoenix-Mesa-Scottsdale","AZ",4942,3410,18,50,1464,3
"Pine Bluff","AR",12,7,0,0,5,3
"Pittsburgh","PA",626,302,8,6,310,3
"Pittsfield","MA",1,1,0,0,0,3
"Pocatello","ID",33,33,0,0,0,3
"Port St. Lucie","FL",271,238,0,8,25,3
"Portland-South Portland-Biddeford","ME",163,141,10,7,5,3
"Portland-Vancouver-Beaverton","OR-WA",1356,928,28,44,356,3
"Poughkeepsie-Newburgh-Middletown","NY",95,62,2,0,31,3
"Prescott","AZ",120,118,2,0,0,3
"Providence-New Bedford-Fall River","RI-MA",233,194,26,8,5,3
"Provo-Orem","UT",463,406,6,35,16,3
"Pueblo","CO",74,74,0,0,0,3
"Punta Gorda","FL",109,74,8,11,16,3
"Racine","WI",62,60,2,0,0,3
"Raleigh-Cary","NC",1931,1195,0,15,721,3
"Rapid City","SD",53,53,0,0,0,3
"Reading","PA",54,54,0,0,0,3
"Redding","CA",53,53,0,0,0,3
"Reno-Sparks","NV",142,131,2,4,5,3
"Richmond","VA",768,604,2,0,162,3
"Riverside-San Bernardino-Ontario","CA",2476,1981,28,168,299,3
"Roanoke","VA",94,89,0,0,5,3
"Rochester","MN",38,38,0,0,0,3
"Rochester","NY",105,101,0,4,0,3
"Rockford","IL",126,110,6,0,10,3
"Rocky Mount","NC",57,49,4,4,0,3
"Rome","GA",32,28,4,0,0,3
"Sacramento--Arden-Arcade--Roseville","CA",1020,839,26,11,144,3
"Saginaw-Saginaw Township North","MI",7,5,2,0,0,3
"Salem","OR",109,80,4,3,22,3
"Salinas","CA",75,48,2,0,25,3
"Salisbury","MD",48,38,0,0,10,3
"Salt Lake City","UT",499,408,8,13,70,3
"San Angelo","TX",35,35,0,0,0,3
"San Antonio","TX",1250,1066,14,36,134,3
"San Diego-Carlsbad-San Marcos","CA",1283,375,34,11,863,3
"San Francisco-Oakland-Fremont","CA",1202,579,4,16,603,3
"San Jose-Sunnyvale-Santa Clara","CA",287,195,2,4,86,3
"San Luis Obispo-Paso Robles","CA",73,71,2,0,0,3
"Sandusky","OH",0,0,0,0,0,3
"Santa Barbara-Santa Maria","CA",26,21,0,0,5,3
"Santa Cruz-Watsonville","CA",10,10,0,0,0,3
"Santa Fe","NM",34,34,0,0,0,3
"Santa Rosa-Petaluma","CA",151,88,8,0,55,3
"Sarasota-Bradenton-Venice","FL",361,228,8,8,117,3
"Savannah","GA",281,244,4,3,30,3
"Scranton--Wilkes-Barre","PA",21,21,0,0,0,3
"Seattle-Tacoma-Bellevue","WA",2421,1343,144,140,794,3
"Sebastian-Vero Beach","FL",249,237,4,3,5,3
"Sheboygan","WI",6,6,0,0,0,3
"Sherman-Denison","TX",2,2,0,0,0,3
"Shreveport-Bossier City","LA",172,125,10,0,37,3
"Sioux City","IA-NE-SD",9,9,0,0,0,3
"Sioux Falls","SD",246,153,6,8,79,3
"South Bend-Mishawaka","IN-MI",97,67,0,0,30,3
"Spartanburg","SC",186,186,0,0,0,3
"Spokane","WA",123,123,0,0,0,3
"Springfield","IL",35,20,10,0,5,3
"Springfield","MA",46,40,6,0,0,3
"Springfield","MO",202,141,6,0,55,3
"Springfield","OH",119,55,44,20,0,3
"St. Cloud","MN",51,38,0,3,10,3
"St. George","UT",192,180,0,0,12,3
"St. Joseph","MO-KS",13,13,0,0,0,3
"St. Louis","MO-IL",998,819,26,23,130,3
"State College","PA",19,19,0,0,0,3
"Stockton","CA",380,376,0,4,0,3
"Sumter","SC",43,37,6,0,0,3
"Syracuse","NY",66,52,0,0,14,3
"Tallahassee","FL",314,207,4,20,83,3
"Tampa-St. Petersburg-Clearwater","FL",1589,833,26,35,695,3
"Terre Haute","IN",48,31,2,0,15,3
"Texarkana","TX-Texarkana",17,17,0,0,0,3
"Toledo","OH",96,86,2,0,8,3
"Topeka","KS",187,70,2,0,115,3
"Trenton-Ewing","NJ",40,40,0,0,0,3
"Tucson","AZ",548,513,18,8,9,3
"Tulsa","OK",516,516,0,0,0,3
"Tuscaloosa","AL",105,76,0,0,29,3
"Tyler","TX",39,29,0,3,7,3
"Utica-Rome","NY",3,3,0,0,0,3
"Valdosta","GA",65,58,2,0,5,3
"Vallejo-Fairfield","CA",108,108,0,0,0,3
"Victoria","TX",7,7,0,0,0,3
"Vineland-Millville-Bridgeton","NJ",124,48,2,0,74,3
"Virginia Beach-Norfolk-Newport News","VA-NC",643,534,10,27,72,3
"Visalia-Porterville","CA",215,190,0,25,0,3
"Waco","TX",90,88,2,0,0,3
"Warner Robins","GA",111,111,0,0,0,3
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2655,1615,0,0,1040,3
"Waterloo-Cedar Falls","IA",42,42,0,0,0,3
"Wausau","WI",36,36,0,0,0,3
"Weirton-Steubenville","WV-OH",7,7,0,0,0,3
"Wenatchee","WA",71,67,0,4,0,3
"Wheeling","WV-OH",0,0,0,0,0,3
"Wichita Falls","TX",27,21,6,0,0,3
"Wichita","KS",217,217,0,0,0,3
"Williamsport","PA",2,2,0,0,0,3
"Wilmington","NC",547,486,12,0,49,3
"Winchester","VA-WV",80,80,0,0,0,3
"Winston-Salem","NC",341,341,0,0,0,3
"Worcester","MA",139,105,8,9,17,3
"Yakima","WA",40,40,0,0,0,3
"York-Hanover","PA",129,94,0,4,31,3
"Youngstown-Warren-Boardman","OH-PA",44,34,4,6,0,3
"Yuba City","CA",286,214,0,0,72,3
"Yuma","AZ",70,70,0,0,0,3
"Abilene","TX",20,20,0,0,0,4
"Akron","OH",114,95,0,6,13,4
"Albany","GA",71,36,2,3,30,4
"Albany-Schenectady-Troy","NY",105,100,0,0,5,4
"Albuquerque","NM",465,422,0,3,40,4
"Alexandria","LA",46,46,0,0,0,4
"Allentown-Bethlehem-Easton","PA-NJ",278,269,4,0,5,4
"Altoona","PA",3,3,0,0,0,4
"Amarillo","TX",64,64,0,0,0,4
"Ames","IA",28,28,0,0,0,4
"Anchorage","AK",94,47,10,4,33,4
"Anderson","IN",16,16,0,0,0,4
"Anderson","SC",111,111,0,0,0,4
"Ann Arbor","MI",38,33,0,0,5,4
"Anniston-Oxford","AL",30,30,0,0,0,4
"Appleton","WI",84,76,8,0,0,4
"Asheville","NC",246,229,2,3,12,4
