"City","State","Total","X1_Units","X2_Units","X3.4_Units","X5.Inf_Units","X5.Inf_Units_Stucture"
"Saginaw-Bay City-Midland MI MSA","28",11,4,8,5,1,NA
"St. Cloud","MN MSA",49,44,0,0,5,1
"St. Joseph","MO MSA",4,4,0,0,0,0
"St. Louis","MO-IL MSA",760,685,10,3,62,5
"Salinas","CA MSA",62,62,0,0,0,0
"Salt Lake City-Ogden","UT MSA",836,528,16,23,269,8
"San Angelo","TX MSA",30,30,0,0,0,0
"San Antonio","TX MSA",1294,701,2,0,591,43
"San Diego","CA MSA",1210,1039,0,47,124,17
"San Francisco-Oakland-SanJose","CA CMSA",1791,920,20,44,807,44
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",103,97,0,0,6,1
"Santa Barbara-Santa Maria-Lompoc","CA MSA",57,48,4,0,5,1
"Santa Fe","NM MSA",59,31,0,3,25,2
"Sarasota-Bradenton","FL MSA",524,458,6,47,13,2
"Savannah","GA MSA",126,115,2,4,5,1
"Scranton--Wilkes-Barre--Hazleton","PA MSA",27,27,0,0,0,0
"Seattle-Tacoma-BremertonWA CMSA","1490",1184,36,38,232,15,NA
"Sharon","PA MSA",8,8,0,0,0,0
"Sheboygan","WI MSA",2,2,0,0,0,0
"Sherman-Denison","TX MSA",6,6,0,0,0,0
"Shreveport-Bossier City","LAMSA",68,68,0,0,0,0
"Sioux City","IA-NE MSA",3,3,0,0,0,0
"Sioux Falls","SD MSA",81,62,2,0,17,1
"South Bend","IN MSA",55,55,0,0,0,0
"Spokane","WA MSA",73,69,4,0,0,0
"Springfield","IL MSA",43,33,6,4,0,0
"Springfield","MO MSA",237,132,6,3,96,6
"Springfield","MA MSA",21,21,0,0,0,0
"State College","PA MSA",30,28,2,0,0,0
"Steubenville-Weirton","OH-WVMSA",2,0,2,0,0,0
"Stockton-Lodi","CA MSA",257,257,0,0,0,0
"Sumter","SC MSA",21,21,0,0,0,0
"Syracuse","NY MSA",38,38,0,0,0,0
"Tallahassee","FL MSA",109,95,14,0,0,0
"Tampa-St. Petersburg-Clearwater","FL MSA",1279,1124,72,18,65,8
"Terre Haute","IN MSA",7,7,0,0,0,0
"Texarkana","TX-TexarkanaARMSA",20,10,2,0,8,1
"Toledo","OH MSA",129,127,2,0,0,0
"Topeka","KS MSA",38,38,0,0,0,0
"Tucson","AZ MSA",535,479,10,0,46,2
"Tulsa","OK MSA",323,224,10,0,89,12
"Tuscaloosa","AL MSA",307,55,0,0,252,3
"Tyler","TX MSA",30,25,0,0,5,1
"Utica-Rome","NY MSA",4,4,0,0,0,0
"Victoria","TX MSA",17,17,0,0,0,0
"Visalia-Tulare-Porterville CA MSA","118",118,0,0,0,0,NA
"Waco","TX MSA",95,74,0,0,21,2
"Washington-Baltimore","DC-MD-VA-WV CMSA",4413,2998,4,9,1402,50
"Waterloo-Cedar Falls","IA MSA",7,5,2,0,0,0
"Wausau","WI MSA",16,16,0,0,0,0
"West Palm Beach-Boca RatonFL MSA","851",630,0,0,221,4,NA
"Wheeling","WV-OH MSA",1,1,0,0,0,0
"Wichita","KS MSA",138,134,4,0,0,0
"Wichita Falls","TX MSA",16,16,0,0,0,0
"Wilmington","NC MSA",206,193,0,0,13,2
"Yakima","WA MSA",16,16,0,0,0,0
"York","PA MSA",74,74,0,0,0,0
"Youngstown-Warren","OH MSA",66,60,6,0,0,0
"Yuba City","CA MSA",18,18,0,0,0,0
"Yuma","AZ MSA",86,86,0,0,0,0
"Abilene","TX MSA",17,17,0,0,0,0
"Albany","GA MSA",36,36,0,0,0,0
"Albany-Schenectady-Troy","NYMSA",168,140,2,0,26,4
"Albuquerque","NM MSA",694,687,0,7,0,0
"Alexandria","LA MSA",29,27,2,0,0,0
"Allentown-Bethlehem-Easton PA MSA","205",167,0,0,38,2,NA
"Altoona","PA MSA",12,12,0,0,0,0
"Amarillo","TX MSA",45,45,0,0,0,0
"Anchorage","AK MSA",129,93,32,4,0,0
"Anniston","AL MSA",24,18,0,0,6,1
"Appleton-Oshkosh-Neenah","WIMSA",184,125,22,4,33,4
"Asheville","NC MSA",115,113,2,0,0,0
"Athens","GA MSA",124,75,6,3,40,3
"Atlanta","GA MSA",5384,4608,8,0,768,23
"Auburn-Opelika","AL MSA",75,37,2,0,36,4
"Augusta-Aiken","GA-SC MSA",233,233,0,0,0,0
"Austin-San Marcos","TX MSA",1283,685,2,0,596,26
"Bakersfield","CA MSA",239,231,0,8,0,0
"Bangor","ME MSA",8,8,0,0,0,0
"Barnstable-Yarmouth","MA MSA",91,91,0,0,0,0
"Baton Rouge","LA MSA",184,145,0,0,39,3
"Beaumont-Port Arthur","TX MSA",57,57,0,0,0,0
"Bellingham","WA MSA",142,95,4,4,39,3
"Benton Harbor","MI MSA",12,12,0,0,0,0
"Billings","MT MSA",53,53,0,0,0,0
"Biloxi-Gulfport-Pascagoula MS MSA","180",180,0,0,0,0,NA
"Binghamton","NY MSA",3,3,0,0,0,0
"Birmingham","AL MSA",388,368,0,0,20,1
"Bismarck","ND MSA",33,29,4,0,0,0
"Bloomington","IN MSA",70,50,10,0,10,1
"Bloomington-Normal","IL MSA",105,74,0,0,31,1
"Boise City","ID MSA",807,482,10,108,207,17
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","984",881,42,6,55,8,NA
"Brownsville-Harlingen-SanBenito","TX MSA",246,214,6,16,10,2
"Bryan-College Station","TX MSA",133,110,0,0,23,2
"Buffalo-Niagara Falls","NY MSA",183,148,0,0,35,4
"Burlington","VT MSA",38,28,6,4,0,0
"Canton-Massillon","OH MSA",78,76,2,0,0,0
"Casper","WY MSA",5,5,0,0,0,0
"Cedar Rapids","IA MSA",149,83,2,4,60,5
"Champaign-Urbana","IL MSA",44,44,0,0,0,0
"Charleston-NorthCharleston","SC MSA",662,297,28,0,337,22
"Charleston","WV MSA",28,28,0,0,0,0
"Charlotte-Gastonia-RockHill","NC-SC MSA",1717,1368,16,29,304,33
"Charlottesville","VA MSA",121,111,0,0,10,2
"Chattanooga","TN-GA MSA",287,218,0,23,46,6
"Cheyenne","WY MSA",29,29,0,0,0,0
"Chicago-Gary-Kenosha","IL-IN-WI CMSA",3697,2774,34,150,739,60
"Chico-Paradise","CA MSA",79,79,0,0,0,0
"Cincinnati-Hamilton","OH-KY-IN CMSA",1227,976,16,23,212,15
"Clarksville-Hopkinsville TN-KY MSA","266",146,0,112,8,1,NA
"Cleveland-Akron","OH CMSA",1074,898,6,15,155,10
"Colorado Springs","CO MSA",571,560,2,4,5,1
"Columbia","MO MSA",145,121,12,0,12,2
"Columbia","SC MSA",366,361,0,0,5,1
"Columbus","GA-AL MSA",108,84,16,0,8,1
"Columbus","OH MSA",1333,816,16,84,417,38
"Corpus Christi","TX MSA",58,58,0,0,0,0
"Corvallis OR MSA","31",31,0,0,0,0,NA
"Cumberland","MD-WV MSA",10,10,0,0,0,0
"Dallas-Fort Worth","TX CMSA",4561,3538,16,3,1004,30
"Danville","VA MSA",33,30,0,3,0,0
"Davenport-Moline-RockIsland","IA-IL MSA",51,51,0,0,0,0
"Dayton-Springfield","OH MSA",157,157,0,0,0,0
"Daytona Beach","FL MSA",392,387,0,0,5,1
"Decatur","Al MSA",36,31,0,0,5,1
"Decatur","IL MSA",14,14,0,0,0,0
"Denver-Boulder-Greeley","COCMSA",2888,2364,8,0,516,24
"Des Moines","IA MSA",220,201,8,0,11,2
"Detroit-Ann Arbor-Flint","MICMSA",1842,1601,36,78,127,16
"Dothan","AL MSA",41,33,0,3,5,1
"Dover","DE MSA",88,88,0,0,0,0
"Dubuque","IA MSA",17,17,0,0,0,0
"Duluth-Superior","MN-WI MSA",40,23,4,0,13,1
"Eau Claire","WI MSA",70,52,10,8,0,0
"El Paso","TX MSA",372,309,24,8,31,3
"Elkhart-Goshen","IN MSA",85,85,0,0,0,0
"Elmira","NY MSA",15,4,0,0,11,1
"Enid","OK MSA",4,4,0,0,0,0
"Erie","PA MSA",35,32,0,3,0,0
"Eugene-Springfield","OR MSA",171,126,4,0,41,6
"Evansville-Henderson","IN-KYMSA",116,110,0,0,6,1
"Fargo-Moorhead","ND-MN MSA",35,33,2,0,0,0
"Fayetteville","NC MSA",112,88,0,0,24,3
"Fayetteville-Springdale-Rogers","AR MSA",309,160,22,24,103,7
"Flagstaff","AZ-UT MSA",45,45,0,0,0,0
"Florence","AL MSA",18,11,2,0,5,1
"Florence","SC MSA",59,50,0,0,9,1
"Fort Collins-Loveland","CO MSA",257,224,2,7,24,2
"Fort Myers-Cape Coral","FL MSA",1134,449,36,51,598,31
"Fort Pierce-Port St. Lucie FL MSA","218",195,0,8,15,3,NA
"Fort Smith","AR-OK MSA",50,42,4,4,0,0
"Fort Walton Beach","FL MSA",120,111,0,0,9,1
"Fort Wayne","IN MSA",270,264,6,0,0,0
"Fresno","CA MSA",323,295,12,16,0,0
"Gadsden","AL MSA",5,5,0,0,0,0
"Gainesville","FL MSA",226,106,2,0,118,7
"Glens Falls","NY MSA",16,16,0,0,0,0
"Goldsboro","NC MSA",40,40,0,0,0,0
"Grand Forks","ND-MN MSA",4,4,0,0,0,0
"Grand Junction","CO MSA",131,127,4,0,0,0
"Grand Rapids-Muskegon-Holland","MI MSA",732,559,8,17,148,9
"Great Falls","MT MSA",14,10,0,4,0,0
"Green Bay","WI MSA",124,85,10,0,29,3
"Greensboro--Winston-Salem--High Point","NC MSA",943,860,2,13,68,6
"Greenville","NC MSA",166,74,12,0,80,5
"Greenville-Spartanburg-Anderson","SC MSA",630,586,16,3,25,3
"Harrisburg-Lebanon-Carlisle","PA MSA",313,154,0,3,156,22
"Hartford","CT MSA",223,196,22,0,5,1
"Hattiesburg","MS MSA",7,7,0,0,0,0
"Hickory-Morganton-Lenoir NC MSA","180",165,6,4,5,1,NA
"Honolulu","HI MSA",184,184,0,0,0,0
"Houma","LA MSA",75,75,0,0,0,0
"Houston-Galveston-BrazoriaTX CMSA","2855",2783,2,9,61,2,NA
"Huntington-Ashland","WV-KY-OH MSA",8,6,2,0,0,0
"Huntsville","AL MSA",101,97,0,4,0,0
"Indianapolis","IN MSA",1435,1367,50,4,14,2
"Iowa City","IA MSA",140,48,12,0,80,1
"Jackson","MI MSA",10,4,0,0,6,1
"Jackson","MS MSA",314,209,0,0,105,9
"Jackson","TN MSA",53,53,0,0,0,0
"Jacksonville","FL MSA",1121,787,6,0,328,15
"Jacksonville","NC MSA",159,57,6,0,96,8
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",67,18,4,4,41,3
"Johnson City-Kingsport-Bristol","TN-VA MSA",111,92,0,0,19,3
"Johnstown","PA MSA",2,2,0,0,0,0
"Jonesboro","AR MSA",34,22,4,8,0,0
"Joplin","MO MSA",21,21,0,0,0,0
"Kalamazoo-Battle Creek","MIMSA",102,93,0,0,9,1
"Kansas City","MO-KS MSA",1786,853,46,54,833,61
"Killeen-Temple","TX MSA",136,108,16,12,0,0
"Knoxville","TN MSA",440,287,10,14,129,11
"Kokomo","IN MSA",43,29,6,0,8,1
"La Crosse","WI-MN MSA",31,31,0,0,0,0
"Lafayette","LA MSA",82,79,0,3,0,0
"Lafayette","IN MSA",132,99,2,0,31,2
"Lake Charles","LA MSA",101,95,6,0,0,0
"Lakeland-Winter Haven","FL MSA",293,293,0,0,0,0
"Lancaster","PA MSA",115,106,0,3,6,1
"Lansing-East Lansing","MI MSA",83,83,0,0,0,0
"Laredo","TX MSA",146,126,0,0,20,1
"Las Cruces","NM MSA",77,77,0,0,0,0
"Las Vegas","NV-AZ MSA",3656,2148,4,24,1480,135
"Lawrence","KS MSA",72,46,10,3,13,2
"Lawton","OK MSA",12,12,0,0,0,0
"Lewiston-Auburn","ME MSA",11,8,0,3,0,0
"Lexington","KY MSA",278,278,0,0,0,0
"Lima","OH MSA",6,6,0,0,0,0
"Lincoln","NE MSA",130,96,2,0,32,3
"Little Rock-North LittleRock","AR MSA",218,210,8,0,0,0
"Longview-Marshall","TX MSA",14,14,0,0,0,0
"Los Angeles-Riverside-Orange County","CA CMSA",4902,3699,66,71,1066,39
"Louisville","KY-IN MSA",551,511,0,16,24,3
"Lubbock","TX MSA",111,87,24,0,0,0
"Lynchburg","VA MSA",96,88,4,4,0,0
"Macon","GA MSA",169,167,2,0,0,0
"Madison","WI MSA",253,196,30,19,8,1
"Mansfield","OH MSA",39,29,2,0,8,1
"McAllen-Edinburg-Mission TX MSA","503",451,8,32,12,2,NA
"Medford-Ashland","OR MSA",150,107,10,4,29,4
"Melbourne-Titusville-PalmBay","FL MSA",591,334,0,0,257,31
"Memphis","TN-AR-MS MSA",643,640,0,3,0,0
"Merced","CA MSA",61,61,0,0,0,0
"Miami-Fort Lauderdale","FLCMSA",1808,1287,18,45,458,33
"Milwaukee-Racine","WI CMSA",631,431,38,0,162,12
"Minneapolis-St. Paul","MN-WIMSA",1892,1453,32,37,370,15
"Missoula","MT MSA",30,22,0,0,8,1
"Mobile","AL MSA",409,332,4,0,73,3
"Modesto","CA MSA",339,337,2,0,0,0
"Monroe","LA MSA",110,110,0,0,0,0
"Montgomery","AL MSA",113,97,0,0,16,2
"Muncie","IN MSA",21,19,2,0,0,0
"Myrtle Beach","SC MSA",236,155,0,12,69,5
"Naples","FL MSA",497,282,16,128,71,7
"Nashville","TN MSA",1196,1087,4,7,98,10
"New London-Norwich","CT-RI MSA",66,63,0,3,0,0
"New Orleans","LA MSA",269,250,4,0,15,1
"New York-Northern NewJersey-Long Island","NY-NJ-CT-PA CMSA",4349,2281,466,153,1449,54
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",704,681,0,0,23,2
"Ocala","FL MSA",244,244,0,0,0,0
"Odessa-Midland","TX MSA",21,21,0,0,0,0
"Oklahoma City","OK MSA",902,422,4,0,476,31
"Omaha","NE-IA MSA",330,304,2,0,24,1
"Orlando","FL MSA",2765,1375,8,43,1339,58
"Owensboro","KY MSA",76,66,0,10,0,0
"Panama City","FL MSA",81,70,6,0,5,1
"Parkersburg-Marietta","WV-OHMSA",18,18,0,0,0,0
"Pensacola","FL MSA",241,241,0,0,0,0
"Peoria-Pekin","IL MSA",99,81,2,3,13,1
"Philadelphia-Wilmington-Atlantic City","PA-NJ-DE-MDCMSA",1761,1473,52,6,230,22
"Phoenix-Mesa","AZ MSA",4160,3205,18,64,873,66
"Pine Bluff","AR MSA",9,9,0,0,0,0
"Pittsburgh","PA MSA",497,371,4,26,96,10
"Pittsfield","MA MSA",1,1,0,0,0,0
"Pocatello","ID MSA",17,13,4,0,0,0
"Portland","ME MSA",74,72,2,0,0,0
"Portland-Salem","OR-WA CMSA",1365,1163,26,21,155,17
"Providence-Fall River-Warwick","RI-MA MSA",191,184,2,0,5,1
"Provo-Orem","UT MSA",341,251,8,35,47,7
"Pueblo","CO MSA",95,83,8,4,0,0
"Punta Gorda","FL MSA",137,109,2,21,5,1
"Raleigh-Durham-Chapel HillNC MSA","1601",1343,4,0,254,15,NA
"Rapid City","SD MSA",38,30,2,0,6,1
"Reading","PA MSA",78,78,0,0,0,0
"Redding","CA MSA",92,92,0,0,0,0
"Reno","NV MSA",535,362,2,4,167,3
"Richland-Kennewick-Pasco WA MSA","87",82,0,0,5,1,NA
"Richmond-Petersburg","VA MSA",1312,570,0,104,638,41
"Roanoke","VA MSA",93,93,0,0,0,0
"Rochester","MN MSA",75,71,0,4,0,0
"Rochester","NY MSA",259,174,0,0,85,7
"Rockford","IL MSA",150,94,4,12,40,1
"Rocky Mount","NC MSA",35,35,0,0,0,0
"Sacramento-Yolo","CA CMSA",1543,1462,2,10,69,10
"Saginaw-Bay City-Midland MI MSA","54",38,8,3,5,1,NA
"St. Cloud","MN MSA",75,65,0,4,6,1
"St. Joseph","MO MSA",20,13,2,0,5,1
"St. Louis","MO-IL MSA",1293,1126,24,16,127,16
"Salinas","CA MSA",71,71,0,0,0,0
"Salt Lake City-Ogden","UT MSA",991,700,8,36,247,8
"San Angelo","TX MSA",19,19,0,0,0,0
"San Antonio","TX MSA",1049,717,38,0,294,14
"San Diego","CA MSA",1050,654,4,56,336,31
"San Francisco-Oakland-SanJose","CA CMSA",2433,1467,34,19,913,35
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",141,127,4,0,10,2
"Santa Barbara-Santa Maria-Lompoc","CA MSA",104,94,4,6,0,0
"Santa Fe","NM MSA",70,70,0,0,0,0
"Sarasota-Bradenton","FL MSA",908,573,20,40,275,22
"Savannah","GA MSA",168,150,0,3,15,2
"Scranton--Wilkes-Barre--Hazleton","PA MSA",37,32,0,0,5,1
"Seattle-Tacoma-BremertonWA CMSA","2393",1646,52,100,595,38,NA
"Sharon","PA MSA",7,7,0,0,0,0
"Sheboygan","WI MSA",13,8,0,0,5,1
"Sherman-Denison","TX MSA",8,8,0,0,0,0
"Shreveport-Bossier City","LAMSA",85,85,0,0,0,0
"Sioux City","IA-NE MSA",19,12,2,0,5,1
"Sioux Falls","SD MSA",134,132,2,0,0,0
"South Bend","IN MSA",79,79,0,0,0,0
"Spokane","WA MSA",187,149,4,0,34,2
"Springfield","IL MSA",87,65,14,3,5,1
"Springfield","MO MSA",240,193,8,7,32,2
"Springfield","MA MSA",49,47,2,0,0,0
"State College","PA MSA",28,28,0,0,0,0
"Steubenville-Weirton","OH-WVMSA",12,6,0,0,6,1
"Stockton-Lodi","CA MSA",743,441,0,0,302,13
"Sumter","SC MSA",25,25,0,0,0,0
"Syracuse","NY MSA",45,45,0,0,0,0
"Tallahassee","FL MSA",340,138,22,12,168,16
"Tampa-St. Petersburg-Clearwater","FL MSA",2634,1387,36,8,1203,66
"Terre Haute","IN MSA",87,23,0,0,64,6
"Texarkana","TX-TexarkanaARMSA",21,21,0,0,0,0
"Toledo","OH MSA",323,193,6,4,120,10
"Topeka","KS MSA",69,50,8,0,11,1
"Tucson","AZ MSA",531,521,10,0,0,0
"Tulsa","OK MSA",377,370,0,7,0,0
"Tuscaloosa","AL MSA",78,78,0,0,0,0
"Tyler","TX MSA",36,30,0,0,6,1
"Utica-Rome","NY MSA",4,4,0,0,0,0
"Victoria","TX MSA",12,12,0,0,0,0
"Visalia-Tulare-Porterville CA MSA","140",134,6,0,0,0,NA
"Waco","TX MSA",101,57,20,0,24,1
"Washington-Baltimore","DC-MD-VA-WV CMSA",4463,3464,22,4,973,36
"Waterloo-Cedar Falls","IA MSA",30,18,0,0,12,1
"Wausau","WI MSA",30,30,0,0,0,0
"West Palm Beach-Boca RatonFL MSA","1646",662,0,12,972,23,NA
"Wheeling","WV-OH MSA",3,3,0,0,0,0
"Wichita","KS MSA",166,162,4,0,0,0
"Wichita Falls","TX MSA",15,15,0,0,0,0
"Wilmington","NC MSA",251,198,0,0,53,6
"Yakima","WA MSA",27,15,0,4,8,1
"York","PA MSA",233,226,2,0,5,1
"Youngstown-Warren","OH MSA",86,81,2,3,0,0
"Yuba City","CA MSA",37,37,0,0,0,0
"Yuma","AZ MSA",147,143,4,0,0,0
"Abilene","TX MSA",267,15,0,164,88,6
"Albany","GA MSA",44,44,0,0,0,0
"Albany-Schenectady-Troy","NYMSA",172,167,0,0,5,1
"Albuquerque","NM MSA",578,578,0,0,0,0
"Alexandria","LA MSA",26,26,0,0,0,0
"Allentown-Bethlehem-Easton PA MSA","253",193,0,8,52,2,NA
"Altoona","PA MSA",3,3,0,0,0,0
"Amarillo","TX MSA",46,46,0,0,0,0
"Anchorage","AK MSA",219,117,58,12,32,4
"Anniston","AL MSA",24,24,0,0,0,0
"Appleton-Oshkosh-Neenah","WIMSA",282,164,30,0,88,10
"Asheville","NC MSA",304,118,6,4,176,9
"Athens","GA MSA",105,100,2,3,0,0
"Atlanta","GA MSA",5862,4502,30,58,1272,43
"Auburn-Opelika","AL MSA",68,33,16,0,19,3
"Augusta-Aiken","GA-SC MSA",192,192,0,0,0,0
"Austin-San Marcos","TX MSA",1391,607,6,4,774,19
"Bakersfield","CA MSA",265,254,0,4,7,1
"Bangor","ME MSA",15,15,0,0,0,0
"Barnstable-Yarmouth","MA MSA",67,67,0,0,0,0
"Baton Rouge","LA MSA",94,94,0,0,0,0
"Beaumont-Port Arthur","TX MSA",45,45,0,0,0,0
"Bellingham","WA MSA",132,101,4,0,27,2
"Benton Harbor","MI MSA",10,10,0,0,0,0
"Billings","MT MSA",63,63,0,0,0,0
"Biloxi-Gulfport-Pascagoula MS MSA","246",182,2,4,58,9,NA
"Binghamton","NY MSA",8,8,0,0,0,0
"Birmingham","AL MSA",356,351,0,0,5,1
"Bismarck","ND MSA",67,63,0,4,0,0
"Bloomington","IN MSA",66,50,12,4,0,0
"Bloomington-Normal","IL MSA",106,90,0,0,16,1
"Boise City","ID MSA",459,445,2,4,8,1
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","1420",1166,60,22,172,10,NA
"Brownsville-Harlingen-SanBenito","TX MSA",258,236,8,8,6,1
"Bryan-College Station","TX MSA",395,83,4,0,308,17
"Buffalo-Niagara Falls","NY MSA",199,177,4,0,18,2
"Burlington","VT MSA",68,60,0,3,5,1
"Canton-Massillon","OH MSA",93,89,4,0,0,0
"Casper","WY MSA",17,17,0,0,0,0
"Cedar Rapids","IA MSA",139,97,10,32,0,0
"Champaign-Urbana","IL MSA",113,43,0,0,70,3
"Charleston-NorthCharleston","SC MSA",508,446,4,3,55,5
"Charleston","WV MSA",34,29,0,0,5,1
"Charlotte-Gastonia-RockHill","NC-SC MSA",1997,1399,6,22,570,51
"Charlottesville","VA MSA",120,115,0,0,5,1
"Chattanooga","TN-GA MSA",225,216,0,4,5,1
"Cheyenne","WY MSA",18,16,2,0,0,0
"Chicago-Gary-Kenosha","IL-IN-WI CMSA",3964,3022,58,160,724,61
"Chico-Paradise","CA MSA",96,96,0,0,0,0
"Cincinnati-Hamilton","OH-KY-IN CMSA",1096,990,6,22,78,7
"Clarksville-Hopkinsville TN-KY MSA","356",106,0,6,244,12,NA
"Cleveland-Akron","OH CMSA",1015,853,20,85,57,5
"Colorado Springs","CO MSA",574,548,2,24,0,0
"Columbia","MO MSA",119,115,4,0,0,0
"Columbia","SC MSA",362,362,0,0,0,0
"Columbus","GA-AL MSA",104,68,0,0,36,3
"Columbus","OH MSA",1361,1035,6,64,256,20
"Corpus Christi","TX MSA",74,64,2,8,0,0
"Corvallis OR MSA","42",37,0,0,5,1,NA
"Cumberland","MD-WV MSA",13,13,0,0,0,0
"Dallas-Fort Worth","TX CMSA",3818,3491,10,7,310,6
"Danville","VA MSA",29,29,0,0,0,0
"Davenport-Moline-RockIsland","IA-IL MSA",59,57,2,0,0,0
"Dayton-Springfield","OH MSA",257,233,4,20,0,0
"Daytona Beach","FL MSA",394,359,2,6,27,2
"Decatur","Al MSA",37,37,0,0,0,0
"Decatur","IL MSA",26,26,0,0,0,0
"Denver-Boulder-Greeley","COCMSA",2197,1834,4,14,345,16
"Des Moines","IA MSA",359,280,2,0,77,4
"Detroit-Ann Arbor-Flint","MICMSA",2567,2140,46,63,318,30
"Dothan","AL MSA",27,27,0,0,0,0
"Dover","DE MSA",159,99,0,0,60,2
"Dubuque","IA MSA",20,17,0,3,0,0
"Duluth-Superior","MN-WI MSA",43,37,2,4,0,0
"Eau Claire","WI MSA",166,80,6,4,76,9
"El Paso","TX MSA",161,159,2,0,0,0
"Elkhart-Goshen","IN MSA",82,71,2,4,5,1
"Elmira","NY MSA",5,5,0,0,0,0
"Enid","OK MSA",10,10,0,0,0,0
"Erie","PA MSA",46,42,0,4,0,0
"Eugene-Springfield","OR MSA",118,105,4,0,9,1
"Evansville-Henderson","IN-KYMSA",120,118,2,0,0,0
"Fargo-Moorhead","ND-MN MSA",202,76,0,0,126,6
"Fayetteville","NC MSA",104,88,0,0,16,2
"Fayetteville-Springdale-Rogers","AR MSA",385,192,10,14,169,18
"Flagstaff","AZ-UT MSA",66,64,2,0,0,0
"Florence","AL MSA",12,12,0,0,0,0
"Florence","SC MSA",55,49,0,0,6,1
"Fort Collins-Loveland","CO MSA",323,262,4,4,53,5
"Fort Myers-Cape Coral","FL MSA",749,449,52,60,188,14
"Fort Pierce-Port St. Lucie FL MSA","354",270,4,0,80,4,NA
"Fort Smith","AR-OK MSA",54,48,6,0,0,0
"Fort Walton Beach","FL MSA",99,88,0,4,7,1
"Fort Wayne","IN MSA",277,277,0,0,0,0
"Fresno","CA MSA",450,405,2,3,40,8
"Gadsden","AL MSA",10,10,0,0,0,0
"Gainesville","FL MSA",156,95,0,6,55,5
"Glens Falls","NY MSA",38,31,4,3,0,0
"Goldsboro","NC MSA",60,58,2,0,0,0
"Grand Forks","ND-MN MSA",8,8,0,0,0,0
"Grand Junction","CO MSA",134,104,0,4,26,2
"Grand Rapids-Muskegon-Holland","MI MSA",649,612,4,3,30,5
"Great Falls","MT MSA",18,12,0,0,6,1
"Green Bay","WI MSA",126,109,12,0,5,1
"Greensboro--Winston-Salem--High Point","NC MSA",910,811,28,11,60,7
"Greenville","NC MSA",88,66,22,0,0,0
"Greenville-Spartanburg-Anderson","SC MSA",622,596,8,0,18,2
"Harrisburg-Lebanon-Carlisle","PA MSA",158,150,0,3,5,1
"Hartford","CT MSA",302,248,0,7,47,4
"Hattiesburg","MS MSA",27,27,0,0,0,0
"Hickory-Morganton-Lenoir NC MSA","184",155,2,0,27,2,NA
"Honolulu","HI MSA",170,162,0,8,0,0
"Houma","LA MSA",66,66,0,0,0,0
"Houston-Galveston-BrazoriaTX CMSA","3408",2734,4,12,658,24,NA
"Huntington-Ashland","WV-KY-OH MSA",9,9,0,0,0,0
"Huntsville","AL MSA",102,102,0,0,0,0
"Indianapolis","IN MSA",1580,1381,36,23,140,9
"Iowa City","IA MSA",111,67,6,0,38,1
"Jackson","MI MSA",12,12,0,0,0,0
"Jackson","MS MSA",286,286,0,0,0,0
"Jackson","TN MSA",60,60,0,0,0,0
"Jacksonville","FL MSA",997,802,0,4,191,10
"Jacksonville","NC MSA",65,59,2,4,0,0
"Jamestown","NY MSA",0,0,0,0,0,0
"Janesville-Beloit","WI MSA",29,22,2,0,5,1
"Johnson City-Kingsport-Bristol","TN-VA MSA",143,79,0,0,64,8
"Johnstown","PA MSA",8,5,0,3,0,0
"Jonesboro","AR MSA",70,40,2,4,24,3
"Joplin","MO MSA",16,16,0,0,0,0
"Kalamazoo-Battle Creek","MIMSA",158,110,2,8,38,2
"Kansas City","MO-KS MSA",1066,899,62,68,37,4
"Killeen-Temple","TX MSA",202,122,16,64,0,0
"Knoxville","TN MSA",355,300,12,6,37,2
"Kokomo","IN MSA",43,41,2,0,0,0
"La Crosse","WI-MN MSA",37,33,4,0,0,0
"Lafayette","LA MSA",77,77,0,0,0,0
"Lafayette","IN MSA",289,60,0,12,217,13
"Lake Charles","LA MSA",76,76,0,0,0,0
"Lakeland-Winter Haven","FL MSA",314,298,0,16,0,0
"Lancaster","PA MSA",110,108,2,0,0,0
"Lansing-East Lansing","MI MSA",122,120,2,0,0,0
"Laredo","TX MSA",172,137,2,7,26,1
"Las Cruces","NM MSA",60,60,0,0,0,0
"Las Vegas","NV-AZ MSA",3595,2327,18,0,1250,82
"Lawrence","KS MSA",91,45,46,0,0,0
"Lawton","OK MSA",12,12,0,0,0,0
"Lewiston-Auburn","ME MSA",14,14,0,0,0,0
"Lexington","KY MSA",258,236,22,0,0,0
"Lima","OH MSA",4,4,0,0,0,0
"Lincoln","NE MSA",150,124,2,0,24,3
"Little Rock-North LittleRock","AR MSA",287,245,14,4,24,3
"Longview-Marshall","TX MSA",13,13,0,0,0,0
"Los Angeles-Riverside-Orange County","CA CMSA",5371,3977,30,68,1296,43
"Louisville","KY-IN MSA",626,610,6,3,7,1
"Lubbock","TX MSA",322,90,16,0,216,10
"Lynchburg","VA MSA",108,108,0,0,0,0
"Macon","GA MSA",201,201,0,0,0,0
