"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Longview","TX",17,17,0,0,0,2
"Longview","WA",22,22,0,0,0,2
"Los Angeles-Long Beach-Santa Ana","CA",2392,1002,40,83,1267,2
"Louisville","KY-IN",722,635,0,10,77,2
"Lubbock","TX",158,106,52,0,0,2
"Lynchburg","VA",72,68,0,4,0,2
"Macon","GA",61,61,0,0,0,2
"Madera","CA",73,61,12,0,0,2
"Madison","WI",266,188,6,8,64,2
"Manchester-Nashua","NH",79,64,6,4,5,2
"Mansfield","OH",19,11,8,0,0,2
"McAllen-Edinburg-Pharr","TX",759,447,4,117,191,2
"Medford","OR",145,124,18,3,0,2
"Memphis","TN-MS-AR",621,583,0,22,16,2
"Merced","CA",175,168,0,7,0,2
"Miami-Fort Lauderdale-Miami Beach","FL",2757,1736,50,54,917,2
"Michigan City-La Porte","IN",16,16,0,0,0,2
"Midland","TX",23,23,0,0,0,2
"Milwaukee-Waukesha-West Allis","WI",276,206,16,27,27,2
"Minneapolis-St. Paul-Bloomington","MN-WI",1168,907,4,6,251,2
"Missoula","MT",42,21,0,0,21,2
"Mobile","AL",120,120,0,0,0,2
"Modesto","CA",194,189,0,0,5,2
"Monroe","LA",20,20,0,0,0,2
"Monroe","MI",27,27,0,0,0,2
"Montgomery","AL",157,157,0,0,0,2
"Morgantown","WV",2,2,0,0,0,2
"Morristown","TN",51,45,6,0,0,2
"Mount Vernon-Anacortes","WA",65,49,2,3,11,2
"Muncie","IN",11,6,2,3,0,2
"Muskegon-Norton Shores","MI",27,23,4,0,0,2
"Myrtle Beach-Conway-North Myrtle Beach","SC",970,429,2,20,519,2
"Napa","CA",38,38,0,0,0,2
"Naples-Marco Island","FL",334,229,32,0,73,2
"Nashville-Davidson--Murfreesboro","TN",1347,1103,20,0,224,2
"New Haven-Milford","CT",84,48,2,0,34,2
"New Orleans-Metairie-Kenner","LA",421,382,24,10,5,2
"New York-Northern New Jersey-Long Island","NY-NJ-PA",3587,1174,432,293,1688,2
"Niles-Benton Harbor","MI",28,28,0,0,0,2
"Norwich-New London","CT",41,39,2,0,0,2
"Ocala","FL",517,501,16,0,0,2
"Ocean City","NJ",210,76,46,12,76,2
"Odessa","TX",7,7,0,0,0,2
"Ogden-Clearfield","UT",275,236,2,32,5,2
"Oklahoma City","OK",677,583,32,0,62,2
"Olympia","WA",143,143,0,0,0,2
"Omaha-Council Bluffs","NE-IA",520,365,4,16,135,2
"Orlando","FL",2187,1855,8,8,316,2
"Oshkosh-Neenah","WI",45,31,2,0,12,2
"Owensboro","KY",34,30,0,4,0,2
"Oxnard-Thousand Oaks-Ventura","CA",359,276,0,0,83,2
"Palm Bay-Melbourne-Titusville","FL",440,407,0,16,17,2
"Panama City-Lynn Haven","FL",298,112,2,4,180,2
"Parkersburg-Marietta","WV-OH",19,11,0,8,0,2
"Pascagoula","MS",78,78,0,0,0,2
"Pensacola-Ferry Pass-Brent","FL",316,307,0,9,0,2
"Peoria","IL",54,36,2,0,16,2
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1699,868,0,15,816,2
"Phoenix-Mesa-Scottsdale","AZ",4366,3960,8,40,358,2
"Pine Bluff","AR",16,11,0,0,5,2
"Pittsburgh","PA",337,305,0,14,18,2
"Pittsfield","MA",3,3,0,0,0,2
"Pocatello","ID",24,20,0,4,0,2
"Port St. Lucie-Fort Pierce","FL",773,744,0,6,23,2
"Portland-South Portland-Biddeford","ME",160,143,6,6,5,2
"Portland-Vancouver-Beaverton","OR-WA",1159,929,20,42,168,2
"Poughkeepsie-Newburgh-Middletown","NY",87,65,2,0,20,2
"Prescott","AZ",236,227,6,3,0,2
"Providence-New Bedford-Fall River","RI-MA",186,156,14,0,16,2
"Provo-Orem","UT",469,290,2,9,168,2
"Pueblo","CO",84,84,0,0,0,2
"Punta Gorda","FL",306,217,12,15,62,2
"Racine","WI",33,33,0,0,0,2
"Raleigh-Cary","NC",913,907,6,0,0,2
"Rapid City","SD",75,54,6,7,8,2
"Reading","PA",54,49,0,0,5,2
"Redding","CA",77,75,2,0,0,2
"Reno-Sparks","NV",290,247,2,8,33,2
"Richmond","VA",991,648,0,7,336,2
"Riverside-San Bernardino-Ontario","CA",2964,2759,12,0,193,2
"Roanoke","VA",102,102,0,0,0,2
"Rochester","MN",76,46,0,0,30,2
"Rochester","NY",98,81,0,0,17,2
"Rockford","IL",79,77,2,0,0,2
"Rocky Mount","NC",42,40,2,0,0,2
"Rome","GA",28,28,0,0,0,2
"Sacramento--Arden-Arcade--Roseville","CA",1226,1028,14,0,184,2
"Saginaw-Saginaw Township North","MI",34,34,0,0,0,2
"Salem","OR",95,86,4,0,5,2
"Salinas","CA",64,64,0,0,0,2
"Salisbury","MD",50,50,0,0,0,2
"Salt Lake City","UT",542,469,2,12,59,2
"San Angelo","TX",17,17,0,0,0,2
"San Antonio","TX",1559,856,14,47,642,2
"San Diego-Carlsbad-San Marcos","CA",1375,532,14,38,791,2
"San Francisco-Oakland-Fremont","CA",750,554,8,3,185,2
"San Jose-Sunnyvale-Santa Clara","CA",430,176,0,0,254,2
"San Luis Obispo-Paso Robles","CA",178,83,0,0,95,2
"Sandusky","OH",0,0,0,0,0,2
"Santa Barbara-Santa Maria-Goleta","CA",97,65,0,0,32,2
"Santa Cruz-Watsonville","CA",52,42,0,0,10,2
"Santa Fe","NM",45,45,0,0,0,2
"Santa Rosa-Petaluma","CA",95,89,0,0,6,2
"Sarasota-Bradenton-Venice","FL",1062,900,0,10,152,2
"Savannah","GA",245,237,2,0,6,2
"Scranton--Wilkes-Barre","PA",16,16,0,0,0,2
"Seattle-Tacoma-Bellevue","WA",1771,1061,54,62,594,2
"Sheboygan","WI",9,7,2,0,0,2
"Sherman-Denison","TX",3,3,0,0,0,2
"Shreveport-Bossier City","LA",133,133,0,0,0,2
"Sioux City","IA-NE-SD",16,14,2,0,0,2
"Sioux Falls","SD",84,80,0,4,0,2
"South Bend-Mishawaka","IN-MI",37,37,0,0,0,2
"Spartanburg","SC",171,171,0,0,0,2
"Spokane","WA",195,173,4,0,18,2
"Springfield","IL",39,23,4,3,9,2
"Springfield","MA",40,31,4,0,5,2
"Springfield","MO",246,228,18,0,0,2
"Springfield","OH",10,10,0,0,0,2
"St. Cloud","MN",34,29,0,0,5,2
"St. George","UT",242,236,0,0,6,2
"St. Joseph","MO-KS",12,12,0,0,0,2
"St. Louis","MO-IL",1021,869,26,12,114,2
"State College","PA",40,40,0,0,0,2
"Stockton","CA",641,639,2,0,0,2
"Sumter","SC",58,43,4,0,11,2
"Syracuse","NY",35,35,0,0,0,2
"Tallahassee","FL",308,215,8,0,85,2
"Tampa-St. Petersburg-Clearwater","FL",3193,2208,40,148,797,2
"Terre Haute","IN",34,18,8,3,5,2
"Texarkana","TX-Texarkana",19,11,8,0,0,2
"Toledo","OH",181,146,18,0,17,2
"Topeka","KS",70,70,0,0,0,2
"Trenton-Ewing","NJ",45,20,0,0,25,2
"Tucson","AZ",827,804,10,4,9,2
"Tulsa","OK",380,360,10,0,10,2
"Tuscaloosa","AL",88,88,0,0,0,2
"Tyler","TX",41,35,0,0,6,2
"Utica-Rome","NY",0,0,0,0,0,2
"Valdosta","GA",81,63,0,0,18,2
"Vallejo-Fairfield","CA",168,134,4,0,30,2
"Vero Beach","FL",207,153,2,16,36,2
"Victoria","TX",10,10,0,0,0,2
"Vineland-Millville-Bridgeton","NJ",31,31,0,0,0,2
"Virginia Beach-Norfolk-Newport News","VA-NC",696,483,12,32,169,2
"Visalia-Porterville","CA",221,200,4,11,6,2
"Waco","TX",46,46,0,0,0,2
"Warner Robins","GA",99,99,0,0,0,2
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2548,1913,2,6,627,2
"Waterloo-Cedar Falls","IA",23,23,0,0,0,2
"Wausau","WI",37,33,4,0,0,2
"Weirton-Steubenville","WV-OH",2,2,0,0,0,2
"Wenatchee","WA",35,35,0,0,0,2
"Wheeling","WV-OH",0,0,0,0,0,2
"Wichita Falls","TX",27,23,4,0,0,2
"Wichita","KS",215,197,18,0,0,2
"Williamsport","PA",1,1,0,0,0,2
"Wilmington","NC",686,595,28,12,51,2
"Winchester","VA-WV",100,100,0,0,0,2
"Winston-Salem","NC",303,303,0,0,0,2
"Worcester","MA",109,96,4,9,0,2
"Yakima","WA",20,20,0,0,0,2
"York-Hanover","PA",110,110,0,0,0,2
"Youngstown-Warren-Boardman","OH-PA",50,42,8,0,0,2
"Yuba City-Marysville","CA",211,211,0,0,0,2
"Yuma","AZ",141,141,0,0,0,2
"Abilene","TX",28,28,0,0,0,3
"Akron","OH",154,128,2,11,13,3
"Albany","GA",88,61,2,0,25,3
"Albany-Schenectady-Troy","NY",105,93,0,0,12,3
"Albuquerque","NM",504,504,0,0,0,3
"Alexandria","LA",49,49,0,0,0,3
"Allentown-Bethlehem-Easton","PA-NJ",373,347,2,7,17,3
"Altoona","PA",1,1,0,0,0,3
"Amarillo","TX",74,74,0,0,0,3
"Ames","IA",151,31,0,0,120,3
"Anchorage","AK",254,114,76,17,47,3
"Anderson","IN",38,32,0,0,6,3
"Anderson","SC",107,107,0,0,0,3
"Ann Arbor","MI",90,85,0,0,5,3
"Anniston-Oxford","AL",31,31,0,0,0,3
"Appleton","WI",79,73,6,0,0,3
"Asheville","NC",236,218,4,4,10,3
"Athens-Clarke County","GA",119,109,2,0,8,3
"Atlanta-Sandy Springs-Marietta","GA",6277,5812,14,11,440,3
"Atlantic City","NJ",165,160,2,3,0,3
"Auburn-Opelika","AL",178,132,6,4,36,3
"Augusta-Richmond County","GA-SC",297,297,0,0,0,3
"Austin-Round Rock","TX",1961,1499,46,4,412,3
"Bakersfield","CA",576,550,6,12,8,3
"Baltimore-Towson","MD",746,618,2,12,114,3
"Bangor","ME",44,28,0,16,0,3
"Barnstable Town","MA",109,97,0,12,0,3
"Baton Rouge","LA",617,431,0,0,186,3
"Battle Creek","MI",15,15,0,0,0,3
"Bay City","MI",3,3,0,0,0,3
"Beaumont-Port Arthur","TX",35,35,0,0,0,3
"Bellingham","WA",186,126,2,4,54,3
"Bend","OR",363,344,6,13,0,3
"Billings","MT",52,52,0,0,0,3
"Binghamton","NY",1,1,0,0,0,3
"Birmingham-Hoover","AL",557,550,0,7,0,3
"Bismarck","ND",36,28,0,8,0,3
"Bloomington","IN",89,50,18,3,18,3
"Bloomington-Normal","IL",119,77,0,10,32,3
"Boise City-Nampa","ID",1001,958,16,18,9,3
"Boston-Cambridge-Quincy","MA-NH",1479,675,64,34,706,3
"Boulder","CO",82,77,0,0,5,3
"Bowling Green","KY",124,124,0,0,0,3
"Bremerton-Silverdale","WA",117,117,0,0,0,3
"Bridgeport-Stamford-Norwalk","CT",121,79,0,0,42,3
"Brownsville-Harlingen","TX",302,234,2,40,26,3
"Brunswick","GA",110,110,0,0,0,3
"Buffalo-Niagara Falls","NY",190,111,2,0,77,3
"Burlington","NC",84,84,0,0,0,3
"Burlington-South Burlington","VT",51,35,8,3,5,3
"Canton-Massillon","OH",114,109,0,0,5,3
"Cape Coral-Fort Myers","FL",2961,2264,14,19,664,3
"Carson City","NV",12,12,0,0,0,3
"Casper","WY",24,24,0,0,0,3
"Cedar Rapids","IA",194,112,6,43,33,3
"Champaign-Urbana","IL",104,68,0,4,32,3
"Charleston","WV",28,28,0,0,0,3
"Charleston-North Charleston","SC",1146,684,62,8,392,3
"Charlotte-Gastonia-Concord","NC-SC",1867,1697,6,33,131,3
"Charlottesville","VA",110,110,0,0,0,3
"Chattanooga","TN-GA",281,268,6,0,7,3
"Cheyenne","WY",59,45,2,12,0,3
"Chicago-Naperville-Joliet","IL-IN-WI",4629,3239,64,309,1017,3
"Chico","CA",154,127,0,6,21,3
"Cincinnati-Middletown","OH-KY-IN",1203,1053,16,23,111,3
"Clarksville","TN-KY",199,195,0,4,0,3
"Cleveland","TN",57,51,6,0,0,3
"Cleveland-Elyria-Mentor","OH",507,483,4,10,10,3
"Coeur d""Alene","ID",190,185,0,0,5,3
"College Station-Bryan","TX",168,76,22,0,70,3
"Colorado Springs","CO",649,628,4,0,17,3
"Columbia","MO",298,182,28,4,84,3
"Columbia","SC",659,583,4,0,72,3
"Columbus","GA-AL",189,185,0,4,0,3
"Columbus","IN",26,26,0,0,0,3
"Columbus","OH",1092,866,24,94,108,3
"Corpus Christi","TX",404,118,12,0,274,3
"Corvallis","OR",26,26,0,0,0,3
"Cumberland","MD-WV",12,12,0,0,0,3
"Dallas-Fort Worth-Arlington","TX",4281,3840,34,11,396,3
"Dalton","GA",85,61,2,4,18,3
"Danville","IL",0,0,0,0,0,3
"Danville","VA",23,23,0,0,0,3
"Davenport-Moline-Rock Island","IA-IL",121,68,0,0,53,3
"Dayton","OH",225,225,0,0,0,3
"Decatur","AL",22,22,0,0,0,3
"Decatur","IL",5,5,0,0,0,3
"Deltona-Daytona Beach-Ormond Beach","FL",645,531,2,0,112,3
"Denver-Aurora","CO",1835,1695,22,11,107,3
"Des Moines","IA",519,463,4,16,36,3
"Detroit-Warren-Livonia","MI",1399,1171,10,15,203,3
"Dothan","AL",156,52,0,0,104,3
"Dover","DE",239,191,2,8,38,3
"Dubuque","IA",63,57,6,0,0,3
"Duluth","MN-WI",62,62,0,0,0,3
"Durham","NC",410,343,10,0,57,3
"Eau Claire","WI",28,21,2,0,5,3
"El Centro","CA",133,125,0,0,8,3
"El Paso","TX",361,361,0,0,0,3
"Elizabethtown","KY",75,75,0,0,0,3
"Elkhart-Goshen","IN",109,109,0,0,0,3
"Elmira","NY",1,1,0,0,0,3
"Erie","PA",21,21,0,0,0,3
"Eugene-Springfield","OR",394,131,20,3,240,3
"Evansville","IN-KY",260,122,0,4,134,3
"Fairbanks","AK",12,8,4,0,0,3
"Fargo","ND-MN",177,77,2,0,98,3
"Farmington","NM",36,36,0,0,0,3
"Fayetteville","NC",310,310,0,0,0,3
"Fayetteville-Springdale-Rogers","AR-MO",740,379,14,39,308,3
"Flagstaff","AZ",54,54,0,0,0,3
"Flint","MI",91,91,0,0,0,3
"Florence","SC",25,25,0,0,0,3
"Florence-Muscle Shoals","AL",24,19,0,0,5,3
"Fond du Lac","WI",18,10,4,4,0,3
"Fort Collins-Loveland","CO",283,215,2,6,60,3
"Fort Smith","AR-OK",100,64,28,8,0,3
"Fort Walton Beach-Crestview-Destin","FL",132,104,0,3,25,3
"Fort Wayne","IN",179,179,0,0,0,3
"Fresno","CA",386,321,4,19,42,3
"Gadsden","AL",14,14,0,0,0,3
"Gainesville","FL",285,215,0,0,70,3
"Gainesville","GA",141,141,0,0,0,3
"Glens Falls","NY",35,28,2,0,5,3
"Goldsboro","NC",45,45,0,0,0,3
"Grand Forks","ND-MN",5,5,0,0,0,3
"Grand Junction","CO",88,88,0,0,0,3
"Grand Rapids-Wyoming","MI",331,319,4,3,5,3
"Great Falls","MT",16,12,0,4,0,3
"Greeley","CO",416,403,0,3,10,3
"Green Bay","WI",160,128,0,0,32,3
"Greensboro-High Point","NC",497,451,0,0,46,3
"Greenville","NC",222,110,14,0,98,3
"Greenville","SC",512,455,4,0,53,3
"Gulfport-Biloxi","MS",409,167,2,0,240,3
"Hagerstown-Martinsburg","MD-WV",421,371,10,4,36,3
"Hanford-Corcoran","CA",75,71,0,4,0,3
"Harrisburg-Carlisle","PA",96,80,0,0,16,3
"Harrisonburg","VA",56,52,4,0,0,3
"Hartford-West Hartford-East Hartford","CT",265,214,8,0,43,3
"Hattiesburg","MS",19,3,0,0,16,3
"Hickory-Lenoir-Morganton","NC",140,136,4,0,0,3
"Hinesville-Fort Stewart","GA",4,4,0,0,0,3
"Holland-Grand Haven","MI",120,90,6,17,7,3
"Honolulu","HI",347,303,8,0,36,3
"Hot Springs","AR",14,14,0,0,0,3
"Houma-Bayou Cane-Thibodaux","LA",84,84,0,0,0,3
"Houston-Baytown-Sugar Land","TX",5559,4814,8,4,733,3
"Huntington-Ashland","WV-KY-OH",9,9,0,0,0,3
"Huntsville","AL",256,256,0,0,0,3
"Idaho Falls","ID",170,154,12,4,0,3
"Indianapolis","IN",1304,1211,28,52,13,3
"Iowa City","IA",101,101,0,0,0,3
"Ithaca","NY",89,11,0,0,78,3
"Jackson","MI",23,18,0,0,5,3
"Jackson","MS",295,295,0,0,0,3
"Jackson","TN",63,63,0,0,0,3
"Jacksonville","FL",2770,1543,44,12,1171,3
"Jacksonville","NC",90,90,0,0,0,3
"Janesville","WI",78,66,2,0,10,3
"Jefferson City","MO",38,36,2,0,0,3
"Johnson City","TN",101,86,2,8,5,3
"Johnstown","PA",2,2,0,0,0,3
"Jonesboro","AR",48,48,0,0,0,3
"Joplin","MO",34,34,0,0,0,3
"Kalamazoo-Portage","MI",82,82,0,0,0,3
"Kankakee-Bradley","IL",16,16,0,0,0,3
"Kansas City","MO-KS",1721,1404,10,158,149,3
"Kennewick-Richland-Pasco","WA",209,185,0,0,24,3
"Killeen-Temple-Fort Hood","TX",263,197,34,32,0,3
"Kingsport-Bristol-Bristol","TN-VA",89,89,0,0,0,3
"Kingston","NY",43,35,8,0,0,3
"Knoxville","TN",384,380,0,4,0,3
"Kokomo","IN",24,20,4,0,0,3
"La Crosse","WI-MN",50,42,0,3,5,3
"Lafayette","IN",89,74,12,3,0,3
"Lafayette","LA",121,121,0,0,0,3
"Lake Charles","LA",94,67,4,0,23,3
"Lakeland","FL",928,769,0,0,159,3
"Lancaster","PA",119,97,2,0,20,3
"Lansing-East Lansing","MI",141,102,4,0,35,3
"Laredo","TX",180,170,0,3,7,3
"Las Cruces","NM",193,193,0,0,0,3
"Las Vegas-Paradise","NV",2830,2651,4,143,32,3
"Lawrence","KS",83,41,30,3,9,3
"Lawton","OK",13,13,0,0,0,3
"Lebanon","PA",50,50,0,0,0,3
"Lewiston","ID-WA",7,7,0,0,0,3
"Lewiston-Auburn","ME",33,28,2,3,0,3
"Lexington-Fayette","KY",461,420,10,0,31,3
"Lima","OH",13,13,0,0,0,3
"Lincoln","NE",37,37,0,0,0,3
"Little Rock-North Little Rock","AR",399,379,4,16,0,3
"Logan","UT-ID",58,54,0,4,0,3
"Longview","TX",16,16,0,0,0,3
"Longview","WA",37,35,2,0,0,3
"Los Angeles-Long Beach-Santa Ana","CA",2926,1620,50,188,1068,3
"Louisville","KY-IN",871,774,0,12,85,3
"Lubbock","TX",189,137,52,0,0,3
"Lynchburg","VA",106,106,0,0,0,3
"Macon","GA",15,15,0,0,0,3
"Madera","CA",98,94,4,0,0,3
"Madison","WI",398,266,36,23,73,3
"Manchester-Nashua","NH",126,92,12,0,22,3
"Mansfield","OH",14,14,0,0,0,3
"McAllen-Edinburg-Pharr","TX",815,632,10,87,86,3
"Medford","OR",189,175,6,3,5,3
"Memphis","TN-MS-AR",890,857,0,3,30,3
"Merced","CA",208,206,2,0,0,3
"Miami-Fort Lauderdale-Miami Beach","FL",4178,2210,68,36,1864,3
"Michigan City-La Porte","IN",23,23,0,0,0,3
"Midland","TX",31,31,0,0,0,3
"Milwaukee-Waukesha-West Allis","WI",491,302,8,31,150,3
"Minneapolis-St. Paul-Bloomington","MN-WI",1627,1384,28,36,179,3
"Missoula","MT",87,57,16,0,14,3
"Mobile","AL",172,172,0,0,0,3
"Modesto","CA",356,319,2,3,32,3
"Monroe","LA",41,41,0,0,0,3
"Monroe","MI",41,41,0,0,0,3
"Montgomery","AL",154,154,0,0,0,3
"Morgantown","WV",9,0,0,0,9,3
"Morristown","TN",60,60,0,0,0,3
"Mount Vernon-Anacortes","WA",71,71,0,0,0,3
"Muncie","IN",22,22,0,0,0,3
"Muskegon-Norton Shores","MI",24,22,2,0,0,3
"Myrtle Beach-Conway-North Myrtle Beach","SC",789,534,4,3,248,3
"Napa","CA",22,22,0,0,0,3
"Naples-Marco Island","FL",525,339,16,60,110,3
"Nashville-Davidson--Murfreesboro","TN",1411,1329,36,16,30,3
"New Haven-Milford","CT",234,103,0,0,131,3
"New Orleans-Metairie-Kenner","LA",457,416,24,12,5,3
"New York-Northern New Jersey-Long Island","NY-NJ-PA",4699,1495,496,627,2081,3
"Niles-Benton Harbor","MI",14,7,0,0,7,3
"Norwich-New London","CT",64,64,0,0,0,3
"Ocala","FL",562,548,2,6,6,3
"Ocean City","NJ",255,102,54,14,85,3
"Odessa","TX",15,15,0,0,0,3
"Ogden-Clearfield","UT",390,373,0,12,5,3
"Oklahoma City","OK",845,803,14,0,28,3
"Olympia","WA",211,211,0,0,0,3
"Omaha-Council Bluffs","NE-IA",788,610,16,16,146,3
"Orlando","FL",2948,2464,2,10,472,3
"Oshkosh-Neenah","WI",40,32,8,0,0,3
"Owensboro","KY",26,26,0,0,0,3
"Oxnard-Thousand Oaks-Ventura","CA",353,246,0,3,104,3
"Palm Bay-Melbourne-Titusville","FL",657,619,2,6,30,3
"Panama City-Lynn Haven","FL",702,119,0,6,577,3
"Parkersburg-Marietta","WV-OH",12,12,0,0,0,3
"Pascagoula","MS",103,99,4,0,0,3
"Pensacola-Ferry Pass-Brent","FL",443,364,14,12,53,3
"Peoria","IL",81,72,4,0,5,3
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1889,1237,6,8,638,3
"Phoenix-Mesa-Scottsdale","AZ",5017,4474,32,126,385,3
"Pine Bluff","AR",16,10,0,0,6,3
"Pittsburgh","PA",432,386,2,20,24,3
"Pittsfield","MA",3,3,0,0,0,3
"Pocatello","ID",46,46,0,0,0,3
"Port St. Lucie-Fort Pierce","FL",907,829,0,11,67,3
"Portland-South Portland-Biddeford","ME",255,203,20,3,29,3
"Portland-Vancouver-Beaverton","OR-WA",1443,1025,20,38,360,3
"Poughkeepsie-Newburgh-Middletown","NY",149,111,0,3,35,3
"Prescott","AZ",308,297,4,7,0,3
"Providence-New Bedford-Fall River","RI-MA",309,244,18,4,43,3
"Provo-Orem","UT",479,393,4,13,69,3
"Pueblo","CO",131,123,8,0,0,3
"Punta Gorda","FL",338,237,2,51,48,3
"Racine","WI",63,63,0,0,0,3
"Raleigh-Cary","NC",1212,1046,12,20,134,3
"Rapid City","SD",111,103,4,4,0,3
"Reading","PA",75,72,0,3,0,3
"Redding","CA",109,109,0,0,0,3
"Reno-Sparks","NV",718,471,2,0,245,3
"Richmond","VA",999,886,2,16,95,3
"Riverside-San Bernardino-Ontario","CA",4690,4287,8,95,300,3
"Roanoke","VA",127,125,2,0,0,3
"Rochester","MN",114,101,0,0,13,3
"Rochester","NY",126,110,6,0,10,3
"Rockford","IL",289,87,6,196,0,3
"Rocky Mount","NC",60,56,4,0,0,3
"Rome","GA",51,45,6,0,0,3
"Sacramento--Arden-Arcade--Roseville","CA",1902,1468,24,9,401,3
"Saginaw-Saginaw Township North","MI",19,19,0,0,0,3
"Salem","OR",180,111,0,0,69,3
"Salinas","CA",56,56,0,0,0,3
"Salisbury","MD",88,70,0,0,18,3
"Salt Lake City","UT",665,585,12,31,37,3
"San Angelo","TX",28,28,0,0,0,3
"San Antonio","TX",2202,1158,12,15,1017,3
"San Diego-Carlsbad-San Marcos","CA",1649,760,62,63,764,3
"San Francisco-Oakland-Fremont","CA",1201,772,6,26,397,3
"San Jose-Sunnyvale-Santa Clara","CA",511,224,12,0,275,3
"San Luis Obispo-Paso Robles","CA",178,133,0,0,45,3
"Sandusky","OH",0,0,0,0,0,3
"Santa Barbara-Santa Maria-Goleta","CA",47,45,2,0,0,3
"Santa Cruz-Watsonville","CA",43,30,0,0,13,3
"Santa Fe","NM",59,59,0,0,0,3
"Santa Rosa-Petaluma","CA",87,83,4,0,0,3
"Sarasota-Bradenton-Venice","FL",1221,998,0,0,223,3
"Savannah","GA",238,229,2,0,7,3
"Scranton--Wilkes-Barre","PA",32,24,0,3,5,3
"Seattle-Tacoma-Bellevue","WA",2199,1552,34,102,511,3
"Sheboygan","WI",19,19,0,0,0,3
"Sherman-Denison","TX",5,5,0,0,0,3
"Shreveport-Bossier City","LA",190,183,4,3,0,3
"Sioux City","IA-NE-SD",25,25,0,0,0,3
"Sioux Falls","SD",271,208,4,4,55,3
"South Bend-Mishawaka","IN-MI",117,75,0,0,42,3
"Spartanburg","SC",220,192,4,0,24,3
"Spokane","WA",285,269,4,12,0,3
"Springfield","IL",55,32,12,0,11,3
"Springfield","MA",83,52,10,9,12,3
"Springfield","MO",245,240,0,0,5,3
"Springfield","OH",32,27,0,0,5,3
"St. Cloud","MN",92,73,0,3,16,3
"St. George","UT",394,366,0,4,24,3
"St. Joseph","MO-KS",21,17,4,0,0,3
"St. Louis","MO-IL",1471,1260,56,40,115,3
"State College","PA",55,47,4,4,0,3
"Stockton","CA",562,552,4,0,6,3
"Sumter","SC",67,53,2,0,12,3
"Syracuse","NY",56,48,0,0,8,3
"Tallahassee","FL",350,246,8,0,96,3
"Tampa-St. Petersburg-Clearwater","FL",2601,2349,50,24,178,3
"Terre Haute","IN",38,33,0,0,5,3
"Texarkana","TX-Texarkana",22,22,0,0,0,3
"Toledo","OH",246,230,2,4,10,3
"Topeka","KS",109,109,0,0,0,3
"Trenton-Ewing","NJ",119,94,0,0,25,3
"Tucson","AZ",1174,1090,16,4,64,3
"Tulsa","OK",503,503,0,0,0,3
"Tuscaloosa","AL",354,114,0,0,240,3
"Tyler","TX",51,43,0,0,8,3
"Utica-Rome","NY",2,2,0,0,0,3
"Valdosta","GA",76,53,0,0,23,3
"Vallejo-Fairfield","CA",239,237,2,0,0,3
"Vero Beach","FL",225,174,2,8,41,3
"Victoria","TX",13,13,0,0,0,3
"Vineland-Millville-Bridgeton","NJ",28,26,2,0,0,3
"Virginia Beach-Norfolk-Newport News","VA-NC",1128,678,48,9,393,3
"Visalia-Porterville","CA",278,210,0,8,60,3
"Waco","TX",63,59,4,0,0,3
"Warner Robins","GA",138,138,0,0,0,3
"Washington-Arlington-Alexandria","DC-VA-MD-WV",3659,2593,2,26,1038,3
"Waterloo-Cedar Falls","IA",48,46,2,0,0,3
"Wausau","WI",98,48,2,0,48,3
"Weirton-Steubenville","WV-OH",3,3,0,0,0,3
"Wenatchee","WA",71,71,0,0,0,3
"Wheeling","WV-OH",0,0,0,0,0,3
"Wichita Falls","TX",189,19,0,100,70,3
"Wichita","KS",259,232,8,0,19,3
"Williamsport","PA",2,2,0,0,0,3
"Wilmington","NC",817,611,32,7,167,3
"Winchester","VA-WV",140,140,0,0,0,3
"Winston-Salem","NC",274,274,0,0,0,3
"Worcester","MA",195,160,12,4,19,3
"Yakima","WA",39,39,0,0,0,3
"York-Hanover","PA",189,176,0,0,13,3
"Youngstown-Warren-Boardman","OH-PA",84,82,2,0,0,3
"Yuba City-Marysville","CA",211,197,0,0,14,3
"Yuma","AZ",159,159,0,0,0,3
"Abilene","TX",22,22,0,0,0,4
"Akron","OH",189,162,2,8,17,4
"Albany","GA",58,53,2,3,0,4
"Albany-Schenectady-Troy","NY",264,145,0,0,119,4
"Albuquerque","NM",683,652,0,4,27,4
"Alexandria","LA",67,67,0,0,0,4
"Allentown-Bethlehem-Easton","PA-NJ",433,419,0,0,14,4
"Altoona","PA",0,0,0,0,0,4
"Amarillo","TX",59,59,0,0,0,4
"Ames","IA",204,47,0,0,157,4
"Anchorage","AK",342,111,32,15,184,4
"Anderson","IN",38,38,0,0,0,4
"Anderson","SC",170,115,0,0,55,4
"Ann Arbor","MI",88,80,2,0,6,4
"Anniston-Oxford","AL",16,16,0,0,0,4
"Appleton","WI",200,113,0,0,87,4
"Asheville","NC",280,274,6,0,0,4
"Athens-Clarke County","GA",198,93,10,0,95,4
"Atlanta-Sandy Springs-Marietta","GA",5549,4834,14,4,697,4
"Atlantic City","NJ",184,157,4,3,20,4
"Auburn-Opelika","AL",135,117,4,0,14,4
"Augusta-Richmond County","GA-SC",309,309,0,0,0,4
"Austin-Round Rock","TX",2330,1474,16,4,836,4
