State,CBSASub,Areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",428,529,633,781,1101,IA,140381
19,METRO47940N19017,"Bremer County, IA HUD Metro FMR Area",383,451,586,701,897,IA,23325
19,NCNTY19001N19001,"Adair County, IA",389,437,567,696,795,IA,8243
19,NCNTY19003N19003,"Adams County, IA",389,437,567,696,795,IA,4482
19,NCNTY19005N19005,"Allamakee County, IA",376,427,540,691,797,IA,14675
19,NCNTY19007N19007,"Appanoose County, IA",352,410,540,680,766,IA,13721
19,NCNTY19009N19009,"Audubon County, IA",447,447,540,690,728,IA,6830
19,NCNTY19015N19015,"Boone County, IA",449,524,688,859,954,IA,26224
19,NCNTY19019N19019,"Buchanan County, IA",447,448,540,705,724,IA,21093
19,NCNTY19021N19021,"Buena Vista County, IA",427,496,579,693,772,IA,20411
19,NCNTY19023N19023,"Butler County, IA",376,427,540,691,797,IA,15305
19,NCNTY19025N19025,"Calhoun County, IA",423,428,555,718,740,IA,11115
19,NCNTY19027N19027,"Carroll County, IA",394,458,604,720,742,IA,21421
19,NCNTY19029N19029,"Cass County, IA",434,536,667,854,904,IA,14684
19,NCNTY19031N19031,"Cedar County, IA",400,445,587,760,829,IA,18187
19,NCNTY19033N19033,"Cerro Gordo County, IA",416,471,621,786,835,IA,46447
19,NCNTY19035N19035,"Cherokee County, IA",447,447,540,690,728,IA,13035
19,NCNTY19037N19037,"Chickasaw County, IA",376,427,540,691,797,IA,13095
19,NCNTY19039N19039,"Clarke County, IA",389,441,581,699,798,IA,9133
19,NCNTY19041N19041,"Clay County, IA",351,409,540,658,803,IA,17372
19,NCNTY19043N19043,"Clayton County, IA",376,427,540,691,797,IA,18678
19,NCNTY19045N19045,"Clinton County, IA",377,429,564,716,887,IA,50149
19,NCNTY19047N19047,"Crawford County, IA",447,447,540,690,728,IA,16942
19,NCNTY19051N19051,"Davis County, IA",389,437,567,696,795,IA,8541
19,NCNTY19053N19053,"Decatur County, IA",389,437,567,696,795,IA,8689
19,NCNTY19055N19055,"Delaware County, IA",400,445,587,760,829,IA,18404
19,NCNTY19057N19057,"Des Moines County, IA",428,489,608,791,843,IA,42351
19,NCNTY19059N19059,"Dickinson County, IA",358,463,554,755,974,IA,16424
19,NCNTY19063N19063,"Emmet County, IA",410,410,540,670,764,IA,11027
19,NCNTY19065N19065,"Fayette County, IA",376,427,540,691,797,IA,22008
19,NCNTY19067N19067,"Floyd County, IA",372,410,540,700,720,IA,16900
19,NCNTY19069N19069,"Franklin County, IA",390,428,540,692,715,IA,10704
19,NCNTY19071N19071,"Fremont County, IA",434,536,667,854,904,IA,8010
19,NCNTY19073N19073,"Greene County, IA",447,447,540,690,728,IA,10366
19,NCNTY19079N19079,"Hamilton County, IA",421,439,577,715,736,IA,16438
19,NCNTY19081N19081,"Hancock County, IA",390,428,540,692,715,IA,12100
19,NCNTY19083N19083,"Hardin County, IA",495,498,596,715,845,IA,18812
19,NCNTY19087N19087,"Henry County, IA",511,513,624,812,837,IA,20336
19,NCNTY19089N19089,"Howard County, IA",376,427,540,691,797,IA,9932
19,NCNTY19091N19091,"Humboldt County, IA",423,428,555,718,740,IA,10381
19,NCNTY19093N19093,"Ida County, IA",447,447,540,690,728,IA,7837
19,NCNTY19095N19095,"Iowa County, IA",451,475,584,762,819,IA,15671
19,NCNTY19097N19097,"Jackson County, IA",400,448,587,760,829,IA,20296
19,NCNTY19099N19099,"Jasper County, IA",423,477,628,855,946,IA,37213
19,NCNTY19101N19101,"Jefferson County, IA",454,479,581,701,897,IA,16181
19,NCNTY19107N19107,"Keokuk County, IA",389,437,567,696,795,IA,11400
19,NCNTY19109N19109,"Kossuth County, IA",390,428,540,692,715,IA,17163
19,NCNTY19111N19111,"Lee County, IA",392,460,568,720,740,IA,38052
19,NCNTY19115N19115,"Louisa County, IA",434,492,608,793,827,IA,12183
19,NCNTY19117N19117,"Lucas County, IA",389,437,567,696,795,IA,9422
19,NCNTY19119N19119,"Lyon County, IA",410,410,540,670,764,IA,11763
19,NCNTY19123N19123,"Mahaska County, IA",517,518,622,744,921,IA,22335
19,NCNTY19125N19125,"Marion County, IA",420,513,645,829,853,IA,32052
19,NCNTY19127N19127,"Marshall County, IA",422,506,633,800,904,IA,39311
19,NCNTY19131N19131,"Mitchell County, IA",390,428,540,692,715,IA,10874
19,NCNTY19133N19133,"Monona County, IA",447,447,540,690,728,IA,10020
19,NCNTY19135N19135,"Monroe County, IA",389,437,567,696,795,IA,8016
19,NCNTY19137N19137,"Montgomery County, IA",434,536,667,854,904,IA,11771
19,NCNTY19139N19139,"Muscatine County, IA",441,527,660,837,954,IA,41722
19,NCNTY19141N19141,"O'Brien County, IA",410,410,540,670,764,IA,15102
19,NCNTY19143N19143,"Osceola County, IA",410,410,540,670,764,IA,7003
19,NCNTY19145N19145,"Page County, IA",360,423,557,676,696,IA,16976
19,NCNTY19147N19147,"Palo Alto County, IA",410,410,540,670,764,IA,10147
19,NCNTY19149N19149,"Plymouth County, IA",463,464,559,735,757,IA,24849
19,NCNTY19151N19151,"Pocahontas County, IA",423,428,555,718,740,IA,8662
19,NCNTY19157N19157,"Poweshiek County, IA",397,465,610,771,794,IA,18815
19,NCNTY19159N19159,"Ringgold County, IA",389,437,567,696,795,IA,5469
19,NCNTY19161N19161,"Sac County, IA",447,447,540,690,728,IA,11529
19,NCNTY19165N19165,"Shelby County, IA",434,536,667,854,904,IA,13173
19,NCNTY19167N19167,"Sioux County, IA",421,464,540,741,762,IA,31589
19,NCNTY19171N19171,"Tama County, IA",451,463,584,762,819,IA,18103
19,NCNTY19173N19173,"Taylor County, IA",389,437,567,696,795,IA,6958
19,NCNTY19175N19175,"Union County, IA",389,437,567,696,795,IA,12309
19,NCNTY19177N19177,"Van Buren County, IA",389,437,567,696,795,IA,7809
19,NCNTY19179N19179,"Wapello County, IA",399,468,616,745,830,IA,36051
19,NCNTY19185N19185,"Wayne County, IA",389,437,567,696,795,IA,6730
19,NCNTY19187N19187,"Webster County, IA",419,439,579,799,824,IA,40235
19,NCNTY19189N19189,"Winnebago County, IA",390,428,540,692,715,IA,11723
19,NCNTY19191N19191,"Winneshiek County, IA",350,475,540,740,951,IA,21310
19,NCNTY19195N19195,"Worth County, IA",390,428,540,692,715,IA,7909
19,NCNTY19197N19197,"Wright County, IA",423,428,555,718,740,IA,14334
20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",573,689,791,1070,1126,KS,715580
20,METRO28140N20059,"Franklin County, KS HUD Metro FMR Area",553,555,666,858,967,KS,24784
20,METRO29940M29940,"Lawrence, KS MSA",558,586,757,1107,1331,KS,99962
20,METRO41140M41140,"St. Joseph, MO-KS MSA",395,482,608,768,888,KS,8249
20,METRO45820M45820,"Topeka, KS MSA",503,550,664,857,918,KS,224551
20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",462,518,668,858,978,KS,545220
20,METRO48620N20191,"Sumner County, KS HUD Metro FMR Area",374,443,578,754,1016,KS,25946
20,NCNTY20001N20001,"Allen County, KS",397,458,547,707,753,KS,14385
20,NCNTY20003N20003,"Anderson County, KS",385,446,547,704,811,KS,8110
20,NCNTY20005N20005,"Atchison County, KS",453,506,636,915,1116,KS,16774
20,NCNTY20007N20007,"Barber County, KS",393,420,547,714,849,KS,5307
20,NCNTY20009N20009,"Barton County, KS",354,421,547,703,958,KS,28205
20,NCNTY20011N20011,"Bourbon County, KS",374,427,547,744,815,KS,15379
20,NCNTY20013N20013,"Brown County, KS",453,506,636,915,1116,KS,10724
20,NCNTY20017N20017,"Chase County, KS",418,434,568,735,779,KS,3030
20,NCNTY20019N20019,"Chautauqua County, KS",385,446,547,704,811,KS,4359
20,NCNTY20021N20021,"Cherokee County, KS",456,491,547,783,959,KS,22605
20,NCNTY20023N20023,"Cheyenne County, KS",400,423,559,713,733,KS,3165
20,NCNTY20025N20025,"Clark County, KS",507,509,612,746,823,KS,2390
20,NCNTY20027N20027,"Clay County, KS",465,501,613,832,1074,KS,8822
20,NCNTY20029N20029,"Cloud County, KS",449,477,593,782,808,KS,10268
20,NCNTY20031N20031,"Coffey County, KS",418,434,568,735,779,KS,8865
20,NCNTY20033N20033,"Comanche County, KS",393,420,547,714,849,KS,1967
20,NCNTY20035N20035,"Cowley County, KS",367,456,562,715,737,KS,36291
20,NCNTY20037N20037,"Crawford County, KS",409,479,630,845,961,KS,38242
20,NCNTY20039N20039,"Decatur County, KS",400,423,559,713,733,KS,3472
20,NCNTY20041N20041,"Dickinson County, KS",356,415,547,662,782,KS,19344
20,NCNTY20047N20047,"Edwards County, KS",393,420,547,714,849,KS,3449
20,NCNTY20049N20049,"Elk County, KS",385,446,547,704,811,KS,3261
20,NCNTY20051N20051,"Ellis County, KS",403,465,613,851,1032,KS,27507
20,NCNTY20053N20053,"Ellsworth County, KS",449,477,593,782,808,KS,6525
20,NCNTY20055N20055,"Finney County, KS",536,537,649,803,983,KS,40523
20,NCNTY20057N20057,"Ford County, KS",520,526,626,775,808,KS,32458
20,NCNTY20061N20061,"Geary County, KS",400,490,601,817,852,KS,27947
20,NCNTY20063N20063,"Gove County, KS",400,423,559,713,733,KS,3068
20,NCNTY20065N20065,"Graham County, KS",400,423,559,713,733,KS,2946
20,NCNTY20067N20067,"Grant County, KS",507,509,612,746,823,KS,7909
20,NCNTY20069N20069,"Gray County, KS",507,509,612,746,823,KS,5904
20,NCNTY20071N20071,"Greeley County, KS",507,509,612,746,823,KS,1534
20,NCNTY20073N20073,"Greenwood County, KS",418,434,568,735,779,KS,7673
20,NCNTY20075N20075,"Hamilton County, KS",507,509,612,746,823,KS,2670
20,NCNTY20077N20077,"Harper County, KS",393,420,547,714,849,KS,6536
20,NCNTY20081N20081,"Haskell County, KS",507,509,612,746,823,KS,4307
20,NCNTY20083N20083,"Hodgeman County, KS",507,509,612,746,823,KS,2085
20,NCNTY20089N20089,"Jewell County, KS",449,477,593,782,808,KS,3791
20,NCNTY20093N20093,"Kearny County, KS",507,509,612,746,823,KS,4531
20,NCNTY20095N20095,"Kingman County, KS",393,420,547,714,849,KS,8673
20,NCNTY20097N20097,"Kiowa County, KS",393,420,547,714,849,KS,3278
20,NCNTY20099N20099,"Labette County, KS",357,415,547,718,738,KS,22835
20,NCNTY20101N20101,"Lane County, KS",507,509,612,746,823,KS,2155
20,NCNTY20105N20105,"Lincoln County, KS",449,477,593,782,808,KS,3578
20,NCNTY20109N20109,"Logan County, KS",400,423,559,713,733,KS,3046
20,NCNTY20111N20111,"Lyon County, KS",373,437,574,778,883,KS,35935
20,NCNTY20113N20113,"McPherson County, KS",462,463,579,782,929,KS,29554
20,NCNTY20115N20115,"Marion County, KS",418,434,568,735,779,KS,13361
20,NCNTY20117N20117,"Marshall County, KS",465,501,613,832,1074,KS,10965
20,NCNTY20119N20119,"Meade County, KS",507,509,612,746,823,KS,4631
20,NCNTY20123N20123,"Mitchell County, KS",449,477,593,782,808,KS,6932
20,NCNTY20125N20125,"Montgomery County, KS",467,468,562,706,830,KS,36252
20,NCNTY20127N20127,"Morris County, KS",465,501,613,832,1074,KS,6104
20,NCNTY20129N20129,"Morton County, KS",507,509,612,746,823,KS,3496
20,NCNTY20131N20131,"Nemaha County, KS",453,506,636,915,1116,KS,10717
20,NCNTY20133N20133,"Neosho County, KS",354,469,547,653,958,KS,16997
20,NCNTY20135N20135,"Ness County, KS",507,509,612,746,823,KS,3454
20,NCNTY20137N20137,"Norton County, KS",400,423,559,713,733,KS,5953
20,NCNTY20141N20141,"Osborne County, KS",400,423,559,713,733,KS,4452
20,NCNTY20143N20143,"Ottawa County, KS",449,477,593,782,808,KS,6163
20,NCNTY20145N20145,"Pawnee County, KS",393,420,547,714,849,KS,7233
20,NCNTY20147N20147,"Phillips County, KS",400,423,559,713,733,KS,6001
20,NCNTY20149N20149,"Pottawatomie County, KS",393,543,604,754,1061,KS,18209
20,NCNTY20151N20151,"Pratt County, KS",392,417,547,709,843,KS,9647
20,NCNTY20153N20153,"Rawlins County, KS",400,423,559,713,733,KS,2966
20,NCNTY20155N20155,"Reno County, KS",402,474,602,851,876,KS,64790
20,NCNTY20157N20157,"Republic County, KS",449,477,593,782,808,KS,5835
20,NCNTY20159N20159,"Rice County, KS",406,462,583,803,856,KS,10761
20,NCNTY20161N20161,"Riley County, KS",490,515,645,938,1133,KS,62843
20,NCNTY20163N20163,"Rooks County, KS",400,423,559,713,733,KS,5685
20,NCNTY20165N20165,"Rush County, KS",393,420,547,714,849,KS,3551
20,NCNTY20167N20167,"Russell County, KS",400,423,559,713,733,KS,7370
20,NCNTY20169N20169,"Saline County, KS",463,486,627,856,881,KS,53597
20,NCNTY20171N20171,"Scott County, KS",507,509,612,746,823,KS,5120
20,NCNTY20175N20175,"Seward County, KS",452,532,607,756,883,KS,22510
20,NCNTY20179N20179,"Sheridan County, KS",400,423,559,713,733,KS,2813
20,NCNTY20181N20181,"Sherman County, KS",402,443,582,715,737,KS,6760
20,NCNTY20183N20183,"Smith County, KS",400,423,559,713,733,KS,4536
20,NCNTY20185N20185,"Stafford County, KS",393,420,547,714,849,KS,4789
20,NCNTY20187N20187,"Stanton County, KS",507,509,612,746,823,KS,2406
20,NCNTY20189N20189,"Stevens County, KS",507,509,612,746,823,KS,5463
20,NCNTY20193N20193,"Thomas County, KS",401,424,559,714,735,KS,8180
20,NCNTY20195N20195,"Trego County, KS",400,423,559,713,733,KS,3319
20,NCNTY20199N20199,"Wallace County, KS",400,423,559,713,733,KS,1749
20,NCNTY20201N20201,"Washington County, KS",449,477,593,782,808,KS,6483
20,NCNTY20203N20203,"Wichita County, KS",507,509,612,746,823,KS,2531
20,NCNTY20205N20205,"Wilson County, KS",385,446,547,704,811,KS,10332
20,NCNTY20207N20207,"Woodson County, KS",385,446,547,704,811,KS,3788
21,METRO14540M14540,"Bowling Green, KY MSA",508,575,705,950,1090,KY,104166
21,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",514,603,784,1062,1123,KY,356610
21,METRO17140MM3020,"Grant County, KY HUD Metro FMR Area",482,581,740,888,964,KY,22384
21,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",566,587,683,990,1020,KY,84862
21,METRO21060M21060,"Elizabethtown, KY MSA",459,496,606,882,1048,KY,107547
21,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",453,539,662,817,930,KY,58949
21,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",431,515,620,771,835,KY,86643
21,METRO30460M30460,"Lexington-Fayette, KY MSA",485,585,719,983,1023,KY,408326
21,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",542,616,727,1024,1063,KY,835969
21,METRO31140N21163,"Meade County, KY HUD Metro FMR Area",494,495,592,768,861,KY,26349
21,METRO31140N21179,"Nelson County, KY HUD Metro FMR Area",480,508,621,881,945,KY,37477
21,METRO31140N21211,"Shelby County, KY HUD Metro FMR Area",573,574,723,945,973,KY,33337
21,METRO36980M36980,"Owensboro, KY MSA",431,495,635,887,1024,KY,109875
21,NCNTY21001N21001,"Adair County, KY",418,428,504,621,686,KY,17244
21,NCNTY21003N21003,"Allen County, KY",331,413,504,708,828,KY,17800
21,NCNTY21005N21005,"Anderson County, KY",488,534,705,1023,1194,KY,19111
21,NCNTY21007N21007,"Ballard County, KY",467,486,605,767,881,KY,8286
21,NCNTY21009N21009,"Barren County, KY",361,433,556,687,773,KY,38033
21,NCNTY21011N21011,"Bath County, KY",420,474,566,710,734,KY,11085
21,NCNTY21013N21013,"Bell County, KY",331,453,504,603,886,KY,30060
21,NCNTY21021N21021,"Boyle County, KY",436,493,649,776,802,KY,27697
21,NCNTY21025N21025,"Breathitt County, KY",420,435,504,664,682,KY,16100
21,NCNTY21027N21027,"Breckinridge County, KY",425,445,564,772,796,KY,18648
21,NCNTY21031N21031,"Butler County, KY",511,567,690,906,1027,KY,13010
21,NCNTY21033N21033,"Caldwell County, KY",418,420,504,651,733,KY,13060
21,NCNTY21035N21035,"Calloway County, KY",520,522,657,813,1131,KY,34177
21,NCNTY21039N21039,"Carlisle County, KY",467,486,605,767,881,KY,5351
21,NCNTY21041N21041,"Carroll County, KY",506,507,657,827,896,KY,10155
21,NCNTY21043N21043,"Carter County, KY",354,485,547,694,718,KY,26889
21,NCNTY21045N21045,"Casey County, KY",418,428,504,621,686,KY,15447
21,NCNTY21051N21051,"Clay County, KY",327,452,504,600,618,KY,24556
21,NCNTY21053N21053,"Clinton County, KY",418,428,504,621,686,KY,9634
21,NCNTY21055N21055,"Crittenden County, KY",418,419,504,652,734,KY,9384
21,NCNTY21057N21057,"Cumberland County, KY",418,428,504,621,686,KY,7147
21,NCNTY21063N21063,"Elliott County, KY",471,473,570,726,828,KY,6748
21,NCNTY21065N21065,"Estill County, KY",440,441,531,647,797,KY,15307
21,NCNTY21069N21069,"Fleming County, KY",420,474,566,710,734,KY,13792
21,NCNTY21071N21071,"Floyd County, KY",419,431,517,676,783,KY,42441
21,NCNTY21073N21073,"Franklin County, KY",518,552,726,1007,1035,KY,47687
21,NCNTY21075N21075,"Fulton County, KY",467,486,605,767,881,KY,7752
21,NCNTY21079N21079,"Garrard County, KY",433,490,626,748,1096,KY,14792
21,NCNTY21083N21083,"Graves County, KY",417,441,531,659,804,KY,37028
21,NCNTY21085N21085,"Grayson County, KY",435,436,523,667,754,KY,24053
21,NCNTY21087N21087,"Green County, KY",415,425,504,616,681,KY,11518
21,NCNTY21095N21095,"Harlan County, KY",418,454,504,640,851,KY,33202
21,NCNTY21097N21097,"Harrison County, KY",523,525,629,806,833,KY,17983
21,NCNTY21099N21099,"Hart County, KY",369,411,515,660,761,KY,17445
21,NCNTY21105N21105,"Hickman County, KY",467,486,605,767,881,KY,5262
21,NCNTY21107N21107,"Hopkins County, KY",437,438,526,705,924,KY,46519
21,NCNTY21109N21109,"Jackson County, KY",421,450,508,611,636,KY,13495
21,NCNTY21115N21115,"Johnson County, KY",329,411,504,712,732,KY,23445
21,NCNTY21119N21119,"Knott County, KY",420,435,504,621,659,KY,17649
21,NCNTY21121N21121,"Knox County, KY",331,392,504,703,726,KY,31795
21,NCNTY21125N21125,"Laurel County, KY",445,478,537,667,852,KY,52715
21,NCNTY21127N21127,"Lawrence County, KY",333,389,513,683,704,KY,15569
21,NCNTY21129N21129,"Lee County, KY",420,435,504,621,659,KY,7916
21,NCNTY21131N21131,"Leslie County, KY",420,435,504,621,659,KY,12401
21,NCNTY21133N21133,"Letcher County, KY",420,435,504,629,659,KY,25277
21,NCNTY21135N21135,"Lewis County, KY",420,474,566,710,734,KY,14092
21,NCNTY21137N21137,"Lincoln County, KY",380,528,585,698,881,KY,23361
21,NCNTY21139N21139,"Livingston County, KY",418,419,504,652,734,KY,9804
21,NCNTY21141N21141,"Logan County, KY",478,518,577,781,845,KY,26573
21,NCNTY21143N21143,"Lyon County, KY",516,528,621,876,902,KY,8080
21,NCNTY21145N21145,"McCracken County, KY",401,499,620,855,882,KY,65514
21,NCNTY21147N21147,"McCreary County, KY",417,450,504,657,673,KY,17080
21,NCNTY21151N21151,"Madison County, KY",463,479,607,883,1019,KY,70872
21,NCNTY21153N21153,"Magoffin County, KY",425,426,513,652,669,KY,13332
21,NCNTY21155N21155,"Marion County, KY",425,445,564,772,796,KY,18212
21,NCNTY21157N21157,"Marshall County, KY",473,475,571,769,930,KY,30125
21,NCNTY21159N21159,"Martin County, KY",425,426,513,652,669,KY,12578
21,NCNTY21161N21161,"Mason County, KY",374,477,578,843,884,KY,16800
21,NCNTY21165N21165,"Menifee County, KY",420,474,566,710,734,KY,6556
21,NCNTY21167N21167,"Mercer County, KY",530,532,639,800,950,KY,20817
21,NCNTY21169N21169,"Metcalfe County, KY",369,411,515,660,761,KY,10037
21,NCNTY21171N21171,"Monroe County, KY",369,411,515,660,761,KY,11756
21,NCNTY21173N21173,"Montgomery County, KY",426,497,655,781,806,KY,22554
21,NCNTY21175N21175,"Morgan County, KY",420,474,566,710,734,KY,13948
21,NCNTY21177N21177,"Muhlenberg County, KY",419,420,508,663,682,KY,31839
21,NCNTY21181N21181,"Nicholas County, KY",536,543,718,906,958,KY,6813
21,NCNTY21183N21183,"Ohio County, KY",415,445,504,680,731,KY,22916
21,NCNTY21187N21187,"Owen County, KY",584,660,754,1063,1323,KY,10547
21,NCNTY21189N21189,"Owsley County, KY",420,435,504,621,659,KY,4858
21,NCNTY21193N21193,"Perry County, KY",438,441,528,630,763,KY,29390
21,NCNTY21195N21195,"Pike County, KY",431,433,532,644,663,KY,68736
21,NCNTY21197N21197,"Powell County, KY",405,516,626,748,771,KY,13237
21,NCNTY21199N21199,"Pulaski County, KY",353,409,518,664,702,KY,56217
21,NCNTY21201N21201,"Robertson County, KY",420,474,566,710,734,KY,2266
21,NCNTY21203N21203,"Rockcastle County, KY",421,450,508,611,636,KY,16582
21,NCNTY21205N21205,"Rowan County, KY",454,532,598,714,987,KY,22094
21,NCNTY21207N21207,"Russell County, KY",418,428,504,618,686,KY,16315
21,NCNTY21213N21213,"Simpson County, KY",472,552,726,897,925,KY,16405
21,NCNTY21217N21217,"Taylor County, KY",348,480,534,682,831,KY,22927
21,NCNTY21219N21219,"Todd County, KY",516,528,621,876,902,KY,11971
21,NCNTY21225N21225,"Union County, KY",477,478,576,689,736,KY,15637
21,NCNTY21229N21229,"Washington County, KY",425,445,564,772,796,KY,10916
21,NCNTY21231N21231,"Wayne County, KY",329,449,504,663,683,KY,19923
21,NCNTY21235N21235,"Whitley County, KY",396,428,566,674,695,KY,35865
21,NCNTY21237N21237,"Wolfe County, KY",420,435,504,621,659,KY,7065
22,METRO10780M10780,"Alexandria, LA MSA",528,528,636,810,832,LA,145035
22,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",677,728,847,1094,1307,LA,672653
22,METRO12940N22047,"Iberville Parish, LA HUD Metro FMR Area",520,520,627,785,809,LA,33320
22,METRO26380M26380,"Houma-Bayou Cane-Thibodaux, LA MSA",541,541,667,886,997,LA,194477
22,METRO29180M29180,"Lafayette, LA MSA",574,632,713,954,1148,LA,239086
22,METRO29340M29340,"Lake Charles, LA MSA",534,587,712,903,1250,LA,193568
22,METRO33740M33740,"Monroe, LA MSA",508,537,672,884,913,LA,170053
22,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",778,865,1021,1330,1443,LA,1316510
22,METRO43340M43340,"Shreveport-Bossier City, LA MSA",558,612,733,935,964,LA,375965
22,NCNTY22001N22001,"Acadia Parish, LA",403,436,517,644,714,LA,58861
22,NCNTY22003N22003,"Allen Parish, LA",444,445,535,733,842,LA,25440
22,NCNTY22007N22007,"Assumption Parish, LA",510,511,612,757,778,LA,23388
22,NCNTY22009N22009,"Avoyelles Parish, LA",342,447,529,677,773,LA,41481
22,NCNTY22011N22011,"Beauregard Parish, LA",464,489,562,806,984,LA,32986
22,NCNTY22013N22013,"Bienville Parish, LA",499,507,601,729,780,LA,15752
22,NCNTY22021N22021,"Caldwell Parish, LA",433,444,519,650,708,LA,10560
22,NCNTY22025N22025,"Catahoula Parish, LA",428,429,535,649,768,LA,10920
22,NCNTY22027N22027,"Claiborne Parish, LA",499,507,601,729,780,LA,16851
22,NCNTY22029N22029,"Concordia Parish, LA",428,429,535,693,768,LA,20247
22,NCNTY22035N22035,"East Carroll Parish, LA",433,444,519,650,708,LA,9421
22,NCNTY22039N22039,"Evangeline Parish, LA",404,430,506,619,663,LA,35434
22,NCNTY22041N22041,"Franklin Parish, LA",433,444,519,650,708,LA,21263
22,NCNTY22045N22045,"Iberia Parish, LA",490,513,620,799,851,LA,73266
22,NCNTY22049N22049,"Jackson Parish, LA",433,444,519,652,708,LA,15397
22,NCNTY22053N22053,"Jefferson Davis Parish, LA",444,446,535,697,715,LA,31435
22,NCNTY22059N22059,"La Salle Parish, LA",428,429,535,649,768,LA,14282
22,NCNTY22061N22061,"Lincoln Parish, LA",512,543,637,851,880,LA,42509
22,NCNTY22065N22065,"Madison Parish, LA",433,444,519,650,708,LA,13728
22,NCNTY22067N22067,"Morehouse Parish, LA",433,448,574,691,712,LA,31021
22,NCNTY22069N22069,"Natchitoches Parish, LA",529,530,637,789,918,LA,39080
22,NCNTY22081N22081,"Red River Parish, LA",499,507,601,729,780,LA,9622
22,NCNTY22083N22083,"Richland Parish, LA",433,444,519,650,708,LA,20981
22,NCNTY22085N22085,"Sabine Parish, LA",499,507,601,729,780,LA,23459
22,NCNTY22093N22093,"St. James Parish, LA",543,600,720,926,1032,LA,21216
22,NCNTY22097N22097,"St. Landry Parish, LA",336,405,515,715,736,LA,87700
22,NCNTY22101N22101,"St. Mary Parish, LA",467,481,594,791,908,LA,53500
22,NCNTY22105N22105,"Tangipahoa Parish, LA",471,543,682,816,990,LA,100588
22,NCNTY22107N22107,"Tensas Parish, LA",433,444,519,650,708,LA,6618
22,NCNTY22113N22113,"Vermilion Parish, LA",433,434,521,720,743,LA,53807
22,NCNTY22115N22115,"Vernon Parish, LA",440,500,563,817,903,LA,52531
22,NCNTY22117N22117,"Washington Parish, LA",420,450,506,690,710,LA,43926
22,NCNTY22119N22119,"Webster Parish, LA",488,488,588,774,799,LA,41831
22,NCNTY22123N22123,"West Carroll Parish, LA",433,444,519,650,708,LA,12314
22,NCNTY22127N22127,"Winn Parish, LA",425,460,512,631,718,LA,16894
23,METRO12620MM0730,"Bangor, ME HUD Metro FMR Area",536,623,800,1022,1128,ME,87262
23,METRO12620N23019,"Penobscot County, ME (part) HUD Metro FMR Area",547,551,657,835,989,ME,57657
23,METRO30340M30340,"Lewiston-Auburn, ME MSA",451,551,691,853,956,ME,103793
23,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",708,853,1089,1398,1449,ME,243537
23,METRO38860MM6450,"York-Kittery-South Berwick, ME HUD Metro FMR Area",836,840,1009,1469,1526,ME,41375
23,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",579,692,890,1088,1364,ME,45900
23,METRO38860N23023,"Sagadahoc County, ME HUD Metro FMR Area",692,693,862,1037,1515,ME,35214
23,METRO38860N23031,"York County, ME (part) HUD Metro FMR Area",697,701,843,1007,1131,ME,121542
23,NCNTY23003N23003,"Aroostook County, ME",403,506,608,807,947,ME,73938
23,NCNTY23007N23007,"Franklin County, ME",497,551,668,818,1013,ME,29467
23,NCNTY23009N23009,"Hancock County, ME",570,660,768,1064,1094,ME,51791
23,NCNTY23011N23011,"Kennebec County, ME",458,536,668,908,984,ME,117114
23,NCNTY23013N23013,"Knox County, ME",502,669,774,1055,1169,ME,39618
23,NCNTY23015N23015,"Lincoln County, ME",594,665,784,969,1000,ME,33616
23,NCNTY23017N23017,"Oxford County, ME",497,565,658,883,1100,ME,54755
23,NCNTY23021N23021,"Piscataquis County, ME",535,608,770,957,1076,ME,17235
23,NCNTY23025N23025,"Somerset County, ME",418,534,625,883,928,ME,50888
23,NCNTY23027N23027,"Waldo County, ME",581,657,795,953,981,ME,36280
23,NCNTY23029N23029,"Washington County, ME",548,561,672,826,925,ME,33941
24,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",826,934,1121,1439,1778,MD,2464740
24,METRO12580MM0721,"Columbia city, MD HUD Metro FMR Area",1263,1304,1523,2137,2391,MD,88254
24,METRO19060M19060,"Cumberland, MD-WV MSA",452,512,612,807,1013,MD,74930
24,METRO25180MM3180,"Hagerstown, MD HUD Metro FMR Area",583,643,816,1160,1196,MD,131923
24,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",786,896,1072,1311,1581,MD,85951
24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",630,751,893,1108,1266,MD,84644
