areacode2,MSA,State,State_Alpha,County,MSAName,StateName,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,FMRType,pop100
460000021,10000,46,SD,21,,South Dakota,297,395,496,656,760,40,1782
460000023,10000,46,SD,23,,South Dakota,297,395,496,656,760,40,9350
460000025,10000,46,SD,25,,South Dakota,297,395,496,656,760,40,4143
460000027,10000,46,SD,27,,South Dakota,332,440,552,732,908,40,13537
460000029,10000,46,SD,29,,South Dakota,344,455,573,759,877,40,25897
460000031,10000,46,SD,31,,South Dakota,297,395,496,656,760,40,4181
460000033,10000,46,SD,33,,South Dakota,297,395,496,656,760,40,7275
460000035,10000,46,SD,35,,South Dakota,331,418,527,705,806,40,18741
460000037,10000,46,SD,37,,South Dakota,332,395,496,656,760,40,6267
460000039,10000,46,SD,39,,South Dakota,297,395,496,656,760,40,4498
460000041,10000,46,SD,41,,South Dakota,297,395,496,656,760,40,5972
460000043,10000,46,SD,43,,South Dakota,330,395,496,656,760,40,3458
460000045,10000,46,SD,45,,South Dakota,297,395,496,656,760,40,4367
460000047,10000,46,SD,47,,South Dakota,339,395,496,656,760,40,7453
460000049,10000,46,SD,49,,South Dakota,293,390,515,647,750,40,2640
460000051,10000,46,SD,51,,South Dakota,297,395,496,656,760,40,7847
460000053,10000,46,SD,53,,South Dakota,300,395,496,656,760,40,4792
460000055,10000,46,SD,55,,South Dakota,297,404,496,656,760,40,2196
460000057,10000,46,SD,57,,South Dakota,297,395,496,656,760,40,5540
460000059,10000,46,SD,59,,South Dakota,297,395,496,656,760,40,3741
460000061,10000,46,SD,61,,South Dakota,299,409,543,683,765,40,3139
460000063,10000,46,SD,63,,South Dakota,297,404,496,656,760,40,1353
460000065,10000,46,SD,65,,South Dakota,337,407,540,711,842,40,16481
460000067,10000,46,SD,67,,South Dakota,297,395,496,656,760,40,8075
460000069,10000,46,SD,69,,South Dakota,297,402,496,656,760,40,1671
460000071,10000,46,SD,71,,South Dakota,297,401,496,656,760,40,2930
460000073,10000,46,SD,73,,South Dakota,297,399,496,656,760,40,2295
460000075,10000,46,SD,75,,South Dakota,297,395,496,656,760,40,1193
460000077,10000,46,SD,77,,South Dakota,323,395,496,656,760,40,5815
460000079,10000,46,SD,79,,South Dakota,297,401,496,656,760,40,11276
460000081,10000,46,SD,81,,South Dakota,340,490,617,844,955,40,21802
460000085,10000,46,SD,85,,South Dakota,297,395,496,656,760,40,3895
460000087,10000,46,SD,87,,South Dakota,297,395,496,656,760,40,5832
460000089,10000,46,SD,89,,South Dakota,297,395,496,656,760,40,2904
460000091,10000,46,SD,91,,South Dakota,352,395,496,656,760,40,4576
460000093,10000,46,SD,93,,South Dakota,425,480,640,837,988,40,24253
460000095,10000,46,SD,95,,South Dakota,355,401,496,656,760,40,2083
460000097,10000,46,SD,97,,South Dakota,297,401,496,656,760,40,2884
460000101,10000,46,SD,101,,South Dakota,297,395,496,656,760,40,6595
460000105,10000,46,SD,105,,South Dakota,297,395,496,656,760,40,3363
460000107,10000,46,SD,107,,South Dakota,297,395,496,656,760,40,2693
460000109,10000,46,SD,109,,South Dakota,297,395,496,656,760,40,10016
460000111,10000,46,SD,111,,South Dakota,297,395,496,656,760,40,2675
460000113,10000,46,SD,113,,South Dakota,297,401,496,656,760,40,12466
460000115,10000,46,SD,115,,South Dakota,319,391,499,648,752,40,7454
460000117,10000,46,SD,117,,South Dakota,297,404,496,656,760,40,2772
460000119,10000,46,SD,119,,South Dakota,297,395,496,656,760,40,1556
460000121,10000,46,SD,121,,South Dakota,328,395,496,656,760,40,9050
460000123,10000,46,SD,123,,South Dakota,297,395,496,656,760,40,6430
460000125,10000,46,SD,125,,South Dakota,297,395,496,656,760,40,8849
460000127,10000,46,SD,127,,South Dakota,313,395,496,656,760,40,12584
460000129,10000,46,SD,129,,South Dakota,297,404,496,656,760,40,5974
460000135,10000,46,SD,135,,South Dakota,297,395,496,656,760,40,21652
460000137,10000,46,SD,137,,South Dakota,297,395,496,656,760,40,2519
466660000,6660,46,SD,103,"Rapid City, SD MSA",South Dakota,423,504,670,912,1104,40,88565
467760000,7760,46,SD,99,"Sioux Falls, SD MSA",South Dakota,397,548,696,880,1011,40,172412
470000003,10000,47,TN,3,,Tennessee,274,351,430,542,602,40,37586
470000005,10000,47,TN,5,,Tennessee,296,337,405,534,597,40,16537
470000007,10000,47,TN,7,,Tennessee,274,321,405,534,597,40,12367
470000011,10000,47,TN,11,,Tennessee,273,344,459,620,756,40,87965
470000013,10000,47,TN,13,,Tennessee,276,321,405,534,597,40,39854
470000015,10000,47,TN,15,,Tennessee,274,321,405,534,597,40,12826
470000017,10000,47,TN,17,,Tennessee,274,334,405,534,597,40,29475
470000025,10000,47,TN,25,,Tennessee,274,321,405,534,597,40,29862
470000027,10000,47,TN,27,,Tennessee,279,321,405,534,597,40,7976
470000029,10000,47,TN,29,,Tennessee,274,321,405,534,597,40,33565
470000031,10000,47,TN,31,,Tennessee,273,379,427,593,676,40,48014
470000033,10000,47,TN,33,,Tennessee,274,321,405,534,597,40,14532
470000035,10000,47,TN,35,,Tennessee,290,322,423,589,600,40,46802
470000039,10000,47,TN,39,,Tennessee,274,321,405,534,597,40,11731
470000041,10000,47,TN,41,,Tennessee,274,321,405,534,597,40,17423
470000045,10000,47,TN,45,,Tennessee,341,346,461,577,718,40,37279
470000049,10000,47,TN,49,,Tennessee,274,321,405,534,597,40,16625
470000051,10000,47,TN,51,,Tennessee,286,321,405,557,656,40,39270
470000053,10000,47,TN,53,,Tennessee,274,321,405,534,597,40,48152
470000055,10000,47,TN,55,,Tennessee,270,343,425,532,595,40,29447
470000057,10000,47,TN,57,,Tennessee,279,321,405,534,597,40,20659
470000059,10000,47,TN,59,,Tennessee,274,321,405,534,597,40,62909
470000061,10000,47,TN,61,,Tennessee,274,321,405,534,597,40,14332
470000063,10000,47,TN,63,,Tennessee,274,322,423,561,597,40,58128
470000067,10000,47,TN,67,,Tennessee,274,321,405,534,597,40,6786
470000069,10000,47,TN,69,,Tennessee,274,321,405,534,597,40,28105
470000071,10000,47,TN,71,,Tennessee,274,321,405,534,597,40,25578
470000075,10000,47,TN,75,,Tennessee,291,339,450,564,630,40,19797
470000077,10000,47,TN,77,,Tennessee,274,321,405,534,597,40,25522
470000079,10000,47,TN,79,,Tennessee,274,321,405,534,597,40,31115
470000081,10000,47,TN,81,,Tennessee,327,331,439,580,614,40,22295
470000083,10000,47,TN,83,,Tennessee,274,321,405,534,597,40,8088
470000085,10000,47,TN,85,,Tennessee,274,335,405,534,597,40,17929
470000087,10000,47,TN,87,,Tennessee,274,321,405,534,597,40,10984
470000089,10000,47,TN,89,,Tennessee,300,322,418,535,664,40,44294
470000091,10000,47,TN,91,,Tennessee,274,321,405,534,597,40,17499
470000095,10000,47,TN,95,,Tennessee,274,321,405,534,597,40,7954
470000097,10000,47,TN,97,,Tennessee,270,316,403,525,588,40,27101
470000099,10000,47,TN,99,,Tennessee,274,321,405,534,597,40,39926
470000101,10000,47,TN,101,,Tennessee,274,321,405,534,597,40,11367
470000103,10000,47,TN,103,,Tennessee,273,319,408,530,594,40,31340
470000107,10000,47,TN,107,,Tennessee,274,321,405,536,597,40,49015
470000109,10000,47,TN,109,,Tennessee,274,321,405,534,597,40,24653
470000111,10000,47,TN,111,,Tennessee,274,321,405,534,597,40,20386
470000117,10000,47,TN,117,,Tennessee,323,353,460,582,647,40,26767
470000119,10000,47,TN,119,,Tennessee,391,399,531,665,741,40,69498
470000121,10000,47,TN,121,,Tennessee,274,321,405,534,597,40,11086
470000123,10000,47,TN,123,,Tennessee,274,321,405,534,597,40,38961
470000127,10000,47,TN,127,,Tennessee,274,321,405,534,597,40,5740
470000129,10000,47,TN,129,,Tennessee,274,321,405,534,597,40,19757
470000131,10000,47,TN,131,,Tennessee,314,318,408,540,591,40,32450
470000133,10000,47,TN,133,,Tennessee,274,321,405,534,597,40,20118
470000135,10000,47,TN,135,,Tennessee,274,324,405,534,597,40,7631
470000137,10000,47,TN,137,,Tennessee,274,321,405,534,597,40,4945
470000139,10000,47,TN,139,,Tennessee,274,321,405,534,597,40,16050
470000141,10000,47,TN,141,,Tennessee,333,336,431,593,638,40,62315
470000143,10000,47,TN,143,,Tennessee,274,342,405,540,597,40,28400
470000145,10000,47,TN,145,,Tennessee,296,321,405,545,656,40,51910
470000151,10000,47,TN,151,,Tennessee,274,321,405,534,597,40,21127
470000153,10000,47,TN,153,,Tennessee,274,321,405,534,597,40,11370
470000159,10000,47,TN,159,,Tennessee,274,321,405,534,597,40,17712
470000161,10000,47,TN,161,,Tennessee,274,321,405,534,597,40,12370
470000169,10000,47,TN,169,,Tennessee,275,338,449,563,737,40,7259
470000175,10000,47,TN,175,,Tennessee,274,321,405,534,597,40,5508
470000177,10000,47,TN,177,,Tennessee,300,316,410,526,589,40,38276
470000181,10000,47,TN,181,,Tennessee,274,321,405,534,597,40,16842
470000183,10000,47,TN,183,,Tennessee,297,321,405,534,597,40,34895
470000185,10000,47,TN,185,,Tennessee,279,321,405,534,597,40,23102
471560000,1560,47,TN,115,"Chattanooga, TN--GA MSA",Tennessee,421,492,591,764,871,40,465161
471660000,1660,47,TN,125,"Clarksville--Hopkinsville, TN--KY MSA",Tennessee,388,434,511,695,715,40,207033
473580000,3580,47,TN,113,"Jackson, TN MSA",Tennessee,302,398,534,738,742,40,107377
473660000,3660,51,VA,520,"Johnson City--Kingsport--Bristol, TN--VA MSA",Virginia,352,420,521,675,799,40,480091
473840000,3840,47,TN,173,"Knoxville, TN MSA",Tennessee,354,435,547,730,876,40,687249
474920000,4920,47,TN,167,"Memphis, TN--AR--MS MSA",Tennessee,494,577,676,940,986,40,1135614
475360000,5360,47,TN,189,"Nashville, TN MSA",Tennessee,482,577,711,969,1087,40,1231311
480000001,10000,48,TX,1,,Texas,389,438,491,684,690,40,55109
480000003,10000,48,TX,3,,Texas,319,367,444,595,679,40,13004
480000005,10000,48,TX,5,,Texas,346,404,453,628,741,40,80130
480000007,10000,48,TX,7,,Texas,323,396,529,734,741,40,22497
480000011,10000,48,TX,11,,Texas,315,363,475,595,671,40,2148
480000013,10000,48,TX,13,,Texas,319,367,444,595,679,40,38628
480000015,10000,48,TX,15,,Texas,319,367,444,609,679,40,23590
480000017,10000,48,TX,17,,Texas,319,367,444,595,679,40,6594
480000019,10000,48,TX,19,,Texas,341,367,444,602,679,40,17645
480000023,10000,48,TX,23,,Texas,319,367,444,595,679,40,4093
480000025,10000,48,TX,25,,Texas,319,367,444,595,679,40,32359
480000031,10000,48,TX,31,,Texas,316,365,465,649,684,40,8418
480000033,10000,48,TX,33,,Texas,319,367,444,595,679,40,729
480000035,10000,48,TX,35,,Texas,319,367,444,595,679,40,17204
480000043,10000,48,TX,43,,Texas,319,367,444,599,718,40,8866
480000045,10000,48,TX,45,,Texas,319,367,444,595,679,40,1790
480000047,10000,48,TX,47,,Texas,319,367,444,595,679,40,7976
480000049,10000,48,TX,49,,Texas,317,365,442,593,726,40,37674
480000051,10000,48,TX,51,,Texas,318,366,464,627,765,40,16470
480000053,10000,48,TX,53,,Texas,403,466,573,796,931,40,34147
480000057,10000,48,TX,57,,Texas,339,367,444,614,725,40,20647
480000059,10000,48,TX,59,,Texas,319,367,444,595,679,40,12905
480000063,10000,48,TX,63,,Texas,425,430,537,672,751,40,11549
480000065,10000,48,TX,65,,Texas,319,367,444,595,679,40,6516
480000067,10000,48,TX,67,,Texas,319,367,444,595,679,40,30438
480000069,10000,48,TX,69,,Texas,321,367,444,595,679,40,8285
480000073,10000,48,TX,73,,Texas,360,373,457,602,687,40,46659
480000075,10000,48,TX,75,,Texas,319,367,444,595,679,40,7688
480000077,10000,48,TX,77,,Texas,319,375,444,595,693,40,11006
480000079,10000,48,TX,79,,Texas,319,367,444,595,679,40,3730
480000081,10000,48,TX,81,,Texas,319,367,444,595,679,40,3864
480000083,10000,48,TX,83,,Texas,319,367,444,595,679,40,9235
480000087,10000,48,TX,87,,Texas,319,367,444,595,679,40,3206
480000089,10000,48,TX,89,,Texas,319,367,444,595,679,40,20390
480000093,10000,48,TX,93,,Texas,319,367,444,595,679,40,14026
480000095,10000,48,TX,95,,Texas,319,367,444,595,679,40,3966
480000097,10000,48,TX,97,,Texas,347,369,469,637,708,40,36363
480000101,10000,48,TX,101,,Texas,319,367,444,595,679,40,1904
480000103,10000,48,TX,103,,Texas,319,367,444,595,679,40,3996
480000105,10000,48,TX,105,,Texas,319,367,444,595,679,40,4099
480000107,10000,48,TX,107,,Texas,319,367,444,595,679,40,7072
480000109,10000,48,TX,109,,Texas,319,367,444,595,679,40,2975
480000111,10000,48,TX,111,,Texas,319,367,444,595,679,40,6222
480000115,10000,48,TX,115,,Texas,319,367,444,595,679,40,14985
480000117,10000,48,TX,117,,Texas,319,367,444,595,691,40,18561
480000119,10000,48,TX,119,,Texas,319,381,444,595,679,40,5327
480000123,10000,48,TX,123,,Texas,319,367,444,595,679,40,20013
480000125,10000,48,TX,125,,Texas,319,367,444,595,679,40,2762
480000127,10000,48,TX,127,,Texas,319,367,444,595,679,40,10248
480000129,10000,48,TX,129,,Texas,319,367,444,595,679,40,3828
480000131,10000,48,TX,131,,Texas,319,367,444,595,679,40,13120
480000133,10000,48,TX,133,,Texas,319,367,444,595,679,40,18297
480000137,10000,48,TX,137,,Texas,319,367,444,595,679,40,2162
480000143,10000,48,TX,143,,Texas,335,380,491,636,690,40,33001
480000145,10000,48,TX,145,,Texas,319,367,444,595,679,40,18576
480000147,10000,48,TX,147,,Texas,323,367,444,597,679,40,31242
480000149,10000,48,TX,149,,Texas,319,367,444,595,679,40,21804
480000151,10000,48,TX,151,,Texas,319,367,444,595,679,40,4344
480000153,10000,48,TX,153,,Texas,319,367,444,595,679,40,7771
480000155,10000,48,TX,155,,Texas,319,367,444,595,679,40,1622
480000159,10000,48,TX,159,,Texas,319,367,444,614,679,40,9458
480000161,10000,48,TX,161,,Texas,319,367,444,595,679,40,17867
480000163,10000,48,TX,163,,Texas,319,367,444,595,679,40,16252
480000165,10000,48,TX,165,,Texas,325,367,444,595,679,40,14467
480000169,10000,48,TX,169,,Texas,319,367,444,595,679,40,4872
480000171,10000,48,TX,171,,Texas,316,399,514,708,722,40,20814
480000173,10000,48,TX,173,,Texas,319,367,444,595,679,40,1406
480000175,10000,48,TX,175,,Texas,319,367,444,595,679,40,6928
480000177,10000,48,TX,177,,Texas,319,367,444,595,679,40,18628
480000179,10000,48,TX,179,,Texas,347,366,470,592,700,40,22744
480000185,10000,48,TX,185,,Texas,319,367,444,599,708,40,23552
480000189,10000,48,TX,189,,Texas,319,367,444,595,679,40,36602
480000191,10000,48,TX,191,,Texas,319,367,444,595,679,40,3782
480000193,10000,48,TX,193,,Texas,319,367,444,595,679,40,8229
480000195,10000,48,TX,195,,Texas,319,367,444,595,698,40,5369
480000197,10000,48,TX,197,,Texas,319,367,444,595,679,40,4724
480000205,10000,48,TX,205,,Texas,319,367,444,595,679,40,5537
480000207,10000,48,TX,207,,Texas,319,367,444,595,679,40,6093
480000211,10000,48,TX,211,,Texas,316,407,454,635,673,40,3351
480000217,10000,48,TX,217,,Texas,319,367,444,595,679,40,32321
480000219,10000,48,TX,219,,Texas,325,379,444,600,679,40,22716
480000223,10000,48,TX,223,,Texas,366,394,462,645,695,40,31960
480000225,10000,48,TX,225,,Texas,319,367,444,595,679,40,23185
480000227,10000,48,TX,227,,Texas,338,367,444,599,679,40,33627
480000229,10000,48,TX,229,,Texas,380,429,478,601,788,40,3344
480000233,10000,48,TX,233,,Texas,319,367,458,640,755,40,23857
480000235,10000,48,TX,235,,Texas,319,367,444,595,679,40,1771
480000237,10000,48,TX,237,,Texas,319,367,444,595,679,40,8763
480000239,10000,48,TX,239,,Texas,319,369,444,595,679,40,14391
480000241,10000,48,TX,241,,Texas,323,373,459,611,751,40,35604
480000243,10000,48,TX,243,,Texas,319,367,444,595,679,40,2207
480000247,10000,48,TX,247,,Texas,319,367,444,595,679,40,5281
480000249,10000,48,TX,249,,Texas,319,367,444,595,689,40,39326
480000253,10000,48,TX,253,,Texas,319,367,444,595,679,40,20785
480000255,10000,48,TX,255,,Texas,319,367,444,595,679,40,15446
480000259,10000,48,TX,259,,Texas,317,462,520,722,855,40,23743
480000261,10000,48,TX,261,,Texas,319,367,444,595,679,40,414
480000263,10000,48,TX,263,,Texas,319,367,444,595,679,40,859
480000265,10000,48,TX,265,,Texas,319,413,514,717,846,40,43653
480000267,10000,48,TX,267,,Texas,315,363,477,598,671,40,4468
480000269,10000,48,TX,269,,Texas,319,367,444,595,679,40,356
480000271,10000,48,TX,271,,Texas,319,367,444,595,679,40,3379
480000273,10000,48,TX,273,,Texas,383,398,483,675,794,40,31549
480000275,10000,48,TX,275,,Texas,319,367,444,595,679,40,4253
480000277,10000,48,TX,277,,Texas,315,389,458,641,757,40,48499
480000279,10000,48,TX,279,,Texas,319,367,444,595,679,40,14709
480000281,10000,48,TX,281,,Texas,319,367,444,602,712,40,17762
480000283,10000,48,TX,283,,Texas,319,367,444,595,679,40,5866
480000285,10000,48,TX,285,,Texas,319,367,444,595,679,40,19210
480000287,10000,48,TX,287,,Texas,356,401,449,627,704,40,15657
480000289,10000,48,TX,289,,Texas,315,404,451,587,744,40,15335
480000293,10000,48,TX,293,,Texas,319,367,444,595,679,40,22051
480000295,10000,48,TX,295,,Texas,319,367,444,595,679,40,3057
480000297,10000,48,TX,297,,Texas,319,367,444,595,679,40,12309
480000299,10000,48,TX,299,,Texas,324,417,554,694,911,40,17044
480000301,10000,48,TX,301,,Texas,319,367,444,595,679,40,67
480000305,10000,48,TX,305,,Texas,319,367,444,595,679,40,6550
480000307,10000,48,TX,307,,Texas,328,367,444,595,679,40,8205
480000311,10000,48,TX,311,,Texas,319,367,444,595,679,40,851
480000313,10000,48,TX,313,,Texas,319,378,444,595,700,40,12940
480000315,10000,48,TX,315,,Texas,319,367,444,595,705,40,10941
480000317,10000,48,TX,317,,Texas,319,367,444,595,679,40,4746
480000319,10000,48,TX,319,,Texas,319,367,444,595,679,40,3738
480000321,10000,48,TX,321,,Texas,373,410,507,703,710,40,37957
480000323,10000,48,TX,323,,Texas,319,367,444,595,679,40,47297
480000325,10000,48,TX,325,,Texas,319,367,444,595,679,40,39304
480000327,10000,48,TX,327,,Texas,319,367,444,595,679,40,2360
480000331,10000,48,TX,331,,Texas,319,367,444,595,679,40,24238
480000333,10000,48,TX,333,,Texas,319,367,444,595,679,40,5151
480000335,10000,48,TX,335,,Texas,319,367,444,595,679,40,9698
480000337,10000,48,TX,337,,Texas,319,367,444,595,679,40,19117
480000341,10000,48,TX,341,,Texas,319,374,444,595,691,40,20121
480000343,10000,48,TX,343,,Texas,319,367,444,595,679,40,13048
480000345,10000,48,TX,345,,Texas,319,367,444,595,679,40,1426
480000347,10000,48,TX,347,,Texas,336,407,527,658,778,40,59203
480000349,10000,48,TX,349,,Texas,378,398,477,606,672,40,45124
480000351,10000,48,TX,351,,Texas,319,367,444,595,679,40,15072
480000353,10000,48,TX,353,,Texas,328,367,444,595,679,40,15802
480000357,10000,48,TX,357,,Texas,319,367,444,595,679,40,9006
480000359,10000,48,TX,359,,Texas,315,363,475,595,698,40,2185
480000363,10000,48,TX,363,,Texas,319,367,444,595,707,40,27026
480000365,10000,48,TX,365,,Texas,319,375,444,595,679,40,22756
480000369,10000,48,TX,369,,Texas,319,367,444,595,679,40,10016
480000371,10000,48,TX,371,,Texas,319,367,444,599,708,40,16809
480000373,10000,48,TX,373,,Texas,355,387,451,608,737,40,41133
480000377,10000,48,TX,377,,Texas,319,367,444,595,679,40,7304
480000379,10000,48,TX,379,,Texas,322,417,504,699,705,40,9139
480000383,10000,48,TX,383,,Texas,401,408,541,681,889,40,3326
480000385,10000,48,TX,385,,Texas,319,367,444,595,679,40,3047
480000387,10000,48,TX,387,,Texas,321,413,461,599,683,40,14314
480000389,10000,48,TX,389,,Texas,319,367,444,595,679,40,13137
480000391,10000,48,TX,391,,Texas,319,367,444,595,679,40,7828
480000393,10000,48,TX,393,,Texas,319,372,444,595,679,40,887
480000395,10000,48,TX,395,,Texas,316,418,466,590,673,40,16000
480000399,10000,48,TX,399,,Texas,319,367,444,595,679,40,11495
480000401,10000,48,TX,401,,Texas,332,367,444,595,679,40,47372
480000403,10000,48,TX,403,,Texas,319,367,444,595,679,40,10469
480000405,10000,48,TX,405,,Texas,319,367,444,595,679,40,8946
480000407,10000,48,TX,407,,Texas,333,376,444,595,695,40,22246
480000411,10000,48,TX,411,,Texas,319,367,444,595,679,40,6186
480000413,10000,48,TX,413,,Texas,319,367,444,595,679,40,2935
480000415,10000,48,TX,415,,Texas,324,374,467,653,772,40,16361
480000417,10000,48,TX,417,,Texas,319,367,444,595,679,40,3302
480000419,10000,48,TX,419,,Texas,319,367,444,595,679,40,25224
480000421,10000,48,TX,421,,Texas,319,367,444,595,679,40,3186
480000425,10000,48,TX,425,,Texas,365,411,459,631,680,40,6809
480000427,10000,48,TX,427,,Texas,319,367,444,595,679,40,53597
480000429,10000,48,TX,429,,Texas,319,367,444,595,679,40,9674
480000431,10000,48,TX,431,,Texas,319,367,444,595,679,40,1393
480000433,10000,48,TX,433,,Texas,319,367,444,595,679,40,1693
480000435,10000,48,TX,435,,Texas,319,367,444,595,679,40,4077
480000437,10000,48,TX,437,,Texas,319,367,444,595,679,40,8378
480000443,10000,48,TX,443,,Texas,319,367,444,595,679,40,1081
480000445,10000,48,TX,445,,Texas,319,367,444,595,679,40,12761
480000447,10000,48,TX,447,,Texas,319,367,444,595,679,40,1850
480000449,10000,48,TX,449,,Texas,333,415,469,649,670,40,28118
480000455,10000,48,TX,455,,Texas,331,374,444,595,679,40,13779
480000457,10000,48,TX,457,,Texas,316,364,468,588,772,40,20871
480000461,10000,48,TX,461,,Texas,319,367,444,595,679,40,3404
480000463,10000,48,TX,463,,Texas,319,367,444,595,679,40,25926
480000465,10000,48,TX,465,,Texas,320,423,499,622,734,40,44856
480000467,10000,48,TX,467,,Texas,343,371,464,634,767,40,48140
480000471,10000,48,TX,471,,Texas,423,450,551,732,772,40,61758
480000475,10000,48,TX,475,,Texas,319,367,444,595,679,40,10909
480000477,10000,48,TX,477,,Texas,390,400,533,665,874,40,30373
480000481,10000,48,TX,481,,Texas,319,367,444,595,679,40,41188
480000483,10000,48,TX,483,,Texas,319,367,444,595,679,40,5284
480000487,10000,48,TX,487,,Texas,319,367,444,595,702,40,14676
480000489,10000,48,TX,489,,Texas,319,367,444,595,679,40,20082
480000495,10000,48,TX,495,,Texas,319,367,444,595,679,40,7173
480000497,10000,48,TX,497,,Texas,320,373,448,624,682,40,48793
480000499,10000,48,TX,499,,Texas,322,371,463,647,764,40,36752
480000501,10000,48,TX,501,,Texas,315,414,508,636,836,40,7322
480000503,10000,48,TX,503,,Texas,319,367,444,595,689,40,17943
480000505,10000,48,TX,505,,Texas,319,367,444,595,679,40,12182
480000507,10000,48,TX,507,,Texas,319,367,444,595,679,40,11600
480040000,40,48,TX,441,"Abilene, TX MSA",Texas,389,432,558,753,915,40,126555
480320000,320,48,TX,381,"Amarillo, TX MSA",Texas,325,411,511,712,839,40,217858
480640000,640,48,TX,491,"Austin--San Marcos, TX MSA",Texas,567,686,914,1269,1501,50,1249763
480840000,840,48,TX,361,"Beaumont--Port Arthur, TX MSA",Texas,365,442,538,712,753,40,385090
481145000,1145,48,TX,39,"Brazoria, TX PMSA",Texas,547,610,761,1061,1248,40,241767
481240000,1240,48,TX,61,"Brownsville--Harlingen--San Benito, TX MSA",Texas,339,428,535,670,837,40,335227
481260000,1260,48,TX,41,"Bryan--College Station, TX MSA",Texas,423,492,622,868,1024,40,152415
481880000,1880,48,TX,409,"Corpus Christi, TX MSA",Texas,410,503,641,874,1032,40,380783
481920000,1920,48,TX,397,"Dallas, TX PMSA",Texas,589,678,871,1205,1425,50,3445899
482320000,2320,48,TX,141,"El Paso, TX MSA",Texas,456,512,606,839,995,40,679622
482800000,2800,48,TX,439,"Fort Worth--Arlington, TX PMSA",Texas,536,585,757,1058,1246,50,1702625
482920000,2920,48,TX,167,"Galveston--Texas City, TX PMSA",Texas,548,563,705,980,1157,40,250158
483286000,3286,48,TX,213,Henderson County MSA*,Texas,375,446,544,741,890,40,73277
483360000,3360,48,TX,473,"Houston, TX PMSA",Texas,523,588,760,1060,1248,50,4177646
483810000,3810,48,TX,99,"Killeen--Temple, TX MSA",Texas,456,476,601,837,919,40,312952
484080000,4080,48,TX,479,"Laredo, TX MSA",Texas,373,430,564,706,794,40,193117
484420000,4420,48,TX,459,"Longview--Marshall, TX MSA",Texas,368,415,508,693,756,40,208780
484600000,4600,48,TX,303,"Lubbock, TX MSA",Texas,348,441,572,794,880,40,242628
484880000,4880,48,TX,215,"McAllen--Edinburg--Mission, TX MSA",Texas,324,430,493,614,691,40,569463
485800000,5800,48,TX,329,"Odessa--Midland, TX MSA",Texas,348,403,537,747,866,40,237132
487200000,7200,48,TX,451,"San Angelo, TX MSA",Texas,322,411,498,683,806,40,104010
487240000,7240,48,TX,493,"San Antonio, TX MSA",Texas,425,491,635,883,1044,50,1592383
487640000,7640,48,TX,181,"Sherman--Denison, TX MSA",Texas,324,444,535,683,818,40,110595
488360000,8360,48,TX,37,"Texarkana, TX--Texarkana, AR MSA",Texas,356,435,532,701,744,40,129749
488640000,8640,48,TX,423,"Tyler, TX MSA",Texas,404,447,545,754,799,40,174706
488750000,8750,48,TX,469,"Victoria, TX MSA",Texas,409,414,523,725,818,40,84088
488800000,8800,48,TX,309,"Waco, TX MSA",Texas,353,433,571,758,799,40,213517
489080000,9080,48,TX,485,"Wichita Falls, TX MSA",Texas,390,435,526,699,824,40,140518
490000001,10000,49,UT,1,,Utah,345,421,529,707,850,40,6005
490000003,10000,49,UT,3,,Utah,382,421,529,707,853,40,42745
490000005,10000,49,UT,5,,Utah,382,469,587,785,944,40,91391
490000007,10000,49,UT,7,,Utah,370,421,529,707,850,40,20422
490000009,10000,49,UT,9,,Utah,371,507,674,845,946,40,921
490000013,10000,49,UT,13,,Utah,345,421,529,707,850,40,14371
490000015,10000,49,UT,15,,Utah,345,421,529,707,850,40,10860
490000017,10000,49,UT,17,,Utah,345,421,529,707,850,40,4735
490000019,10000,49,UT,19,,Utah,345,421,529,707,850,40,8485
490000021,10000,49,UT,21,,Utah,348,474,589,738,867,40,33779
490000023,10000,49,UT,23,,Utah,345,421,529,707,850,40,8238
490000027,10000,49,UT,27,,Utah,345,421,529,707,850,40,12405
490000029,10000,49,UT,29,,Utah,345,421,529,707,850,40,7129
490000031,10000,49,UT,31,,Utah,345,421,529,707,850,40,1435
490000033,10000,49,UT,33,,Utah,345,421,529,707,850,40,1961
490000037,10000,49,UT,37,,Utah,345,421,529,707,850,40,14413
490000039,10000,49,UT,39,,Utah,345,421,529,707,850,40,22763
490000041,10000,49,UT,41,,Utah,349,421,529,707,850,40,18842
490000043,10000,49,UT,43,,Utah,509,628,784,1059,1287,40,29736
490000045,10000,49,UT,45,,Utah,432,549,663,888,1066,40,40735
490000047,10000,49,UT,47,,Utah,345,421,529,707,850,40,25224
490000051,10000,49,UT,51,,Utah,345,439,529,707,850,40,15215
490000053,10000,49,UT,53,,Utah,421,520,689,921,1126,40,90354
490000055,10000,49,UT,55,,Utah,345,421,529,707,850,40,2509
493739000,3739,49,UT,25,Kane County MSA*,Utah,363,446,558,748,900,40,6046
496520000,6520,49,UT,49,"Provo--Orem, UT MSA",Utah,497,524,648,899,1063,40,368536
497160000,7160,49,UT,57,"Salt Lake City--Ogden, UT MSA",Utah,514,595,756,1052,1232,50,1333914
500000001,10000,50,VT,1,,Vermont,497,599,697,972,1089,40,35974
500000003,10000,50,VT,3,,Vermont,447,565,725,921,1075,40,36994
