areacode2,MSA,State,State_Alpha,County,MSAName,StateName,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,FMRType,pop100
190000017,10000,19,IA,17,,Iowa,301,372,466,593,694,40,23325
190000019,10000,19,IA,19,,Iowa,316,372,466,593,653,40,21093
190000021,10000,19,IA,21,,Iowa,317,372,466,593,653,40,20411
190000023,10000,19,IA,23,,Iowa,319,372,466,593,653,40,15305
190000025,10000,19,IA,25,,Iowa,301,372,466,593,653,40,11115
190000027,10000,19,IA,27,,Iowa,301,372,466,593,653,40,21421
190000029,10000,19,IA,29,,Iowa,301,372,466,593,653,40,14684
190000031,10000,19,IA,31,,Iowa,301,377,466,593,653,40,18187
190000033,10000,19,IA,33,,Iowa,302,396,490,653,686,40,46447
190000035,10000,19,IA,35,,Iowa,301,372,466,593,653,40,13035
190000037,10000,19,IA,37,,Iowa,301,372,466,593,653,40,13095
190000039,10000,19,IA,39,,Iowa,308,372,466,593,653,40,9133
190000041,10000,19,IA,41,,Iowa,301,372,466,593,653,40,17372
190000043,10000,19,IA,43,,Iowa,301,372,466,593,653,40,18678
190000045,10000,19,IA,45,,Iowa,302,374,476,596,666,40,50149
190000047,10000,19,IA,47,,Iowa,301,372,466,593,653,40,16942
190000051,10000,19,IA,51,,Iowa,301,372,466,593,653,40,8541
190000053,10000,19,IA,53,,Iowa,301,372,466,593,653,40,8689
190000055,10000,19,IA,55,,Iowa,301,372,466,593,653,40,18404
190000057,10000,19,IA,57,,Iowa,300,383,492,615,688,40,42351
190000059,10000,19,IA,59,,Iowa,301,372,466,593,653,40,16424
190000063,10000,19,IA,63,,Iowa,301,372,466,593,690,40,11027
190000065,10000,19,IA,65,,Iowa,301,372,466,593,653,40,22008
190000067,10000,19,IA,67,,Iowa,327,372,466,593,653,40,16900
190000069,10000,19,IA,69,,Iowa,308,372,466,593,653,40,10704
190000071,10000,19,IA,71,,Iowa,331,372,466,593,688,40,8010
190000073,10000,19,IA,73,,Iowa,301,372,466,593,653,40,10366
190000075,10000,19,IA,75,,Iowa,301,372,466,593,672,40,12369
190000077,10000,19,IA,77,,Iowa,301,372,466,593,687,40,11353
190000079,10000,19,IA,79,,Iowa,341,386,468,589,655,40,16438
190000081,10000,19,IA,81,,Iowa,301,372,466,593,653,40,12100
190000083,10000,19,IA,83,,Iowa,301,372,466,593,653,40,18812
190000085,10000,19,IA,85,,Iowa,301,372,466,593,653,40,15666
190000087,10000,19,IA,87,,Iowa,302,384,487,609,690,40,20336
190000089,10000,19,IA,89,,Iowa,301,372,466,593,682,40,9932
190000091,10000,19,IA,91,,Iowa,301,372,466,593,653,40,10381
190000093,10000,19,IA,93,,Iowa,308,372,466,593,653,40,7837
190000095,10000,19,IA,95,,Iowa,301,372,466,593,653,40,15671
190000097,10000,19,IA,97,,Iowa,299,370,466,589,652,40,20296
190000099,10000,19,IA,99,,Iowa,299,380,481,601,674,40,37213
190000101,10000,19,IA,101,,Iowa,305,386,513,668,844,40,16181
190000105,10000,19,IA,105,,Iowa,310,372,466,593,653,40,20221
190000107,10000,19,IA,107,,Iowa,301,372,466,593,653,40,11400
190000109,10000,19,IA,109,,Iowa,301,372,466,593,653,40,17163
190000111,10000,19,IA,111,,Iowa,306,378,489,613,687,40,38052
190000115,10000,19,IA,115,,Iowa,301,372,466,593,653,40,12183
190000117,10000,19,IA,117,,Iowa,301,372,466,593,653,40,9422
190000119,10000,19,IA,119,,Iowa,301,372,466,593,653,40,11763
190000121,10000,19,IA,121,,Iowa,297,367,479,613,673,40,14019
190000123,10000,19,IA,123,,Iowa,301,372,466,593,653,40,22335
190000125,10000,19,IA,125,,Iowa,300,413,505,633,710,40,32052
190000127,10000,19,IA,127,,Iowa,337,418,523,663,734,40,39311
190000129,10000,19,IA,129,,Iowa,297,397,469,589,658,40,14547
190000131,10000,19,IA,131,,Iowa,301,372,466,593,653,40,10874
190000133,10000,19,IA,133,,Iowa,301,372,466,593,653,40,10020
190000135,10000,19,IA,135,,Iowa,301,391,466,593,688,40,8016
190000137,10000,19,IA,137,,Iowa,331,374,466,593,653,40,11771
190000139,10000,19,IA,139,,Iowa,341,423,561,748,784,40,41722
190000141,10000,19,IA,141,,Iowa,301,372,466,593,653,40,15102
190000143,10000,19,IA,143,,Iowa,301,372,466,593,653,40,7003
190000145,10000,19,IA,145,,Iowa,301,372,466,593,653,40,16976
190000147,10000,19,IA,147,,Iowa,301,372,466,593,653,40,10147
190000149,10000,19,IA,149,,Iowa,305,378,495,618,693,40,24849
190000151,10000,19,IA,151,,Iowa,301,372,466,593,653,40,8662
190000157,10000,19,IA,157,,Iowa,321,400,513,643,721,40,18815
190000159,10000,19,IA,159,,Iowa,301,372,466,593,653,40,5469
190000161,10000,19,IA,161,,Iowa,301,372,466,593,653,40,11529
190000165,10000,19,IA,165,,Iowa,301,372,466,593,653,40,13173
190000167,10000,19,IA,167,,Iowa,301,372,466,593,653,40,31589
190000169,10000,19,IA,169,,Iowa,390,474,560,774,887,40,79981
190000171,10000,19,IA,171,,Iowa,301,372,466,593,653,40,18103
190000173,10000,19,IA,173,,Iowa,301,372,466,593,654,40,6958
190000175,10000,19,IA,175,,Iowa,301,372,466,593,688,40,12309
190000177,10000,19,IA,177,,Iowa,301,372,466,593,653,40,7809
190000179,10000,19,IA,179,,Iowa,305,377,477,601,667,40,36051
190000183,10000,19,IA,183,,Iowa,301,372,466,593,688,40,20670
190000185,10000,19,IA,185,,Iowa,301,372,466,593,653,40,6730
190000187,10000,19,IA,187,,Iowa,300,371,472,594,661,40,40235
190000189,10000,19,IA,189,,Iowa,301,379,466,593,653,40,11723
190000191,10000,19,IA,191,,Iowa,301,372,466,593,653,40,21310
190000195,10000,19,IA,195,,Iowa,301,372,466,593,663,40,7909
190000197,10000,19,IA,197,,Iowa,301,372,466,593,653,40,14334
191360000,1360,19,IA,113,"Cedar Rapids, IA MSA",Iowa,309,436,561,779,838,40,191701
192120000,2120,19,IA,181,"Des Moines, IA MSA",Iowa,440,556,687,890,936,40,456022
192200000,2200,19,IA,61,"Dubuque, IA MSA",Iowa,331,404,520,664,811,40,89143
193500000,3500,19,IA,103,"Iowa City, IA MSA",Iowa,386,497,642,890,1052,40,111006
197720000,7720,31,NE,43,"Sioux City, IA--NE MSA",Nebraska,402,483,602,751,858,40,124130
198920000,8920,19,IA,13,"Waterloo--Cedar Falls, IA MSA",Iowa,368,472,589,784,922,40,128012
200000001,10000,20,KS,1,,Kansas,305,346,444,573,637,40,14385
200000003,10000,20,KS,3,,Kansas,305,346,444,573,637,40,8110
200000005,10000,20,KS,5,,Kansas,305,346,444,573,683,40,16774
200000007,10000,20,KS,7,,Kansas,305,346,444,573,637,40,5307
200000009,10000,20,KS,9,,Kansas,305,346,444,573,637,40,28205
200000011,10000,20,KS,11,,Kansas,305,346,444,573,637,40,15379
200000013,10000,20,KS,13,,Kansas,305,346,444,573,637,40,10724
200000017,10000,20,KS,17,,Kansas,305,346,444,573,637,40,3030
200000019,10000,20,KS,19,,Kansas,305,346,444,573,637,40,4359
200000021,10000,20,KS,21,,Kansas,305,346,444,573,637,40,22605
200000023,10000,20,KS,23,,Kansas,305,346,444,573,637,40,3165
200000025,10000,20,KS,25,,Kansas,305,346,444,573,637,40,2390
200000027,10000,20,KS,27,,Kansas,305,346,444,573,637,40,8822
200000029,10000,20,KS,29,,Kansas,305,346,444,573,637,40,10268
200000031,10000,20,KS,31,,Kansas,314,346,444,573,666,40,8865
200000033,10000,20,KS,33,,Kansas,305,346,444,573,637,40,1967
200000035,10000,20,KS,35,,Kansas,326,346,444,587,637,40,36291
200000037,10000,20,KS,37,,Kansas,309,351,459,581,646,40,38242
200000039,10000,20,KS,39,,Kansas,305,346,444,573,637,40,3472
200000041,10000,20,KS,41,,Kansas,305,346,444,573,637,40,19344
200000043,10000,20,KS,43,,Kansas,305,346,444,573,637,40,8249
200000047,10000,20,KS,47,,Kansas,305,346,444,573,637,40,3449
200000049,10000,20,KS,49,,Kansas,305,346,444,573,637,40,3261
200000051,10000,20,KS,51,,Kansas,305,346,444,573,637,40,27507
200000053,10000,20,KS,53,,Kansas,305,346,444,573,637,40,6525
200000055,10000,20,KS,55,,Kansas,393,419,538,701,885,40,40523
200000057,10000,20,KS,57,,Kansas,352,418,519,654,736,40,32458
200000059,10000,20,KS,59,,Kansas,341,358,462,592,721,40,24784
200000061,10000,20,KS,61,,Kansas,369,387,485,626,678,40,27947
200000063,10000,20,KS,63,,Kansas,305,346,444,573,637,40,3068
200000065,10000,20,KS,65,,Kansas,305,346,444,573,637,40,2946
200000067,10000,20,KS,67,,Kansas,312,397,455,623,679,40,7909
200000069,10000,20,KS,69,,Kansas,305,346,444,573,637,40,5904
200000071,10000,20,KS,71,,Kansas,305,346,444,573,637,40,1534
200000073,10000,20,KS,73,,Kansas,305,346,444,573,637,40,7673
200000075,10000,20,KS,75,,Kansas,305,346,444,573,637,40,2670
200000077,10000,20,KS,77,,Kansas,305,346,444,573,637,40,6536
200000081,10000,20,KS,81,,Kansas,305,354,444,573,637,40,4307
200000083,10000,20,KS,83,,Kansas,305,346,444,573,637,40,2085
200000085,10000,20,KS,85,,Kansas,305,346,444,573,637,40,12657
200000087,10000,20,KS,87,,Kansas,302,343,448,594,631,40,18426
200000089,10000,20,KS,89,,Kansas,305,346,444,573,637,40,3791
200000093,10000,20,KS,93,,Kansas,337,343,453,609,670,40,4531
200000095,10000,20,KS,95,,Kansas,305,346,444,573,637,40,8673
200000097,10000,20,KS,97,,Kansas,305,346,444,573,637,40,3278
200000099,10000,20,KS,99,,Kansas,305,346,444,573,637,40,22835
200000101,10000,20,KS,101,,Kansas,305,346,444,573,637,40,2155
200000105,10000,20,KS,105,,Kansas,305,346,444,573,637,40,3578
200000107,10000,20,KS,107,,Kansas,305,346,444,573,637,40,9570
200000109,10000,20,KS,109,,Kansas,305,346,444,573,637,40,3046
200000111,10000,20,KS,111,,Kansas,305,346,444,573,680,40,35935
200000113,10000,20,KS,113,,Kansas,307,346,444,573,637,40,29554
200000115,10000,20,KS,115,,Kansas,305,346,444,573,637,40,13361
200000117,10000,20,KS,117,,Kansas,305,346,444,573,637,40,10965
200000119,10000,20,KS,119,,Kansas,305,346,444,573,637,40,4631
200000123,10000,20,KS,123,,Kansas,305,346,444,573,637,40,6932
200000125,10000,20,KS,125,,Kansas,305,346,444,573,637,40,36252
200000127,10000,20,KS,127,,Kansas,305,346,444,573,637,40,6104
200000129,10000,20,KS,129,,Kansas,305,373,444,573,637,40,3496
200000131,10000,20,KS,131,,Kansas,305,346,444,573,637,40,10717
200000133,10000,20,KS,133,,Kansas,305,346,444,573,637,40,16997
200000135,10000,20,KS,135,,Kansas,305,346,444,573,637,40,3454
200000137,10000,20,KS,137,,Kansas,305,346,444,573,637,40,5953
200000139,10000,20,KS,139,,Kansas,305,346,444,573,637,40,16712
200000141,10000,20,KS,141,,Kansas,305,346,444,573,638,40,4452
200000143,10000,20,KS,143,,Kansas,305,346,444,573,637,40,6163
200000145,10000,20,KS,145,,Kansas,305,346,444,573,637,40,7233
200000147,10000,20,KS,147,,Kansas,305,346,444,573,637,40,6001
200000149,10000,20,KS,149,,Kansas,305,346,444,573,651,40,18209
200000151,10000,20,KS,151,,Kansas,305,346,444,585,637,40,9647
200000153,10000,20,KS,153,,Kansas,305,346,444,573,637,40,2966
200000155,10000,20,KS,155,,Kansas,305,346,444,573,691,40,64790
200000157,10000,20,KS,157,,Kansas,305,346,444,573,637,40,5835
200000159,10000,20,KS,159,,Kansas,305,346,444,573,637,40,10761
200000161,10000,20,KS,161,,Kansas,372,410,545,679,826,40,62843
200000163,10000,20,KS,163,,Kansas,305,346,444,573,637,40,5685
200000165,10000,20,KS,165,,Kansas,305,346,444,573,637,40,3551
200000167,10000,20,KS,167,,Kansas,305,346,444,573,637,40,7370
200000169,10000,20,KS,169,,Kansas,401,415,546,755,764,40,53597
200000171,10000,20,KS,171,,Kansas,305,346,444,585,672,40,5120
200000175,10000,20,KS,175,,Kansas,372,405,538,675,752,40,22510
200000179,10000,20,KS,179,,Kansas,305,346,444,573,637,40,2813
200000181,10000,20,KS,181,,Kansas,305,346,444,573,637,40,6760
200000183,10000,20,KS,183,,Kansas,305,346,444,573,637,40,4536
200000185,10000,20,KS,185,,Kansas,305,346,444,573,637,40,4789
200000187,10000,20,KS,187,,Kansas,305,346,444,573,637,40,2406
200000189,10000,20,KS,189,,Kansas,305,347,444,573,654,40,5463
200000191,10000,20,KS,191,,Kansas,305,346,444,600,637,40,25946
200000193,10000,20,KS,193,,Kansas,305,346,444,573,637,40,8180
200000195,10000,20,KS,195,,Kansas,305,346,444,573,637,40,3319
200000197,10000,20,KS,197,,Kansas,305,346,444,573,637,40,6885
200000199,10000,20,KS,199,,Kansas,305,346,444,573,637,40,1749
200000201,10000,20,KS,201,,Kansas,305,346,444,573,637,40,6483
200000203,10000,20,KS,203,,Kansas,302,343,453,568,706,40,2531
200000205,10000,20,KS,205,,Kansas,305,346,444,573,637,40,10332
200000207,10000,20,KS,207,,Kansas,305,346,444,573,637,40,3788
204150000,4150,20,KS,45,"Lawrence, KS MSA",Kansas,400,479,613,854,983,40,99962
208440000,8440,20,KS,177,"Topeka, KS MSA",Kansas,377,435,566,765,862,40,169871
209040000,9040,20,KS,173,"Wichita, KS MSA",Kansas,373,448,599,811,876,50,545220
210000001,10000,21,KY,1,,Kentucky,286,349,413,547,601,40,17244
210000003,10000,21,KY,3,,Kentucky,286,334,413,534,601,40,17800
210000005,10000,21,KY,5,,Kentucky,312,332,429,536,601,40,19111
210000007,10000,21,KY,7,,Kentucky,286,334,413,534,601,40,8286
210000009,10000,21,KY,9,,Kentucky,286,346,413,534,601,40,38033
210000011,10000,21,KY,11,,Kentucky,286,334,413,534,601,40,11085
210000013,10000,21,KY,13,,Kentucky,285,333,416,532,599,40,30060
210000021,10000,21,KY,21,,Kentucky,336,340,454,569,637,40,27697
210000023,10000,21,KY,23,,Kentucky,286,334,413,534,601,40,8279
210000025,10000,21,KY,25,,Kentucky,286,334,413,534,601,40,16100
210000027,10000,21,KY,27,,Kentucky,286,334,413,534,601,40,18648
210000031,10000,21,KY,31,,Kentucky,286,334,413,534,601,40,13010
210000033,10000,21,KY,33,,Kentucky,286,334,413,534,601,40,13060
210000035,10000,21,KY,35,,Kentucky,286,334,413,534,601,40,34177
210000039,10000,21,KY,39,,Kentucky,286,334,413,534,601,40,5351
210000041,10000,21,KY,41,,Kentucky,286,334,413,534,601,40,10155
210000045,10000,21,KY,45,,Kentucky,286,334,413,534,601,40,15447
210000051,10000,21,KY,51,,Kentucky,286,334,413,534,601,40,24556
210000053,10000,21,KY,53,,Kentucky,286,334,413,534,601,40,9634
210000055,10000,21,KY,55,,Kentucky,286,334,413,534,601,40,9384
210000057,10000,21,KY,57,,Kentucky,286,334,413,534,601,40,7147
210000061,10000,21,KY,61,,Kentucky,286,334,413,534,601,40,11644
210000063,10000,21,KY,63,,Kentucky,286,334,413,534,601,40,6748
210000065,10000,21,KY,65,,Kentucky,286,334,413,534,601,40,15307
210000069,10000,21,KY,69,,Kentucky,286,334,413,534,601,40,13792
210000071,10000,21,KY,71,,Kentucky,302,367,413,574,658,40,42441
210000073,10000,21,KY,73,,Kentucky,276,407,499,644,813,40,47687
210000075,10000,21,KY,75,,Kentucky,286,334,413,534,601,40,7752
210000079,10000,21,KY,79,,Kentucky,286,334,413,534,601,40,14792
210000083,10000,21,KY,83,,Kentucky,286,334,413,534,601,40,37028
210000085,10000,21,KY,85,,Kentucky,286,334,413,534,601,40,24053
210000087,10000,21,KY,87,,Kentucky,286,334,413,534,601,40,11518
210000091,10000,21,KY,91,,Kentucky,286,334,413,539,638,40,8392
210000093,10000,21,KY,93,,Kentucky,356,366,458,616,730,40,94174
210000095,10000,21,KY,95,,Kentucky,290,442,503,658,776,40,33202
210000097,10000,21,KY,97,,Kentucky,291,341,431,543,665,40,17983
210000099,10000,21,KY,99,,Kentucky,286,334,413,534,601,40,17445
210000103,10000,21,KY,103,,Kentucky,286,334,413,534,601,40,15060
210000105,10000,21,KY,105,,Kentucky,286,334,413,534,601,40,5262
210000107,10000,21,KY,107,,Kentucky,286,334,413,534,606,40,46519
210000109,10000,21,KY,109,,Kentucky,286,334,413,534,601,40,13495
210000115,10000,21,KY,115,,Kentucky,286,334,413,534,601,40,23445
210000119,10000,21,KY,119,,Kentucky,286,334,413,534,601,40,17649
210000121,10000,21,KY,121,,Kentucky,284,393,502,630,774,40,31795
210000123,10000,21,KY,123,,Kentucky,286,334,413,534,601,40,13373
210000125,10000,21,KY,125,,Kentucky,373,422,500,675,700,40,52715
210000127,10000,21,KY,127,,Kentucky,286,334,413,534,601,40,15569
210000129,10000,21,KY,129,,Kentucky,286,334,413,534,601,40,7916
210000131,10000,21,KY,131,,Kentucky,286,334,413,534,601,40,12401
210000133,10000,21,KY,133,,Kentucky,286,334,413,534,601,40,25277
210000135,10000,21,KY,135,,Kentucky,286,334,413,534,601,40,14092
210000137,10000,21,KY,137,,Kentucky,286,334,413,534,601,40,23361
210000139,10000,21,KY,139,,Kentucky,326,330,438,609,613,40,9804
210000141,10000,21,KY,141,,Kentucky,286,334,413,545,601,40,26573
210000143,10000,21,KY,143,,Kentucky,286,334,413,534,601,40,8080
210000145,10000,21,KY,145,,Kentucky,332,356,445,569,731,40,65514
210000147,10000,21,KY,147,,Kentucky,286,334,413,534,601,40,17080
210000149,10000,21,KY,149,,Kentucky,286,334,413,534,601,40,9938
210000153,10000,21,KY,153,,Kentucky,286,334,413,534,601,40,13332
210000155,10000,21,KY,155,,Kentucky,286,334,413,534,601,40,18212
210000157,10000,21,KY,157,,Kentucky,286,341,413,534,643,40,30125
210000159,10000,21,KY,159,,Kentucky,286,334,413,534,601,40,12578
210000161,10000,21,KY,161,,Kentucky,286,334,413,534,601,40,16800
210000163,10000,21,KY,163,,Kentucky,292,363,418,551,688,40,26349
210000165,10000,21,KY,165,,Kentucky,286,334,413,534,601,40,6556
210000167,10000,21,KY,167,,Kentucky,286,334,413,545,601,40,20817
210000169,10000,21,KY,169,,Kentucky,286,334,413,534,601,40,10037
210000171,10000,21,KY,171,,Kentucky,286,334,413,534,601,40,11756
210000173,10000,21,KY,173,,Kentucky,286,334,413,534,601,40,22554
210000175,10000,21,KY,175,,Kentucky,286,334,413,534,601,40,13948
210000177,10000,21,KY,177,,Kentucky,286,334,413,534,601,40,31839
210000179,10000,21,KY,179,,Kentucky,314,334,426,534,601,40,37477
210000181,10000,21,KY,181,,Kentucky,286,334,413,534,601,40,6813
210000183,10000,21,KY,183,,Kentucky,286,334,413,534,601,40,22916
210000187,10000,21,KY,187,,Kentucky,286,334,413,534,615,40,10547
210000189,10000,21,KY,189,,Kentucky,286,334,413,534,601,40,4858
210000193,10000,21,KY,193,,Kentucky,319,333,429,537,601,40,29390
210000195,10000,21,KY,195,,Kentucky,308,351,427,535,632,40,68736
210000197,10000,21,KY,197,,Kentucky,286,334,413,534,601,40,13237
210000199,10000,21,KY,199,,Kentucky,309,329,417,526,591,40,56217
210000201,10000,21,KY,201,,Kentucky,286,334,413,534,601,40,2266
210000203,10000,21,KY,203,,Kentucky,286,334,413,534,601,40,16582
210000205,10000,21,KY,205,,Kentucky,286,334,413,534,622,40,22094
210000207,10000,21,KY,207,,Kentucky,286,334,413,534,601,40,16315
210000211,10000,21,KY,211,,Kentucky,286,377,423,590,600,40,33337
210000213,10000,21,KY,213,,Kentucky,283,354,415,529,594,40,16405
210000215,10000,21,KY,215,,Kentucky,286,341,413,534,601,40,11766
210000217,10000,21,KY,217,,Kentucky,350,415,464,620,703,40,22927
210000219,10000,21,KY,219,,Kentucky,286,334,413,534,601,40,11971
210000221,10000,21,KY,221,,Kentucky,286,334,413,534,601,40,12597
210000223,10000,21,KY,223,,Kentucky,286,334,413,534,601,40,8125
210000225,10000,21,KY,225,,Kentucky,286,334,413,534,601,40,15637
210000227,10000,21,KY,227,,Kentucky,287,371,496,619,717,40,92522
210000229,10000,21,KY,229,,Kentucky,286,339,413,534,601,40,10916
210000231,10000,21,KY,231,,Kentucky,286,334,413,534,601,40,19923
210000233,10000,21,KY,233,,Kentucky,286,334,413,534,601,40,14120
210000235,10000,21,KY,235,,Kentucky,286,334,413,534,601,40,35865
210000237,10000,21,KY,237,,Kentucky,286,334,413,534,601,40,7065
212910000,2910,21,KY,77,Gallatin County MSA*,Kentucky,304,414,507,636,830,40,7870
213020000,3020,21,KY,81,Grant County MSA*,Kentucky,316,376,497,693,821,40,22384
214280000,4280,21,KY,239,"Lexington, KY MSA",Kentucky,393,489,600,816,923,40,479198
214520000,4520,21,KY,185,"Louisville, KY--IN MSA",Kentucky,394,506,622,858,905,40,1025598
215990000,5990,21,KY,59,"Owensboro, KY MSA",Kentucky,343,355,467,625,655,40,91545
216070000,6070,21,KY,191,Pendleton County MSA*,Kentucky,310,360,477,601,672,40,14390
220000003,10000,22,LA,3,,Louisiana,307,334,412,539,601,40,25440
220000007,10000,22,LA,7,,Louisiana,330,356,422,530,591,40,23388
220000009,10000,22,LA,9,,Louisiana,307,334,412,539,605,40,41481
220000011,10000,22,LA,11,,Louisiana,371,405,479,625,690,40,32986
220000013,10000,22,LA,13,,Louisiana,307,334,412,547,646,40,15752
220000021,10000,22,LA,21,,Louisiana,307,334,412,539,601,40,10560
220000023,10000,22,LA,23,,Louisiana,307,334,412,539,601,40,9991
220000025,10000,22,LA,25,,Louisiana,307,334,412,539,601,40,10920
220000027,10000,22,LA,27,,Louisiana,307,334,412,539,601,40,16851
220000029,10000,22,LA,29,,Louisiana,307,334,412,539,601,40,20247
220000031,10000,22,LA,31,,Louisiana,307,334,412,539,607,40,25494
220000035,10000,22,LA,35,,Louisiana,307,334,412,539,601,40,9421
220000037,10000,22,LA,37,,Louisiana,307,334,412,539,601,40,21360
220000039,10000,22,LA,39,,Louisiana,307,334,412,539,601,40,35434
220000041,10000,22,LA,41,,Louisiana,307,334,412,539,607,40,21263
220000043,10000,22,LA,43,,Louisiana,307,334,412,539,601,40,18698
220000045,10000,22,LA,45,,Louisiana,327,340,423,542,605,40,73266
220000047,10000,22,LA,47,,Louisiana,307,334,412,539,620,40,33320
220000049,10000,22,LA,49,,Louisiana,307,334,412,539,601,40,15397
220000053,10000,22,LA,53,,Louisiana,307,334,412,539,611,40,31435
220000059,10000,22,LA,59,,Louisiana,307,334,412,539,607,40,14282
220000061,10000,22,LA,61,,Louisiana,360,362,451,619,742,40,42509
220000065,10000,22,LA,65,,Louisiana,307,334,412,539,601,40,13728
220000067,10000,22,LA,67,,Louisiana,307,334,412,539,601,40,31021
220000069,10000,22,LA,69,,Louisiana,326,333,432,598,602,40,39080
220000077,10000,22,LA,77,,Louisiana,307,334,412,539,653,40,22763
220000081,10000,22,LA,81,,Louisiana,307,334,412,539,607,40,9622
220000083,10000,22,LA,83,,Louisiana,307,334,412,539,607,40,20981
220000085,10000,22,LA,85,,Louisiana,307,342,412,539,635,40,23459
220000091,10000,22,LA,91,,Louisiana,307,334,412,539,601,40,10525
220000101,10000,22,LA,101,,Louisiana,334,359,450,614,640,40,53500
220000105,10000,22,LA,105,,Louisiana,327,340,438,574,611,40,100588
220000107,10000,22,LA,107,,Louisiana,307,334,412,539,601,40,6618
220000111,10000,22,LA,111,,Louisiana,307,334,412,539,607,40,22803
220000113,10000,22,LA,113,,Louisiana,307,334,412,539,601,40,53807
220000115,10000,22,LA,115,,Louisiana,346,386,439,569,672,40,52531
220000117,10000,22,LA,117,,Louisiana,307,334,412,539,601,40,43926
220000123,10000,22,LA,123,,Louisiana,307,334,412,539,601,40,12314
220000125,10000,22,LA,125,,Louisiana,302,395,528,660,741,40,15111
220000127,10000,22,LA,127,,Louisiana,307,334,412,539,601,40,16894
220220000,220,22,LA,79,"Alexandria, LA MSA",Louisiana,326,407,510,707,719,40,126337
220760000,760,22,LA,121,"Baton Rouge, LA MSA",Louisiana,347,430,535,741,876,50,602894
223350000,3350,22,LA,109,"Houma, LA MSA",Louisiana,320,374,480,665,788,40,194477
223880000,3880,22,LA,99,"Lafayette, LA MSA",Louisiana,334,385,458,630,746,40,385647
223960000,3960,22,LA,19,"Lake Charles, LA MSA",Louisiana,378,439,557,729,913,40,183577
225200000,5200,22,LA,73,"Monroe, LA MSA",Louisiana,353,395,527,710,737,40,147250
225560000,5560,22,LA,103,"New Orleans, LA MSA",Louisiana,489,561,699,951,1151,40,1316510
226990000,6990,22,LA,93,St. James Parish MSA*,Louisiana,325,368,490,609,683,40,21216
227680000,7680,22,LA,119,"Shreveport--Bossier City, LA MSA",Louisiana,393,448,561,751,922,40,392302
230000001,10000,23,ME,1,,Maine,371,460,609,762,854,40,12963
230000003,10000,23,ME,3,,Maine,375,441,565,718,827,40,73938
230000005,10000,23,ME,5,,Maine,549,560,745,1012,1163,40,45900
230000007,10000,23,ME,7,,Maine,383,441,565,718,827,40,29467
230000009,10000,23,ME,9,,Maine,401,492,608,767,851,40,51791
230000011,10000,23,ME,11,,Maine,389,486,583,733,824,40,117114
230000013,10000,23,ME,13,,Maine,375,483,628,838,881,40,39618
230000015,10000,23,ME,15,,Maine,490,544,619,860,1015,40,33616
230000017,10000,23,ME,17,,Maine,375,441,565,718,827,40,54755
230000019,10000,23,ME,19,,Maine,375,441,565,718,827,40,57657
230000021,10000,23,ME,21,,Maine,375,441,565,718,827,40,17235
230000023,10000,23,ME,23,,Maine,529,605,747,995,1227,40,35214
230000025,10000,23,ME,25,,Maine,393,448,565,718,848,40,50888
230000027,10000,23,ME,27,,Maine,375,441,565,718,827,40,32678
230000029,10000,23,ME,29,,Maine,375,441,565,718,827,40,33941
230000031,10000,23,ME,31,,Maine,460,525,703,879,984,40,121542
230730000,730,23,ME,27,"Bangor, ME MSA",Maine,403,492,631,825,885,40,90864
234240000,4240,23,ME,1,"Lewiston--Auburn, ME MSA",Maine,375,453,582,728,827,40,90830
236400000,6400,23,ME,31,"Portland, ME MSA",Maine,530,683,899,1126,1260,40,243537
240000011,10000,24,MD,11,,Maryland,425,458,573,751,853,40,29772
240000019,10000,24,MD,19,,Maryland,380,490,573,747,853,40,30674
240000023,10000,24,MD,23,,Maryland,381,510,575,749,944,40,29846
240000029,10000,24,MD,29,,Maryland,377,464,620,774,933,40,19197
240000037,10000,24,MD,37,,Maryland,626,743,857,1195,1366,40,86211
240000039,10000,24,MD,39,,Maryland,458,513,579,802,950,40,24747
240000041,10000,24,MD,41,,Maryland,508,538,716,897,1176,40,33812
240000045,10000,24,MD,45,,Maryland,424,490,633,805,887,40,84644
240000047,10000,24,MD,47,,Maryland,382,461,577,800,857,40,46543
240720000,720,24,MD,510,"Baltimore, MD PMSA",Maryland,638,779,952,1259,1441,40,2464740
240721000,721,24,MD,28,"Columbia, MD MSA*",Maryland,664,892,1039,1374,1716,40,88254
241900000,1900,54,WV,57,"Cumberland, MD--WV MSA",West Virginia,395,475,588,777,887,40,102008
243180000,3180,24,MD,43,"Hagerstown, MD PMSA",Maryland,439,528,659,861,983,40,131923
250000001,10000,25,MA,1,,Massachusetts,561,769,1023,1280,1435,40,59648
250000003,10000,25,MA,3,,Massachusetts,437,531,626,858,1028,40,50254
250000007,10000,25,MA,7,,Massachusetts,761,775,1030,1289,1447,40,14987
250000011,10000,25,MA,11,,Massachusetts,470,584,746,935,1129,40,67758
250000013,10000,25,MA,13,,Massachusetts,485,662,882,1174,1448,40,9545
250000015,10000,25,MA,15,,Massachusetts,685,692,924,1160,1297,40,8372
250000019,10000,25,MA,19,,Massachusetts,851,1141,1522,1902,2130,40,9520
250000027,10000,25,MA,27,,Massachusetts,529,552,735,921,1030,40,27588
