"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","5520",5520,0,0,0
"2","Akron, OH","11869",11800,0,69,0
"3","Albany, GA","3096",2758,150,0,188
"4","Albany-Schenectady-Troy, NY","14053",13453,600,0,0
"5","Albuquerque,* NM","48780",45957,0,343,2480
"6","Alexandria, LA","4755",4755,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","24530",22545,0,840,1145
"8","Altoona, PA","0",0,0,0,0
"9","Amarillo, TX","6281",5230,0,0,1051
"10","Ames, IA","3007",3007,0,0,0
"11","Anchorage,* AK","6725",4355,897,609,864
"12","Anderson, IN","1656",1656,0,0,0
"13","Anderson, SC","12495",12495,0,0,0
"14","Ann Arbor, MI","2369",2369,0,0,0
"15","Anniston-Oxford, AL","1235",1235,0,0,0
"16","Appleton, WI","6125",5485,0,0,640
"17","Asheville, NC","32570",30452,0,500,1618
"18","Athens-Clarke County, GA","11563",11563,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","276796",248263,678,1368,26487
"20","Atlantic City-Hammonton,* NJ","7570",6321,304,667,278
"21","Auburn-Opelika,* AL","15275",14009,0,0,1266
"22","Augusta-Richmond County, GA-SC","17129",17129,0,0,0
"23","Austin-Round Rock,* TX","204229",140566,1539,1147,60977
"24","Bakersfield, CA","23232",21092,158,1982,0
"25","Baltimore-Towson,* MD","50655",46423,0,0,4232
"26","Bangor, ME","3129",3129,0,0,0
"27","Barnstable Town, MA","10390",10390,0,0,0
"28","Baton Rouge, LA","43558",28262,0,0,15296
"29","Battle Creek, MI","727",727,0,0,0
"30","Bay City, MI","132",132,0,0,0
"31","Beaumont-Port Arthur, TX","21471",5234,362,0,15875
"32","Bellingham, WA","8760",7225,0,0,1535
"33","Bend,* OR","17342",15829,0,1513,0
"34","Billings, MT","5327",5327,0,0,0
"35","Binghamton, NY","917",917,0,0,0
"36","Birmingham-Hoover,* AL","48471",42651,0,0,5820
"37","Bismarck, ND","12477",10166,0,520,1791
"38","Bloomington, IN","5605",4585,1020,0,0
"39","Bloomington-Normal, IL","2617",2444,0,0,173
"40","Boise City-Nampa,* ID","67777",64038,209,3530,0
"41","Boston-Cambridge-Quincy,* MA-NH","104705",57319,2609,3297,41480
"42","Boulder, CO","6368",5544,0,0,824
"43","Bowling Green, KY","6542",6130,0,412,0
"44","Bradenton-Sarasota-Venice,* FL","58411",50662,0,1295,6454
"45","Bremerton-Silverdale, WA","9478",9478,0,0,0
"46","Bridgeport-Stamford-Norwalk, CT","29792",26432,105,0,3255
"47","Brownsville-Harlingen, TX","12891",12346,545,0,0
"48","Brunswick, GA","9088",9088,0,0,0
"49","Buffalo-Niagara Falls, NY","10795",10795,0,0,0
"50","Burlington, NC","12050",10690,0,0,1360
"51","Burlington-South Burlington, VT","6682",6153,94,0,435
"52","Canton-Massillon, OH","3594",3142,214,0,238
"53","Cape Coral-Fort Myers,* FL","30212",28440,181,0,1591
"54","Carson City,* NV","1921",1921,0,0,0
"55","Casper, WY","4705",4705,0,0,0
"56","Cedar Rapids, IA","11713",9091,621,2001,0
"57","Champaign-Urbana, IL","7800",5300,0,0,2500
"58","Charleston, WV","1592",1592,0,0,0
"59","Charleston-North Charleston-Summerville,*  SC","81045",66092,455,0,14498
"60","Charlotte-Gastonia-Concord,* NC-SC","148625",131588,369,0,16668
"61","Charlottesville, VA","17757",17757,0,0,0
"62","Chattanooga, TN-GA","19664",18106,93,0,1465
"63","Cheyenne, WY","2963",2643,320,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","229797",174326,1716,4460,49295
"65","Chico, CA","4928",4928,0,0,0
"66","Cincinnati-Middletown,* OH-KY-IN","72025",64560,2057,830,4578
"67","Clarksville, TN-KY","33524",7957,94,0,25473
"68","Cleveland, TN","4243",3713,70,460,0
"69","Cleveland-Elyria-Mentor,* OH","36270",36051,0,0,219
"70","Coeur dAlene, ID","13914",13914,0,0,0
"71","College Station-Bryan, TX","10351",7518,0,0,2833
"72","Colorado Springs,* CO","18238",16925,0,0,1313
"73","Columbia, MO","8637",6704,652,350,931
"74","Columbia,* SC","40645",37119,0,525,3001
"75","Columbus, GA-AL","9617",8074,0,0,1543
"76","Columbus, IN","4862",4862,0,0,0
"77","Columbus,* OH","41000",35870,490,81,4559
"78","Corpus Christi, TX","17269",10993,0,0,6276
"79","Corvallis, OR","1744",1744,0,0,0
"80","Cumberland, MD-WV","1263",1263,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","507235",343830,3926,4012,155467
"82","Dalton, GA","4140",3563,96,172,309
"83","Danville, IL","0",0,0,0,0
"84","Danville, VA","1289",994,0,0,295
