"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","4296",4296,0,0,0
"2","Akron, OH","19346",18852,0,0,494
"3","Albany, GA","4058",3911,147,0,0
"4","Albany-Schenectady-Troy, NY","23227",22453,0,0,774
"5","Albuquerque,* NM","65567",65567,0,0,0
"6","Alexandria, LA","6585",6585,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","50409",49358,127,457,467
"8","Altoona, PA","61",61,0,0,0
"9","Amarillo, TX","9880",9880,0,0,0
"10","Ames, IA","3881",3235,0,0,646
"11","Anchorage,* AK","23893",10792,8345,4756,0
"12","Anderson, IN","3631",3631,0,0,0
"13","Anderson, SC","15826",15826,0,0,0
"14","Ann Arbor, MI","6491",6189,0,0,302
"15","Anniston-Oxford, AL","1662",1662,0,0,0
"16","Appleton, WI","13791",12522,409,0,860
"17","Asheville, NC","56105",54189,0,700,1216
"18","Athens-Clarke County, GA","15305",15305,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","756138",624559,684,3273,127622
"20","Atlantic City,* NJ","22602",21303,448,0,851
"21","Auburn-Opelika,* AL","34330",25622,0,0,8708
"22","Augusta-Richmond County, GA-SC","35225",35225,0,0,0
"23","Austin-Round Rock,* TX","222048",181234,2103,10563,28148
"24","Bakersfield, CA","49548",46741,1120,816,871
"25","Baltimore-Towson,* MD","82331",70158,300,0,11873
"26","Bangor, ME","4087",3425,662,0,0
"27","Barnstable Town, MA","19853",18486,250,0,1117
"28","Baton Rouge, LA","42261",37657,0,0,4604
"29","Battle Creek, MI","1447",1174,0,0,273
"30","Bay City, MI","138",138,0,0,0
"31","Beaumont-Port Arthur, TX","8634",8634,0,0,0
"32","Bellingham, WA","7725",7338,387,0,0
"33","Bend,* OR","40664",38656,1144,592,272
"34","Billings, MT","8090",8090,0,0,0
"35","Binghamton, NY","560",560,0,0,0
"36","Birmingham-Hoover,* AL","79852",66963,0,0,12889
"37","Bismarck, ND","14429",12560,1719,0,150
"38","Bloomington, IN","5548",4618,595,0,335
"39","Bloomington-Normal, IL","7977",7649,0,0,328
"40","Boise City-Nampa,* ID","81344",75938,3542,1864,0
"41","Boston-Cambridge-Quincy,* MA-NH","149177",113356,7982,3121,24718
"42","Boulder, CO","8821",7970,0,270,581
"43","Bowling Green, KY","7828",7528,80,220,0
"44","Bremerton-Silverdale, WA","21537",21537,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","44316",43821,495,0,0
"46","Brownsville-Harlingen, TX","14773",13666,254,853,0
"47","Brunswick, GA","13795",13708,0,0,87
"48","Buffalo-Niagara Falls, NY","21928",21778,150,0,0
"49","Burlington, NC","15508",15508,0,0,0
"50","Burlington-South Burlington, VT","10559",6328,400,128,3703
"51","Canton-Massillon, OH","8258",8079,179,0,0
"52","Cape Coral-Fort Myers,* FL","193607",174135,0,7173,12299
"53","Carson City,* NV","2346",160,0,600,1586
"54","Casper, WY","3417",3417,0,0,0
"55","Cedar Rapids, IA","10252",8939,332,981,0
"56","Champaign-Urbana, IL","9647",9265,0,0,382
"57","Charleston, WV","3165",3165,0,0,0
"58","Charleston-North Charleston,* SC","118685",103618,1406,1686,11975
"59","Charlotte-Gastonia-Concord,* NC-SC","327717",299851,184,408,27274
"60","Charlottesville, VA","22394",20790,260,0,1344
"61","Chattanooga, TN-GA","22220",21565,350,0,305
"62","Cheyenne, WY","5504",4642,0,257,605
"63","Chicago-Naperville-Joliet,* IL-IN-WI","611265",493246,6247,14413,97359
"64","Chico, CA","9368",9368,0,0,0
"65","Cincinnati-Middletown,* OH-KY-IN","116349",103345,110,2096,10798
"66","Clarksville, TN-KY","21478",18011,1842,1625,0
"67","Cleveland, TN","8257",7912,117,228,0
"68","Cleveland-Elyria-Mentor,* OH","74138",70295,418,1806,1619
"69","Coeur dAlene, ID","16792",16512,280,0,0
"70","College Station-Bryan, TX","6571",6369,202,0,0
"71","Colorado Springs,* CO","40979",39313,360,1306,0
"72","Columbia, MO","14017",13492,525,0,0
"73","Columbia,* SC","54341",50628,0,0,3713
"74","Columbus, GA-AL","17058",14974,0,183,1901
"75","Columbus, IN","4521",4521,0,0,0
"76","Columbus,* OH","82439",71262,1052,4134,5991
"77","Corpus Christi, TX","21144",16082,101,0,4961
"78","Corvallis, OR","7417",4160,0,3257,0
"79","Cumberland, MD-WV","1074",1074,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","611997",565536,4215,3867,38379
"81","Dalton, GA","7230",6551,99,171,409
"82","Danville, IL","0",0,0,0,0
"83","Danville, VA","1862",1862,0,0,0
"84","Davenport-Moline-Rock Island,  IA-IL","7647",7522,125,0,0
"85","Dayton, OH","23626",23626,0,0,0
"86","Decatur, AL","3143",3143,0,0,0
"87","Decatur, IL","184",184,0,0,0
"88","Deltona-Daytona Beach-Ormond Beach,*  FL","99073",41522,0,400,57151
"89","Denver-Aurora,* CO","204070",188083,1717,415,13855
"90","Des Moines-West Des Moines,* IA","83702",64579,1944,0,17179
"91","Detroit-Warren-Livonia,* MI","122401",116558,725,2268,2850
"92","Dothan, AL","3674",3674,0,0,0
"93","Dover,* DE","16564",16564,0,0,0
"94","Dubuque, IA","4036",3857,179,0,0
"95","Duluth, MN-WI","8597",7341,219,436,601
"96","Durham,* NC","63150",63150,0,0,0
"97","Eau Claire, WI","11985",10654,760,0,571
"98","El Centro, CA","13324",13126,0,0,198
"99","El Paso, TX","40885",40885,0,0,0
"100","Elizabethtown, KY","5450",5130,0,320,0
"101","Elkhart-Goshen, IN","12401",12401,0,0,0
"102","Elmira, NY","609",609,0,0,0
"103","Erie, PA","4092",3818,0,274,0
"104","Eugene-Springfield, OR","18362",17078,829,455,0
"105","Evansville, IN-KY","11549",11549,0,0,0
"106","Fairbanks,* AK","2793",2693,100,0,0
"107","Fargo, ND-MN","17287",16287,0,300,700
"108","Farmington,* NM","6422",6422,0,0,0
"109","Fayetteville, NC","27635",27635,0,0,0
"110","Fayetteville-Springdale-Rogers,  AR-MO","33990",29092,2808,137,1953
"111","Flagstaff, AZ","15843",15843,0,0,0
"112","Flint, MI","4545",4545,0,0,0
"113","Florence, SC","7238",7238,0,0,0
"114","Florence-Muscle Shoals, AL","2323",2323,0,0,0
"115","Fond du Lac, WI","1802",1802,0,0,0
"116","Fort Collins-Loveland,* CO","23628",22531,218,0,879
"117","Fort Smith, AR-OK","4475",4052,223,200,0
"118","Fort Walton Beach-Crestview-Destin,  FL","28368",15314,0,0,13054
"119","Fort Wayne,* IN","25791",25791,0,0,0
"120","Fresno, CA","45454",39117,545,721,5071
"121","Gadsden, AL","2103",2103,0,0,0
"122","Gainesville, FL","11638",10029,0,0,1609
"123","Gainesville, GA","25880",24490,140,1250,0
"124","Glens Falls, NY","8825",8650,0,175,0
"125","Goldsboro, NC","3324",3324,0,0,0
"126","Grand Forks, ND-MN","6676",3636,0,507,2533
"127","Grand Junction,* CO","25563",21692,0,2816,1055
"128","Grand Rapids-Wyoming,* MI","32984",31535,0,255,1194
"129","Great Falls, MT","2680",2382,0,298,0
"130","Greeley,* CO","54412",29786,355,976,23295
"131","Green Bay, WI","14449",13963,0,0,486
"132","Greensboro-High Point,* NC","64240",56291,0,67,7882
"133","Greenville, NC","29180",18773,1763,0,8644
"134","Greenville,* SC","39928",39775,153,0,0
"135","Gulfport-Biloxi, MS","43843",40534,0,2796,513
"136","Hagerstown-Martinsburg, MD-WV","37594",36025,1569,0,0
"137","Hanford-Corcoran, CA","3951",3810,141,0,0
"138","Harrisburg-Carlisle, PA","17354",16534,0,0,820
"139","Harrisonburg,* VA","14223",14045,178,0,0
"140","Hartford-West Hartford-East Hartford,  CT","36870",34456,1049,0,1365
"141","Hattiesburg, MS","1412",782,0,0,630
"142","Hickory-Lenoir-Morganton, NC","26101",25150,0,0,951
"143","Hinesville-Fort Stewart, GA","471",471,0,0,0
"144","Holland-Grand Haven, MI","14930",14930,0,0,0
"145","Honolulu,* HI","124130",43166,0,0,80964
"146","Hot Springs, AR","1093",1093,0,0,0
"147","Houma-Bayou Cane-Thibodaux, LA","10590",10590,0,0,0
"148","Houston-Sugar Land-Baytown,* TX","712083",603635,1659,727,106062
"149","Huntington-Ashland, WV-KY-OH","229",229,0,0,0
"150","Huntsville, AL","36038",32330,0,0,3708
"151","Idaho Falls, ID","12448",11978,0,470,0
"152","Indianapolis-Carmel,* IN","120596",116119,1388,1559,1530
"153","Iowa City, IA","17198",15934,0,1264,0
"154","Ithaca, NY","921",604,0,0,317
"155","Jackson, MI","8593",8593,0,0,0
"156","Jackson, MS","37467",37467,0,0,0
"157","Jackson, TN","5059",5059,0,0,0
"158","Jacksonville,* FL","134229",116081,669,0,17479
"159","Jacksonville, NC","20069",19869,200,0,0
"160","Janesville, WI","8335",6972,409,225,729
"161","Jefferson City, MO","9285",6885,0,0,2400
"162","Johnson City, TN","9237",8571,127,0,539
"163","Johnstown, PA","166",166,0,0,0
"164","Jonesboro, AR","2639",2639,0,0,0
"165","Joplin, MO","1851",1561,0,0,290
