"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","5144",5144,0,0,0
"2","Akron, OH","10745",10145,0,0,600
"3","Albany, GA","3908",3651,147,110,0
"4","Albany-Schenectady-Troy, NY","18967",17742,180,0,1045
"5","Albuquerque,* NM","52349",47399,198,87,4665
"6","Alexandria, LA","4373",4373,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","41317",39707,223,169,1218
"8","Altoona, PA","105",105,0,0,0
"9","Amarillo, TX","12475",12475,0,0,0
"10","Ames, IA","1158",1158,0,0,0
"11","Anchorage,* AK","8210",5038,2452,720,0
"12","Anderson, IN","4693",4593,100,0,0
"13","Anderson, SC","16527",16331,196,0,0
"14","Ann Arbor, MI","2864",2562,0,0,302
"15","Anniston-Oxford, AL","2811",2811,0,0,0
"16","Appleton, WI","8117",7607,510,0,0
"17","Asheville, NC","49983",47697,303,219,1764
"18","Athens-Clarke County, GA","29016",29016,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","622401",488715,1364,3836,128486
"20","Atlantic City,* NJ","19415",15466,3949,0,0
"21","Auburn-Opelika,* AL","29017",13151,0,0,15866
"22","Augusta-Richmond County, GA-SC","36632",36632,0,0,0
"23","Austin-Round Rock,* TX","179382",135844,1364,0,42174
"24","Bakersfield, CA","50108",47508,426,1244,930
"25","Baltimore-Towson,* MD","79054",66108,307,684,11955
"26","Bangor, ME","2706",2346,360,0,0
"27","Barnstable Town, MA","14131",11764,365,636,1366
"28","Baton Rouge, LA","47845",30455,112,4400,12878
"29","Battle Creek, MI","838",565,0,0,273
"30","Bay City, MI","380",380,0,0,0
"31","Beaumont-Port Arthur, TX","7707",6795,0,912,0
"32","Bellingham, WA","17184",12398,0,4071,715
"33","Bend,* OR","37831",36286,848,697,0
"34","Billings, MT","1112",1112,0,0,0
"35","Binghamton, NY","90",90,0,0,0
"36","Birmingham-Hoover,* AL","85884",80562,0,0,5322
"37","Bismarck, ND","1913",1913,0,0,0
"38","Bloomington, IN","4636",4171,198,267,0
"39","Bloomington-Normal, IL","2637",2236,0,0,401
"40","Boise City-Nampa,* ID","98619",90798,962,4969,1890
"41","Boston-Cambridge-Quincy,* MA-NH","278413",71478,4089,1907,200939
"42","Boulder, CO","9088",5587,231,270,3000
"43","Bowling Green, KY","10150",9693,153,304,0
"44","Bremerton-Silverdale, WA","10065",8769,0,0,1296
"45","Bridgeport-Stamford-Norwalk, CT","34409",32496,0,0,1913
"46","Brownsville-Harlingen, TX","12398",11828,322,248,0
"47","Brunswick, GA","11968",11881,0,0,87
"48","Buffalo-Niagara Falls, NY","32269",12480,0,300,19489
"49","Burlington, NC","31584",31584,0,0,0
"50","Burlington-South Burlington, VT","4127",3774,0,0,353
"51","Canton-Massillon, OH","6570",6332,0,0,238
"52","Cape Coral-Fort Myers,* FL","141820",119054,478,1584,20704
"53","Carson City,* NV","1725",1725,0,0,0
"54","Casper, WY","2729",2729,0,0,0
"55","Cedar Rapids, IA","4862",3604,0,930,328
"56","Champaign-Urbana, IL","6798",4558,0,0,2240
"57","Charleston, WV","2496",2496,0,0,0
"58","Charleston-North Charleston,* SC","75171",74298,873,0,0
"59","Charlotte-Gastonia-Concord,* NC-SC","354399",293843,0,852,59704
"60","Charlottesville, VA","19078",19078,0,0,0
"61","Chattanooga, TN-GA","29175",28734,179,0,262
"62","Cheyenne, WY","2699",2699,0,0,0
