"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3556",2436,1120,0,0
"2","Akron, OH","16936",15760,540,69,567
"3","Albany, GA","4948",4821,127,0,0
"4","Albany-Schenectady-Troy, NY","27653",19543,0,1400,6710
"5","Albuquerque,* NM","63306",61990,0,167,1149
"6","Alexandria, LA","6345",6345,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","47818",46816,127,764,111
"8","Altoona, PA","445",425,20,0,0
"9","Amarillo, TX","15244",15244,0,0,0
"10","Ames, IA","3681",2996,0,0,685
"11","Anchorage,* AK","43055",20716,6635,4859,10845
"12","Anderson, IN","3899",3899,0,0,0
"13","Anderson, SC","11172",11172,0,0,0
"14","Ann Arbor, MI","12209",7631,155,0,4423
"15","Anniston-Oxford, AL","2009",2009,0,0,0
"16","Appleton, WI","8090",7890,200,0,0
"17","Asheville, NC","53538",46860,150,225,6303
"18","Athens-Clarke County, GA","10913",10913,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","697701",660796,434,334,36137
"20","Atlantic City,* NJ","14288",14288,0,0,0
"21","Auburn-Opelika,* AL","18899",18152,0,747,0
"22","Augusta-Richmond County, GA-SC","29305",29305,0,0,0
"23","Austin-Round Rock,* TX","272755",224356,5212,1002,42185
"24","Bakersfield, CA","62783",60029,390,939,1425
"25","Baltimore-Towson,* MD","107245",97840,157,334,8914
"26","Bangor, ME","3459",3134,0,325,0
"27","Barnstable Town, MA","24777",22862,0,140,1775
"28","Baton Rouge, LA","39607",37361,0,297,1949
"29","Battle Creek, MI","667",667,0,0,0
"30","Bay City, MI","445",445,0,0,0
"31","Beaumont-Port Arthur, TX","4478",4478,0,0,0
"32","Bellingham, WA","15623",13769,0,1854,0
"33","Bend,* OR","49178",48851,327,0,0
"34","Billings, MT","6441",6441,0,0,0
"35","Binghamton, NY","277",277,0,0,0
"36","Birmingham-Hoover,* AL","68423",68117,0,0,306
"37","Bismarck, ND","1602",1602,0,0,0
"38","Bloomington, IN","7015",4672,1079,237,1027
"39","Bloomington-Normal, IL","4659",4401,0,0,258
"40","Boise City-Nampa,* ID","119978",119207,0,464,307
"41","Boston-Cambridge-Quincy,* MA-NH","217232",116791,6695,1121,92625
"42","Boulder, CO","9365",8435,0,270,660
"43","Bowling Green, KY","9797",9797,0,0,0
"44","Bremerton-Silverdale, WA","18686",18686,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","49887",37329,0,671,11887
"46","Brownsville-Harlingen, TX","18495",16479,177,512,1327
"47","Brunswick, GA","14397",12268,0,0,2129
"48","Buffalo-Niagara Falls, NY","16401",12157,215,0,4029
"49","Burlington, NC","18084",18084,0,0,0
"50","Burlington-South Burlington, VT","7580",4747,730,0,2103
"51","Canton-Massillon, OH","7462",7223,0,0,239
"52","Cape Coral-Fort Myers,* FL","472023",221960,0,0,250063
"53","Carson City,* NV","3337",2971,366,0,0
"54","Casper,* WY","1189",1189,0,0,0
"55","Cedar Rapids, IA","4827",3379,607,841,0
"56","Champaign-Urbana, IL","18594",9152,0,0,9442
"57","Charleston, WV","3483",3483,0,0,0
"58","Charleston-North Charleston,* SC","154116",97244,0,100,56772
"59","Charlotte-Gastonia-Concord,* NC-SC","220311",213683,0,743,5885
"60","Charlottesville,* VA","12871",12871,0,0,0
"61","Chattanooga, TN-GA","28072",27498,179,0,395
"62","Cheyenne, WY","7976",7263,100,261,352
"63","Chicago-Naperville-Joliet,* IL-IN-WI","661246",509263,9069,22923,119991
"64","Chico, CA","24599",15820,3996,4783,0
"65","Cincinnati-Middletown,* OH-KY-IN","123737",117212,902,440,5183
"66","Clarksville, TN-KY","12585",11445,0,500,640
"67","Cleveland, TN","6106",6106,0,0,0
"68","Cleveland-Elyria-Mentor,* OH","69586",68754,200,632,0
"69","Coeur d""Alene, ID","25516",20048,1622,673,3173
"70","College Station-Bryan, TX","9258",7862,593,0,803
"71","Colorado Springs,* CO","67923",59845,1115,1582,5381
"72","Columbia, MO","13992",13672,0,320,0
"73","Columbia,* SC","65595",62724,108,0,2763
"74","Columbus, GA-AL","18639",15728,0,175,2736
"75","Columbus, IN","5041",5041,0,0,0
"76","Columbus,* OH","111415",92061,1543,9479,8332
"77","Corpus Christi, TX","16708",16256,452,0,0
"78","Corvallis, OR","7196",3981,0,0,3215
"79","Cumberland, MD-WV","585",585,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","767537",636266,1863,576,128832
"81","Dalton,* GA","7126",6548,88,174,316
"82","Danville, IL","0",0,0,0,0
"83","Danville,* VA","2532",2237,0,0,295
"84","Davenport-Moline-Rock Island,  IA-IL","6694",6105,589,0,0
"85","Dayton, OH","29676",29676,0,0,0
"86","Decatur, AL","2255",2255,0,0,0
"87","Decatur, IL","324",324,0,0,0
"88","Deltona-Daytona Beach-Ormond Beach,*  FL","173366",57998,0,0,115368
"89","Denver-Aurora,* CO","320621",291507,1184,322,27608
"90","Des Moines,* IA","44463",42645,0,0,1818
"91","Detroit-Warren-Livonia,* MI","116686",110075,581,1998,4032
"92","Dothan, AL","3024",3024,0,0,0
"93","Dover,* DE","21037",19728,0,0,1309
"94","Dubuque, IA","2130",1798,332,0,0
"95","Duluth, MN-WI","6694",4778,398,239,1279
"96","Durham,* NC","51667",51667,0,0,0
"97","Eau Claire, WI","2761",2111,250,400,0
"98","El Centro,* CA","10483",10211,0,0,272
"99","El Paso, TX","27359",27037,0,0,322
"100","Elizabethtown, KY","10176",10059,117,0,0
"101","Elkhart-Goshen, IN","10870",10870,0,0,0
"102","Elmira, NY","180",180,0,0,0
"103","Erie, PA","6946",2450,0,0,4496
"104","Eugene-Springfield,* OR","24350",18649,958,0,4743
"105","Evansville, IN-KY","11452",10852,0,0,600
"106","Fairbanks,* AK","1019",1019,0,0,0
"107","Fargo, ND-MN","12496",1796,0,0,10700
"108","Farmington,* NM","4190",3515,197,478,0
"109","Fayetteville, NC","32368",22311,113,454,9490
"110","Fayetteville-Springdale-Rogers,  AR-MO","69717",61840,2022,472,5383
"111","Flagstaff, AZ","12238",12238,0,0,0
"112","Flint, MI","9073",9073,0,0,0
"113","Florence, SC","3309",3309,0,0,0
"114","Florence-Muscle Shoals, AL","2595",2595,0,0,0
"115","Fond du Lac, WI","2384",2384,0,0,0
"116","Fort Collins-Loveland,* CO","19818",18328,937,553,0
"117","Fort Smith, AR-OK","6041",6041,0,0,0
"118","Fort Walton Beach-Crestview-Destin,*  FL","69054",16168,0,0,52886
"119","Fort Wayne,* IN","19108",18378,280,0,450
"120","Fresno, CA","44751",39088,534,824,4305
"121","Gadsden, AL","461",461,0,0,0
"122","Gainesville, FL","19283",17506,0,0,1777
"123","Gainesville, GA","17785",17785,0,0,0
"124","Glens Falls, NY","6472",6472,0,0,0
"125","Goldsboro,* NC","2865",2865,0,0,0
"126","Grand Forks, ND-MN","218",218,0,0,0
"127","Grand Junction,* CO","22725",22088,637,0,0
"128","Grand Rapids-Wyoming,* MI","31236",29432,107,226,1471
"129","Great Falls, MT","1177",1177,0,0,0
"130","Greeley,* CO","55523",54501,0,1022,0
"131","Green Bay, WI","9401",8692,143,0,566
"132","Greensboro-High Point,* NC","65244",59333,0,210,5701
"133","Greenville, NC","15813",12604,2579,0,630
"134","Greenville,* SC","36375",34255,0,0,2120
"135","Gulfport-Biloxi, MS","11371",9871,0,0,1500
"136","Hagerstown-Martinsburg, MD-WV","43284",39814,1150,560,1760
"137","Hanford-Corcoran, CA","6801",6801,0,0,0
"138","Harrisburg-Carlisle, PA","17092",17092,0,0,0
"139","Harrisonburg,* VA","9387",9387,0,0,0
"140","Hartford-West Hartford-East Hartford,  CT","41508",34597,951,0,5960
"141","Hattiesburg, MS","2339",1095,0,140,1104
"142","Hickory-Lenoir-Morganton, NC","17466",17223,243,0,0
"143","Hinesville-Fort Stewart, GA","638",638,0,0,0
"144","Holland-Grand Haven, MI","12020",10103,241,520,1156
"145","Honolulu,* HI","61211",40156,0,786,20269
"146","Hot Springs, AR","1203",1203,0,0,0
"147","Houma-Bayou Cane-Thibodaux, LA","8782",8782,0,0,0
"148","Houston-Baytown-Sugar Land,* TX","534386",513897,3610,5474,11405
"149","Huntington-Ashland, WV-KY-OH","399",399,0,0,0
"150","Huntsville, AL","41045",34813,0,1002,5230
"151","Idaho Falls, ID","13807",11870,849,1088,0
"152","Indianapolis,* IN","153702",134683,2618,421,15980
"153","Iowa City, IA","7645",6936,0,0,709
"154","Ithaca, NY","633",633,0,0,0
"155","Jackson, MI","1404",1404,0,0,0
"156","Jackson, MS","44121",42625,0,0,1496
"157","Jackson, TN","5766",5766,0,0,0
"158","Jacksonville,* FL","226873",208612,382,0,17879
"159","Jacksonville, NC","8928",8328,600,0,0
"160","Janesville, WI","5835",5222,193,420,0
"161","Jefferson City, MO","2749",2553,0,196,0
"162","Johnson City, TN","15232",12075,0,69,3088
"163","Johnstown, PA","112",112,0,0,0
"164","Jonesboro, AR","4112",4112,0,0,0
"165","Joplin, MO","5107",2007,550,0,2550
"166","Kalamazoo-Portage, MI","12677",12677,0,0,0
"167","Kankakee-Bradley, IL","900",900,0,0,0
"168","Kansas City,* MO-KS","160505",135030,2761,7677,15037
"169","Kennewick-Richland-Pasco, WA","28208",22339,0,1574,4295
"170","Killeen-Temple-Fort Hood, TX","34294",32981,331,117,865
"171","Kingsport-Bristol-Bristol, TN-VA","6050",6050,0,0,0
"172","Kingston, NY","3752",3752,0,0,0
"173","Knoxville, TN","47114",44437,275,530,1872
"174","Kokomo, IN","2072",2072,0,0,0
"175","La Crosse, WI-MN","2080",1780,300,0,0
"176","Lafayette, IN","9470",9470,0,0,0
"177","Lafayette, LA","16503",16503,0,0,0
"178","Lake Charles, LA","3156",2766,82,0,308
"179","Lakeland,* FL","111892",107947,83,3862,0
"180","Lancaster, PA","14548",14216,0,0,332
"181","Lansing-East Lansing, MI","14714",13744,0,0,970
"182","Laredo,* TX","13435",11671,84,0,1680
"183","Las Cruces,* NM","28805",28645,0,160,0
"184","Las Vegas-Paradise,* NV","371470",325866,0,1187,44417
"185","Lawrence, KS","5758",4152,1435,0,171
"186","Lawton, OK","1224",1224,0,0,0
"187","Lebanon, PA","5291",5291,0,0,0
"188","Lewiston, ID-WA","1705",1406,299,0,0
"189","Lewiston-Auburn, ME","3552",3552,0,0,0
"190","Lexington-Fayette, KY","39009",36545,0,285,2179
"191","Lima, OH","952",952,0,0,0
"192","Lincoln, NE","17981",15409,331,0,2241
"193","Little Rock-North Little Rock, AR","73439",56039,90,0,17310
"194","Logan, UT-ID","5906",5656,0,250,0
"195","Longview, TX","2939",2939,0,0,0
"196","Longview, WA","5429",5248,0,0,181
"197","Los Angeles-Long Beach-Santa Ana,*  CA","371492",247532,5983,4051,113926
"198","Louisville,* KY-IN","43280",42430,500,350,0
"199","Lubbock, TX","13799",12149,1650,0,0
"200","Lynchburg, VA","17830",17830,0,0,0
"201","Macon, GA","7443",7443,0,0,0
"202","Madera, CA","16479",16479,0,0,0
