"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3213",3213,0,0,0
"2","Akron, OH","10935",10689,0,69,177
"3","Albany, GA","2037",2037,0,0,0
"4","Albany-Schenectady-Troy, NY","16213",15813,400,0,0
"5","Albuquerque,* NM","28462",27599,0,0,863
"6","Alexandria, LA","2787",2787,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","17785",15975,0,0,1810
"8","Altoona, PA","346",346,0,0,0
"9","Amarillo, TX","11383",11383,0,0,0
"10","Ames, IA","3075",3075,0,0,0
"11","Anchorage,* AK","12646",8557,344,0,3745
"12","Anderson, IN","1100",1100,0,0,0
"13","Anderson, SC","4375",4375,0,0,0
"14","Ann Arbor, MI","1588",1588,0,0,0
"15","Anniston-Oxford, AL","578",578,0,0,0
"16","Appleton, WI","4217",4217,0,0,0
"17","Asheville, NC","20452",19646,0,0,806
"18","Athens-Clarke County, GA","3550",3550,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","79948",79459,0,0,489
"20","Atlantic City-Hammonton,* NJ","3569",3174,0,0,395
"21","Auburn-Opelika,* AL","10238",8749,0,0,1489
"22","Augusta-Richmond County, GA-SC","25723",25723,0,0,0
"23","Austin-Round Rock,* TX","128889",114662,430,0,13797
"24","Bakersfield, CA","19564",17614,1010,596,344
"25","Baltimore-Towson,* MD","46247",43763,0,0,2484
"26","Bangor, ME","1102",1102,0,0,0
"27","Barnstable Town, MA","5569",5569,0,0,0
"28","Baton Rouge, LA","20802",20802,0,0,0
"29","Battle Creek, MI","200",200,0,0,0
"30","Bay City, MI","140",140,0,0,0
"31","Beaumont-Port Arthur, TX","42104",24107,0,0,17997
"32","Bellingham, WA","3857",3410,0,0,447
"33","Bend,* OR","12395",9628,0,0,2767
"34","Billings, MT","3452",3452,0,0,0
"35","Binghamton, NY","188",188,0,0,0
"36","Birmingham-Hoover,* AL","31736",30992,0,0,744
"37","Bismarck, ND","9886",9516,0,370,0
"38","Bloomington, IN","2858",2858,0,0,0
"39","Bloomington-Normal, IL","2512",2343,0,0,169
"40","Boise City-Nampa,* ID","28794",28619,0,175,0
"41","Boston-Cambridge-Quincy,* MA-NH","68156",54913,2239,2088,8916
"42","Boulder, CO","7849",4793,0,180,2876
"43","Bowling Green, KY","4654",4654,0,0,0
"44","Bradenton-Sarasota-Venice,* FL","19588",16174,0,680,2734
"45","Bremerton-Silverdale, WA","8558",8558,0,0,0
"46","Bridgeport-Stamford-Norwalk, CT","31491",17863,249,0,13379
"47","Brownsville-Harlingen, TX","7061",7061,0,0,0
"48","Brunswick, GA","6647",6647,0,0,0
"49","Buffalo-Niagara Falls, NY","12619",12619,0,0,0
"50","Burlington, NC","4345",4345,0,0,0
"51","Burlington-South Burlington, VT","3893",3254,360,279,0
"52","Canton-Massillon, OH","5350",5350,0,0,0
"53","Cape Coral-Fort Myers,* FL","17672",17672,0,0,0
"54","Cape Girardeau-Jackson, MO-IL","1285",1285,0,0,0
"55","Carson City,* NV","0",0,0,0,0
"56","Casper, WY","1226",1226,0,0,0
"57","Cedar Rapids, IA","12271",10596,963,712,0
"58","Champaign-Urbana, IL","3666",1890,676,0,1100
"59","Charleston, WV","1417",960,0,0,457
"60","Charleston-North Charleston-Summerville,*  SC","54684",51839,0,0,2845
"61","Charlotte-Gastonia-Concord,* NC-SC","89030",74302,0,0,14728
"62","Charlottesville, VA","12327",11919,0,0,408
"63","Chattanooga, TN-GA","10475",9915,92,0,468
"64","Cheyenne, WY","1015",1015,0,0,0
"65","Chicago-Naperville-Joliet,* IL-IN-WI","96192",92167,1107,1765,1153
"66","Chico, CA","5525",5525,0,0,0
"67","Cincinnati-Middletown,* OH-KY-IN","53649",52102,0,0,1547
"68","Clarksville, TN-KY","10561",10291,0,270,0
"69","Cleveland, TN","3211",2661,100,450,0
"70","Cleveland-Elyria-Mentor,* OH","27698",27225,0,473,0
"71","Coeur dAlene, ID","18376",15627,249,0,2500
"72","College Station-Bryan, TX","8793",8793,0,0,0
"73","Colorado Springs,* CO","29021",29021,0,0,0
"74","Columbia, MO","8842",7082,1760,0,0
"75","Columbia,* SC","33032",32242,0,0,790
"76","Columbus, GA-AL","6265",5415,166,0,684
"77","Columbus, IN","3324",3324,0,0,0
"78","Columbus,* OH","59670",54549,0,3225,1896
"79","Corpus Christi, TX","8573",8114,0,0,459
"80","Corvallis, OR","284",284,0,0,0
"81","Cumberland, MD-WV","1276",1276,0,0,0
"82","Dallas-Fort Worth-Arlington,* TX","268446",225251,260,0,42935
"83","Dalton,* GA","1759",1759,0,0,0
"84","Danville, IL","0",0,0,0,0
"85","Danville, VA","745",745,0,0,0
"86","Davenport-Moline-Rock Island,  IA-IL","3923",3923,0,0,0
"87","Dayton, OH","14428",14428,0,0,0
"88","Decatur, AL","723",723,0,0,0
"89","Decatur, IL","405",405,0,0,0
"90","Deltona-Daytona Beach-Ormond Beach,*  FL","15892",15108,0,0,784
"91","Denver-Aurora-Broomfield,* CO","105538",63784,834,0,40920
"92","Des Moines-West Des Moines,* IA","27186",27186,0,0,0
"93","Detroit-Warren-Livonia,* MI","23036",23036,0,0,0
"94","Dothan, AL","5035",5035,0,0,0
"95","Dover,* DE","8817",8817,0,0,0
"96","Dubuque, IA","4425",4425,0,0,0
"97","Duluth, MN-WI","2906",2687,219,0,0
"98","Durham-Chapel Hill,* NC","39512",19067,0,869,19576
"99","Eau Claire, WI","3986",2281,505,1200,0
"100","El Centro, CA","3442",3442,0,0,0
"101","El Paso, TX","42152",42152,0,0,0
"102","Elizabethtown, KY","3038",3038,0,0,0
"103","Elkhart-Goshen, IN","1787",1787,0,0,0
"104","Elmira, NY","238",238,0,0,0
"105","Erie, PA","4202",4202,0,0,0
"106","Eugene-Springfield, OR","7377",5982,840,0,555
"107","Evansville, IN-KY","5062",3534,0,0,1528
"108","Fairbanks,* AK","557",557,0,0,0
"109","Fargo, ND-MN","5222",5222,0,0,0
"110","Farmington,* NM","4023",3800,0,223,0
"111","Fayetteville, NC","37543",21286,0,0,16257
"112","Fayetteville-Springdale-Rogers,  AR-MO","12203",12203,0,0,0
"113","Flagstaff, AZ","3692",3692,0,0,0
"114","Flint, MI","945",817,0,128,0
"115","Florence, SC","3953",3653,0,0,300
"116","Florence-Muscle Shoals, AL","1372",1372,0,0,0
"117","Fond du Lac, WI","487",487,0,0,0
"118","Fort Collins-Loveland,* CO","9744",9077,0,667,0
"119","Fort Smith, AR-OK","7271",6761,510,0,0
"120","Fort Walton Beach-Crestview-Destin,  FL","5543",4752,0,0,791
"121","Fort Wayne,* IN","13638",12138,0,0,1500
"122","Fresno, CA","22636",22360,0,276,0
"123","Gadsden, AL","1012",1012,0,0,0
"124","Gainesville, FL","3493",2818,0,0,675
"125","Gainesville, GA","3013",3013,0,0,0
"126","Glens Falls, NY","2186",2186,0,0,0
"127","Goldsboro, NC","2931",2931,0,0,0
"128","Grand Forks, ND-MN","2182",2182,0,0,0
"129","Grand Junction,* CO","7663",7663,0,0,0
"130","Grand Rapids-Wyoming,* MI","8835",8835,0,0,0
"131","Great Falls, MT","1407",1407,0,0,0
"132","Greeley,* CO","14058",13913,0,0,145
"133","Green Bay, WI","6972",6769,0,0,203
"134","Greensboro-High Point,* NC","25691",23591,0,0,2100
"135","Greenville, NC","3915",3281,634,0,0
"136","Greenville,* SC","26028",25007,0,1021,0
"137","Gulfport-Biloxi, MS","18880",16790,650,1440,0
"138","Hagerstown-Martinsburg, MD-WV","6014",5915,99,0,0
"139","Hanford-Corcoran, CA","1286",1286,0,0,0
"140","Harrisburg-Carlisle, PA","7750",6050,0,0,1700
"141","Harrisonburg,* VA","10670",6020,0,0,4650
"142","Hartford-West Hartford-East Hartford,  CT","11719",11062,0,0,657
"143","Hattiesburg, MS","2157",1354,0,0,803
"144","Hickory-Lenoir-Morganton, NC","10709",10709,0,0,0
"145","Hinesville-Fort Stewart, GA","1462",1462,0,0,0
"146","Holland-Grand Haven, MI","4010",4010,0,0,0
"147","Honolulu,* HI","20043",18175,0,0,1868
"148","Hot Springs, AR","330",330,0,0,0
"149","Houma-Bayou Cane-Thibodaux, LA","8890",8754,136,0,0
"150","Houston-Sugar Land-Baytown,* TX","206492",189210,1107,0,16175
"151","Huntington-Ashland, WV-KY-OH","259",259,0,0,0
"152","Huntsville, AL","26947",20567,0,0,6380
"153","Idaho Falls, ID","4197",4061,136,0,0
"154","Indianapolis-Carmel,* IN","58306",53740,2971,360,1235
"155","Iowa City, IA","12279",11707,572,0,0
"156","Ithaca, NY","704",704,0,0,0
"157","Jackson, MI","2219",219,0,0,2000
"158","Jackson, MS","21860",21860,0,0,0
"159","Jackson, TN","2709",2709,0,0,0
"160","Jacksonville,* FL","50799",50799,0,0,0
"161","Jacksonville, NC","18748",18273,475,0,0
"162","Janesville, WI","1101",1098,3,0,0
"163","Jefferson City, MO","1311",1047,0,264,0
"164","Johnson City, TN","5640",5640,0,0,0
"165","Johnstown, PA","107",107,0,0,0
