"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","1870",1870,0,0,0
"2","Akron,* OH","43587",41422,360,361,1444
"3","Albany, GA","5475",5125,0,0,350
"4","Albany-Schenectady-Troy, NY","52069",30951,0,0,21118
"5","Albuquerque,* NM","74397",73800,0,597,0
"6","Alexandria, LA","3918",3918,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","51584",50832,0,752,0
"8","Altoona, PA","568",568,0,0,0
"9","Amarillo, TX","19027",7923,0,0,11104
"10","Ames, IA","6666",5703,963,0,0
"11","Anchorage,* AK","20257",10071,2918,1275,5993
"12","Anderson,* IN","6788",6156,0,187,445
"13","Anderson,* SC","12645",12485,160,0,0
"14","Ann Arbor,* MI","31625",28464,155,2154,852
"15","Anniston-Oxford, AL","2013",2013,0,0,0
"16","Appleton, WI","14315",13470,845,0,0
"17","Asheville, NC","56833",55661,727,0,445
"18","Athens-Clarke County, GA","19861",16562,155,0,3144
"19","Atlanta-Sandy Springs-Marietta, GA","653480",553290,5153,1428,93609
"20","Atlantic City,* NJ","23147",21412,832,903,0
"21","Auburn-Opelika,* AL","8102",8102,0,0,0
"22","Augusta-Richmond County, GA-SC","36093",36093,0,0,0
"23","Austin-Round Rock,* TX","178419",157670,2317,139,18293
"24","Bakersfield, CA","68689",66962,1187,0,540
"25","Baltimore-Towson,* MD","119054",113339,350,524,4841
"26","Bangor, ME","3987",3847,140,0,0
"27","Barnstable Town, MA","19750",18853,0,897,0
"28","Baton Rouge, LA","49682",34814,0,0,14868
"29","Battle Creek, MI","3159",3159,0,0,0
"30","Bay City, MI","1634",1634,0,0,0
"31","Beaumont-Port Arthur, TX","6449",6449,0,0,0
"32","Bellingham, WA","33853",25626,338,1183,6706
"33","Bend,* OR","56699",51229,1118,632,3720
"34","Billings, MT","7808",6706,0,1102,0
"35","Binghamton, NY","3757",2547,0,0,1210
"36","Birmingham-Hoover, AL","65169",64854,315,0,0
"37","Bismarck, ND","14100",12793,221,1086,0
"38","Blacksburg-Christiansburg-Radford,  VA","8146",7977,169,0,0
"39","Bloomington, IN","11937",8174,1979,237,1547
"40","Bloomington-Normal, IL","9731",8251,80,0,1400
"41","Boise City-Nampa,* ID","120197",115501,1258,2542,896
"42","Boston-Cambridge-Quincy, MA-NH","179285",125070,10714,5675,37826
"43","Boulder,* CO","19471",18004,0,276,1191
"44","Bowling Green, KY","5466",5466,0,0,0
"45","Bremerton-Silverdale,* WA","17189",17189,0,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","48167",44867,257,0,3043
"47","Brownsville-Harlingen, TX","19622",18998,315,0,309
"48","Brunswick, GA","11272",10867,0,0,405
"49","Buffalo-Niagara Falls, NY","22375",21515,0,0,860
"50","Burlington,* NC","9651",9651,0,0,0
"51","Burlington-South Burlington, VT","10324",8087,1574,443,220
"52","Canton-Massillon, OH","18951",18217,179,318,237
"53","Cape Coral-Fort Myers,* FL","255540",196781,1746,1574,55439
"54","Carson City,* NV","2170",2170,0,0,0
"55","Casper,* WY","3349",3349,0,0,0
"56","Cedar Rapids, IA","17158",11621,577,809,4151
"57","Champaign-Urbana, IL","12931",11548,150,0,1233
"58","Charleston, WV","3355",3355,0,0,0
"59","Charleston-North Charleston,* SC","90264",79453,270,1148,9393
"60","Charlotte-Gastonia-Concord, NC-SC","183297",169307,145,0,13845
"61","Charlottesville,* VA","27741",21508,266,236,5731
"62","Chattanooga, TN-GA","32103",30030,554,259,1260
"63","Cheyenne, WY","5419",4525,0,622,272
"64","Chicago-Naperville-Joliet,  IL-IN-WI","759029",627632,6122,27767,97508
"65","Chico, CA","16586",16402,184,0,0
"66","Cincinnati-Middletown, OH-KY-IN","130503",122389,249,3499,4366
"67","Clarksville, TN-KY","14716",14035,0,385,296
"68","Cleveland, TN","6759",6606,0,153,0
"69","Cleveland-Elyria-Mentor,* OH","105752",97809,1873,1576,4494
"70","Coeur d""Alene, ID","26985",26516,146,152,171
"71","College Station-Bryan, TX","5650",4922,0,0,728
"72","Colorado Springs,* CO","77029",77029,0,0,0
"73","Columbia, MO","19316",18332,984,0,0
"74","Columbia, SC","60134",54296,333,465,5040
"75","Columbus, GA-AL","19644",18921,0,491,232
"76","Columbus, IN","3970",3970,0,0,0
"77","Columbus, OH","184083",167476,480,4529,11598
"78","Corpus Christi, TX","13124",12875,0,0,249
"79","Corvallis,* OR","6429",5139,491,0,799
"80","Cumberland, MD-WV","1642",1642,0,0,0
"81","Dallas-Fort Worth-Arlington, TX","573276",545205,808,1890,25373
"82","Dalton,* GA","6450",5144,0,219,1087
"83","Danville, IL","0",0,0,0,0
"84","Danville,* VA","2677",2677,0,0,0
"85","Davenport-Moline-Rock Island,  IA-IL","10183",9858,325,0,0
"86","Dayton, OH","40809",35491,1104,1540,2674
"87","Decatur, AL","4856",4856,0,0,0
"88","Decatur, IL","1859",1859,0,0,0
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","74033",65854,132,0,8047
"90","Denver-Aurora, CO","257636",238045,540,3873,15178
"91","Des Moines, IA","77185",71556,859,0,4770
"92","Detroit-Warren-Livonia,* MI","289918",249595,2735,4598,32990
"93","Dothan, AL","1809",1809,0,0,0
"94","Dover,* DE","20294",18914,0,0,1380
"95","Dubuque, IA","12219",5518,701,0,6000
"96","Duluth, MN-WI","14962",12184,465,343,1970
"97","Durham,* NC","55327",54057,718,0,552
"98","Eau Claire, WI","12638",11343,1295,0,0
"99","El Centro,* CA","17425",16756,99,311,259
"100","El Paso, TX","28200",26156,143,793,1108
"101","Elizabethtown, KY","13039",12127,192,720,0
"102","Elkhart-Goshen, IN","12641",12516,0,0,125
