"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3689",3449,240,0,0
"2","Akron, OH","26114",24832,0,682,600
"3","Albany, GA","6433",5930,147,110,246
"4","Albany-Schenectady-Troy, NY","22585",21125,0,280,1180
"5","Albuquerque,* NM","76723",74910,0,240,1573
"6","Alexandria, LA","7394",7394,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","60480",57600,200,1345,1335
"8","Altoona, PA","697",697,0,0,0
"9","Amarillo, TX","12035",12035,0,0,0
"10","Ames, IA","6886",5086,0,0,1800
"11","Anchorage,* AK","66304",34764,7045,0,24495
"12","Anderson, IN","3205",3205,0,0,0
"13","Anderson, SC","17626",17626,0,0,0
"14","Ann Arbor, MI","8801",8344,155,0,302
"15","Anniston-Oxford, AL","2703",1983,0,540,180
"16","Appleton, WI","9810",8150,380,0,1280
"17","Asheville, NC","64836",61874,303,564,2095
"18","Athens-Clarke County, GA","23938",22945,0,0,993
"19","Atlanta-Sandy Springs-Marietta,* GA","1058791",834329,1789,5854,216819
"20","Atlantic City,* NJ","16844",16602,242,0,0
"21","Auburn-Opelika,* AL","27020",18706,0,0,8314
"22","Augusta-Richmond County, GA-SC","46656",46656,0,0,0
"23","Austin-Round Rock,* TX","257793",232939,2040,631,22183
"24","Bakersfield, CA","87456",81533,679,2124,3120
"25","Baltimore-Towson,* MD","86286",75997,300,0,9989
"26","Bangor, ME","6326",5628,0,698,0
"27","Barnstable Town, MA","21258",19731,0,0,1527
"28","Baton Rouge, LA","58942",54032,0,862,4048
"29","Battle Creek, MI","2024",1751,0,0,273
"30","Bay City, MI","835",835,0,0,0
"31","Beaumont-Port Arthur, TX","8863",8863,0,0,0
"32","Bellingham, WA","27179",25103,0,0,2076
"33","Bend,* OR","78946",77577,1031,338,0
"34","Billings, MT","9409",9409,0,0,0
"35","Binghamton, NY","1238",1238,0,0,0
"36","Birmingham-Hoover,* AL","99754",97064,157,0,2533
"37","Bismarck, ND","11631",11068,0,563,0
"38","Bloomington, IN","6951",5959,992,0,0
"39","Bloomington-Normal, IL","6745",6380,0,0,365
"40","Boise City-Nampa,* ID","172859",168754,524,3581,0
"41","Boston-Cambridge-Quincy,* MA-NH","188903",129178,10742,9012,39971
"42","Boulder, CO","13360",12779,0,0,581
"43","Bowling Green, KY","12296",11307,0,0,989
"44","Bremerton-Silverdale, WA","15654",15654,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","65753",50051,101,0,15601
"46","Brownsville-Harlingen, TX","20786",20352,128,306,0
"47","Brunswick, GA","19507",19420,0,0,87
"48","Buffalo-Niagara Falls, NY","52500",26286,6104,380,19730
"49","Burlington, NC","17094",17094,0,0,0
"50","Burlington-South Burlington, VT","9572",8851,416,305,0
"51","Canton-Massillon, OH","36599",36361,0,0,238
"52","Cape Coral-Fort Myers,* FL","362973",339020,0,0,23953
"53","Carson City,* NV","2132",2132,0,0,0
"54","Casper, WY","13149",13149,0,0,0
"55","Cedar Rapids, IA","13485",9010,404,2819,1252
"56","Champaign-Urbana, IL","16146",13330,0,221,2595
"57","Charleston, WV","4893",4893,0,0,0
"58","Charleston-North Charleston,* SC","149721",130310,4143,2730,12538
"59","Charlotte-Gastonia-Concord,* NC-SC","325667",319465,1004,670,4528
"60","Charlottesville, VA","31560",26565,0,0,4995
"61","Chattanooga, TN-GA","35351",34321,179,546,305
"62","Cheyenne, WY","9931",8665,0,257,1009
"63","Chicago-Naperville-Joliet,* IL-IN-WI","869860",708633,8506,20581,132140
