"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","5829",5657,172,0,0
"2","Akron,* OH","46144",45533,0,348,263
"3","Albany, GA","9316",8815,501,0,0
"4","Albany-Schenectady-Troy, NY","41456",38945,200,0,2311
"5","Albuquerque,* NM","81284",80202,0,1082,0
"6","Alexandria, LA","5711",5711,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","76203",71892,180,309,3822
"8","Altoona, PA","2850",2850,0,0,0
"9","Amarillo, TX","8132",8132,0,0,0
"10","Ames, IA","2812",2051,0,0,761
"11","Anchorage,* AK","16034",12997,594,879,1564
"12","Anderson,* IN","8757",8757,0,0,0
"13","Anderson,* SC","18903",18703,0,200,0
"14","Ann Arbor,* MI","28044",26035,0,0,2009
"15","Anniston-Oxford, AL","2494",2094,0,0,400
"16","Appleton, WI","17188",15960,566,0,662
"17","Asheville, NC","76326",62689,926,0,12711
"18","Athens-Clarke County, GA","25338",24808,0,530,0
"19","Atlanta-Sandy Springs-Marietta,* GA","785577",723352,5278,1487,55460
"20","Atlantic City,* NJ","16847",16631,204,12,0
"21","Auburn-Opelika,* AL","14866",11014,1352,0,2500
"22","Augusta-Richmond County, GA-SC","51598",51598,0,0,0
"23","Austin-Round Rock,* TX","152505",147167,1397,924,3017
"24","Bakersfield, CA","80872",73064,737,2818,4253
"25","Baltimore-Towson,* MD","98896",90639,0,0,8257
"26","Bangor, ME","4857",4532,325,0,0
"27","Barnstable Town, MA","26330",22861,1123,2346,0
"28","Baton Rouge, LA","45771",45771,0,0,0
"29","Battle Creek, MI","1451",1451,0,0,0
"30","Bay City, MI","1582",1388,194,0,0
"31","Beaumont-Port Arthur, TX","9884",9738,146,0,0
"32","Bellingham, WA","29300",24399,0,219,4682
"33","Bend,* OR","65286",58257,1068,1496,4465
"34","Billings, MT","6393",6393,0,0,0
"35","Binghamton, NY","3357",3357,0,0,0
"36","Birmingham-Hoover,* AL","102533",98874,3192,226,241
"37","Bismarck, ND","10625",10404,221,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","9283",9075,0,0,208
"39","Bloomington, IN","10878",8605,1439,0,834
"40","Bloomington-Normal, IL","15561",14921,0,350,290
"41","Boise City-Nampa,* ID","122796",117801,992,3654,349
"42","Boston-Cambridge-Quincy,* MA-NH","159592",139437,4973,4738,10444
"43","Boulder,* CO","30322",29042,0,264,1016
"44","Bowling Green, KY","12544",12544,0,0,0
"45","Bremerton-Silverdale,* WA","19904",19283,621,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","66709",58811,758,0,7140
"47","Brownsville-Harlingen, TX","20759",19047,115,1043,554
"48","Brunswick, GA","19002",19002,0,0,0
"49","Buffalo-Niagara Falls, NY","30509",24971,247,0,5291
"50","Burlington,* NC","22736",22644,92,0,0
"51","Burlington-South Burlington, VT","16523",9621,581,166,6155
"52","Canton-Massillon, OH","16929",16929,0,0,0
"53","Cape Coral-Fort Myers,* FL","199966",151683,16354,19864,12065
"54","Carson City,* NV","3541",3541,0,0,0
"55","Casper,* WY","3909",3909,0,0,0
"56","Cedar Rapids, IA","18179",13145,0,1659,3375
"57","Champaign-Urbana, IL","12283",12283,0,0,0
"58","Charleston, WV","4277",3660,221,0,396
"59","Charleston-North Charleston,* SC","100976",96747,131,764,3334
"60","Charlotte-Gastonia-Concord,* NC-SC","282204",255498,755,1113,24838
"61","Charlottesville,* VA","43963",35928,544,283,7208
"62","Chattanooga, TN-GA","41844",39912,977,326,629
"63","Cheyenne, WY","3989",3699,0,0,290
"64","Chicago-Naperville-Joliet,* IL-IN-WI","724943",639161,5998,14335,65449
"65","Chico, CA","19201",15677,303,982,2239
"66","Cincinnati-Middletown,* OH-KY-IN","163792",159414,600,781,2997
"67","Clarksville, TN-KY","82713",81513,100,0,1100
"68","Cleveland, TN","5611",5331,160,120,0
"69","Cleveland-Elyria-Mentor,* OH","117811",115319,678,1284,530
"70","Coeur d""Alene, ID","26296",25584,712,0,0
"71","College Station-Bryan, TX","18651",18162,0,0,489
"72","Colorado Springs,* CO","78103",78103,0,0,0
"73","Columbia, MO","33776",32733,513,530,0
"74","Columbia,* SC","61655",60914,72,0,669
"75","Columbus, GA-AL","21757",21520,237,0,0
"76","Columbus, IN","2692",2692,0,0,0
