"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","1120",1120,0,0,0
"2","Akron,* OH","48154",46671,0,679,804
"3","Albany, GA","6667",6243,424,0,0
"4","Albany-Schenectady-Troy, NY","30198",28108,958,0,1132
"5","Albuquerque,* NM","70485",70485,0,0,0
"6","Alexandria, LA","12812",12712,100,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","54970",53948,274,448,300
"8","Altoona, PA","1216",386,80,0,750
"9","Amarillo, TX","7757",7757,0,0,0
"10","Ames, IA","9035",5306,395,0,3334
"11","Anchorage,* AK","29220",25805,1065,0,2350
"12","Anderson,* IN","5049",4731,0,0,318
"13","Anderson,* SC","16125",16000,125,0,0
"14","Ann Arbor,* MI","35236",29451,0,304,5481
"15","Anniston-Oxford, AL","2065",2065,0,0,0
"16","Appleton, WI","32227",31511,716,0,0
"17","Asheville, NC","47210",44575,137,2048,450
"18","Athens-Clarke County, GA","14664",14664,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","751891",694271,4731,2960,49929
"20","Atlantic City,* NJ","23951",23850,101,0,0
"21","Auburn-Opelika,* AL","10355",10355,0,0,0
"22","Augusta-Richmond County, GA-SC","42314",42314,0,0,0
"23","Austin-Round Rock,* TX","197058",149695,2246,139,44978
"24","Bakersfield, CA","81783",80876,421,0,486
"25","Baltimore-Towson,* MD","111549",78625,0,598,32326
"26","Bangor, ME","5135",4811,0,324,0
"27","Barnstable Town, MA","24905",23745,0,1160,0
"28","Baton Rouge, LA","44824",39172,30,273,5349
"29","Battle Creek, MI","4013",4013,0,0,0
"30","Bay City, MI","503",503,0,0,0
"31","Beaumont-Port Arthur, TX","11546",11546,0,0,0
"32","Bellingham, WA","32834",25797,969,288,5780
"33","Bend,* OR","70460",66205,1206,3049,0
"34","Billings, MT","12897",8491,0,512,3894
"35","Binghamton, NY","1561",1561,0,0,0
"36","Birmingham-Hoover,* AL","91098",91098,0,0,0
"37","Bismarck, ND","11784",11192,0,592,0
"38","Blacksburg-Christiansburg-Radford,  VA","10505",10255,250,0,0
"39","Bloomington, IN","12144",9159,1259,237,1489
"40","Bloomington-Normal, IL","7988",5649,0,677,1662
"41","Boise City-Nampa,* ID","126018",117172,1829,6410,607
"42","Boston-Cambridge-Quincy,* MA-NH","230077",155358,9851,3576,61292
"43","Boulder,* CO","23845",23604,241,0,0
"44","Bowling Green, KY","27933",12052,145,898,14838
"45","Bremerton-Silverdale,* WA","24173",23998,175,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","76279",68625,170,700,6784
"47","Brownsville-Harlingen, TX","20946",20251,186,0,509
"48","Brunswick, GA","45998",19998,0,0,26000
"49","Buffalo-Niagara Falls, NY","30898",30378,520,0,0
"50","Burlington,* NC","8579",8579,0,0,0
"51","Burlington-South Burlington, VT","11984",9860,1002,549,573
"52","Canton-Massillon, OH","20495",19940,0,318,237
"53","Cape Coral-Fort Myers,* FL","209035",169676,1217,180,37962
"54","Carson City,* NV","2748",2748,0,0,0
"55","Casper,* WY","5115",5115,0,0,0
"56","Cedar Rapids, IA","14438",10584,914,1269,1671
"57","Champaign-Urbana, IL","12000",10925,0,0,1075
"58","Charleston, WV","4108",4108,0,0,0
"59","Charleston-North Charleston,* SC","100005",96600,0,524,2881
"60","Charlotte-Gastonia-Concord,* NC-SC","246146",236253,1181,1467,7245
"61","Charlottesville,* VA","31675",22524,766,314,8071
"62","Chattanooga, TN-GA","31133",30288,179,222,444
"63","Cheyenne, WY","5849",5259,175,415,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","795293",686331,4800,20696,83466
"65","Chico, CA","14866",14296,570,0,0
"66","Cincinnati-Middletown, OH-KY-IN","164657",155798,830,2518,5511
"67","Clarksville, TN-KY","12541",11193,90,0,1258
"68","Cleveland, TN","6267",6157,110,0,0
"69","Cleveland-Elyria-Mentor,* OH","123026",117015,1244,813,3954
"70","Coeur d""Alene, ID","34369",33306,0,581,482
"71","College Station-Bryan, TX","8955",8955,0,0,0
"72","Colorado Springs,* CO","94981",94981,0,0,0
"73","Columbia, MO","25165",21468,697,0,3000
"74","Columbia,* SC","67125",63218,0,0,3907
"75","Columbus, GA-AL","17924",16895,1029,0,0
"76","Columbus, IN","4758",4758,0,0,0
"77","Columbus, OH","201318",182239,595,1011,17473
"78","Corpus Christi, TX","17526",17213,313,0,0
"79","Corvallis,* OR","7293",7293,0,0,0
"80","Cumberland, MD-WV","2412",2412,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","719229",698134,2007,322,18766
"82","Dalton,* GA","7474",7474,0,0,0
"83","Danville, IL","83",83,0,0,0
"84","Danville,* VA","3615",3615,0,0,0
"85","Davenport-Moline-Rock Island,  IA-IL","11586",11041,545,0,0
"86","Dayton, OH","42633",34651,334,4194,3454
"87","Decatur, AL","3654",3654,0,0,0
"88","Decatur, IL","5176",4771,0,0,405
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","83196",77530,0,0,5666
"90","Denver-Aurora,* CO","314356",275498,1661,6284,30913
"91","Des Moines, IA","69629",67676,456,0,1497
"92","Detroit-Warren-Livonia,* MI","306940",259525,1190,4793,41432
"93","Dothan, AL","2649",2649,0,0,0
"94","Dover,* DE","24091",20851,0,0,3240
"95","Dubuque, IA","4399",3984,415,0,0
"96","Duluth, MN-WI","19030",18612,257,0,161
"97","Durham,* NC","79119",71148,269,0,7702
"98","Eau Claire, WI","14620",12918,1380,0,322
"99","El Centro,* CA","32958",32313,0,414,231
"100","El Paso, TX","8365",5086,0,3279,0
"101","Elizabethtown, KY","12071",10391,180,0,1500
"102","Elkhart-Goshen, IN","17390",13972,793,0,2625
"103","Elmira, NY","974",557,0,0,417
"104","Erie, PA","5860",5686,0,0,174
"105","Eugene-Springfield,* OR","25619",24122,1209,288,0
"106","Evansville, IN-KY","18471",18245,90,136,0
"107","Fairbanks,* AK","5691",4496,590,605,0
"108","Fargo, ND-MN","25551",20638,313,550,4050
"109","Farmington,* NM","4353",4353,0,0,0
"110","Fayetteville, NC","41527",28197,0,0,13330
"111","Fayetteville-Springdale-Rogers,  AR-MO","74192",43559,1360,2257,27016
"112","Flagstaff, AZ","13623",13623,0,0,0
"113","Flint,* MI","30786",30786,0,0,0
"114","Florence, SC","2358",2358,0,0,0
"115","Fond du Lac, WI","3156",3156,0,0,0
"116","Fort Collins-Loveland,* CO","35061",32348,548,1103,1062
"117","Fort Smith, AR-OK","7690",6853,694,143,0
"118","Fort Walton Beach-Crestview-Destin,*  FL","26492",26074,0,165,253
"119","Fort Wayne, IN","35042",35042,0,0,0
"120","Fresno,* CA","91244",79685,1824,4268,5467
"121","Gadsden, AL","1867",1867,0,0,0
"122","Gainesville, FL","16535",14195,0,161,2179
"123","Gainesville, GA","24915",24440,0,0,475
"124","Glens Falls, NY","9068",8514,360,78,116
"125","Goldsboro,* NC","6394",6268,126,0,0
"126","Grand Forks, ND-MN","1781",1781,0,0,0
"127","Grand Junction,* CO","18237",18014,223,0,0
"128","Grand Rapids-Wyoming, MI","60515",55529,0,0,4986
"129","Great Falls, MT","2932",2932,0,0,0
"130","Greeley,* CO","62938",53642,278,6314,2704
"131","Green Bay, WI","22865",18779,1625,1325,1136
"132","Greensboro-High Point,* NC","74754",74354,0,0,400
"133","Greenville, NC","11951",9969,382,0,1600
"134","Greenville,* SC","44354",43978,219,0,157
"135","Gulfport-Biloxi, MS","14452",11892,43,502,2015
"136","Hagerstown-Martinsburg, MD-WV","36463",34393,759,135,1176
"137","Hanford-Corcoran, CA","5546",4961,0,164,421
"138","Harrisburg-Carlisle, PA","18869",18444,0,425,0
"139","Harrisonburg,* VA","8382",7492,890,0,0
"140","Hartford-West Hartford-East Hartford,*  CT","50667",49339,279,0,1049
"141","Hattiesburg, MS","1251",1251,0,0,0
"142","Hickory-Lenoir-Morganton, NC","22986",22986,0,0,0
"143","Hinesville-Fort Stewart,* GA","2887",2887,0,0,0
"144","Holland-Grand Haven,* MI","30091",24105,1196,2099,2691
"145","Honolulu,* HI","59638",35704,0,2898,21036
"146","Hot Springs, AR","1312",1312,0,0,0
"147","Houma-Bayou Cane-Thibodaux, LA","9005",9005,0,0,0
"148","Houston-Baytown-Sugar Land, TX","518254",471105,1064,0,46085
"149","Huntington-Ashland, WV-KY-OH","822",822,0,0,0
"150","Huntsville, AL","11469",6899,0,0,4570
"151","Idaho Falls, ID","8068",7904,164,0,0
"152","Indianapolis,* IN","189592",182753,1959,1757,3123
"153","Iowa City, IA","16998",9802,0,0,7196
"154","Ithaca, NY","3117",2700,100,0,317
"155","Jackson, MI","4235",3395,0,0,840
"156","Jackson, MS","52420",51095,0,330,995
"157","Jackson, TN","7570",7570,0,0,0
"158","Jacksonville,* FL","239800",165676,427,3200,70497
"159","Jacksonville, NC","21537",9867,0,0,11670
"160","Janesville, WI","7269",6659,210,225,175
"161","Jefferson City, MO","3824",3824,0,0,0
"162","Johnson City, TN","16562",16562,0,0,0
"163","Johnstown, PA","298",298,0,0,0
"164","Jonesboro, AR","4668",4587,81,0,0
"165","Joplin, MO","1720",1720,0,0,0
"166","Kalamazoo-Portage, MI","24383",17100,1841,3376,2066
"167","Kankakee-Bradley,* IL","9430",8927,183,320,0
"168","Kansas City,* MO-KS","185401",171779,2388,6663,4571
"169","Kennewick-Richland-Pasco, WA","32565",30933,196,0,1436
"170","Killeen-Temple-Fort Hood, TX","28957",24159,1652,2766,380
"171","Kingsport-Bristol-Bristol, TN-VA","9334",8984,0,0,350
"172","Kingston, NY","12703",9666,0,237,2800
"173","Knoxville, TN","57072",44981,0,0,12091
"174","Kokomo, IN","4927",4627,300,0,0
"175","La Crosse, WI-MN","12390",10692,0,0,1698
"176","Lafayette, IN","14470",13715,755,0,0
"177","Lafayette, LA","22175",22175,0,0,0
"178","Lake Charles, LA","9763",8557,81,154,971
"179","Lakeland,* FL","66013",65014,999,0,0
"180","Lancaster, PA","20293",17890,688,0,1715
"181","Lansing-East Lansing, MI","21525",19547,384,0,1594
"182","Laredo,* TX","13058",12711,0,122,225
"183","Las Cruces,* NM","20096",20096,0,0,0
"184","Las Vegas-Paradise,* NV","363915",358409,0,0,5506
"185","Lawrence, KS","7344",6612,732,0,0
"186","Lawton, OK","1457",1457,0,0,0
"187","Lebanon, PA","5929",5929,0,0,0
"188","Lewiston, ID-WA","724",724,0,0,0
"189","Lewiston-Auburn, ME","6101",6101,0,0,0
"190","Lexington-Fayette, KY","44570",41620,0,1650,1300
"191","Lima, OH","1744",1744,0,0,0
"192","Lincoln, NE","27966",26318,308,0,1340
"193","Little Rock-North Little Rock, AR","60304",51607,55,0,8642
"194","Logan, UT-ID","10245",9061,736,448,0
"195","Longview, TX","1823",1823,0,0,0
"196","Longview, WA","5142",4624,158,360,0
"197","Los Angeles-Long Beach-Santa Ana,*  CA","384559",288432,6040,4374,85713
"198","Louisville, KY-IN","108571",103565,502,965,3539
"199","Lubbock, TX","39665",14989,5160,0,19516
"200","Lynchburg, VA","18114",17214,0,0,900
"201","Macon, GA","11376",8665,155,984,1572
"202","Madera,* CA","18730",18617,113,0,0
"203","Madison, WI","67313",55734,2248,2265,7066
"204","Manchester-Nashua, NH","26446",22028,501,690,3227
"205","Mansfield,* OH","4544",3637,0,907,0
"206","McAllen-Edinburg-Pharr,* TX","42838",39135,702,884,2117
"207","Medford,* OR","29441",24838,628,3570,405
"208","Memphis, TN-MS-AR","171155",146496,0,0,24659
"209","Merced, CA","42969",42969,0,0,0
"210","Miami-Fort Lauderdale-Miami Beach,  FL","463309",286402,3971,4629,168307
"211","Michigan City-La Porte, IN","4051",4051,0,0,0
"212","Midland,* TX","3136",3136,0,0,0
"213","Milwaukee-Waukesha-West Allis,* WI","93146",76131,4263,330,12422
"214","Minneapolis-St. Paul-Bloomington,*  MN-WI","453449",368331,4087,8472,72559
"215","Missoula,* MT","5685",3980,529,264,912
"216","Mobile, AL","13793",13793,0,0,0
"217","Modesto, CA","69556",67179,200,0,2177
"218","Monroe, LA","2294",2294,0,0,0
"219","Monroe,* MI","17574",15794,0,0,1780
"220","Montgomery, AL","13508",13508,0,0,0
"221","Morgantown, WV","376",280,96,0,0
"222","Morristown, TN","6063",5903,160,0,0
"223","Mount Vernon-Anacortes, WA","14034",13023,1011,0,0
"224","Muncie, IN","10525",4238,0,201,6086
