"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3279",3279,0,0,0
"2","Akron, OH","13146",12757,0,0,389
"3","Albany, GA","2351",2201,150,0,0
"4","Albany-Schenectady-Troy, NY","18624",16811,0,210,1603
"5","Albuquerque,* NM","40665",29694,0,10971,0
"6","Alexandria, LA","3639",3639,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","29066",26994,127,840,1105
"8","Altoona, PA","71",71,0,0,0
"9","Amarillo, TX","6080",4843,0,0,1237
"10","Ames, IA","3659",3659,0,0,0
"11","Anchorage,* AK","13714",4208,2287,0,7219
"12","Anderson, IN","1561",1561,0,0,0
"13","Anderson, SC","10045",10045,0,0,0
"14","Ann Arbor, MI","3686",3384,0,0,302
"15","Anniston-Oxford, AL","1388",1388,0,0,0
"16","Appleton, WI","5224",4972,0,252,0
"17","Asheville, NC","38130",36226,186,0,1718
"18","Athens-Clarke County, GA","6806",6166,0,0,640
"19","Atlanta-Sandy Springs-Marietta,* GA","320752",265592,527,1878,52755
"20","Atlantic City,* NJ","9470",9470,0,0,0
"21","Auburn-Opelika,* AL","27513",24177,0,600,2736
"22","Augusta-Richmond County, GA-SC","23561",23561,0,0,0
"23","Austin-Round Rock,* TX","160124",94583,1912,429,63200
"24","Bakersfield, CA","25654",22699,897,2058,0
"25","Baltimore-Towson,* MD","49790",44383,0,1133,4274
"26","Bangor, ME","1297",1297,0,0,0
"27","Barnstable Town, MA","16537",15854,0,0,683
"28","Baton Rouge, LA","29767",27025,2742,0,0
"29","Battle Creek, MI","1022",1022,0,0,0
"30","Bay City, MI","290",290,0,0,0
"31","Beaumont-Port Arthur, TX","3948",3948,0,0,0
"32","Bellingham, WA","7718",6107,405,0,1206
"33","Bend,* OR","27173",22743,0,495,3935
"34","Billings, MT","5503",5503,0,0,0
"35","Binghamton, NY","599",599,0,0,0
"36","Birmingham-Hoover,* AL","54641",45318,0,0,9323
"37","Bismarck, ND","11863",10646,0,1217,0
"38","Bloomington, IN","20534",3515,0,0,17019
"39","Bloomington-Normal, IL","3443",3016,0,0,427
"40","Boise City-Nampa,* ID","51347",41768,278,9301,0
"41","Boston-Cambridge-Quincy,* MA-NH","126474",100086,3810,3009,19569
"42","Boulder, CO","7066",6702,0,0,364
"43","Bowling Green, KY","6241",5697,544,0,0
"44","Bremerton-Silverdale, WA","11068",11068,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","61683",46485,2868,0,12330
"46","Brownsville-Harlingen, TX","9158",8599,559,0,0
"47","Brunswick, GA","5947",5947,0,0,0
"48","Buffalo-Niagara Falls, NY","10955",10655,300,0,0
"49","Burlington, NC","7969",7969,0,0,0
"50","Burlington-South Burlington, VT","7673",6473,400,800,0
"51","Canton-Massillon, OH","5987",5749,0,0,238
"52","Cape Coral-Fort Myers,* FL","29405",27718,696,0,991
"53","Carson City,* NV","0",0,0,0,0
"54","Casper, WY","4043",4043,0,0,0
"55","Cedar Rapids, IA","8388",6420,1117,851,0
"56","Champaign-Urbana, IL","8507",5700,0,494,2313
"57","Charleston, WV","1783",1783,0,0,0
"58","Charleston-North Charleston,* SC","70382",65836,0,352,4194
"59","Charlotte-Gastonia-Concord,* NC-SC","228526",157315,544,1439,69228
"60","Charlottesville, VA","15681",15681,0,0,0
"61","Chattanooga, TN-GA","15798",12872,274,0,2652
"62","Cheyenne, WY","2643",2643,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","368420",284978,3625,11601,68216
"64","Chico, CA","6386",6386,0,0,0
"65","Cincinnati-Middletown,* OH-KY-IN","76544",64181,613,2854,8896
"66","Clarksville, TN-KY","21206",19591,70,1545,0
"67","Cleveland, TN","2901",2687,214,0,0
"68","Cleveland-Elyria-Mentor,* OH","49198",41856,0,530,6812
"69","Coeur dAlene, ID","15792",10410,231,0,5151
"70","College Station-Bryan, TX","9887",9162,0,0,725
"71","Colorado Springs,* CO","31051",28854,600,0,1597
"72","Columbia, MO","13610",13610,0,0,0
"73","Columbia,* SC","53843",36033,588,613,16609
"74","Columbus, GA-AL","8103",6070,0,181,1852
"75","Columbus, IN","3837",3837,0,0,0
"76","Columbus,* OH","73391",51001,1030,5953,15407
"77","Corpus Christi, TX","12473",8901,112,384,3076
"78","Corvallis, OR","1716",1716,0,0,0
"79","Cumberland, MD-WV","1135",1135,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","476344",322152,1208,708,152276
"81","Dalton, GA","3393",2816,96,172,309
"82","Danville, IL","0",0,0,0,0
"83","Danville, VA","994",994,0,0,0
"84","Davenport-Moline-Rock Island,  IA-IL","8534",6256,0,0,2278
"85","Dayton, OH","22319",22044,0,0,275
"86","Decatur, AL","3727",3277,0,0,450
"87","Decatur, IL","80",80,0,0,0
"88","Deltona-Daytona Beach-Ormond Beach,*  FL","17725",15862,0,0,1863
"89","Denver-Aurora,* CO","96001",86478,4147,713,4663
"90","Des Moines-West Des Moines,* IA","37145",34360,604,666,1515
"91","Detroit-Warren-Livonia,* MI","46179",39600,0,585,5994
"92","Dothan, AL","2110",2110,0,0,0
"93","Dover,* DE","10271",9915,0,356,0
"94","Dubuque, IA","2780",2280,0,0,500
"95","Duluth, MN-WI","5833",3950,0,0,1883
"96","Durham,* NC","36921",30837,550,0,5534
"97","Eau Claire, WI","6312",5882,430,0,0
"98","El Centro, CA","3036",2720,146,170,0
"99","El Paso, TX","52136",52126,10,0,0
"100","Elizabethtown, KY","3986",3986,0,0,0
"101","Elkhart-Goshen, IN","4454",4454,0,0,0
"102","Elmira, NY","0",0,0,0,0
"103","Erie, PA","5366",3392,0,1152,822
"104","Eugene-Springfield, OR","10231",8190,602,1439,0
"105","Evansville, IN-KY","7001",6584,0,0,417
"106","Fairbanks,* AK","1951",1709,242,0,0
"107","Fargo, ND-MN","22807",8793,380,2330,11304
"108","Farmington,* NM","2165",2165,0,0,0
"109","Fayetteville, NC","15988",15988,0,0,0
"110","Fayetteville-Springdale-Rogers,  AR-MO","24646",16644,3630,367,4005
"111","Flagstaff, AZ","5864",5864,0,0,0
"112","Flint, MI","2133",2133,0,0,0
"113","Florence, SC","4259",4259,0,0,0
"114","Florence-Muscle Shoals, AL","1898",1650,248,0,0
"115","Fond du Lac, WI","1031",1031,0,0,0
"116","Fort Collins-Loveland,* CO","25977",19912,233,0,5832
"117","Fort Smith, AR-OK","5566",5566,0,0,0
"118","Fort Walton Beach-Crestview-Destin,  FL","6293",6293,0,0,0
"119","Fort Wayne,* IN","16089",15333,0,0,756
"120","Fresno, CA","35457",29554,0,276,5627
"121","Gadsden, AL","1831",1831,0,0,0
"122","Gainesville, FL","7645",4892,0,0,2753
"123","Gainesville, GA","7510",7510,0,0,0
"124","Glens Falls, NY","8117",7650,0,154,313
"125","Goldsboro, NC","2889",2889,0,0,0
"126","Grand Forks, ND-MN","1403",1403,0,0,0
"127","Grand Junction,* CO","19710",19208,502,0,0
"128","Grand Rapids-Wyoming,* MI","24408",22702,404,0,1302
"129","Great Falls, MT","2005",2005,0,0,0
"130","Greeley,* CO","17198",14922,0,488,1788
"131","Green Bay, WI","5602",5157,0,0,445
"132","Greensboro-High Point,* NC","48467",41226,0,0,7241
"133","Greenville, NC","21824",9490,2505,0,9829
"134","Greenville,* SC","38504",29654,0,0,8850
"135","Gulfport-Biloxi, MS","39542",14336,110,480,24616
"136","Hagerstown-Martinsburg, MD-WV","35036",22817,0,0,12219
"137","Hanford-Corcoran, CA","2461",1981,0,214,266
"138","Harrisburg-Carlisle, PA","16090",16090,0,0,0
"139","Harrisonburg,* VA","9530",8438,0,0,1092
"140","Hartford-West Hartford-East Hartford,  CT","26565",23535,140,200,2690
"141","Hattiesburg, MS","15167",327,0,0,14840
"142","Hickory-Lenoir-Morganton, NC","21930",21930,0,0,0
"143","Hinesville-Fort Stewart, GA","517",517,0,0,0
"144","Holland-Grand Haven, MI","13384",10884,0,0,2500
"145","Honolulu,* HI","21838",14394,0,0,7444
"146","Hot Springs, AR","547",547,0,0,0
"147","Houma-Bayou Cane-Thibodaux, LA","10799",10799,0,0,0
"148","Houston-Sugar Land-Baytown,* TX","561559",399809,3766,1854,156130
"149","Huntington-Ashland, WV-KY-OH","1421",1146,0,0,275
"150","Huntsville, AL","40897",19746,0,0,21151
"151","Idaho Falls, ID","10957",10789,0,168,0
"152","Indianapolis-Carmel,* IN","96465",83249,5696,3501,4019
"153","Iowa City, IA","13089",11301,0,0,1788
"154","Ithaca, NY","1507",754,0,0,753
"155","Jackson, MI","1476",976,500,0,0
"156","Jackson, MS","29364",27676,0,1141,547
"157","Jackson, TN","7179",7179,0,0,0
"158","Jacksonville,* FL","85406",60467,455,1251,23233
"159","Jacksonville, NC","11023",10674,79,0,270
"160","Janesville, WI","3001",2461,253,0,287
"161","Jefferson City, MO","2446",2446,0,0,0
"162","Johnson City, TN","7505",4383,155,880,2087
"163","Johnstown, PA","108",108,0,0,0
"164","Jonesboro, AR","3279",3279,0,0,0
"165","Joplin, MO","1470",1470,0,0,0
"166","Kalamazoo-Portage, MI","6649",6649,0,0,0
"167","Kankakee-Bradley, IL","3181",3181,0,0,0
"168","Kansas City,* MO-KS","91287",77647,201,3699,9740
"169","Kennewick-Richland-Pasco, WA","11513",11204,309,0,0
