"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3145",3145,0,0,0
"2","Akron, OH","21450",19816,715,69,850
"3","Albany, GA","5498",5193,127,178,0
"4","Albany-Schenectady-Troy, NY","26779",24678,0,0,2101
"5","Albuquerque,* NM","64391",62884,0,167,1340
"6","Alexandria, LA","6513",6513,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","62373",56283,127,764,5199
"8","Altoona, PA","550",550,0,0,0
"9","Amarillo, TX","11343",11343,0,0,0
"10","Ames, IA","3941",3941,0,0,0
"11","Anchorage,* AK","18275",11459,3773,1335,1708
"12","Anderson, IN","4094",4094,0,0,0
"13","Anderson, SC","18755",16889,0,0,1866
"14","Ann Arbor, MI","12913",11274,0,0,1639
"15","Anniston-Oxford, AL","1579",1579,0,0,0
"16","Appleton, WI","12715",12715,0,0,0
"17","Asheville, NC","50083",47658,892,0,1533
"18","Athens-Clarke County, GA","10075",10075,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","706862",656739,628,833,48662
"20","Atlantic City,* NJ","21636",20049,353,1234,0
"21","Auburn-Opelika,* AL","23837",20437,0,0,3400
"22","Augusta-Richmond County, GA-SC","31325",31205,120,0,0
"23","Austin-Round Rock,* TX","237086",220933,2233,354,13566
"24","Bakersfield, CA","65330",58848,389,1297,4796
"25","Baltimore-Towson,* MD","111854",98265,0,334,13255
"26","Bangor, ME","3556",2883,300,373,0
"27","Barnstable Town, MA","27101",24776,250,300,1775
"28","Baton Rouge, LA","46314",43936,0,297,2081
"29","Battle Creek, MI","1309",1309,0,0,0
"30","Bay City, MI","314",314,0,0,0
"31","Beaumont-Port Arthur, TX","3015",3015,0,0,0
"32","Bellingham, WA","20765",13778,353,703,5931
"33","Bend,* OR","67890",64740,0,1181,1969
"34","Billings, MT","6731",6731,0,0,0
"35","Binghamton, NY","758",758,0,0,0
"36","Birmingham-Hoover,* AL","95599",94989,0,0,610
"37","Bismarck, ND","10165",8606,954,605,0
"38","Bloomington, IN","9489",6330,1439,237,1483
"39","Bloomington-Normal, IL","7017",6674,0,0,343
"40","Boise City-Nampa,* ID","171296",168910,320,2066,0
"41","Boston-Cambridge-Quincy,* MA-NH","200208",142684,6236,2373,48915
"42","Boulder, CO","13225",12075,0,270,880
