"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","5214",5214,0,0,0
"2","Akron,* OH","38734",34162,1035,883,2654
"3","Albany, GA","6192",5866,0,0,326
"4","Albany-Schenectady-Troy, NY","36532",34029,0,0,2503
"5","Albuquerque,* NM","79396",76685,0,191,2520
"6","Alexandria, LA","5668",5668,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","54544",51438,175,2268,663
"8","Altoona, PA","273",273,0,0,0
"9","Amarillo, TX","9234",9234,0,0,0
"10","Ames, IA","4206",4206,0,0,0
"11","Anchorage,* AK","37287",21840,5861,0,9586
"12","Anderson,* IN","7062",7062,0,0,0
"13","Anderson,* SC","10194",10194,0,0,0
"14","Ann Arbor,* MI","34471",26538,0,0,7933
"15","Anniston-Oxford, AL","1118",1118,0,0,0
"16","Appleton, WI","12274",11162,905,0,207
"17","Asheville, NC","39235",36592,759,1470,414
"18","Athens-Clarke County, GA","40235",40235,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","653299",621628,4582,2294,24795
"20","Atlantic City,* NJ","17401",16094,487,636,184
"21","Auburn-Opelika,* AL","8923",7691,121,0,1111
"22","Augusta-Richmond County, GA-SC","37518",37518,0,0,0
"23","Austin-Round Rock,* TX","162378",141644,1631,394,18709
"24","Bakersfield, CA","82598",81729,275,0,594
"25","Baltimore-Towson,* MD","83729",77252,145,299,6033
"26","Bangor, ME","6951",6531,420,0,0
"27","Barnstable Town, MA","24944",24164,0,780,0
"28","Baton Rouge, LA","31091",31091,0,0,0
"29","Battle Creek, MI","3255",3255,0,0,0
"30","Bay City, MI","977",977,0,0,0
"31","Beaumont-Port Arthur, TX","6515",6365,0,0,150
"32","Bellingham, WA","29746",23886,480,591,4789
"33","Bend,* OR","65656",64519,1137,0,0
"34","Billings, MT","17600",7018,0,0,10582
"35","Binghamton, NY","2454",2454,0,0,0
"36","Birmingham-Hoover,* AL","88285",73970,0,0,14315
"37","Bismarck, ND","13908",12260,252,1396,0
"38","Blacksburg-Christiansburg-Radford,  VA","10979",10810,169,0,0
"39","Bloomington, IN","12885",8567,2019,237,2062
"40","Bloomington-Normal, IL","7557",7373,0,184,0
"41","Boise City-Nampa,* ID","108927",106303,821,927,876
"42","Boston-Cambridge-Quincy,* MA-NH","188409",134586,6324,3419,44080
"43","Boulder,* CO","15299",14831,0,0,468
"44","Bowling Green, KY","18684",10286,0,449,7949
"45","Bremerton-Silverdale,* WA","19256",19256,0,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","47366",43557,395,0,3414
"47","Brownsville-Harlingen, TX","20908",20183,379,0,346
"48","Brunswick, GA","10315",10315,0,0,0
"49","Buffalo-Niagara Falls, NY","56003",27360,0,0,28643
"50","Burlington,* NC","8965",7724,0,0,1241
"51","Burlington-South Burlington, VT","19092",10062,539,913,7578
"52","Canton-Massillon, OH","18906",18351,0,318,237
"53","Cape Coral-Fort Myers,* FL","227654",177227,1857,1574,46996
"54","Carson City,* NV","1223",1223,0,0,0
"55","Casper,* WY","2881",2881,0,0,0
"56","Cedar Rapids, IA","12381",10265,618,568,930
"57","Champaign-Urbana, IL","7404",7248,156,0,0
"58","Charleston, WV","3609",3609,0,0,0
"59","Charleston-North Charleston,* SC","96077",88569,50,314,7144
"60","Charlotte-Gastonia-Concord,* NC-SC","210455",188960,145,5003,16347
"61","Charlottesville,* VA","23368",19937,266,0,3165
"62","Chattanooga, TN-GA","32238",31673,264,0,301
"63","Cheyenne, WY","11334",11334,0,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","733086",633771,4185,14767,80363
"65","Chico, CA","17427",17427,0,0,0
"66","Cincinnati-Middletown, OH-KY-IN","150378",137770,517,2384,9707
"67","Clarksville, TN-KY","13428",13163,0,265,0
"68","Cleveland, TN","5716",5716,0,0,0
"69","Cleveland-Elyria-Mentor,* OH","116607",107669,886,1318,6734
"70","Coeur d""Alene, ID","29923",28231,282,1010,400
"71","College Station-Bryan, TX","15586",13732,1095,225,534
"72","Colorado Springs,* CO","90078",90078,0,0,0
