"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3216",3216,0,0,0
"2","Akron,* OH","46529",44355,587,792,795
"3","Albany, GA","6480",6303,177,0,0
"4","Albany-Schenectady-Troy, NY","38362",36064,168,0,2130
"5","Albuquerque,* NM","87215",82150,2006,651,2408
"6","Alexandria, LA","5233",5233,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","67987",67389,0,598,0
"8","Altoona, PA","1231",1231,0,0,0
"9","Amarillo, TX","8842",8842,0,0,0
"10","Ames, IA","6177",6177,0,0,0
"11","Anchorage,* AK","36287",27916,5908,0,2463
"12","Anderson,* IN","9727",9345,0,0,382
"13","Anderson,* SC","16006",16006,0,0,0
"14","Ann Arbor,* MI","32415",30235,600,1078,502
"15","Anniston-Oxford, AL","1864",1864,0,0,0
"16","Appleton, WI","16783",16231,282,270,0
"17","Asheville, NC","51159",48494,520,1245,900
"18","Athens-Clarke County, GA","18434",17403,0,0,1031
"19","Atlanta-Sandy Springs-Marietta,* GA","654964",647599,4753,1051,1561
"20","Atlantic City,* NJ","21761",21167,101,309,184
"21","Auburn-Opelika,* AL","9408",9287,121,0,0
"22","Augusta-Richmond County, GA-SC","38222",37692,0,0,530
"23","Austin-Round Rock,* TX","171528",150951,2046,336,18195
"24","Bakersfield, CA","89957",87439,917,1115,486
"25","Baltimore-Towson,* MD","150700",124733,0,0,25967
"26","Bangor, ME","6784",6784,0,0,0
"27","Barnstable Town, MA","32366",30258,900,1208,0
"28","Baton Rouge, LA","46216",46216,0,0,0
"29","Battle Creek, MI","2258",2258,0,0,0
"30","Bay City, MI","2781",2635,146,0,0
"31","Beaumont-Port Arthur, TX","6828",6828,0,0,0
"32","Bellingham, WA","31917",31260,338,319,0
"33","Bend,* OR","64350",60600,2896,854,0
"34","Billings, MT","12077",12077,0,0,0
"35","Binghamton, NY","5779",2534,0,0,3245
"36","Birmingham-Hoover,* AL","105850",97499,0,0,8351
