"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","4402",4402,0,0,0
"2","Akron, OH","21503",20361,400,69,673
"3","Albany, GA","6012",5707,127,178,0
"4","Albany-Schenectady-Troy, NY","16893",14713,0,0,2180
"5","Albuquerque,* NM","63613",61580,0,310,1723
"6","Alexandria, LA","6921",6921,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","46932",46297,200,0,435
"8","Altoona, PA","234",234,0,0,0
"9","Amarillo, TX","12027",12027,0,0,0
"10","Ames, IA","3115",3115,0,0,0
"11","Anchorage,* AK","25111",5816,742,0,18553
"12","Anderson, IN","4928",2724,2204,0,0
"13","Anderson, SC","13023",13023,0,0,0
"14","Ann Arbor, MI","6386",6084,0,0,302
"15","Anniston-Oxford, AL","1463",1463,0,0,0
"16","Appleton, WI","11882",11324,558,0,0
"17","Asheville, NC","56259",52958,1630,901,770
"18","Athens-Clarke County, GA","19249",16258,0,0,2991
"19","Atlanta-Sandy Springs-Marietta,* GA","731169",677036,1221,4546,48366
"20","Atlantic City,* NJ","12179",12011,168,0,0
"21","Auburn-Opelika,* AL","17856",17856,0,0,0
"22","Augusta-Richmond County, GA-SC","40808",40808,0,0,0
"23","Austin-Round Rock,* TX","229212",183858,6174,0,39180
"24","Bakersfield, CA","65115",52659,989,2070,9397
"25","Baltimore-Towson,* MD","110950",97958,157,1503,11332
"26","Bangor, ME","1536",1536,0,0,0
"27","Barnstable Town, MA","15704",14065,0,0,1639
"28","Baton Rouge, LA","42718",40714,0,297,1707
"29","Battle Creek, MI","639",639,0,0,0
"30","Bay City, MI","300",300,0,0,0
"31","Beaumont-Port Arthur, TX","8176",4500,0,0,3676
"32","Bellingham, WA","15810",14669,0,499,642
"33","Bend,* OR","75263",69015,648,0,5600
"34","Billings, MT","5598",4853,745,0,0
"35","Binghamton, NY","180",180,0,0,0
"36","Birmingham-Hoover,* AL","89327",89021,0,0,306
"37","Bismarck, ND","4046",4046,0,0,0
"38","Bloomington, IN","7986",7179,0,0,807
"39","Bloomington-Normal, IL","6189",5903,0,0,286
"40","Boise City-Nampa,* ID","148602",142068,624,5610,300
"41","Boston-Cambridge-Quincy,* MA-NH","139112",86302,7646,1749,43415
"42","Boulder, CO","17869",14842,203,0,2824
"43","Bowling Green, KY","13840",12325,115,1400,0
"44","Bremerton-Silverdale, WA","13636",13636,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","32414",28509,755,0,3150
"46","Brownsville-Harlingen, TX","12651",10601,58,1043,949
"47","Brunswick, GA","15679",13610,176,0,1893
"48","Buffalo-Niagara Falls, NY","12004",12004,0,0,0
"49","Burlington, NC","25634",19305,0,0,6329
"50","Burlington-South Burlington, VT","4483",4483,0,0,0
"51","Canton-Massillon, OH","11404",11165,0,0,239
"52","Cape Coral-Fort Myers,* FL","403355",333607,314,250,69184
"53","Carson City,* NV","1170",1170,0,0,0
"54","Casper,* WY","3979",3979,0,0,0
"55","Cedar Rapids, IA","5751",4794,493,464,0
"56","Champaign-Urbana, IL","15303",10850,0,0,4453
"57","Charleston, WV","4703",4703,0,0,0
"58","Charleston-North Charleston,* SC","139477",109437,0,0,30040
"59","Charlotte-Gastonia-Concord,* NC-SC","292942",265366,757,408,26411
"60","Charlottesville,* VA","23108",20260,257,232,2359
