"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","5378",5378,0,0,0
"2","Akron, OH","24651",23131,260,805,455
"3","Albany, GA","8584",7149,138,0,1297
"4","Albany-Schenectady-Troy, NY","22994",22299,0,0,695
"5","Albuquerque,* NM","69293",69293,0,0,0
"6","Alexandria, LA","5865",5865,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","57515",55353,120,521,1521
"8","Altoona, PA","139",139,0,0,0
"9","Amarillo, TX","11611",11611,0,0,0
"10","Ames, IA","9595",5907,0,0,3688
"11","Anchorage,* AK","41652",23605,10462,2439,5146
"12","Anderson, IN","5473",5091,0,0,382
"13","Anderson, SC","13733",13733,0,0,0
"14","Ann Arbor, MI","16793",16491,0,0,302
"15","Anniston-Oxford, AL","2231",2231,0,0,0
"16","Appleton, WI","14258",13649,609,0,0
"17","Asheville, NC","43182",41798,334,247,803
"18","Athens-Clarke County, GA","16603",16247,155,0,201
"19","Atlanta-Sandy Springs-Marietta,* GA","791043",764003,1014,1100,24926
"20","Atlantic City,* NJ","21373",20566,382,425,0
"21","Auburn-Opelika,* AL","19581",17001,397,263,1920
"22","Augusta-Richmond County, GA-SC","37943",37943,0,0,0
"23","Austin-Round Rock,* TX","226125",198721,3422,139,23843
"24","Bakersfield, CA","83805",82279,360,734,432
"25","Baltimore-Towson,* MD","98260",89294,130,898,7938
"26","Bangor, ME","5831",5121,0,710,0
"27","Barnstable Town, MA","23615",22621,0,994,0
"28","Baton Rouge, LA","58054",44230,0,0,13824
"29","Battle Creek, MI","1986",1986,0,0,0
"30","Bay City, MI","305",305,0,0,0
"31","Beaumont-Port Arthur, TX","4553",4553,0,0,0
"32","Bellingham, WA","28452",24049,240,385,3778
"33","Bend,* OR","74833",72533,1003,1297,0
"34","Billings, MT","9596",9596,0,0,0
"35","Binghamton, NY","164",164,0,0,0
"36","Birmingham-Hoover,* AL","86036",85036,0,1000,0
"37","Bismarck, ND","6561",5298,0,1263,0
