"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3929",3804,125,0,0
"2","Akron,* OH","42132",40371,198,934,629
"3","Albany, GA","7687",6737,0,950,0
"4","Albany-Schenectady-Troy, NY","38206",35337,206,0,2663
"5","Albuquerque,* NM","80571",80571,0,0,0
"6","Alexandria, LA","6313",6313,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","63343",62135,0,908,300
"8","Altoona, PA","799",799,0,0,0
"9","Amarillo, TX","13197",11030,162,1253,752
"10","Ames, IA","4195",4195,0,0,0
"11","Anchorage,* AK","31112",23344,3561,3468,739
"12","Anderson,* IN","6304",6304,0,0,0
"13","Anderson,* SC","13589",13514,75,0,0
"14","Ann Arbor,* MI","36086",28006,155,304,7621
"15","Anniston-Oxford, AL","1960",1960,0,0,0
"16","Appleton, WI","17875",17322,553,0,0
"17","Asheville, NC","48183",46345,257,186,1395
"18","Athens-Clarke County, GA","12224",11505,0,0,719
"19","Atlanta-Sandy Springs-Marietta,* GA","782024",607219,5119,1038,168648
"20","Atlantic City,* NJ","27769",25878,1235,656,0
"21","Auburn-Opelika,* AL","9416",6616,0,0,2800
"22","Augusta-Richmond County, GA-SC","37050",37050,0,0,0
"23","Austin-Round Rock,* TX","169798",154340,504,367,14587
"24","Bakersfield, CA","85401",84376,275,210,540
"25","Baltimore-Towson,* MD","94636",86904,0,1197,6535
"26","Bangor, ME","5630",5630,0,0,0
"27","Barnstable Town, MA","25983",23978,243,1762,0
"28","Baton Rouge, LA","38911",38911,0,0,0
"29","Battle Creek, MI","3616",3616,0,0,0
"30","Bay City, MI","1816",1816,0,0,0
"31","Beaumont-Port Arthur, TX","8603",8353,0,0,250
"32","Bellingham, WA","27246",21468,823,1317,3638
"33","Bend,* OR","61920",59941,1249,730,0
"34","Billings, MT","8537",7387,0,0,1150
"35","Binghamton, NY","3406",3406,0,0,0
"36","Birmingham-Hoover,* AL","97913",96885,223,0,805
"37","Bismarck, ND","14095",13052,0,1043,0
"38","Blacksburg-Christiansburg-Radford,  VA","12860",12860,0,0,0
"39","Bloomington, IN","12199",9176,1619,316,1088
"40","Bloomington-Normal, IL","15569",15569,0,0,0
"41","Boise City-Nampa,* ID","131598",120291,1436,9284,587
"42","Boston-Cambridge-Quincy,* MA-NH","216220",157819,9151,5794,43456
"43","Boulder,* CO","19415",19415,0,0,0
"44","Bowling Green, KY","14609",6436,0,224,7949
"45","Bremerton-Silverdale,* WA","23213",23213,0,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","79240",62670,694,12463,3413
"47","Brownsville-Harlingen, TX","18977",18404,192,0,381
"48","Brunswick, GA","17354",17354,0,0,0
"49","Buffalo-Niagara Falls, NY","28354",24094,0,0,4260
"50","Burlington,* NC","12895",11261,0,0,1634
"51","Burlington-South Burlington, VT","18540",10583,999,694,6264
"52","Canton-Massillon, OH","20122",19647,0,238,237
"53","Cape Coral-Fort Myers,* FL","334725",230348,404,540,103433
"54","Carson City,* NV","1824",1667,157,0,0
"55","Casper,* WY","5073",5073,0,0,0
"56","Cedar Rapids, IA","16190",10690,120,1502,3878
"57","Champaign-Urbana, IL","10964",10964,0,0,0
"58","Charleston, WV","5768",5768,0,0,0
"59","Charleston-North Charleston,* SC","108842",86745,45,794,21258
"60","Charlotte-Gastonia-Concord,* NC-SC","303159",230530,2751,6271,63607
"61","Charlottesville,* VA","25768",21323,683,314,3448
"62","Chattanooga, TN-GA","33793",32401,371,534,487
"63","Cheyenne, WY","16609",12312,0,0,4297
"64","Chicago-Naperville-Joliet,* IL-IN-WI","743055",650821,6930,21301,64003
"65","Chico, CA","20101",17621,0,822,1658
"66","Cincinnati-Middletown, OH-KY-IN","158167",146470,577,907,10213
"67","Clarksville, TN-KY","32317",27481,180,815,3841
"68","Cleveland, TN","6653",6500,0,153,0
"69","Cleveland-Elyria-Mentor,* OH","107051",104040,601,2410,0
"70","Coeur d""Alene, ID","36062",31563,488,0,4011
"71","College Station-Bryan, TX","9637",8897,0,0,740
"72","Colorado Springs,* CO","76162",76162,0,0,0
"73","Columbia, MO","18496",16951,870,0,675
"74","Columbia,* SC","65691",60764,57,0,4870
"75","Columbus, GA-AL","15892",15308,584,0,0
"76","Columbus, IN","4031",4031,0,0,0
"77","Columbus, OH","187890",166332,1660,11003,8895
"78","Corpus Christi, TX","16800",16070,730,0,0
"79","Corvallis,* OR","7535",7535,0,0,0
"80","Cumberland, MD-WV","2610",2610,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","731110",665832,2112,3721,59445
"82","Dalton,* GA","6951",6913,38,0,0
"83","Danville, IL","0",0,0,0,0
"84","Danville,* VA","3544",3249,0,0,295
"85","Davenport-Moline-Rock Island,  IA-IL","11080",11080,0,0,0
"86","Dayton, OH","48459",47864,595,0,0
"87","Decatur, AL","4942",4942,0,0,0
"88","Decatur, IL","5155",4750,0,0,405
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","131150",85528,181,0,45441
"90","Denver-Aurora,* CO","306902",287272,1325,3766,14539
"91","Des Moines, IA","67238",61350,1110,0,4778
"92","Detroit-Warren-Livonia,* MI","321922",280066,1500,4879,35477
"93","Dothan, AL","2738",2738,0,0,0
"94","Dover,* DE","24959",24869,90,0,0
"95","Dubuque, IA","4870",4674,196,0,0
"96","Duluth, MN-WI","23037",18666,3457,417,497
"97","Durham,* NC","72991",72471,400,120,0
"98","Eau Claire, WI","12793",11068,1340,385,0
"99","El Centro,* CA","12302",11373,0,698,231
