"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","1604",1604,0,0,0
"2","Akron, OH","6294",5836,0,69,389
"3","Albany, GA","2521",2154,150,217,0
"4","Albany-Schenectady-Troy, NY","20219",18154,405,280,1380
"5","Albuquerque,* NM","31131",31131,0,0,0
"6","Alexandria, LA","3956",3956,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","22062",21343,0,0,719
"8","Altoona, PA","319",319,0,0,0
"9","Amarillo, TX","9616",9616,0,0,0
"10","Ames, IA","6240",3316,0,0,2924
"11","Anchorage,* AK","3448",3021,427,0,0
"12","Anderson, IN","1268",1268,0,0,0
"13","Anderson, SC","10617",10617,0,0,0
"14","Ann Arbor, MI","3845",3543,0,0,302
"15","Anniston-Oxford, AL","835",835,0,0,0
"16","Appleton, WI","2553",2553,0,0,0
"17","Asheville, NC","40350",35805,0,0,4545
"18","Athens-Clarke County, GA","6163",5363,0,0,800
"19","Atlanta-Sandy Springs-Marietta,* GA","251223",205010,181,2583,43449
"20","Atlantic City-Hammonton,* NJ","13380",12298,626,0,456
"21","Auburn-Opelika,* AL","9422",9422,0,0,0
"22","Augusta-Richmond County, GA-SC","42362",21146,60,0,21156
"23","Austin-Round Rock,* TX","172639",118024,3554,412,50649
"24","Bakersfield, CA","22875",19733,395,2361,386
"25","Baltimore-Towson,* MD","77786",40788,0,0,36998
"26","Bangor, ME","1138",1138,0,0,0
"27","Barnstable Town, MA","18635",17702,250,0,683
"28","Baton Rouge, LA","31848",28248,0,0,3600
"29","Battle Creek, MI","149",149,0,0,0
"30","Bay City, MI","140",140,0,0,0
"31","Beaumont-Port Arthur, TX","3248",3248,0,0,0
"32","Bellingham, WA","9439",3517,0,0,5922
"33","Bend,* OR","17307",16651,0,656,0
"34","Billings, MT","5279",5279,0,0,0
"35","Binghamton, NY","160",160,0,0,0
"36","Birmingham-Hoover,* AL","33766",27994,0,0,5772
"37","Bismarck, ND","3081",3081,0,0,0
"38","Bloomington, IN","1223",1223,0,0,0
"39","Bloomington-Normal, IL","1648",1406,0,0,242
"40","Boise City-Nampa,* ID","77494",43800,550,682,32462
"41","Boston-Cambridge-Quincy,* MA-NH","161236",124434,3348,1284,32170
"42","Boulder, CO","6025",3467,0,0,2558
"43","Bowling Green, KY","2513",2513,0,0,0
"44","Bradenton-Sarasota-Venice,* FL","30623",29405,376,50,792
"45","Bremerton-Silverdale, WA","8017",7475,0,0,542
"46","Bridgeport-Stamford-Norwalk, CT","30868",27066,1800,0,2002
"47","Brownsville-Harlingen, TX","10419",8489,1030,400,500
"48","Brunswick, GA","7224",7224,0,0,0
"49","Buffalo-Niagara Falls, NY","11046",10587,0,0,459
"50","Burlington, NC","9505",9505,0,0,0
