"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","1397",1397,0,0,0
"2","Akron, OH","9002",8578,0,0,424
"3","Albany, GA","1891",1741,150,0,0
"4","Albany-Schenectady-Troy, NY","19477",19077,0,0,400
"5","Albuquerque,* NM","27915",24733,0,422,2760
"6","Alexandria, LA","3334",3334,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","24065",21365,0,0,2700
"8","Altoona, PA","61",61,0,0,0
"9","Amarillo, TX","5617",5617,0,0,0
"10","Ames, IA","2887",2887,0,0,0
"11","Anchorage,* AK","4740",3531,615,594,0
"12","Anderson, IN","1264",1264,0,0,0
"13","Anderson, SC","6148",6148,0,0,0
"14","Ann Arbor, MI","2813",2511,0,0,302
"15","Anniston-Oxford, AL","514",514,0,0,0
"16","Appleton, WI","6997",6437,560,0,0
"17","Asheville, NC","20876",20676,200,0,0
"18","Athens-Clarke County, GA","4882",3205,0,274,1403
"19","Atlanta-Sandy Springs-Marietta,* GA","188008",108628,1461,719,77200
"20","Atlantic City-Hammonton,* NJ","12273",12164,0,109,0
"21","Auburn-Opelika,* AL","10522",10522,0,0,0
"22","Augusta-Richmond County, GA-SC","14687",14687,0,0,0
"23","Austin-Round Rock,* TX","120743",95984,2212,0,22547
"24","Bakersfield, CA","20197",14135,476,719,4867
"25","Baltimore-Towson,* MD","42539",41576,0,0,963
"26","Bangor, ME","2066",1366,700,0,0
"27","Barnstable Town, MA","13023",12623,400,0,0
"28","Baton Rouge, LA","27574",27574,0,0,0
"29","Battle Creek, MI","882",378,0,0,504
"30","Bay City, MI","142",142,0,0,0
"31","Beaumont-Port Arthur, TX","19399",4399,0,0,15000
"32","Bellingham, WA","6315",4582,324,370,1039
"33","Bend,* OR","10856",10249,356,0,251
"34","Billings, MT","3257",3257,0,0,0
"35","Binghamton, NY","440",440,0,0,0
"36","Birmingham-Hoover,* AL","27666",23732,0,0,3934
"37","Bismarck, ND","9360",9360,0,0,0
"38","Bloomington, IN","5306",2095,393,0,2818
"39","Bloomington-Normal, IL","2210",1999,0,0,211
"40","Boise City-Nampa,* ID","23413",23093,320,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","85698",68372,1506,475,15345
"42","Boulder, CO","5698",4632,0,0,1066
"43","Bowling Green, KY","1991",1991,0,0,0
"44","Bradenton-Sarasota-Venice,* FL","21716",20368,0,309,1039
"45","Bremerton-Silverdale, WA","9492",9492,0,0,0
"46","Bridgeport-Stamford-Norwalk, CT","41675",24044,151,0,17480
"47","Brownsville-Harlingen, TX","8751",6306,644,0,1801
"48","Brunswick, GA","6621",6621,0,0,0
"49","Buffalo-Niagara Falls, NY","16297",9807,490,0,6000
"50","Burlington, NC","7210",7210,0,0,0
"51","Burlington-South Burlington, VT","2180",2180,0,0,0
"52","Canton-Massillon, OH","6838",6488,0,350,0
"53","Cape Coral-Fort Myers,* FL","31023",28416,0,0,2607
"54","Carson City,* NV","422",422,0,0,0
"55","Casper, WY","3028",3028,0,0,0
"56","Cedar Rapids, IA","10985",7976,437,985,1587
"57","Champaign-Urbana, IL","17511",2565,0,0,14946
"58","Charleston, WV","4075",2375,0,1700,0
"59","Charleston-North Charleston-Summerville,*  SC","58388",46646,0,0,11742
"60","Charlotte-Gastonia-Concord,* NC-SC","121026",82125,80,0,38821
"61","Charlottesville, VA","10683",10026,0,0,657
"62","Chattanooga, TN-GA","11421",10506,91,0,824
"63","Cheyenne, WY","796",796,0,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","208084",162318,1571,12702,31493
"65","Chico, CA","4825",3689,0,699,437
"66","Cincinnati-Middletown,* OH-KY-IN","58597",53895,184,1980,2538
"67","Clarksville, TN-KY","8615",8235,0,0,380
"68","Cleveland, TN","3807",3467,0,340,0
"69","Cleveland-Elyria-Mentor,* OH","45925",41580,288,755,3302
"70","Coeur dAlene, ID","15397",12135,0,798,2464
"71","College Station-Bryan, TX","18456",5108,0,0,13348
"72","Colorado Springs,* CO","33251",32055,0,0,1196
"73","Columbia, MO","6999",6899,100,0,0
"74","Columbia,* SC","30410",28773,0,0,1637
"75","Columbus, GA-AL","8093",5683,0,0,2410
"76","Columbus, IN","2851",2851,0,0,0
