"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","7898",7738,160,0,0
"2","Akron, OH","31229",29924,250,384,671
"3","Albany, GA","5589",5296,147,146,0
"4","Albany-Schenectady-Troy, NY","33660",28748,0,2055,2857
"5","Albuquerque,* NM","71675",69847,0,306,1522
"6","Alexandria, LA","8259",8259,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","63703",62612,370,169,552
"8","Altoona, PA","222",222,0,0,0
"9","Amarillo, TX","14165",14165,0,0,0
"10","Ames, IA","5687",5172,0,0,515
"11","Anchorage,* AK","33618",25268,1521,483,6346
"12","Anderson, IN","5282",4425,0,0,857
"13","Anderson, SC","18593",18593,0,0,0
"14","Ann Arbor, MI","10654",9790,0,0,864
"15","Anniston-Oxford, AL","2219",2219,0,0,0
"16","Appleton, WI","15951",15801,150,0,0
"17","Asheville, NC","63708",60224,651,1141,1692
"18","Athens-Clarke County, GA","13829",12536,210,0,1083
"19","Atlanta-Sandy Springs-Marietta,* GA","851707",814310,1895,883,34619
"20","Atlantic City,* NJ","24160",21894,0,0,2266
"21","Auburn-Opelika,* AL","23085",23085,0,0,0
"22","Augusta-Richmond County, GA-SC","38602",38602,0,0,0
"23","Austin-Round Rock,* TX","427096",379315,7500,801,39480
"24","Bakersfield, CA","99628",90851,1672,2914,4191
"25","Baltimore-Towson,* MD","131263",109331,0,2364,19568
"26","Bangor, ME","7068",6464,231,373,0
"27","Barnstable Town, MA","16874",15372,0,0,1502
"28","Baton Rouge, LA","52382",47325,112,223,4722
"29","Battle Creek, MI","2002",1683,0,0,319
"30","Bay City, MI","895",895,0,0,0
"31","Beaumont-Port Arthur, TX","46826",6225,0,0,40601
"32","Bellingham, WA","22575",20232,0,1100,1243
"33","Bend,* OR","91330",87443,1859,2028,0
"34","Billings, MT","13836",13836,0,0,0
"35","Binghamton, NY","1743",1743,0,0,0
"36","Birmingham-Hoover,* AL","104232",88937,487,0,14808
"37","Bismarck, ND","17203",11002,0,1740,4461
"38","Bloomington, IN","7300",7300,0,0,0
"39","Bloomington-Normal, IL","7765",7328,0,0,437
"40","Boise City-Nampa,* ID","149192",137040,551,10218,1383
"41","Boston-Cambridge-Quincy,* MA-NH","208577",131338,8218,10399,58622
"42","Boulder, CO","14423",13282,0,270,871
"43","Bowling Green, KY","14837",12955,300,0,1582
"44","Bremerton-Silverdale, WA","18083",16100,0,0,1983
"45","Bridgeport-Stamford-Norwalk, CT","45426",44704,314,0,408
"46","Brownsville-Harlingen, TX","23039",22981,58,0,0
"47","Brunswick, GA","19067",18963,0,0,104
"48","Buffalo-Niagara Falls, NY","26941",21541,400,0,5000
"49","Burlington, NC","14412",14412,0,0,0
"50","Burlington-South Burlington, VT","12085",9066,374,542,2103
"51","Canton-Massillon, OH","13734",13448,0,0,286
"52","Cape Coral-Fort Myers,* FL","364634",322568,684,0,41382
"53","Carson City,* NV","594",594,0,0,0
"54","Casper, WY","9304",9304,0,0,0
"55","Cedar Rapids, IA","10601",9222,851,528,0
"56","Champaign-Urbana, IL","22349",13855,0,1124,7370
"57","Charleston, WV","3686",3686,0,0,0
"58","Charleston-North Charleston,* SC","136411",132513,0,0,3898
"59","Charlotte-Gastonia-Concord,* NC-SC","328963",313457,330,306,14870
"60","Charlottesville, VA","25038",25038,0,0,0
"61","Chattanooga, TN-GA","37365",36381,89,546,349
"62","Cheyenne, WY","9265",8201,0,257,807
"63","Chicago-Naperville-Joliet,* IL-IN-WI","730847",592315,6652,13996,117884
