"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","5305",5305,0,0,0
"2","Akron, OH","21720",20812,0,414,494
"3","Albany, GA","4027",3917,0,110,0
"4","Albany-Schenectady-Troy, NY","19202",16398,0,1400,1404
"5","Albuquerque,* NM","86742",47387,0,0,39355
"6","Alexandria, LA","4424",4424,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","46860",43440,127,0,3293
"8","Altoona, PA","0",0,0,0,0
"9","Amarillo, TX","5810",5810,0,0,0
"10","Ames, IA","6930",2831,0,0,4099
"11","Anchorage,* AK","7514",5617,417,1480,0
"12","Anderson, IN","2459",2459,0,0,0
"13","Anderson, SC","8844",8844,0,0,0
"14","Ann Arbor, MI","6614",6312,0,0,302
"15","Anniston-Oxford, AL","1330",1330,0,0,0
"16","Appleton, WI","6561",6361,200,0,0
"17","Asheville, NC","58894",57347,152,516,879
"18","Athens-Clarke County, GA","17867",8219,0,0,9648
"19","Atlanta-Sandy Springs-Marietta,* GA","617610",538263,1915,1667,75765
"20","Atlantic City,* NJ","15472",15462,0,0,10
"21","Auburn-Opelika,* AL","15694",14288,0,0,1406
"22","Augusta-Richmond County, GA-SC","23652",23652,0,0,0
"23","Austin-Round Rock,* TX","259325",183144,1362,5206,69613
"24","Bakersfield, CA","43739",40423,637,1478,1201
"25","Baltimore-Towson,* MD","71596",45927,1235,818,23616
"26","Bangor, ME","5184",1308,678,0,3198
"27","Barnstable Town, MA","20304",18243,0,671,1390
"28","Baton Rouge, LA","42856",38865,0,311,3680
"29","Battle Creek, MI","1386",1158,0,0,228
"30","Bay City, MI","1250",1250,0,0,0
"31","Beaumont-Port Arthur, TX","10910",7410,0,0,3500
"32","Bellingham, WA","4351",4351,0,0,0
"33","Bend,* OR","35080",34579,501,0,0
"34","Billings, MT","6598",6598,0,0,0
"35","Binghamton, NY","245",245,0,0,0
"36","Birmingham-Hoover,* AL","59871",59871,0,0,0
"37","Bismarck, ND","8895",7626,519,0,750
"38","Bloomington, IN","5313",4916,397,0,0
"39","Bloomington-Normal, IL","3651",3286,0,0,365
"40","Boise City-Nampa,* ID","82501",77937,375,1789,2400
"41","Boston-Cambridge-Quincy,* MA-NH","144920",94026,4833,1964,44097
"42","Boulder, CO","14038",12982,0,0,1056
"43","Bowling Green, KY","9158",9158,0,0,0
"44","Bremerton-Silverdale, WA","9079",8011,0,0,1068
"45","Bridgeport-Stamford-Norwalk, CT","58884",55502,434,0,2948
"46","Brownsville-Harlingen, TX","14526",14110,0,416,0
"47","Brunswick, GA","32580",32580,0,0,0
"48","Buffalo-Niagara Falls, NY","10135",10135,0,0,0
"49","Burlington, NC","16620",11285,0,0,5335
"50","Burlington-South Burlington, VT","6178",4287,700,643,548
"51","Canton-Massillon, OH","8246",8008,0,0,238
"52","Cape Coral-Fort Myers,* FL","131472",127152,0,0,4320
"53","Carson City,* NV","6523",5674,0,0,849
"54","Casper, WY","4015",4015,0,0,0
"55","Cedar Rapids, IA","7148",6127,0,1021,0
"56","Champaign-Urbana, IL","5524",5524,0,0,0
"57","Charleston, WV","2366",2366,0,0,0
"58","Charleston-North Charleston,* SC","75071",70360,873,0,3838
"59","Charlotte-Gastonia-Concord,* NC-SC","213714",166770,0,306,46638
"60","Charlottesville, VA","14849",13749,0,0,1100
"61","Chattanooga, TN-GA","27458",27017,179,0,262
"62","Cheyenne, WY","4514",4178,0,0,336
"63","Chicago-Naperville-Joliet,* IL-IN-WI","496618",396298,5908,10830,83582
"64","Chico, CA","7398",7134,0,264,0
"65","Cincinnati-Middletown,* OH-KY-IN","89837",78064,438,1822,9513
"66","Clarksville, TN-KY","25322",20892,350,2190,1890
"67","Cleveland, TN","6902",6557,117,228,0
"68","Cleveland-Elyria-Mentor,* OH","65203",62838,370,866,1129
"69","Coeur dAlene, ID","16068",15183,0,0,885
"70","College Station-Bryan, TX","17059",9291,0,0,7768
"71","Colorado Springs,* CO","44288",43781,0,507,0
"72","Columbia, MO","12473",12473,0,0,0
"73","Columbia,* SC","63960",45884,761,0,17315
"74","Columbus, GA-AL","14679",13299,0,183,1197
"75","Columbus, IN","2480",2480,0,0,0
"76","Columbus,* OH","83919",59140,409,6171,18199
"77","Corpus Christi, TX","12943",11798,240,70,835
"78","Corvallis, OR","3037",3037,0,0,0
"79","Cumberland, MD-WV","1413",1413,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","583035",505147,4818,262,72808
"81","Dalton, GA","4930",4302,99,171,358
"82","Danville, IL","84",84,0,0,0
"83","Danville, VA","1719",1614,0,105,0
