"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","6086",6086,0,0,0
"2","Akron, OH","10038",9650,0,0,388
"3","Albany, GA","4017",3760,147,110,0
"4","Albany-Schenectady-Troy, NY","10689",10689,0,0,0
"5","Albuquerque,* NM","58968",57445,0,153,1370
"6","Alexandria, LA","2922",2922,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","27962",27373,0,200,389
"8","Altoona, PA","652",652,0,0,0
"9","Amarillo, TX","13860",13860,0,0,0
"10","Ames, IA","956",956,0,0,0
"11","Anchorage,* AK","13710",6418,3817,0,3475
"12","Anderson, IN","1106",1106,0,0,0
"13","Anderson, SC","11084",11084,0,0,0
"14","Ann Arbor, MI","3816",3514,0,0,302
"15","Anniston-Oxford, AL","1545",1545,0,0,0
"16","Appleton, WI","7556",7556,0,0,0
"17","Asheville, NC","57465",54574,152,2028,711
"18","Athens-Clarke County, GA","27096",20914,0,0,6182
"19","Atlanta-Sandy Springs-Marietta,* GA","586634",496693,1257,5580,83104
"20","Atlantic City,* NJ","17504",16968,536,0,0
"21","Auburn-Opelika,* AL","22285",19863,1213,0,1209
"22","Augusta-Richmond County, GA-SC","29531",29531,0,0,0
"23","Austin-Round Rock,* TX","255232",206632,2980,2432,43188
"24","Bakersfield, CA","53447",44134,1741,949,6623
"25","Baltimore-Towson,* MD","86557",65782,684,1091,19000
"26","Bangor, ME","1055",1055,0,0,0
"27","Barnstable Town, MA","20387",19133,0,0,1254
"28","Baton Rouge, LA","31461",27634,0,0,3827
"29","Battle Creek, MI","793",565,0,0,228
"30","Bay City, MI","110",110,0,0,0
"31","Beaumont-Port Arthur, TX","9131",6659,0,0,2472
"32","Bellingham, WA","7309",6445,478,386,0
"33","Bend,* OR","34875",34636,0,239,0
"34","Billings, MT","5017",5017,0,0,0
"35","Binghamton, NY","0",0,0,0,0
"36","Birmingham-Hoover,* AL","76670",76670,0,0,0
"37","Bismarck, ND","1729",1729,0,0,0
"38","Bloomington, IN","4226",3575,0,651,0
"39","Bloomington-Normal, IL","5288",2449,0,207,2632
"40","Boise City-Nampa,* ID","82549",77976,2877,1696,0
