"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","5150",5150,0,0,0
"2","Akron, OH","17081",16445,0,69,567
"3","Albany, GA","5707",5215,255,237,0
"4","Albany-Schenectady-Troy, NY","16340",13018,800,0,2522
"5","Albuquerque,* NM","61891",60528,0,310,1053
"6","Alexandria, LA","7011",7011,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","41998",40948,0,0,1050
"8","Altoona, PA","425",425,0,0,0
"9","Amarillo, TX","16140",16140,0,0,0
"10","Ames, IA","3063",1973,0,0,1090
"11","Anchorage,* AK","11158",8076,1540,1542,0
"12","Anderson, IN","3369",3369,0,0,0
"13","Anderson, SC","12381",12381,0,0,0
"14","Ann Arbor, MI","8386",8084,0,0,302
"15","Anniston-Oxford, AL","2523",2523,0,0,0
"16","Appleton, WI","7288",7038,250,0,0
"17","Asheville, NC","49712",47327,166,1367,852
"18","Athens-Clarke County, GA","16374",16374,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","814322",667397,1093,8430,137402
"20","Atlantic City,* NJ","29230",27458,514,1258,0
"21","Auburn-Opelika,* AL","25730",24956,774,0,0
"22","Augusta-Richmond County, GA-SC","40137",40137,0,0,0
"23","Austin-Round Rock,* TX","263880",243615,1359,8667,10239
"24","Bakersfield, CA","55304",53760,227,813,504
"25","Baltimore-Towson,* MD","83116",77654,157,0,5305
"26","Bangor, ME","2411",2141,270,0,0
"27","Barnstable Town, MA","15661",13550,0,609,1502
"28","Baton Rouge, LA","40847",38303,0,197,2347
"29","Battle Creek, MI","1099",1099,0,0,0
"30","Bay City, MI","630",630,0,0,0
"31","Beaumont-Port Arthur, TX","7271",5050,0,0,2221
"32","Bellingham, WA","14225",14225,0,0,0
"33","Bend,* OR","52698",51941,757,0,0
"34","Billings, MT","6182",6182,0,0,0
"35","Binghamton, NY","0",0,0,0,0
"36","Birmingham-Hoover,* AL","113069",106955,400,0,5714
"37","Bismarck, ND","2659",2208,0,451,0
"38","Bloomington, IN","6677",4220,1079,237,1141
"39","Bloomington-Normal, IL","5467",5181,0,0,286
"40","Boise City-Nampa,* ID","135023",133115,162,1746,0
"41","Boston-Cambridge-Quincy,* MA-NH","142323",104230,5238,1190,31665
"42","Boulder, CO","11769",11402,0,0,367
"43","Bowling Green, KY","11266",8367,100,501,2298
"44","Bremerton-Silverdale, WA","13584",13194,390,0,0
"45","Bridgeport-Stamford-Norwalk, CT","33112",32269,435,0,408
"46","Brownsville-Harlingen, TX","28287",19625,235,194,8233
"47","Brunswick, GA","15828",13226,0,0,2602
"48","Buffalo-Niagara Falls, NY","14183",14183,0,0,0
"49","Burlington, NC","17783",11836,0,0,5947
"50","Burlington-South Burlington, VT","5806",4973,540,293,0
"51","Canton-Massillon, OH","11139",10900,0,0,239
"52","Cape Coral-Fort Myers,* FL","334540",287717,0,6347,40476
"53","Carson City,* NV","913",913,0,0,0
"54","Casper,* WY","2805",2805,0,0,0
"55","Cedar Rapids, IA","5319",4750,0,569,0
"56","Champaign-Urbana, IL","4928",4928,0,0,0
"57","Charleston, WV","2551",2551,0,0,0
"58","Charleston-North Charleston,* SC","114900",105942,0,815,8143
"59","Charlotte-Gastonia-Concord,* NC-SC","257101",254783,200,613,1505
"60","Charlottesville,* VA","23766",20285,257,232,2992
"61","Chattanooga, TN-GA","35098",34524,179,0,395
"62","Cheyenne, WY","7533",6979,0,261,293
"63","Chicago-Naperville-Joliet,* IL-IN-WI","582672",427214,5990,19187,130281
"64","Chico, CA","7886",7011,875,0,0
"65","Cincinnati-Middletown,* OH-KY-IN","111573",104069,387,1749,5368
"66","Clarksville, TN-KY","13359",13074,0,0,285
"67","Cleveland, TN","7819",7469,180,170,0
"68","Cleveland-Elyria-Mentor,* OH","58689",55622,0,3067,0
"69","Coeur dAlene, ID","25477",24072,1405,0,0
"70","College Station-Bryan, TX","16517",13817,0,0,2700
"71","Colorado Springs,* CO","64690",63748,150,792,0
"72","Columbia, MO","17158",16118,640,400,0
"73","Columbia,* SC","70544",66299,108,810,3327
"74","Columbus, GA-AL","25516",22271,0,131,3114
"75","Columbus, IN","2954",2954,0,0,0
"76","Columbus,* OH","99969",92087,558,4626,2698
"77","Corpus Christi, TX","36416",20870,0,0,15546
"78","Corvallis, OR","3967",3678,289,0,0
"79","Cumberland, MD-WV","1218",1218,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","708539",666567,4914,3290,33768
"81","Dalton,* GA","7715",7026,88,232,369
"82","Danville, IL","0",0,0,0,0
"83","Danville,* VA","2486",2486,0,0,0
"84","Davenport-Moline-Rock Island,  IA-IL","7100",5538,0,0,1562
"85","Dayton, OH","22592",21792,400,0,400
"86","Decatur, AL","2185",2185,0,0,0
"87","Decatur, IL","475",475,0,0,0
"88","Deltona-Daytona Beach-Ormond Beach,*  FL","63349",57970,450,0,4929
"89","Denver-Aurora,* CO","296528",275117,1598,600,19213
"90","Des Moines-West Des Moines,* IA","47310",42685,555,0,4070
"91","Detroit-Warren-Livonia,* MI","114323",98781,493,819,14230
"92","Dothan, AL","3319",3319,0,0,0
"93","Dover,* DE","19885",19885,0,0,0
"94","Dubuque, IA","2100",1546,554,0,0
"95","Duluth, MN-WI","6158",4066,218,489,1385
"96","Durham,* NC","51883",51883,0,0,0
"97","Eau Claire, WI","1353",1353,0,0,0
"98","El Centro,* CA","6789",6134,0,0,655
"99","El Paso, TX","30350",30350,0,0,0
"100","Elizabethtown, KY","5890",5890,0,0,0
"101","Elkhart-Goshen, IN","11560",11560,0,0,0
"102","Elmira, NY","300",180,120,0,0
"103","Erie, PA","1432",1432,0,0,0
"104","Eugene-Springfield,* OR","29030",21879,88,7063,0
"105","Evansville, IN-KY","14458",14458,0,0,0
"106","Fairbanks,* AK","310",310,0,0,0
"107","Fargo, ND-MN","1263",1263,0,0,0
"108","Farmington,* NM","4849",4849,0,0,0
"109","Fayetteville, NC","40455",35441,0,0,5014
"110","Fayetteville-Springdale-Rogers,  AR-MO","77119",51081,15015,346,10677
"111","Flagstaff, AZ","13306",13306,0,0,0
"112","Flint, MI","5803",4561,0,0,1242
"113","Florence, SC","3533",3533,0,0,0
"114","Florence-Muscle Shoals, AL","2483",2171,0,0,312
"115","Fond du Lac, WI","899",899,0,0,0
"116","Fort Collins-Loveland,* CO","33948",31230,0,1290,1428
"117","Fort Smith, AR-OK","5432",4706,726,0,0
"118","Fort Walton Beach-Crestview-Destin,*  FL","34552",27065,0,389,7098
"119","Fort Wayne,* IN","17891",17891,0,0,0
"120","Fresno, CA","48867",43737,534,916,3680
"121","Gadsden, AL","2126",2126,0,0,0
"122","Gainesville, FL","15977",14915,0,0,1062
"123","Gainesville, GA","5032",5032,0,0,0
"124","Glens Falls, NY","3803",3803,0,0,0
"125","Goldsboro,* NC","4411",4411,0,0,0
"126","Grand Forks, ND-MN","104",104,0,0,0
"127","Grand Junction,* CO","20472",20472,0,0,0
"128","Grand Rapids-Wyoming,* MI","35205",31685,1470,692,1358
"129","Great Falls, MT","2016",2016,0,0,0
"130","Greeley,* CO","53423",50670,0,0,2753
"131","Green Bay, WI","12601",9343,1570,0,1688
"132","Greensboro-High Point,* NC","65286",60273,80,0,4933
"133","Greenville, NC","21230",16485,1834,0,2911
"134","Greenville,* SC","51376",48404,0,0,2972
"135","Gulfport-Biloxi, MS","24586",21308,433,270,2575
"136","Hagerstown-Martinsburg, MD-WV","64986",59540,726,800,3920
"137","Hanford-Corcoran, CA","4764",4764,0,0,0
"138","Harrisburg-Carlisle, PA","18833",18611,222,0,0
"139","Harrisonburg,* VA","19908",19908,0,0,0
"140","Hartford-West Hartford-East Hartford,  CT","28352",27396,0,0,956
"141","Hattiesburg, MS","1068",1068,0,0,0
"142","Hickory-Lenoir-Morganton, NC","26491",26491,0,0,0
"143","Hinesville-Fort Stewart, GA","189",189,0,0,0
"144","Holland-Grand Haven, MI","9525",8386,241,520,378
"145","Honolulu,* HI","30357",27357,0,0,3000
"146","Hot Springs, AR","1312",1312,0,0,0
"147","Houma-Bayou Cane-Thibodaux, LA","10997",10997,0,0,0
"148","Houston-Baytown-Sugar Land,* TX","778389",595049,1413,1516,180411
"149","Huntington-Ashland, WV-KY-OH","506",506,0,0,0
"150","Huntsville, AL","51006",50276,0,0,730
"151","Idaho Falls, ID","11624",11624,0,0,0
"152","Indianapolis-Carmel,* IN","166325",149342,2179,1752,13052
"153","Iowa City, IA","17822",8247,0,0,9575
"154","Ithaca, NY","924",924,0,0,0
"155","Jackson, MI","1575",1575,0,0,0
"156","Jackson, MS","43734",41861,150,0,1723
"157","Jackson, TN","8446",8256,190,0,0
"158","Jacksonville,* FL","270269",248463,0,1378,20428
"159","Jacksonville, NC","11657",11639,18,0,0
"160","Janesville, WI","3932",3416,126,0,390
"161","Jefferson City, MO","2509",2313,0,196,0
"162","Johnson City, TN","11439",11339,100,0,0
"163","Johnstown, PA","112",112,0,0,0
"164","Jonesboro, AR","2656",2656,0,0,0
"165","Joplin, MO","1336",691,345,0,300
"166","Kalamazoo-Portage, MI","9638",9638,0,0,0
"167","Kankakee-Bradley, IL","958",958,0,0,0
"168","Kansas City,* MO-KS","151284",135124,3397,3554,9209
"169","Kennewick-Richland-Pasco, WA","24928",19199,0,1799,3930
"170","Killeen-Temple-Fort Hood, TX","36067",22154,5105,7688,1120
"171","Kingsport-Bristol-Bristol, TN-VA","6882",6680,202,0,0
"172","Kingston, NY","2628",2628,0,0,0
"173","Knoxville, TN","42955",38932,312,1050,2661
"174","Kokomo, IN","1851",1851,0,0,0
"175","La Crosse, WI-MN","2578",2328,250,0,0
"176","Lafayette, IN","10908",8708,0,0,2200
"177","Lafayette, LA","17814",17232,0,0,582
"178","Lake Charles, LA","3343",3069,82,0,192
"179","Lakeland,* FL","195874",168679,314,251,26630
"180","Lancaster, PA","16229",15611,0,286,332
"181","Lansing-East Lansing, MI","11746",10648,198,0,900
"182","Laredo,* TX","15114",12690,84,205,2135
"183","Las Cruces,* NM","42822",37190,0,1012,4620
"184","Las Vegas-Paradise,* NV","360986",302288,0,4246,54452
"185","Lawrence, KS","2918",2918,0,0,0
"186","Lawton, OK","3015",3015,0,0,0
"187","Lebanon, PA","3665",3665,0,0,0
"188","Lewiston, ID-WA","536",536,0,0,0
"189","Lewiston-Auburn, ME","2688",2688,0,0,0
"190","Lexington-Fayette, KY","49249",45413,131,1176,2529
"191","Lima, OH","347",115,232,0,0
"192","Lincoln, NE","16471",13942,331,0,2198
"193","Little Rock-North Little Rock, AR","56764",52954,60,340,3410
"194","Logan, UT-ID","5431",4764,0,250,417
"195","Longview, TX","2765",2765,0,0,0
"196","Longview, WA","6437",5929,0,508,0
"197","Los Angeles-Long Beach-Santa Ana,*  CA","521884",279524,11817,17062,213481
"198","Louisville-Jefferson County,* KY-IN","51407",49635,480,922,370
"199","Lubbock, TX","17345",16295,1050,0,0
"200","Lynchburg, VA","17149",17149,0,0,0
"201","Macon, GA","9535",9535,0,0,0
"202","Madera, CA","27824",27824,0,0,0
"203","Madison,* WI","50516",37486,3099,2243,7688
"204","Manchester-Nashua, NH","18279",17980,0,0,299
"205","Mansfield, OH","1119",1119,0,0,0
"206","McAllen-Edinburg-Pharr,* TX","67151",62548,157,1778,2668
"207","Medford,* OR","26194",24678,796,720,0
"208","Memphis, TN-MS-AR","99200",85777,157,0,13266
"209","Merced, CA","47012",47012,0,0,0
"210","Miami-Fort Lauderdale-Miami Beach,  FL","481185",344976,4590,498,131121
"211","Michigan City-La Porte, IN","2590",2590,0,0,0
"212","Midland,* TX","4964",4964,0,0,0
"213","Milwaukee-Waukesha-West Allis,* WI","65521",59312,1780,647,3782
"214","Minneapolis-St. Paul-Bloomington,*  MN-WI","220225",210016,1276,605,8328
"215","Missoula,* MT","2086",1922,164,0,0
"216","Mobile, AL","28493",28493,0,0,0
"217","Modesto, CA","31511",29274,286,552,1399
"218","Monroe, LA","4169",3881,216,72,0
"219","Monroe, MI","4197",4197,0,0,0
"220","Montgomery, AL","19755",19755,0,0,0
"221","Morgantown, WV","220",220,0,0,0
"222","Morristown, TN","5417",5417,0,0,0
"223","Mount Vernon-Anacortes, WA","9089",8833,256,0,0
"224","Muncie, IN","2153",2153,0,0,0
"225","Muskegon-Norton Shores, MI","2656",2656,0,0,0
"226","Myrtle Beach-Conway-North Myrtle Beach,  SC","142243",71120,948,2469,67706
"227","Napa, CA","1273",1273,0,0,0
"228","Naples-Marco Island,* FL","65570",57351,0,6410,1809
"229","Nashville-Davidson--Murfreesboro,*  TN","175164",168027,1970,1002,4165
"230","New Haven-Milford, CT","10444",9242,175,0,1027
"231","New Orleans-Metairie-Kenner,* LA","14494",14214,280,0,0
"232","New York-Northern New Jersey-Long Island,*  NY-NJ-PA","580648",302037,48563,49150,180898
"233","Niles-Benton Harbor, MI","2136",2136,0,0,0
"234","Norwich-New London,* CT","10626",10626,0,0,0
"235","Ocala,* FL","78850",75293,0,0,3557
"236","Ocean City,* NJ","39252",26041,9874,1210,2127
"237","Odessa,* TX","3303",3303,0,0,0
"238","Ogden-Clearfield, UT","55241",52651,464,347,1779
"239","Oklahoma City,* OK","110839",105108,291,200,5240
"240","Olympia, WA","26079",25677,0,0,402
"241","Omaha-Council Bluffs,* NE-IA","41310",39916,851,0,543
"242","Orlando,* FL","392025",342224,636,7435,41730
"243","Oshkosh-Neenah, WI","9600",5255,185,0,4160
"244","Owensboro, KY","1801",1321,0,480,0
"245","Oxnard-Thousand Oaks-Ventura, CA","48905",37051,0,417,11437
"246","Palm Bay-Melbourne-Titusville,* FL","122691",95584,753,0,26354
"247","Panama City-Lynn Haven,* FL","76747",9334,194,0,67219
"248","Parkersburg-Marietta, WV-OH","1576",1576,0,0,0
"249","Pascagoula, MS","10379",10379,0,0,0
"250","Pensacola-Ferry Pass-Brent, FL","44491",42959,0,0,1532
"251","Peoria, IL","11047",7899,2698,0,450
"252","Philadelphia-Camden-Wilmington,*  PA-NJ-DE-MD","183005",152712,1408,1379,27506
"253","Phoenix-Mesa-Scottsdale, AZ","726454",613705,3752,20297,88700
"254","Pine Bluff, AR","1410",1339,0,0,71
"255","Pittsburgh,* PA","63444",58821,517,1562,2544
"256","Pittsfield, MA","190",190,0,0,0
"257","Pocatello, ID","2958",2958,0,0,0
"258","Port St. Lucie-Fort Pierce,* FL","116735",103379,0,2144,11212
"259","Portland-South Portland-Biddeford,  ME","29597",28380,203,261,753
"260","Portland-Vancouver-Beaverton,* OR-WA","206007",170778,1380,1692,32157
"261","Poughkeepsie-Newburgh-Middletown,  NY","10017",9067,0,0,950
"262","Prescott, AZ","46689",46689,0,0,0
"263","Providence-New Bedford-Fall River,  RI-MA","41121",37611,925,263,2322
"264","Provo-Orem, UT","85554",83646,0,0,1908
"265","Pueblo,* CO","20167",16557,3610,0,0
"266","Punta Gorda,* FL","46583",33922,395,914,11352
"267","Racine, WI","8864",8000,864,0,0
"268","Raleigh-Cary,* NC","252761",202015,1350,0,49396
"269","Rapid City, SD","8613",8199,131,283,0
"270","Reading, PA","8306",6943,643,0,720
"271","Redding,* CA","18784",17203,223,323,1035
