"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","4482",4302,180,0,0
"2","Akron, OH","21422",20633,330,0,459
"3","Albany, GA","4691",4398,147,146,0
"4","Albany-Schenectady-Troy, NY","49640",20984,90,0,28566
"5","Albuquerque,* NM","53087",51868,0,204,1015
"6","Alexandria, LA","5533",5533,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","47430",46085,370,169,806
"8","Altoona, PA","287",287,0,0,0
"9","Amarillo, TX","12633",12633,0,0,0
"10","Ames, IA","6418",5418,0,0,1000
"11","Anchorage,* AK","14863",8917,5229,0,717
"12","Anderson, IN","6849",4330,2519,0,0
"13","Anderson, SC","32781",32781,0,0,0
"14","Ann Arbor, MI","5642",5185,155,0,302
"15","Anniston-Oxford, AL","1498",1498,0,0,0
"16","Appleton, WI","5878",5468,410,0,0
"17","Asheville, NC","62437",60530,303,0,1604
"18","Athens-Clarke County, GA","13364",12007,215,266,876
"19","Atlanta-Sandy Springs-Marietta,* GA","732359",612153,4628,8914,106664
"20","Atlantic City,* NJ","12583",9864,0,650,2069
"21","Auburn-Opelika,* AL","22600",22600,0,0,0
"22","Augusta-Richmond County, GA-SC","37968",37968,0,0,0
"23","Austin-Round Rock,* TX","258493",253797,1161,608,2927
"24","Bakersfield, CA","73519",64801,6303,1137,1278
"25","Baltimore-Towson,* MD","83377",46565,1880,0,34932
"26","Bangor, ME","2294",2294,0,0,0
"27","Barnstable Town, MA","17251",15858,0,164,1229
"28","Baton Rouge, LA","55520",55179,341,0,0
"29","Battle Creek, MI","1061",833,0,0,228
"30","Bay City, MI","442",442,0,0,0
"31","Beaumont-Port Arthur, TX","8183",7819,0,364,0
"32","Bellingham, WA","14030",11046,860,0,2124
"33","Bend,* OR","46972",43795,238,814,2125
"34","Billings, MT","8622",8622,0,0,0
"35","Binghamton, NY","501",501,0,0,0
"36","Birmingham-Hoover,* AL","92180",92180,0,0,0
"37","Bismarck, ND","12446",9811,0,2635,0
"38","Bloomington, IN","13435",12067,0,0,1368
"39","Bloomington-Normal, IL","5231",4939,0,0,292
"40","Boise City-Nampa,* ID","141946",132309,1186,4835,3616
"41","Boston-Cambridge-Quincy,* MA-NH","126102",85771,7705,3797,28829
"42","Boulder, CO","9397",8599,0,0,798
"43","Bowling Green, KY","11387",11387,0,0,0
"44","Bremerton-Silverdale, WA","26645",24589,1786,270,0
