"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3089",3089,0,0,0
"2","Akron, OH","19418",18959,0,0,459
"3","Albany, GA","5833",5127,301,217,188
"4","Albany-Schenectady-Troy, NY","27575",25220,557,800,998
"5","Albuquerque,* NM","91237",73296,0,2768,15173
"6","Alexandria, LA","5911",5911,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","47319",46836,127,0,356
"8","Altoona, PA","1010",1010,0,0,0
"9","Amarillo, TX","15398",15035,363,0,0
"10","Ames, IA","8109",8109,0,0,0
"11","Anchorage,* AK","40209",18349,3254,16663,1943
"12","Anderson, IN","3836",3836,0,0,0
"13","Anderson, SC","12240",12240,0,0,0
"14","Ann Arbor, MI","5980",5618,0,0,362
"15","Anniston-Oxford, AL","3373",3298,75,0,0
"16","Appleton, WI","16760",14920,0,0,1840
"17","Asheville, NC","72172",70282,186,700,1004
"18","Athens-Clarke County, GA","15576",15576,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","699090",504094,4772,2816,187408
"20","Atlantic City,* NJ","15107",14803,304,0,0
"21","Auburn-Opelika,* AL","18978",18277,701,0,0
"22","Augusta-Richmond County, GA-SC","32933",32933,0,0,0
"23","Austin-Round Rock,* TX","308220",237070,1383,9334,60433
"24","Bakersfield, CA","39493",36008,648,2837,0
"25","Baltimore-Towson,* MD","91985",83460,0,0,8525
"26","Bangor, ME","6057",4494,0,1563,0
"27","Barnstable Town, MA","15221",14025,0,513,683
"28","Baton Rouge, LA","70731",50457,0,0,20274
"29","Battle Creek, MI","5336",1436,0,0,3900
"30","Bay City, MI","335",335,0,0,0
"31","Beaumont-Port Arthur, TX","30901",9312,0,389,21200
"32","Bellingham, WA","18393",17463,0,0,930
"33","Bend,* OR","54015",50513,249,703,2550
"34","Billings, MT","11044",11044,0,0,0
"35","Binghamton, NY","1061",1061,0,0,0
"36","Birmingham-Hoover,* AL","99664",98592,0,814,258
"37","Bismarck, ND","25625",20103,0,1110,4412
"38","Bloomington, IN","6574",4738,1836,0,0
"39","Bloomington-Normal, IL","5290",4979,0,0,311
"40","Boise City-Nampa,* ID","100108",87327,502,12279,0
"41","Boston-Cambridge-Quincy,* MA-NH","215593",130152,3607,4670,77164
"42","Boulder, CO","9165",8728,0,0,437
"43","Bowling Green, KY","12547",12547,0,0,0
"44","Bremerton-Silverdale, WA","19328",18906,422,0,0
"45","Bridgeport-Stamford-Norwalk, CT","60406",48610,795,0,11001
"46","Brownsville-Harlingen, TX","19091",18955,136,0,0
"47","Brunswick, GA","16078",16078,0,0,0
"48","Buffalo-Niagara Falls, NY","19027",19027,0,0,0
"49","Burlington, NC","20355",20355,0,0,0
"50","Burlington-South Burlington, VT","7941",7769,172,0,0
"51","Canton-Massillon, OH","11256",11018,0,0,238
"52","Cape Coral-Fort Myers,* FL","134229",122574,125,1089,10441
"53","Carson City,* NV","3420",3420,0,0,0
"54","Casper, WY","5504",5504,0,0,0
"55","Cedar Rapids, IA","12076",10148,343,1339,246
"56","Champaign-Urbana, IL","9152",7655,0,897,600
"57","Charleston, WV","3574",3574,0,0,0
"58","Charleston-North Charleston,* SC","132017",114753,1137,264,15863
"59","Charlotte-Gastonia-Concord,* NC-SC","330402",274765,200,821,54616
"60","Charlottesville, VA","20073",20073,0,0,0
"61","Chattanooga, TN-GA","32106",29577,185,0,2344
"62","Cheyenne, WY","6520",6520,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","559953",458440,6207,10453,84853
"64","Chico, CA","11267",10416,218,315,318
