"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","1990",1990,0,0,0
"2","Akron, OH","14062",13638,0,0,424
"3","Albany, GA","2623",2285,150,0,188
"4","Albany-Schenectady-Troy, NY","79710",20047,0,0,59663
"5","Albuquerque,* NM","47032",42282,0,763,3987
"6","Alexandria, LA","3698",3698,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","25647",22881,0,0,2766
"8","Altoona, PA","0",0,0,0,0
"9","Amarillo, TX","8980",8980,0,0,0
"10","Ames, IA","5143",2726,0,0,2417
"11","Anchorage,* AK","15495",11983,1966,0,1546
"12","Anderson, IN","1824",1824,0,0,0
"13","Anderson, SC","8531",8531,0,0,0
"14","Ann Arbor, MI","3391",3089,0,0,302
"15","Anniston-Oxford, AL","2947",2947,0,0,0
"16","Appleton, WI","7346",7346,0,0,0
"17","Asheville, NC","37006",34883,186,495,1442
"18","Athens-Clarke County, GA","9877",8038,0,274,1565
"19","Atlanta-Sandy Springs-Marietta,* GA","275044",210679,975,2462,60928
"20","Atlantic City-Hammonton,* NJ","8715",7270,219,0,1226
"21","Auburn-Opelika,* AL","12506",11008,191,0,1307
"22","Augusta-Richmond County, GA-SC","23572",22412,0,0,1160
"23","Austin-Round Rock,* TX","148950",120466,3135,0,25349
"24","Bakersfield, CA","23516",21228,719,1142,427
"25","Baltimore-Towson,* MD","87045",59649,0,3000,24396
"26","Bangor, ME","9387",1060,0,0,8327
"27","Barnstable Town, MA","12712",7728,0,0,4984
"28","Baton Rouge, LA","42188",32177,373,293,9345
"29","Battle Creek, MI","1277",941,0,0,336
"30","Bay City, MI","314",314,0,0,0
"31","Beaumont-Port Arthur, TX","8673",8673,0,0,0
"32","Bellingham, WA","11030",11030,0,0,0
"33","Bend,* OR","16344",16093,0,0,251
"34","Billings, MT","9131",9131,0,0,0
"35","Binghamton, NY","965",965,0,0,0
"36","Birmingham-Hoover,* AL","72838",36111,0,0,36727
"37","Bismarck, ND","12984",10692,0,0,2292
"38","Bloomington, IN","5581",3942,204,0,1435
"39","Bloomington-Normal, IL","2309",2028,0,0,281
"40","Boise City-Nampa,* ID","50320",48248,1033,1039,0
"41","Boston-Cambridge-Quincy,* MA-NH","230814",80351,4824,3373,142266
"42","Boulder, CO","5215",3998,0,0,1217
"43","Bowling Green, KY","8195",7362,833,0,0
"44","Bradenton-Sarasota-Venice,* FL","41885",40178,118,324,1265
"45","Bremerton-Silverdale, WA","13347",13347,0,0,0
"46","Bridgeport-Stamford-Norwalk, CT","30572",25025,300,0,5247
"47","Brownsville-Harlingen, TX","10342",10032,0,310,0
"48","Brunswick, GA","10329",10329,0,0,0
"49","Buffalo-Niagara Falls, NY","17179",15329,0,0,1850
"50","Burlington, NC","7433",7433,0,0,0
"51","Burlington-South Burlington, VT","11287",6667,591,0,4029
"52","Canton-Massillon, OH","4767",4529,0,0,238
"53","Cape Coral-Fort Myers,* FL","35600",25442,424,1896,7838
"54","Carson City,* NV","550",550,0,0,0
"55","Casper, WY","10623",9223,0,1400,0
"56","Cedar Rapids, IA","7086",6175,668,243,0
"57","Champaign-Urbana, IL","13266",6750,0,0,6516
"58","Charleston, WV","1877",1877,0,0,0
"59","Charleston-North Charleston-Summerville,*  SC","86700",78484,253,1242,6721
"60","Charlotte-Gastonia-Concord,* NC-SC","211180",117802,0,1906,91472
"61","Charlottesville, VA","12854",12854,0,0,0
"62","Chattanooga, TN-GA","18441",17343,91,0,1007
"63","Cheyenne, WY","3043",3043,0,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","235489",199583,1036,8332,26538
"65","Chico, CA","6742",5216,0,764,762
"66","Cincinnati-Middletown,* OH-KY-IN","86760",70730,0,1463,14567
"67","Clarksville, TN-KY","14039",13294,0,745,0
"68","Cleveland, TN","4430",3700,128,245,357
"69","Cleveland-Elyria-Mentor,* OH","42600",40770,1300,0,530
"70","Coeur dAlene, ID","16043",11999,412,0,3632
"71","College Station-Bryan, TX","10095",10095,0,0,0
"72","Colorado Springs,* CO","44719",29152,0,0,15567
"73","Columbia, MO","9845",8244,523,263,815
"74","Columbia,* SC","48857",46769,0,0,2088
"75","Columbus, GA-AL","12216",9213,0,136,2867
"76","Columbus, IN","3289",3289,0,0,0
"77","Columbus,* OH","119857",62375,100,0,57382
"78","Corpus Christi, TX","11113",10432,281,400,0
"79","Corvallis, OR","956",956,0,0,0
"80","Cumberland, MD-WV","759",759,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","445349",376723,1492,1081,66053
"82","Dalton, GA","3737",3393,97,0,247
"83","Danville, IL","0",0,0,0,0
"84","Danville, VA","1118",1118,0,0,0
"85","Davenport-Moline-Rock Island,  IA-IL","6444",5939,101,0,404
"86","Dayton, OH","36546",36386,160,0,0
"87","Decatur, AL","1522",1522,0,0,0
"88","Decatur, IL","1009",1009,0,0,0
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","24093",22428,0,0,1665
"90","Denver-Aurora,* CO","140950",114611,310,0,26029
"91","Des Moines-West Des Moines,* IA","47665",29322,180,0,18163
"92","Detroit-Warren-Livonia,* MI","42124",39006,0,0,3118
"93","Dothan, AL","5765",5765,0,0,0
"94","Dover,* DE","9339",8997,0,0,342
"95","Dubuque, IA","3654",3319,335,0,0
"96","Duluth, MN-WI","8588",5943,0,0,2645
"97","Durham,* NC","45518",44693,400,0,425
"98","Eau Claire, WI","6862",6562,300,0,0
"99","El Centro, CA","3455",2842,0,276,337
"100","El Paso, TX","42755",42755,0,0,0
"101","Elizabethtown, KY","4891",4044,0,243,604
"102","Elkhart-Goshen, IN","7708",7019,0,0,689
"103","Elmira, NY","116",116,0,0,0
"104","Erie, PA","4016",4016,0,0,0
"105","Eugene-Springfield, OR","9813",9546,267,0,0
"106","Evansville, IN-KY","9950",6554,0,56,3340
"107","Fairbanks,* AK","775",775,0,0,0
"108","Fargo, ND-MN","17072",15672,0,0,1400
"109","Farmington,* NM","7237",7237,0,0,0
"110","Fayetteville, NC","18521",17476,0,0,1045
"111","Fayetteville-Springdale-Rogers,  AR-MO","23653",17805,1634,758,3456
"112","Flagstaff, AZ","4677",4677,0,0,0
"113","Flint, MI","3036",3036,0,0,0
"114","Florence, SC","7003",5983,0,0,1020
"115","Florence-Muscle Shoals, AL","2488",2025,80,0,383
"116","Fond du Lac, WI","1622",1075,247,0,300
"117","Fort Collins-Loveland,* CO","16357",12579,0,0,3778
"118","Fort Smith, AR-OK","5763",4803,760,200,0
"119","Fort Walton Beach-Crestview-Destin,  FL","8068",5282,0,0,2786
"120","Fort Wayne,* IN","15359",15209,150,0,0
"121","Fresno, CA","75947",75069,122,276,480
"122","Gadsden, AL","1354",1354,0,0,0
"123","Gainesville, FL","6603",4716,0,0,1887
"124","Gainesville, GA","6107",6107,0,0,0
"125","Glens Falls, NY","5203",4963,240,0,0
"126","Goldsboro, NC","4302",4302,0,0,0
"127","Grand Forks, ND-MN","2091",2091,0,0,0
"128","Grand Junction,* CO","15713",15713,0,0,0
"129","Grand Rapids-Wyoming,* MI","21596",16077,0,0,5519
"130","Great Falls, MT","1147",1147,0,0,0
"131","Greeley,* CO","25587",24008,0,193,1386
"132","Green Bay, WI","9463",8817,0,281,365
"133","Greensboro-High Point,* NC","41046",32795,0,0,8251
"134","Greenville, NC","23685",7081,1163,0,15441
"135","Greenville,* SC","38471",35546,100,0,2825
"136","Gulfport-Biloxi, MS","34381",26007,1537,837,6000
"137","Hagerstown-Martinsburg, MD-WV","15809",12689,0,0,3120
"138","Hanford-Corcoran, CA","1548",899,649,0,0
"139","Harrisburg-Carlisle, PA","15065",15065,0,0,0
"140","Harrisonburg,* VA","10721",7454,0,0,3267
"141","Hartford-West Hartford-East Hartford,  CT","41989",20150,100,0,21739
"142","Hattiesburg, MS","755",755,0,0,0
"143","Hickory-Lenoir-Morganton, NC","16888",15775,72,0,1041
"144","Hinesville-Fort Stewart, GA","2508",660,0,0,1848
"145","Holland-Grand Haven, MI","9073",7557,319,0,1197
"146","Honolulu,* HI","37659",18641,0,678,18340
"147","Hot Springs, AR","547",547,0,0,0
