"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3210",3210,0,0,0
"2","Akron, OH","32009",30443,220,744,602
"3","Albany, GA","6381",6076,127,178,0
"4","Albany-Schenectady-Troy, NY","54139",34038,0,0,20101
"5","Albuquerque,* NM","82392",80876,0,223,1293
"6","Alexandria, LA","8093",8093,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","66944",65673,0,0,1271
"8","Altoona, PA","0",0,0,0,0
"9","Amarillo, TX","10421",10421,0,0,0
"10","Ames, IA","23789",9189,0,0,14600
"11","Anchorage,* AK","57218",26676,5265,1640,23637
"12","Anderson, IN","6419",6419,0,0,0
"13","Anderson, SC","16421",13756,0,0,2665
"14","Ann Arbor, MI","12343",11826,155,0,362
"15","Anniston-Oxford, AL","2422",2422,0,0,0
"16","Appleton, WI","22946",19146,0,0,3800
"17","Asheville, NC","53446",52869,577,0,0
"18","Athens-Clarke County, GA","25061",16484,881,0,7696
"19","Atlanta-Sandy Springs-Marietta,* GA","743465",687251,870,576,54768
"20","Atlantic City,* NJ","27051",24133,764,692,1462
"21","Auburn-Opelika,* AL","16764",15591,277,0,896
"22","Augusta-Richmond County, GA-SC","37415",37415,0,0,0
"23","Austin-Round Rock,* TX","252770",204305,757,139,47569
"24","Bakersfield, CA","84814",82039,390,816,1569
"25","Baltimore-Towson,* MD","115492",104313,628,1614,8937
"26","Bangor, ME","4955",4955,0,0,0
"27","Barnstable Town, MA","22489",20714,0,0,1775
"28","Baton Rouge, LA","41166",38839,0,608,1719
"29","Battle Creek, MI","531",531,0,0,0
"30","Bay City, MI","860",860,0,0,0
"31","Beaumont-Port Arthur, TX","14430",6465,0,0,7965
"32","Bellingham, WA","27391",20716,259,746,5670
"33","Bend,* OR","83374",79465,965,2944,0
"34","Billings, MT","10145",9194,0,0,951
"35","Binghamton, NY","350",350,0,0,0
"36","Birmingham-Hoover,* AL","114740",109928,36,1892,2884
"37","Bismarck, ND","15645",14415,0,1230,0
"38","Bloomington, IN","10654",7837,1439,237,1141
"39","Bloomington-Normal, IL","9758",9415,0,0,343
"40","Boise City-Nampa,* ID","149621",145921,1329,2371,0
"41","Boston-Cambridge-Quincy,* MA-NH","198737",133897,9739,3218,51883
"42","Boulder, CO","13807",13147,0,0,660
"43","Bowling Green, KY","11438",10967,471,0,0
"44","Bremerton-Silverdale, WA","19031",19031,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","50043",44545,186,271,5041
"46","Brownsville-Harlingen, TX","21910",21223,325,362,0
"47","Brunswick, GA","13974",12590,0,0,1384
"48","Buffalo-Niagara Falls, NY","24122",23962,160,0,0
"49","Burlington, NC","11388",11388,0,0,0
"50","Burlington-South Burlington, VT","11571",9802,885,390,494
"51","Canton-Massillon, OH","17991",17752,0,0,239
"52","Cape Coral-Fort Myers,* FL","373654",315913,1605,623,55513
"53","Carson City,* NV","2515",2515,0,0,0
"54","Casper,* WY","6136",6136,0,0,0
"55","Cedar Rapids, IA","16003",12981,484,2538,0
"56","Champaign-Urbana, IL","15666",13747,377,0,1542
"57","Charleston, WV","5683",5683,0,0,0
"58","Charleston-North Charleston,* SC","113789",109129,120,362,4178
"59","Charlotte-Gastonia-Concord,* NC-SC","274561",248211,200,1745,24405
"60","Charlottesville,* VA","34580",34580,0,0,0
"61","Chattanooga, TN-GA","31262",28750,89,1501,922
"62","Cheyenne, WY","10214",9542,0,261,411
"63","Chicago-Naperville-Joliet,* IL-IN-WI","846854",689281,8125,24250,125198
"64","Chico, CA","16121",16121,0,0,0
"65","Cincinnati-Middletown,* OH-KY-IN","186165",173653,425,1593,10494
"66","Clarksville, TN-KY","23805",21070,400,2175,160
"67","Cleveland, TN","6279",6279,0,0,0
"68","Cleveland-Elyria-Mentor,* OH","130048",124322,965,2702,2059
"69","Coeur d""Alene, ID","42876",39430,471,329,2646
"70","College Station-Bryan, TX","14963",13129,1432,0,402
"71","Colorado Springs,* CO","112092",105957,1434,1804,2897
"72","Columbia, MO","21839",18082,3307,450,0
"73","Columbia,* SC","72072",66456,102,0,5514
"74","Columbus, GA-AL","24427",18071,0,750,5606
"75","Columbus, IN","4289",4289,0,0,0
"76","Columbus,* OH","200055",175788,3068,3731,17468
"77","Corpus Christi, TX","16605",16425,180,0,0
"78","Corvallis, OR","3240",3240,0,0,0
"79","Cumberland, MD-WV","3073",3073,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","811615",732417,2286,1187,75725
"81","Dalton,* GA","10214",9583,88,174,369
"82","Danville, IL","120",120,0,0,0
"83","Danville,* VA","2734",2734,0,0,0
"84","Davenport-Moline-Rock Island,  IA-IL","14333",13459,338,0,536
"85","Dayton, OH","42515",42115,400,0,0
"86","Decatur, AL","3219",3219,0,0,0
"87","Decatur, IL","1525",1525,0,0,0
"88","Deltona-Daytona Beach-Ormond Beach,*  FL","119272",88473,359,0,30440
