"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3162",3002,160,0,0
"2","Akron, OH","6408",6125,0,0,283
"3","Albany, GA","2496",2496,0,0,0
"4","Albany-Schenectady-Troy, NY","14471",14261,0,210,0
"5","Albuquerque,* NM","43740",36803,0,1894,5043
"6","Alexandria, LA","4360",4360,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","23922",23123,0,0,799
"8","Altoona, PA","0",0,0,0,0
"9","Amarillo, TX","14492",14492,0,0,0
"10","Ames, IA","2566",2566,0,0,0
"11","Anchorage,* AK","9958",4846,0,2584,2528
"12","Anderson, IN","517",517,0,0,0
"13","Anderson, SC","8256",8256,0,0,0
"14","Ann Arbor, MI","4476",3864,0,0,612
"15","Anniston-Oxford, AL","1685",1620,65,0,0
"16","Appleton, WI","5410",5410,0,0,0
"17","Asheville, NC","38807",38807,0,0,0
"18","Athens-Clarke County, GA","7968",5649,0,0,2319
"19","Atlanta-Sandy Springs-Marietta,* GA","257816",247101,692,2930,7093
"20","Atlantic City-Hammonton,* NJ","6705",6209,0,0,496
"21","Auburn-Opelika,* AL","11382",11382,0,0,0
"22","Augusta-Richmond County, GA-SC","21054",21054,0,0,0
"23","Austin-Round Rock,* TX","211133",128360,4485,0,78288
"24","Bakersfield, CA","25440",22340,555,2075,470
"25","Baltimore-Towson,* MD","43190",37919,0,0,5271
"26","Bangor, ME","1940",1480,0,460,0
"27","Barnstable Town, MA","15650",15650,0,0,0
"28","Baton Rouge, LA","32654",24154,0,0,8500
"29","Battle Creek, MI","180",180,0,0,0
"30","Bay City, MI","160",160,0,0,0
"31","Beaumont-Port Arthur, TX","4935",4935,0,0,0
"32","Bellingham, WA","7304",5192,150,800,1162
"33","Bend,* OR","14316",13956,360,0,0
"34","Billings, MT","8066",8066,0,0,0
"35","Binghamton, NY","175",175,0,0,0
"36","Birmingham-Hoover,* AL","56675",51921,0,0,4754
"37","Bismarck, ND","6043",3777,0,0,2266
"38","Bloomington, IN","3098",2904,0,194,0
"39","Bloomington-Normal, IL","2560",2387,0,0,173
"40","Boise City-Nampa,* ID","49903",47871,250,1782,0
"41","Boston-Cambridge-Quincy,* MA-NH","66015",51272,1945,1156,11642
"42","Boulder, CO","10623",9435,0,0,1188
"43","Bowling Green, KY","4546",4546,0,0,0
"44","Bradenton-Sarasota-Venice,* FL","41571",35355,0,1653,4563
"45","Bremerton-Silverdale, WA","15194",11504,0,829,2861
"46","Bridgeport-Stamford-Norwalk, CT","30667",27595,3072,0,0
"47","Brownsville-Harlingen, TX","10683",10244,0,200,239
"48","Brunswick, GA","8855",8855,0,0,0
"49","Buffalo-Niagara Falls, NY","13527",13527,0,0,0
"50","Burlington, NC","9033",8705,0,328,0
"51","Burlington-South Burlington, VT","3750",3750,0,0,0
"52","Canton-Massillon, OH","4271",4033,0,0,238
"53","Cape Coral-Fort Myers,* FL","44121",38419,300,0,5402
"54","Carson City,* NV","131",131,0,0,0
"55","Casper, WY","1838",1838,0,0,0
"56","Cedar Rapids, IA","3025",2471,0,554,0
"57","Champaign-Urbana, IL","14283",3513,0,0,10770
"58","Charleston, WV","1557",1557,0,0,0
"59","Charleston-North Charleston-Summerville,*  SC","57434",51804,243,264,5123
"60","Charlotte-Gastonia-Concord,* NC-SC","205208",177927,159,412,26710
"61","Charlottesville, VA","11359",10338,0,0,1021
"62","Chattanooga, TN-GA","15911",14549,93,0,1269
"63","Cheyenne, WY","2467",2467,0,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","160602",123027,2111,6339,29125
"65","Chico, CA","6965",6723,242,0,0
"66","Cincinnati-Middletown,* OH-KY-IN","51593",45342,0,1420,4831
"67","Clarksville, TN-KY","8529",8479,50,0,0
"68","Cleveland, TN","3704",3634,70,0,0
"69","Cleveland-Elyria-Mentor,* OH","30072",29936,0,136,0
"70","Coeur dAlene, ID","15444",8920,0,0,6524
"71","College Station-Bryan, TX","19070",15953,0,515,2602
"72","Colorado Springs,* CO","17278",17278,0,0,0
"73","Columbia, MO","9358",9358,0,0,0
"74","Columbia,* SC","43031",40593,0,350,2088
"75","Columbus, GA-AL","10789",9187,0,136,1466
"76","Columbus, IN","1876",1876,0,0,0
"77","Columbus,* OH","32893",30808,0,2085,0
"78","Corpus Christi, TX","11671",11311,360,0,0
"79","Corvallis, OR","1160",1160,0,0,0
"80","Cumberland, MD-WV","991",991,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","438836",386737,3275,939,47885
"82","Dalton, GA","3414",3157,0,0,257
"83","Danville, IL","0",0,0,0,0
"84","Danville, VA","1118",1118,0,0,0
"85","Davenport-Moline-Rock Island,  IA-IL","2301",2301,0,0,0
"86","Dayton, OH","37758",10188,306,0,27264
"87","Decatur, AL","2249",1849,0,0,400
"88","Decatur, IL","0",0,0,0,0
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","31273",16325,0,0,14948
"90","Denver-Aurora,* CO","167349",88414,558,715,77662
"91","Des Moines-West Des Moines,* IA","16880",16880,0,0,0
"92","Detroit-Warren-Livonia,* MI","39215",28948,0,0,10267
"93","Dothan, AL","2883",2883,0,0,0
"94","Dover,* DE","8201",8201,0,0,0
"95","Dubuque, IA","1547",1174,373,0,0
"96","Duluth, MN-WI","2354",1786,0,0,568
"97","Durham,* NC","37754",34987,240,0,2527
"98","Eau Claire, WI","1123",625,498,0,0
"99","El Centro, CA","6588",6146,0,0,442
"100","El Paso, TX","44336",36103,0,0,8233
"101","Elizabethtown, KY","2854",2604,250,0,0
"102","Elkhart-Goshen, IN","5052",5052,0,0,0
"103","Elmira, NY","0",0,0,0,0
"104","Erie, PA","396",396,0,0,0
"105","Eugene-Springfield, OR","18888",12851,329,0,5708
"106","Evansville, IN-KY","4590",4347,0,0,243
"107","Fairbanks,* AK","1711",1469,242,0,0
"108","Fargo, ND-MN","975",975,0,0,0
"109","Farmington,* NM","4700",4492,0,208,0
"110","Fayetteville, NC","41322",20078,0,0,21244
"111","Fayetteville-Springdale-Rogers,  AR-MO","67308",14993,1154,2012,49149
"112","Flagstaff, AZ","3192",3192,0,0,0
"113","Flint, MI","4686",1623,0,0,3063
"114","Florence, SC","4526",4526,0,0,0
"115","Florence-Muscle Shoals, AL","4800",3667,0,0,1133
"116","Fond du Lac, WI","1521",930,350,0,241
"117","Fort Collins-Loveland,* CO","11422",10558,0,0,864
"118","Fort Smith, AR-OK","5024",4749,0,0,275
"119","Fort Walton Beach-Crestview-Destin,  FL","6413",6413,0,0,0
"120","Fort Wayne,* IN","4622",4622,0,0,0
"121","Fresno, CA","16727",16134,0,163,430
"122","Gadsden, AL","948",948,0,0,0
"123","Gainesville, FL","10434",5583,172,2489,2190
"124","Gainesville, GA","12244",12244,0,0,0
"125","Glens Falls, NY","2217",1904,0,0,313
"126","Goldsboro, NC","6075",6075,0,0,0
"127","Grand Forks, ND-MN","689",459,230,0,0
"128","Grand Junction,* CO","14690",9083,0,0,5607
"129","Grand Rapids-Wyoming,* MI","14622",12971,205,226,1220
"130","Great Falls, MT","1575",1575,0,0,0
"131","Greeley,* CO","18281",15763,0,193,2325
"132","Green Bay, WI","4466",3945,0,0,521
"133","Greensboro-High Point,* NC","53402",45101,0,0,8301
"134","Greenville, NC","10704",9995,709,0,0
