"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","2853",2733,120,0,0
"2","Akron,* OH","21680",21070,340,270,0
"3","Albany, GA","6298",6298,0,0,0
"4","Albany-Schenectady-Troy, NY","22758",20663,490,695,910
"5","Albuquerque,* NM","63105",50220,0,385,12500
"6","Alexandria, LA","3613",3613,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","34382",32556,0,231,1595
"8","Altoona, PA","250",250,0,0,0
"9","Amarillo, TX","8213",8213,0,0,0
"10","Ames, IA","12183",1729,0,0,10454
"11","Anchorage,* AK","12534",10440,1188,906,0
"12","Anderson,* IN","3011",3011,0,0,0
"13","Anderson,* SC","16574",16574,0,0,0
"14","Ann Arbor,* MI","17089",17089,0,0,0
"15","Anniston-Oxford, AL","2147",2067,80,0,0
"16","Appleton, WI","12963",10932,1617,0,414
"17","Asheville, NC","34845",34265,340,0,240
"18","Athens-Clarke County, GA","15583",13663,0,1089,831
"19","Atlanta-Sandy Springs-Marietta,* GA","615230",526257,2250,1874,84849
"20","Atlantic City,* NJ","8292",8292,0,0,0
"21","Auburn-Opelika,* AL","17342",16114,1228,0,0
"22","Augusta-Richmond County, GA-SC","41752",41692,60,0,0
"23","Austin-Round Rock,* TX","160616",120828,1063,4428,34297
"24","Bakersfield, CA","62851",59103,382,3366,0
"25","Baltimore-Towson,* MD","68599",65863,0,174,2562
"26","Bangor, ME","1287",1287,0,0,0
"27","Barnstable Town, MA","21048",20869,0,179,0
"28","Baton Rouge, LA","33785",29154,0,1050,3581
"29","Battle Creek, MI","925",925,0,0,0
"30","Bay City, MI","1072",1072,0,0,0
"31","Beaumont-Port Arthur, TX","7725",7487,0,0,238
"32","Bellingham, WA","14445",13208,329,908,0
"33","Bend,* OR","33400",30605,1680,1115,0
"34","Billings, MT","3485",2720,0,765,0
"35","Binghamton, NY","1267",1267,0,0,0
"36","Birmingham-Hoover,* AL","100527",76338,0,0,24189
"37","Bismarck, ND","685",685,0,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","8317",8109,0,0,208
"39","Bloomington, IN","6272",4277,1259,236,500
