"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3852",3852,0,0,0
"2","Akron, OH","11219",10726,0,69,424
"3","Albany, GA","2477",2174,150,153,0
"4","Albany-Schenectady-Troy, NY","18854",16498,0,0,2356
"5","Albuquerque,* NM","33514",30329,233,422,2530
"6","Alexandria, LA","3417",3417,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","30373",28426,321,316,1310
"8","Altoona, PA","0",0,0,0,0
"9","Amarillo, TX","9745",9745,0,0,0
"10","Ames, IA","3120",2586,0,0,534
"11","Anchorage,* AK","14540",13137,0,1403,0
"12","Anderson, IN","1328",1328,0,0,0
"13","Anderson, SC","7446",7446,0,0,0
"14","Ann Arbor, MI","4080",3778,0,0,302
"15","Anniston-Oxford, AL","1440",1370,70,0,0
"16","Appleton, WI","9023",8603,420,0,0
"17","Asheville, NC","40804",39410,186,0,1208
"18","Athens-Clarke County, GA","9013",8849,164,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","231976",172997,0,793,58186
"20","Atlantic City-Hammonton,* NJ","10804",10585,219,0,0
"21","Auburn-Opelika,* AL","10904",10061,243,600,0
"22","Augusta-Richmond County, GA-SC","17097",17037,60,0,0
"23","Austin-Round Rock,* TX","189786",123399,1701,1077,63609
"24","Bakersfield, CA","22735",18387,944,3099,305
"25","Baltimore-Towson,* MD","103903",48551,0,0,55352
"26","Bangor, ME","3019",2839,180,0,0
"27","Barnstable Town, MA","14350",10413,0,164,3773
"28","Baton Rouge, LA","45606",33899,182,0,11525
"29","Battle Creek, MI","871",591,0,0,280
"30","Bay City, MI","460",460,0,0,0
"31","Beaumont-Port Arthur, TX","7893",7893,0,0,0
"32","Bellingham, WA","11662",9506,0,0,2156
"33","Bend,* OR","18519",18004,264,0,251
"34","Billings, MT","6859",6859,0,0,0
"35","Binghamton, NY","985",985,0,0,0
"36","Birmingham-Hoover,* AL","62802",35383,0,0,27419
"37","Bismarck, ND","9668",9160,0,0,508
"38","Bloomington, IN","4226",4029,197,0,0
"39","Bloomington-Normal, IL","2393",2112,0,0,281
"40","Boise City-Nampa,* ID","41583",39470,929,1184,0
"41","Boston-Cambridge-Quincy,* MA-NH","105401",79135,2135,2694,21437
"42","Boulder, CO","7034",5605,0,1053,376
"43","Bowling Green, KY","6196",6196,0,0,0
"44","Bradenton-Sarasota-Venice,* FL","40008",34927,118,614,4349
"45","Bremerton-Silverdale, WA","15918",12598,0,3320,0
"46","Bridgeport-Stamford-Norwalk, CT","36500",29532,151,0,6817
"47","Brownsville-Harlingen, TX","8709",8228,228,253,0
"48","Brunswick, GA","9799",9799,0,0,0
"49","Buffalo-Niagara Falls, NY","21438",20688,0,0,750
"50","Burlington, NC","9970",9970,0,0,0
"51","Burlington-South Burlington, VT","7173",5971,0,0,1202
"52","Canton-Massillon, OH","6049",5811,0,0,238
"53","Cape Coral-Fort Myers,* FL","30085",30085,0,0,0
"54","Carson City,* NV","872",872,0,0,0
"55","Casper, WY","10002",10002,0,0,0
"56","Cedar Rapids, IA","10128",7220,442,2138,328
"57","Champaign-Urbana, IL","4860",4441,0,419,0
"58","Charleston, WV","2573",1629,0,507,437
"59","Charleston-North Charleston-Summerville,*  SC","79845",68143,500,0,11202
"60","Charlotte-Gastonia-Concord,* NC-SC","145220",121668,1085,0,22467
"61","Charlottesville, VA","13060",13060,0,0,0
"62","Chattanooga, TN-GA","13573",12292,91,0,1190
"63","Cheyenne, WY","2571",2571,0,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","258818",218015,2474,9485,28844
"65","Chico, CA","7650",5614,0,1393,643
"66","Cincinnati-Middletown,* OH-KY-IN","76980",66405,522,2808,7245
"67","Clarksville, TN-KY","12846",12646,0,200,0
"68","Cleveland, TN","5542",5010,100,432,0
"69","Cleveland-Elyria-Mentor,* OH","51041",48582,222,1093,1144
"70","Coeur dAlene, ID","11749",11063,249,437,0
"71","College Station-Bryan, TX","28785",9634,151,0,19000
"72","Colorado Springs,* CO","60063",36846,428,0,22789
"73","Columbia, MO","10290",10290,0,0,0
"74","Columbia,* SC","68180",45820,0,0,22360
"75","Columbus, GA-AL","9900",8239,0,0,1661
"76","Columbus, IN","3570",3570,0,0,0
"77","Columbus,* OH","66559",56865,226,4358,5110
"78","Corpus Christi, TX","10751",10644,0,107,0
"79","Corvallis, OR","2719",2719,0,0,0
"80","Cumberland, MD-WV","1588",1588,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","502586",362554,2259,1147,136626
"82","Dalton, GA","3821",3285,97,143,296
"83","Danville, IL","0",0,0,0,0
"84","Danville, VA","994",994,0,0,0
"85","Davenport-Moline-Rock Island,  IA-IL","6284",6284,0,0,0
"86","Dayton, OH","19019",18219,0,0,800
"87","Decatur, AL","1542",1542,0,0,0
"88","Decatur, IL","0",0,0,0,0
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","26501",22040,339,0,4122
"90","Denver-Aurora,* CO","116477",96915,1321,740,17501
"91","Des Moines-West Des Moines,* IA","36196",30008,360,0,5828
"92","Detroit-Warren-Livonia,* MI","47203",44620,232,238,2113
"93","Dothan, AL","4478",4478,0,0,0
"94","Dover,* DE","11569",11569,0,0,0
"95","Dubuque, IA","2854",2854,0,0,0
"96","Duluth, MN-WI","5145",5145,0,0,0
"97","Durham,* NC","50560",48352,0,0,2208
"98","Eau Claire, WI","6091",2933,2203,955,0
"99","El Centro, CA","4940",4127,0,368,445
"100","El Paso, TX","37609",37609,0,0,0
"101","Elizabethtown, KY","4580",2822,242,0,1516
"102","Elkhart-Goshen, IN","6597",6259,150,188,0
"103","Elmira, NY","0",0,0,0,0
"104","Erie, PA","3249",2549,0,0,700
"105","Eugene-Springfield, OR","11680",10469,0,264,947
"106","Evansville, IN-KY","8438",6347,0,210,1881
"107","Fairbanks,* AK","1012",1012,0,0,0
"108","Fargo, ND-MN","25552",22152,0,0,3400
"109","Farmington,* NM","3924",3579,0,345,0
"110","Fayetteville, NC","23267",23267,0,0,0
"111","Fayetteville-Springdale-Rogers,  AR-MO","22436",16447,1008,505,4476
"112","Flagstaff, AZ","6184",5886,298,0,0
"113","Flint, MI","2070",2070,0,0,0
"114","Florence, SC","6895",5575,0,0,1320
"115","Florence-Muscle Shoals, AL","2184",1904,80,0,200
"116","Fond du Lac, WI","6187",1225,200,177,4585
"117","Fort Collins-Loveland,* CO","14602",14139,0,432,31
"118","Fort Smith, AR-OK","6721",6226,425,70,0
"119","Fort Walton Beach-Crestview-Destin,  FL","5814",4991,0,0,823
"120","Fort Wayne,* IN","19370",19370,0,0,0
"121","Fresno, CA","22347",22217,130,0,0
"122","Gadsden, AL","1765",1765,0,0,0
"123","Gainesville, FL","6289",3976,0,0,2313
"124","Gainesville, GA","3709",3709,0,0,0
"125","Glens Falls, NY","5609",5609,0,0,0
"126","Goldsboro, NC","2440",2341,99,0,0
"127","Grand Forks, ND-MN","1347",1347,0,0,0
"128","Grand Junction,* CO","9219",9219,0,0,0
"129","Grand Rapids-Wyoming,* MI","18562",17454,150,0,958
"130","Great Falls, MT","2513",2513,0,0,0
"131","Greeley,* CO","16844",16555,0,0,289
"132","Green Bay, WI","9624",9138,0,0,486
"133","Greensboro-High Point,* NC","38903",34380,0,0,4523
"134","Greenville, NC","14978",5445,966,0,8567
"135","Greenville,* SC","33318",26890,126,0,6302
"136","Gulfport-Biloxi, MS","17387",15694,1558,135,0
"137","Hagerstown-Martinsburg, MD-WV","20117",18797,0,0,1320
"138","Hanford-Corcoran, CA","3346",3346,0,0,0
"139","Harrisburg-Carlisle, PA","17067",14276,240,556,1995
"140","Harrisonburg,* VA","14584",9277,120,0,5187
"141","Hartford-West Hartford-East Hartford,  CT","21046",17390,104,113,3439
"142","Hattiesburg, MS","21186",1186,0,0,20000
"143","Hickory-Lenoir-Morganton, NC","16639",15847,792,0,0
"144","Hinesville-Fort Stewart, GA","124",124,0,0,0
"145","Holland-Grand Haven, MI","7749",4355,0,0,3394
"146","Honolulu,* HI","28218",15534,0,904,11780
"147","Hot Springs, AR","547",547,0,0,0
"148","Houma-Bayou Cane-Thibodaux, LA","8742",8742,0,0,0
"149","Houston-Sugar Land-Baytown,* TX","618292",522483,1774,251,93784
"150","Huntington-Ashland, WV-KY-OH","220",220,0,0,0
"151","Huntsville, AL","19498",19498,0,0,0
"152","Idaho Falls, ID","6739",6739,0,0,0
"153","Indianapolis-Carmel,* IN","102980",78262,1302,0,23416
"154","Iowa City, IA","10084",8334,0,0,1750
"155","Ithaca, NY","2419",1294,0,0,1125
"156","Jackson, MI","417",417,0,0,0
"157","Jackson, MS","31402",31402,0,0,0
"158","Jackson, TN","3212",3212,0,0,0
"159","Jacksonville,* FL","90671",86435,218,0,4018
"160","Jacksonville, NC","11130",11130,0,0,0
"161","Janesville, WI","1564",1564,0,0,0
"162","Jefferson City, MO","2916",2718,0,198,0
"163","Johnson City, TN","6047",6047,0,0,0
"164","Johnstown, PA","0",0,0,0,0
"165","Jonesboro, AR","2884",2707,0,177,0
"166","Joplin, MO","1128",1128,0,0,0
"167","Kalamazoo-Portage, MI","16194",12669,603,0,2922
"168","Kankakee-Bradley, IL","2064",2064,0,0,0
"169","Kansas City,* MO-KS","74248",58178,4012,5644,6414
"170","Kennewick-Pasco-Richland, WA","14319",13365,288,0,666
"171","Killeen-Temple-Fort Hood, TX","17179",15054,2125,0,0
"172","Kingsport-Bristol-Bristol, TN-VA","5163",4812,93,0,258
"173","Kingston, NY","9267",3267,0,0,6000
"174","Knoxville, TN","21204",20600,604,0,0
"175","Kokomo, IN","461",461,0,0,0
"176","La Crosse, WI-MN","5346",4683,0,375,288
"177","Lafayette, IN","8198",8107,0,0,91
"178","Lafayette, LA","10134",9254,0,0,880
"179","Lake Charles, LA","7023",4217,251,0,2555
"180","Lake Havasu City-Kingman, AZ","4637",4637,0,0,0
"181","Lakeland-Winter Haven,* FL","44945",44071,0,0,874
"182","Lancaster, PA","11487",11142,0,345,0
"183","Lansing-East Lansing, MI","5618",4887,0,0,731
"184","Laredo,* TX","9936",8489,0,201,1246
"185","Las Cruces,* NM","10439",10439,0,0,0
"186","Las Vegas-Paradise,* NV","123953",98398,0,1263,24292
"187","Lawrence, KS","38346",2879,134,0,35333
"188","Lawton, OK","2568",2568,0,0,0
"189","Lebanon, PA","6501",6501,0,0,0
"190","Lewiston, ID-WA","432",432,0,0,0
"191","Lewiston-Auburn, ME","2270",2076,194,0,0
"192","Lexington-Fayette, KY","56481",16512,250,0,39719
"193","Lima, OH","0",0,0,0,0
"194","Lincoln, NE","8325",6555,1770,0,0
"195","Little Rock-North Little Rock, AR","31672",22867,165,0,8640
"196","Logan, UT-ID","7190",6773,0,0,417
"197","Longview, TX","2352",2352,0,0,0
"198","Longview, WA","2759",2759,0,0,0
"199","Los Angeles-Long Beach-Santa Ana,*  CA","268599",106877,8121,3144,150457
"200","Louisville-Jefferson County,* KY-IN","56040",41705,246,269,13820
"201","Lubbock, TX","18299",18299,0,0,0
"202","Lynchburg, VA","13645",12763,0,0,882
"203","Macon, GA","4343",4343,0,0,0
"204","Madera, CA","5581",5581,0,0,0
"205","Madison,* WI","28208",18636,428,248,8896
