"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3151",3151,0,0,0
"2","Akron,* OH","25512",24184,198,361,769
"3","Albany, GA","5399",5138,261,0,0
"4","Albany-Schenectady-Troy, NY","29600",25597,0,0,4003
"5","Albuquerque,* NM","59665",59578,0,87,0
"6","Alexandria, LA","2825",2825,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","42151",40575,0,952,624
"8","Altoona, PA","250",0,0,0,250
"9","Amarillo, TX","11176",11176,0,0,0
"10","Ames, IA","4982",4314,0,0,668
"11","Anchorage,* AK","23900",8095,2876,761,12168
"12","Anderson,* IN","6044",6044,0,0,0
"13","Anderson,* SC","11521",11521,0,0,0
"14","Ann Arbor,* MI","23135",22833,0,0,302
"15","Anniston-Oxford, AL","2503",2503,0,0,0
"16","Appleton, WI","8154",8154,0,0,0
"17","Asheville, NC","49281",44463,1180,1141,2497
"18","Athens-Clarke County, GA","22593",21497,0,0,1096
"19","Atlanta-Sandy Springs-Marietta,* GA","689155",581914,1165,3082,102994
"20","Atlantic City,* NJ","18546",17591,401,554,0
"21","Auburn-Opelika,* AL","9201",8074,0,0,1127
"22","Augusta-Richmond County, GA-SC","36110",36110,0,0,0
"23","Austin-Round Rock,* TX","132814",123892,1154,2597,5171
"24","Bakersfield, CA","74392",73280,475,637,0
"25","Baltimore-Towson,* MD","96024",71608,0,299,24117
"26","Bangor, ME","5258",5258,0,0,0
"27","Barnstable Town, MA","23444",21697,204,748,795
"28","Baton Rouge, LA","40450",34672,0,273,5505
"29","Battle Creek, MI","5274",4492,782,0,0
"30","Bay City, MI","674",674,0,0,0
"31","Beaumont-Port Arthur, TX","8444",8444,0,0,0
"32","Bellingham, WA","30223",21596,577,1648,6402
"33","Bend,* OR","57035",55832,222,981,0
"34","Billings, MT","12278",10974,0,1304,0
"35","Binghamton, NY","875",875,0,0,0
"36","Birmingham-Hoover,* AL","84323",79866,0,0,4457
"37","Bismarck, ND","3630",3630,0,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","7939",7564,375,0,0
"39","Bloomington, IN","9135",6133,1619,237,1146
"40","Bloomington-Normal, IL","5945",5761,0,184,0
"41","Boise City-Nampa,* ID","129702",126428,1537,861,876
"42","Boston-Cambridge-Quincy,* MA-NH","248393",148373,6684,3774,89562
"43","Boulder,* CO","24350",18399,203,0,5748
"44","Bowling Green, KY","10428",9428,0,0,1000
"45","Bremerton-Silverdale,* WA","12982",12631,0,0,351
"46","Bridgeport-Stamford-Norwalk,* CT","54795",53639,170,100,886
"47","Brownsville-Harlingen, TX","19254",17906,114,813,421
"48","Brunswick, GA","10432",10309,123,0,0
"49","Buffalo-Niagara Falls, NY","16863",16128,0,0,735
"50","Burlington,* NC","8197",8197,0,0,0
"51","Burlington-South Burlington, VT","7193",6099,294,800,0
"52","Canton-Massillon, OH","15506",13538,0,318,1650
"53","Cape Coral-Fort Myers,* FL","356497",282111,1067,212,73107
"54","Carson City,* NV","3121",2288,0,0,833
"55","Casper,* WY","2623",2623,0,0,0
"56","Cedar Rapids, IA","6604",5764,366,474,0
"57","Champaign-Urbana, IL","5727",5727,0,0,0
"58","Charleston, WV","2280",2280,0,0,0
"59","Charleston-North Charleston,* SC","109186",105374,0,1053,2759
"60","Charlotte-Gastonia-Concord,* NC-SC","207709",186069,210,299,21131
"61","Charlottesville,* VA","24002",19050,476,0,4476
"62","Chattanooga, TN-GA","27745",26950,179,148,468
"63","Cheyenne, WY","5162",4268,0,622,272
"64","Chicago-Naperville-Joliet,* IL-IN-WI","586483",475554,7009,19880,84040
"65","Chico, CA","12991",12991,0,0,0
"66","Cincinnati-Middletown, OH-KY-IN","117014",112084,886,1651,2393
"67","Clarksville, TN-KY","11709",8914,0,2295,500
"68","Cleveland, TN","8884",8026,150,300,408
"69","Cleveland-Elyria-Mentor,* OH","83839",82599,254,782,204
"70","Coeur d""Alene, ID","28914",25739,158,0,3017
"71","College Station-Bryan, TX","10617",9475,430,0,712
"72","Colorado Springs,* CO","102229",77000,270,2526,22433
"73","Columbia, MO","18462",18314,148,0,0
"74","Columbia,* SC","66208",55376,0,6355,4477
"75","Columbus, GA-AL","19904",19904,0,0,0
"76","Columbus, IN","2791",2791,0,0,0
"77","Columbus, OH","133272",114036,0,11775,7461
"78","Corpus Christi, TX","13253",11913,113,241,986
"79","Corvallis,* OR","6636",3800,0,0,2836
"80","Cumberland, MD-WV","1168",1168,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","580140",523557,703,0,55880
"82","Dalton,* GA","7401",6248,199,164,790
"83","Danville, IL","0",0,0,0,0
"84","Danville,* VA","5014",2104,0,0,2910
"85","Davenport-Moline-Rock Island,  IA-IL","10317",10317,0,0,0
"86","Dayton, OH","31467",31020,447,0,0
"87","Decatur, AL","1594",1594,0,0,0
"88","Decatur, IL","665",665,0,0,0
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","78533",63514,219,4670,10130
"90","Denver-Aurora,* CO","284534",249814,1842,5201,27677
"91","Des Moines, IA","51024",46284,361,0,4379
"92","Detroit-Warren-Livonia,* MI","165027",147075,1207,2389,14356
"93","Dothan, AL","1952",1790,0,162,0
"94","Dover,* DE","20349",20349,0,0,0
"95","Dubuque, IA","4655",4161,494,0,0
"96","Duluth, MN-WI","8365",7761,335,0,269
"97","Durham,* NC","64915",64586,329,0,0
"98","Eau Claire, WI","8454",4065,819,0,3570
"99","El Centro,* CA","29397",26878,0,2144,375
"100","El Paso, TX","29220",29220,0,0,0
"101","Elizabethtown, KY","6745",6447,298,0,0
"102","Elkhart-Goshen, IN","12502",12377,0,0,125
"103","Elmira, NY","408",408,0,0,0
"104","Erie, PA","3070",3070,0,0,0
"105","Eugene-Springfield,* OR","18473",17642,543,288,0
"106","Evansville, IN-KY","7264",7264,0,0,0
"107","Fairbanks,* AK","1023",1023,0,0,0
"108","Fargo, ND-MN","4031",4031,0,0,0
"109","Farmington,* NM","5018",4540,0,478,0
"110","Fayetteville, NC","49377",32018,0,0,17359
"111","Fayetteville-Springdale-Rogers,  AR-MO","54622",40888,6265,2087,5382
"112","Flagstaff, AZ","12492",12492,0,0,0
"113","Flint,* MI","15564",15564,0,0,0
"114","Florence, SC","1824",1824,0,0,0
"115","Fond du Lac, WI","1329",1329,0,0,0
"116","Fort Collins-Loveland,* CO","37267",32357,569,196,4145
"117","Fort Smith, AR-OK","7953",7501,322,130,0
"118","Fort Walton Beach-Crestview-Destin,*  FL","57636",26422,0,0,31214
"119","Fort Wayne, IN","27639",26511,195,0,933
"120","Fresno,* CA","81753",66900,0,0,14853
"121","Gadsden, AL","894",894,0,0,0
"122","Gainesville, FL","17595",14083,200,0,3312
"123","Gainesville, GA","16818",16818,0,0,0
"124","Glens Falls, NY","7782",7539,0,104,139
"125","Goldsboro,* NC","6336",6336,0,0,0
"126","Grand Forks, ND-MN","164",164,0,0,0
"127","Grand Junction,* CO","12655",12655,0,0,0
