"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","3120",2970,150,0,0
"2","Akron, OH","23490",22925,0,0,565
"3","Albany, GA","4805",4512,147,146,0
"4","Albany-Schenectady-Troy, NY","33628",19321,461,0,13846
"5","Albuquerque,* NM","56147",56147,0,0,0
"6","Alexandria, LA","6011",6011,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","46477",43320,127,169,2861
"8","Altoona, PA","0",0,0,0,0
"9","Amarillo, TX","14325",7325,0,0,7000
"10","Ames, IA","3147",2827,320,0,0
"11","Anchorage,* AK","24455",11159,8540,4756,0
"12","Anderson, IN","3477",2763,0,0,714
"13","Anderson, SC","31586",13236,0,0,18350
"14","Ann Arbor, MI","9370",9008,0,0,362
"15","Anniston-Oxford, AL","965",965,0,0,0
"16","Appleton, WI","9791",8815,976,0,0
"17","Asheville, NC","55383",53960,303,200,920
"18","Athens-Clarke County, GA","12850",12850,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","588693",543217,3085,6246,36145
"20","Atlantic City,* NJ","21286",20226,0,1060,0
"21","Auburn-Opelika,* AL","12879",12879,0,0,0
"22","Augusta-Richmond County, GA-SC","29489",29489,0,0,0
"23","Austin-Round Rock,* TX","267085",204160,2008,654,60263
"24","Bakersfield, CA","61066",56007,527,1755,2777
"25","Baltimore-Towson,* MD","89204",76190,1325,0,11689
"26","Bangor, ME","4905",4905,0,0,0
"27","Barnstable Town, MA","19402",18145,0,164,1093
"28","Baton Rouge, LA","40367",36752,0,0,3615
"29","Battle Creek, MI","1965",1965,0,0,0
"30","Bay City, MI","454",454,0,0,0
"31","Beaumont-Port Arthur, TX","25739",5170,0,0,20569
"32","Bellingham, WA","10819",10819,0,0,0
"33","Bend,* OR","53783",53208,256,319,0
"34","Billings, MT","6166",6166,0,0,0
"35","Binghamton, NY","185",185,0,0,0
"36","Birmingham-Hoover,* AL","82728",82728,0,0,0
"37","Bismarck, ND","14338",11470,0,2868,0
"38","Bloomington, IN","7099",4916,2183,0,0
"39","Bloomington-Normal, IL","6193",5828,0,0,365
"40","Boise City-Nampa,* ID","89710",80690,1057,692,7271
"41","Boston-Cambridge-Quincy,* MA-NH","171091",105983,8443,9933,46732
"42","Boulder, CO","14783",13364,0,0,1419
"43","Bowling Green, KY","7231",6296,342,0,593
"44","Bremerton-Silverdale, WA","19548",19313,235,0,0
"45","Bridgeport-Stamford-Norwalk, CT","44308",41400,2080,0,828
"46","Brownsville-Harlingen, TX","18279",17120,252,350,557
"47","Brunswick, GA","13338",13251,0,0,87
"48","Buffalo-Niagara Falls, NY","30463",22063,2400,0,6000
"49","Burlington, NC","15184",15184,0,0,0
"50","Burlington-South Burlington, VT","7702",7220,172,310,0
"51","Canton-Massillon, OH","7749",7463,0,0,286
"52","Cape Coral-Fort Myers,* FL","227727",189245,0,0,38482
"53","Carson City,* NV","1424",1424,0,0,0
"54","Casper, WY","4503",4503,0,0,0
"55","Cedar Rapids, IA","11180",7681,0,2341,1158
"56","Champaign-Urbana, IL","4058",4058,0,0,0
"57","Charleston, WV","3052",2624,0,0,428
"58","Charleston-North Charleston,* SC","123708",103107,873,2288,17440
"59","Charlotte-Gastonia-Concord,* NC-SC","346565",271253,4704,9126,61482
"60","Charlottesville, VA","19437",17955,260,0,1222
"61","Chattanooga, TN-GA","27343",26902,179,0,262
"62","Cheyenne, WY","6173",5106,0,193,874
"63","Chicago-Naperville-Joliet,* IL-IN-WI","572134",445135,3415,12928,110656
"64","Chico, CA","17019",11767,0,2077,3175
"65","Cincinnati-Middletown,* OH-KY-IN","129098",107919,1005,4118,16056
"66","Clarksville, TN-KY","16981",16141,350,0,490
"67","Cleveland, TN","8927",8027,900,0,0
"68","Cleveland-Elyria-Mentor,* OH","97835",91380,300,900,5255
"69","Coeur dAlene, ID","23427",21135,216,0,2076
"70","College Station-Bryan, TX","8275",7425,0,0,850
"71","Colorado Springs,* CO","55547",52902,0,913,1732
"72","Columbia, MO","10271",9221,1050,0,0
"73","Columbia,* SC","57945",47059,0,0,10886
"74","Columbus, GA-AL","16342",14328,0,183,1831
"75","Columbus, IN","6755",6755,0,0,0
"76","Columbus,* OH","111360",88556,614,4701,17489
"77","Corpus Christi, TX","14389",13234,240,0,915
"78","Corvallis, OR","2572",2572,0,0,0
"79","Cumberland, MD-WV","2690",2690,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","617507",529203,3429,1960,82915
"81","Dalton, GA","7349",6613,99,228,409
"82","Danville, IL","0",0,0,0,0
"83","Danville, VA","2157",1862,0,0,295
"84","Davenport-Moline-Rock Island,  IA-IL","8800",8800,0,0,0
"85","Dayton, OH","24607",24482,125,0,0
"86","Decatur, AL","1864",1864,0,0,0
"87","Decatur, IL","331",331,0,0,0
"88","Deltona-Daytona Beach-Ormond Beach,*  FL","39062",35958,0,0,3104
"89","Denver-Aurora,* CO","214086",152847,8404,3298,49537
"90","Des Moines-West Des Moines,* IA","57248",55827,0,0,1421
"91","Detroit-Warren-Livonia,* MI","134777",125877,457,924,7519
"92","Dothan, AL","3350",3350,0,0,0
"93","Dover,* DE","13745",13745,0,0,0
"94","Dubuque, IA","6960",6243,343,374,0
"95","Duluth, MN-WI","7279",5582,0,327,1370
"96","Durham,* NC","52939",51684,708,0,547
"97","Eau Claire, WI","7126",6416,710,0,0
"98","El Centro, CA","14864",14408,126,0,330
"99","El Paso, TX","28577",28577,0,0,0
"100","Elizabethtown, KY","4266",4266,0,0,0
"101","Elkhart-Goshen, IN","12948",12948,0,0,0
"102","Elmira, NY","349",349,0,0,0
"103","Erie, PA","2706",2281,175,0,250
"104","Eugene-Springfield, OR","21491",19042,968,0,1481
"105","Evansville, IN-KY","11942",11522,60,110,250
"106","Fairbanks,* AK","7221",3071,4150,0,0
"107","Fargo, ND-MN","30693",16577,0,200,13916
"108","Farmington,* NM","6744",5960,0,784,0
"109","Fayetteville, NC","34019",34019,0,0,0
"110","Fayetteville-Springdale-Rogers,  AR-MO","43933",23006,2137,1240,17550
"111","Flagstaff, AZ","15416",15416,0,0,0
"112","Flint, MI","11857",5732,0,0,6125
"113","Florence, SC","7104",7104,0,0,0
"114","Florence-Muscle Shoals, AL","2863",2863,0,0,0
"115","Fond du Lac, WI","1683",943,0,740,0
"116","Fort Collins-Loveland,* CO","16838",15076,203,0,1559
"117","Fort Smith, AR-OK","8744",6593,2151,0,0
"118","Fort Walton Beach-Crestview-Destin,  FL","28439",15843,0,0,12596
"119","Fort Wayne,* IN","17611",17611,0,0,0
"120","Fresno, CA","45133",36824,545,721,7043
"121","Gadsden, AL","1442",1442,0,0,0
"122","Gainesville, FL","12118",10563,0,0,1555
"123","Gainesville, GA","19480",17686,0,0,1794
"124","Glens Falls, NY","8929",5676,0,753,2500
"125","Goldsboro, NC","3177",3177,0,0,0
"126","Grand Forks, ND-MN","4220",1396,0,0,2824
"127","Grand Junction,* CO","18944",17844,235,0,865
"128","Grand Rapids-Wyoming,* MI","66249",29849,107,226,36067
"129","Great Falls, MT","2055",2055,0,0,0
"130","Greeley,* CO","42534",41958,0,261,315
"131","Green Bay, WI","9666",8659,440,0,567
"132","Greensboro-High Point,* NC","66413",58355,661,0,7397
"133","Greenville, NC","18300",14500,476,0,3324
"134","Greenville,* SC","54780",45488,0,0,9292
"135","Gulfport-Biloxi, MS","32999",30156,690,1476,677
"136","Hagerstown-Martinsburg, MD-WV","36766",35305,911,0,550
"137","Hanford-Corcoran, CA","11119",11119,0,0,0
"138","Harrisburg-Carlisle, PA","15905",15235,0,220,450
"139","Harrisonburg,* VA","19110",18910,200,0,0
"140","Hartford-West Hartford-East Hartford,  CT","43336",33174,918,2462,6782
"141","Hattiesburg, MS","880",620,260,0,0
"142","Hickory-Lenoir-Morganton, NC","19853",19313,540,0,0
"143","Hinesville-Fort Stewart, GA","81",81,0,0,0
"144","Holland-Grand Haven, MI","11072",10277,0,410,385
"145","Honolulu,* HI","36091",35091,0,0,1000
"146","Hot Springs, AR","984",984,0,0,0
"147","Houma-Bayou Cane-Thibodaux, LA","11198",11198,0,0,0
"148","Houston-Sugar Land-Baytown,* TX","749388",687763,2237,3584,55804
"149","Huntington-Ashland, WV-KY-OH","152",152,0,0,0
"150","Huntsville, AL","39747",39747,0,0,0
"151","Idaho Falls, ID","12150",10539,0,1611,0
"152","Indianapolis-Carmel,* IN","137186",122476,3760,1164,9786
"153","Iowa City, IA","7379",6392,0,0,987
"154","Ithaca, NY","375",375,0,0,0
"155","Jackson, MI","1015",1015,0,0,0
"156","Jackson, MS","42850",42850,0,0,0
"157","Jackson, TN","5326",5326,0,0,0
"158","Jacksonville,* FL","134117",118017,1200,0,14900
"159","Jacksonville, NC","13975",13588,387,0,0
"160","Janesville, WI","5363",4138,1050,0,175
"161","Jefferson City, MO","2640",2640,0,0,0
"162","Johnson City, TN","8762",8662,100,0,0
"163","Johnstown, PA","182",182,0,0,0
"164","Jonesboro, AR","3582",3582,0,0,0
"165","Joplin, MO","4608",3738,870,0,0
"166","Kalamazoo-Portage, MI","31415",7611,0,0,23804
"167","Kankakee-Bradley, IL","3279",3279,0,0,0
"168","Kansas City,* MO-KS","140439",113946,4447,5548,16498
"169","Kennewick-Richland-Pasco, WA","18975",17378,247,956,394
"170","Killeen-Temple-Fort Hood, TX","29002",24260,2451,2291,0
"171","Kingsport-Bristol-Bristol, TN-VA","5963",5963,0,0,0
"172","Kingston, NY","11290",5290,0,0,6000
"173","Knoxville, TN","58259",44579,0,0,13680
"174","Kokomo, IN","1261",923,338,0,0
"175","La Crosse, WI-MN","4827",4827,0,0,0
"176","Lafayette, IN","9818",9818,0,0,0
"177","Lafayette, LA","16143",16143,0,0,0
"178","Lake Charles, LA","2927",2536,137,0,254
"179","Lakeland,* FL","51642",51291,0,0,351
"180","Lancaster, PA","18922",18712,0,210,0
"181","Lansing-East Lansing, MI","12910",12097,0,0,813
"182","Laredo,* TX","10773",9964,0,222,587
"183","Las Cruces,* NM","31996",31996,0,0,0
"184","Las Vegas-Paradise,* NV","218601",123920,0,3342,91339
"185","Lawrence, KS","4873",4873,0,0,0
"186","Lawton, OK","3769",3769,0,0,0
"187","Lebanon, PA","6968",6968,0,0,0
"188","Lewiston, ID-WA","753",753,0,0,0
"189","Lewiston-Auburn, ME","4997",4868,129,0,0
"190","Lexington-Fayette, KY","33843",32438,236,0,1169
"191","Lima, OH","626",626,0,0,0
"192","Lincoln, NE","13060",12281,191,0,588
"193","Little Rock-North Little Rock, AR","45108",39032,1530,0,4546
"194","Logan, UT-ID","10047",10047,0,0,0
"195","Longview, TX","2010",2010,0,0,0
"196","Longview, WA","9565",9565,0,0,0
"197","Los Angeles-Long Beach-Santa Ana,*  CA","415976",184175,6277,14138,211386
"198","Louisville-Jefferson County,* KY-IN","72829",66802,200,135,5692
"199","Lubbock, TX","9124",9124,0,0,0
"200","Lynchburg, VA","14979",14979,0,0,0
"201","Macon, GA","8911",8911,0,0,0
"202","Madera, CA","9507",9275,0,232,0
"203","Madison,* WI","29963",22393,1707,1494,4369
"204","Manchester-Nashua, NH","23761",10627,1637,898,10599
"205","Mansfield, OH","2220",2022,0,0,198
"206","McAllen-Edinburg-Mission,* TX","70932",67380,255,2803,494
"207","Medford, OR","13960",11508,428,0,2024
"208","Memphis,* TN-MS-AR","97953",97440,513,0,0
"209","Merced, CA","20300",20061,104,135,0
"210","Miami-Fort Lauderdale-Miami Beach,*  FL","381663",156100,4689,1024,219850
"211","Michigan City-La Porte, IN","2753",2753,0,0,0
"212","Midland,* TX","4180",4180,0,0,0
"213","Milwaukee-Waukesha-West Allis,* WI","54508",42637,1102,200,10569
"214","Minneapolis-St. Paul-Bloomington,*  MN-WI","252017",191463,1635,3070,55849
"215","Missoula,* MT","5053",3944,706,403,0
"216","Mobile, AL","40168",38053,0,0,2115
"217","Modesto, CA","21936",20071,0,0,1865
"218","Monroe, LA","6979",6213,0,0,766
"219","Monroe, MI","3817",3817,0,0,0
"220","Montgomery, AL","9830",9830,0,0,0
"221","Morgantown, WV","887",887,0,0,0
"222","Morristown, TN","6792",6792,0,0,0
"223","Mount Vernon-Anacortes, WA","11751",10923,364,0,464
"224","Muncie, IN","1567",1397,170,0,0
"225","Muskegon-Norton Shores, MI","2418",2218,200,0,0
"226","Myrtle Beach-Conway-North Myrtle Beach,  SC","102905",66327,0,0,36578
"227","Napa, CA","6237",6237,0,0,0
"228","Naples-Marco Island,* FL","129137",49941,0,31697,47499
"229","Nashville-Davidson--Murfreesboro,*  TN","202056",166900,1025,1200,32931
"230","New Haven-Milford, CT","14777",12271,413,401,1692
"231","New Orleans-Metairie-Kenner,* LA","69639",67356,2283,0,0
"232","New York-Northern New Jersey-Long Island,*  NY-NJ-PA","657373",272008,66076,47424,271865
"233","Niles-Benton Harbor, MI","4482",4482,0,0,0
"234","Norwich-New London, CT","9783",9783,0,0,0
"235","Ocala,* FL","59103",58438,0,665,0
"236","Ocean City,* NJ","19000",16177,2823,0,0
"237","Odessa,* TX","2301",2301,0,0,0
"238","Ogden-Clearfield, UT","54096",52279,258,1559,0
"239","Oklahoma City,* OK","77769",76461,590,0,718
"240","Olympia, WA","31043",29935,0,1108,0
"241","Omaha-Council Bluffs,* NE-IA","45444",41866,258,0,3320
"242","Orlando-Kissimmee,* FL","357129",334371,1595,1327,19836
"243","Oshkosh-Neenah, WI","6150",5352,398,400,0
"244","Owensboro, KY","1720",1720,0,0,0
"245","Oxnard-Thousand Oaks-Ventura, CA","28363",23183,960,825,3395
"246","Palm Bay-Melbourne-Titusville,* FL","68220",65182,0,0,3038
"247","Panama City-Lynn Haven, FL","36247",6132,363,414,29338
"248","Parkersburg-Marietta-Vienna, WV-OH","1385",1181,204,0,0
"249","Pascagoula, MS","14859",14859,0,0,0
"250","Pensacola-Ferry Pass-Brent,* FL","57777",27336,1367,0,29074
"251","Peoria, IL","10603",9389,1214,0,0
"252","Philadelphia-Camden-Wilmington,*  PA-NJ-DE-MD","150982",130914,946,4589,14533
"253","Phoenix-Mesa-Scottsdale,* AZ","456595",387282,602,2263,66448
"254","Pine Bluff, AR","420",349,0,0,71
"255","Pittsburgh,* PA","67861",63248,939,673,3001
"256","Pittsfield, MA","606",606,0,0,0
"257","Pocatello, ID","13117",12733,384,0,0
"258","Port St. Lucie-Fort Pierce,* FL","45724",40275,0,518,4931
