"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene, TX","4148",4148,0,0,0
"2","Akron, OH","14447",14164,0,0,283
"3","Albany, GA","3277",2974,150,153,0
"4","Albany-Schenectady-Troy, NY","20058",15792,352,699,3215
"5","Albuquerque,* NM","44675",40061,0,933,3681
"6","Alexandria, LA","4325",3912,0,413,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","34990",34408,0,0,582
"8","Altoona, PA","250",250,0,0,0
"9","Amarillo, TX","11462",11462,0,0,0
"10","Ames, IA","3547",3166,0,0,381
"11","Anchorage,* AK","9070",7251,582,1237,0
"12","Anderson, IN","1422",1422,0,0,0
"13","Anderson, SC","10909",10909,0,0,0
"14","Ann Arbor, MI","4240",3938,0,0,302
"15","Anniston-Oxford, AL","1048",798,0,100,150
"16","Appleton, WI","7846",7846,0,0,0
"17","Asheville, NC","40988",38516,186,1078,1208
"18","Athens-Clarke County, GA","10391",8718,0,0,1673
"19","Atlanta-Sandy Springs-Marietta,* GA","285626",252300,0,1898,31428
"20","Atlantic City-Hammonton,* NJ","13732",9142,0,0,4590
"21","Auburn-Opelika,* AL","14812",14647,165,0,0
"22","Augusta-Richmond County, GA-SC","24527",23489,0,0,1038
"23","Austin-Round Rock,* TX","188972",142451,8525,1448,36548
"24","Bakersfield, CA","23834",22178,756,595,305
"25","Baltimore-Towson,* MD","57411",53856,0,0,3555
"26","Bangor, ME","1907",1347,300,0,260
"27","Barnstable Town, MA","9947",8718,0,0,1229
"28","Baton Rouge, LA","41787",33637,182,0,7968
"29","Battle Creek, MI","871",591,0,0,280
"30","Bay City, MI","520",520,0,0,0
"31","Beaumont-Port Arthur, TX","5468",5468,0,0,0
"32","Bellingham, WA","16101",13584,324,739,1454
"33","Bend,* OR","23722",16784,0,0,6938
"34","Billings, MT","6457",6457,0,0,0
"35","Binghamton, NY","1467",1467,0,0,0
"36","Birmingham-Hoover,* AL","48665",45909,110,604,2042
"37","Bismarck, ND","13452",12952,0,0,500
"38","Bloomington, IN","4976",4190,786,0,0
"39","Bloomington-Normal, IL","3726",3550,0,0,176
"40","Boise City-Nampa,* ID","59234",58090,232,912,0
"41","Boston-Cambridge-Quincy,* MA-NH","177463",86785,2916,4350,83412
"42","Boulder, CO","11743",9717,0,584,1442
"43","Bowling Green, KY","3811",3811,0,0,0
"44","Bradenton-Sarasota-Venice,* FL","79926",46366,0,0,33560
"45","Bremerton-Silverdale, WA","13633",11627,0,0,2006
"46","Bridgeport-Stamford-Norwalk, CT","46553",30613,0,0,15940
"47","Brownsville-Harlingen, TX","9160",8483,234,443,0
"48","Brunswick, GA","10858",10858,0,0,0
"49","Buffalo-Niagara Falls, NY","21148",17905,0,430,2813
"50","Burlington, NC","7542",7542,0,0,0
"51","Burlington-South Burlington, VT","8248",5653,476,0,2119
"52","Canton-Massillon, OH","6707",6469,0,0,238
"53","Cape Coral-Fort Myers,* FL","49304",47002,0,0,2302
"54","Carson City,* NV","400",400,0,0,0
"55","Casper, WY","6801",6801,0,0,0
"56","Cedar Rapids, IA","10786",9437,0,1349,0
"57","Champaign-Urbana, IL","5864",5864,0,0,0
"58","Charleston, WV","4072",3415,0,0,657
"59","Charleston-North Charleston-Summerville,*  SC","66811",62228,0,1689,2894
"60","Charlotte-Gastonia-Concord,* NC-SC","261903",211643,220,3335,46705
"61","Charlottesville, VA","23691",23691,0,0,0
"62","Chattanooga, TN-GA","18980",18065,91,0,824
"63","Cheyenne, WY","3080",3080,0,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","379913",227602,1572,8144,142595
"65","Chico, CA","4377",3617,0,0,760
"66","Cincinnati-Middletown,* OH-KY-IN","91109",82594,379,1700,6436
"67","Clarksville, TN-KY","8240",7864,376,0,0
"68","Cleveland, TN","5423",4698,123,245,357
"69","Cleveland-Elyria-Mentor,* OH","54004",52485,300,0,1219
"70","Coeur dAlene, ID","16422",15927,495,0,0
"71","College Station-Bryan, TX","11510",9446,690,782,592
"72","Colorado Springs,* CO","46120",46120,0,0,0
"73","Columbia, MO","11631",11631,0,0,0
"74","Columbia,* SC","58339",56382,94,0,1863
"75","Columbus, GA-AL","11076",9657,0,136,1283
"76","Columbus, IN","4811",4811,0,0,0
"77","Columbus,* OH","63368",55811,1436,1155,4966
"78","Corpus Christi, TX","11814",11814,0,0,0
"79","Corvallis, OR","0",0,0,0,0
"80","Cumberland, MD-WV","524",524,0,0,0
"81","Dallas-Fort Worth-Arlington,* TX","514402",384299,1580,299,128224
"82","Dalton, GA","3704",3045,97,315,247
"83","Danville, IL","0",0,0,0,0
"84","Danville, VA","1118",1118,0,0,0
"85","Davenport-Moline-Rock Island,  IA-IL","6307",6307,0,0,0
"86","Dayton, OH","16429",16429,0,0,0
"87","Decatur, AL","2701",2701,0,0,0
"88","Decatur, IL","180",180,0,0,0
"89","Deltona-Daytona Beach-Ormond Beach,*  FL","23647",21977,201,0,1469
"90","Denver-Aurora,* CO","183151",120498,720,0,61933
"91","Des Moines-West Des Moines,* IA","47541",47111,180,250,0
"92","Detroit-Warren-Livonia,* MI","56822",46306,0,538,9978
"93","Dothan, AL","3056",3056,0,0,0
"94","Dover,* DE","10191",10191,0,0,0
"95","Dubuque, IA","2820",2588,232,0,0
"96","Duluth, MN-WI","6412",6412,0,0,0
"97","Durham,* NC","45243",45243,0,0,0
"98","Eau Claire, WI","4792",4792,0,0,0
"99","El Centro, CA","4035",3219,0,282,534
"100","El Paso, TX","39605",39079,0,0,526
"101","Elizabethtown, KY","4405",3590,158,182,475
"102","Elkhart-Goshen, IN","6282",6162,120,0,0
"103","Elmira, NY","0",0,0,0,0
"104","Erie, PA","3702",3702,0,0,0
"105","Eugene-Springfield, OR","11338",10555,783,0,0
"106","Evansville, IN-KY","9072",6599,270,0,2203
"107","Fairbanks,* AK","820",820,0,0,0
"108","Fargo, ND-MN","19244",16245,219,0,2780
"109","Farmington,* NM","5046",5046,0,0,0
"110","Fayetteville, NC","19959",19874,85,0,0
"111","Fayetteville-Springdale-Rogers,  AR-MO","19734",17653,931,165,985
"112","Flagstaff, AZ","4965",4965,0,0,0
"113","Flint, MI","3478",3478,0,0,0
"114","Florence, SC","7215",6255,0,0,960
"115","Florence-Muscle Shoals, AL","2354",1611,360,0,383
"116","Fond du Lac, WI","2491",2491,0,0,0
"117","Fort Collins-Loveland,* CO","19618",18519,0,451,648
"118","Fort Smith, AR-OK","8588",8038,0,150,400
"119","Fort Walton Beach-Crestview-Destin,  FL","5985",5326,0,0,659
"120","Fort Wayne,* IN","16385",16385,0,0,0
"121","Fresno, CA","41110",33482,0,1058,6570
"122","Gadsden, AL","2304",1854,0,0,450
"123","Gainesville, FL","4332",2628,0,0,1704
"124","Gainesville, GA","10975",10975,0,0,0
"125","Glens Falls, NY","5014",5014,0,0,0
"126","Goldsboro, NC","4621",4621,0,0,0
"127","Grand Forks, ND-MN","3439",3439,0,0,0
"128","Grand Junction,* CO","14743",14743,0,0,0
"129","Grand Rapids-Wyoming,* MI","22975",19479,126,226,3144
"130","Great Falls, MT","2470",2470,0,0,0
"131","Greeley,* CO","23689",22332,0,0,1357
"132","Green Bay, WI","10876",10345,207,0,324
"133","Greensboro-High Point,* NC","35261",31486,0,0,3775
"134","Greenville, NC","11484",11484,0,0,0
"135","Greenville,* SC","38201",35144,0,0,3057
"136","Gulfport-Biloxi, MS","29676",19175,1262,1596,7643
"137","Hagerstown-Martinsburg, MD-WV","13960",13960,0,0,0
"138","Hanford-Corcoran, CA","3322",3322,0,0,0
"139","Harrisburg-Carlisle, PA","18593",17113,0,1132,348
"140","Harrisonburg,* VA","21894",9224,0,0,12670
"141","Hartford-West Hartford-East Hartford,  CT","26299",17322,970,950,7057
"142","Hattiesburg, MS","3221",2391,0,830,0
"143","Hickory-Lenoir-Morganton, NC","19291",19099,192,0,0
"144","Hinesville-Fort Stewart, GA","2317",880,0,0,1437
"145","Holland-Grand Haven, MI","4876",4439,0,0,437
"146","Honolulu,* HI","36686",18359,0,791,17536
"147","Hot Springs, AR","656",656,0,0,0
"148","Houma-Bayou Cane-Thibodaux, LA","13798",13798,0,0,0
"149","Houston-Sugar Land-Baytown,* TX","617960",556120,1750,3386,56704
"150","Huntington-Ashland, WV-KY-OH","331",331,0,0,0
"151","Huntsville, AL","26557",26557,0,0,0
"152","Idaho Falls, ID","5065",5065,0,0,0
"153","Indianapolis-Carmel,* IN","104926",86767,250,1151,16758
"154","Iowa City, IA","13040",12790,250,0,0
"155","Ithaca, NY","1993",936,0,0,1057
