"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month","Year"
"Minneapolis-St. Paul","MN-WI MSA",1761,1104,60,33,564,2,2000
"Missoula","MT MSA",55,17,10,0,28,2,2000
"Mobile","AL MSA",361,318,8,0,35,2,2000
"Modesto","CA MSA",176,169,2,0,5,2,2000
"Monroe","LA MSA",41,39,2,0,0,2,2000
"Montgomery","AL MSA",133,128,0,0,5,2,2000
"Muncie","IN MSA",12,12,0,0,0,2,2000
"Myrtle Beach","SC MSA",388,169,6,8,205,2,2000
"Naples","FL MSA",547,292,2,68,185,2,2000
"Nashville","TN MSA",1106,738,18,7,343,2,2000
"New London-Norwich","CT-RI MSA",52,52,0,0,0,2,2000
"New Orleans","LA MSA",306,288,0,3,15,2,2000
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",3450,1954,332,80,1084,2,2000
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",675,581,20,0,74,2,2000
"Ocala","FL MSA",199,199,0,0,0,2,2000
"Odessa-Midland","TX MSA",156,28,0,0,128,2,2000
"Oklahoma City","OK MSA",810,384,22,0,404,2,2000
"Omaha","NE-IA MSA",611,239,0,0,372,2,2000
"Orlando","FL MSA",1816,1155,8,36,617,2,2000
"Owensboro","KY MSA",106,38,0,0,68,2,2000
"Panama City","FL MSA",59,59,0,0,0,2,2000
"Parkersburg-Marietta","WV-OH MSA",16,8,0,8,0,2,2000
"Pensacola","FL MSA",199,185,14,0,0,2,2000
"Peoria-Pekin","IL MSA",72,58,2,0,12,2,2000
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",1495,1285,52,26,132,2,2000
"Phoenix-Mesa","AZ MSA",4167,2701,12,74,1380,2,2000
"Pine Bluff","AR MSA",5,5,0,0,0,2,2000
"Pittsburgh","PA MSA",585,284,2,9,290,2,2000
"Pittsfield","MA MSA",0,0,0,0,0,2,2000
"Pocatello","ID MSA",4,4,0,0,0,2,2000
"Portland","ME MSA",76,76,0,0,0,2,2000
"Portland-Salem","OR-WA CMSA",1438,836,30,48,524,2,2000
"Providence-Fall River- Warwick","RI-MA MSA",177,161,6,10,0,2,2000
"Provo-Orem","UT MSA",212,196,8,0,8,2,2000
"Pueblo","CO MSA",76,66,0,0,10,2,2000
"Punta Gorda","FL MSA",111,92,2,4,13,2,2000
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1790,1216,24,18,532,2,2000
"Rapid City","SD MSA",43,21,0,3,19,2,2000
"Reading","PA MSA",74,72,2,0,0,2,2000
"Redding","CA MSA",40,40,0,0,0,2,2000
"Reno","NV MSA",190,153,0,0,37,2,2000
"Richland-Kennewick-Pasco","WA MSA",49,49,0,0,0,2,2000
"Richmond-Petersburg","VA MSA",475,460,0,0,15,2,2000
"Roanoke","VA MSA",202,90,4,0,108,2,2000
"Rochester","MN MSA",68,46,2,4,16,2,2000
"Rochester","NY MSA",144,117,0,0,27,2,2000
"Rockford","IL MSA",157,101,6,40,10,2,2000
"Rocky Mount","NC MSA",37,37,0,0,0,2,2000
"Sacramento-Yolo","CA CMSA",1187,690,4,0,493,2,2000
"Saginaw-Bay City-Midland","MI MSA",34,29,2,3,0,2,2000
"St. Cloud","MN MSA",54,36,0,3,15,2,2000
"St. Joseph","MO MSA",19,9,2,3,5,2,2000
"St. Louis","MO-IL MSA",791,734,28,8,21,2,2000
"Salinas","CA MSA",123,121,2,0,0,2,2000
"Salt Lake City-Ogden","UT MSA",613,556,12,9,36,2,2000
"San Angelo","TX MSA",28,26,2,0,0,2,2000
"San Antonio","TX MSA",838,526,10,4,298,2,2000
"San Diego","CA MSA",856,587,4,7,258,2,2000
"San Francisco-Oakland-San Jose","CA CMSA",1778,945,8,80,745,2,2000
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",85,85,0,0,0,2,2000
"Santa Barbara-Santa Maria- Lompoc","CA MSA",77,41,0,0,36,2,2000
"Santa Fe","NM MSA",38,38,0,0,0,2,2000
"Sarasota-Bradenton","FL MSA",583,446,8,3,126,2,2000
"Savannah","GA MSA",209,117,2,0,90,2,2000
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",25,21,0,4,0,2,2000
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",2231,1151,62,43,975,2,2000
"Sharon","PA MSA",9,9,0,0,0,2,2000
"Sheboygan","WI MSA",15,6,2,0,7,2,2000
"Sherman-Denison","TX MSA",3,3,0,0,0,2,2000
"Shreveport-Bossier City","LA MSA",90,90,0,0,0,2,2000
"Sioux City","IA-NE MSA",12,12,0,0,0,2,2000
"Sioux Falls","SD MSA",143,87,4,4,48,2,2000
"South Bend","IN MSA",72,57,2,0,13,2,2000
"Spokane","WA MSA",66,60,2,4,0,2,2000
"Springfield","IL MSA",56,50,6,0,0,2,2000
"Springfield","MO MSA",197,165,8,0,24,2,2000
"Springfield","MA MSA",15,15,0,0,0,2,2000
"State College","PA MSA",19,17,2,0,0,2,2000
"Steubenville-Weirton","OH-WV MSA",1,1,0,0,0,2,2000
"Stockton-Lodi","CA MSA",272,269,0,3,0,2,2000
"Sumter","SC MSA",40,29,6,0,5,2,2000
"Syracuse","NY MSA",42,40,2,0,0,2,2000
"Tallahassee","FL MSA",323,119,4,0,200,2,2000
"Tampa-St. Petersburg- Clearwater","FL MSA",1605,1063,36,35,471,2,2000
"Terre Haute","IN MSA",17,17,0,0,0,2,2000
"Texarkana  TX-Texarkana "," AR MSA",22,22,0,0,0,2,2000
"Toledo","OH MSA",102,85,2,0,15,2,2000
"Topeka","KS MSA",31,29,2,0,0,2,2000
"Tucson","AZ MSA",528,514,14,0,0,2,2000
"Tulsa","OK MSA",276,268,0,0,8,2,2000
"Tuscaloosa","AL MSA",70,70,0,0,0,2,2000
"Tyler","TX MSA",30,25,0,0,5,2,2000
"Utica-Rome","NY MSA",3,3,0,0,0,2,2000
"Victoria","TX MSA",19,19,0,0,0,2,2000
"Visalia-Tulare-Porterville","CA MSA",82,82,0,0,0,2,2000
"Waco","TX MSA",66,54,0,0,12,2,2000
"Washington-Baltimore","DC-MD- VA-WV CMSA",3451,2978,2,4,467,2,2000
"Waterloo-Cedar Falls","IA MSA",14,14,0,0,0,2,2000
"Wausau","WI MSA",30,24,2,4,0,2,2000
"West Palm Beach-Boca Raton","Raton FL MSA",663,538,8,0,117,2,2000
"Wheeling","WV-OH MSA",0,0,0,0,0,2,2000
"Wichita","KS MSA",160,156,4,0,0,2,2000
"Wichita Falls","TX MSA",12,12,0,0,0,2,2000
"Wilmington","NC MSA",206,199,2,0,5,2,2000
"Yakima","WA MSA",29,22,2,0,5,2,2000
"York","PA MSA",107,103,4,0,0,2,2000
"Youngstown-Warren","OH MSA",88,69,6,7,6,2,2000
"Yuba City","CA MSA",19,17,2,0,0,2,2000
"Yuma","AZ MSA",107,105,2,0,0,2,2000
"Abilene","TX MSA",24,24,0,0,0,3,2000
"Albany","GA MSA",153,48,8,0,97,3,2000
"Albany-Schenectady-Troy","NY MSA",186,130,4,0,52,3,2000
"Albuquerque","NM MSA",543,538,0,0,5,3,2000
"Alexandria","LA MSA",28,28,0,0,0,3,2000
"Allentown-Bethlehem-Easton","PA MSA",257,182,0,6,69,3,2000
"Altoona","PA MSA",5,5,0,0,0,3,2000
"Amarillo","TX MSA",49,49,0,0,0,3,2000
"Anchorage","AK MSA",89,83,6,0,0,3,2000
"Anniston","AL MSA",25,15,0,0,10,3,2000
"Appleton-Oshkosh-Neenah","WI MSA",196,148,18,0,30,3,2000
"Asheville","NC MSA",160,96,2,0,62,3,2000
"Athens","GA MSA",83,81,2,0,0,3,2000
"Atlanta","GA MSA",6009,5012,12,89,896,3,2000
"Augusta-Aiken","GA-SC MSA",207,196,0,3,8,3,2000
"Austin-San Marcos","TX MSA",1509,857,6,8,638,3,2000
"Bakersfield","CA MSA",246,238,2,6,0,3,2000
"Bangor","ME MSA",9,9,0,0,0,3,2000
"Barnstable-Yarmouth","MA MSA",114,111,0,3,0,3,2000
"Baton Rouge","LA MSA",329,140,0,0,189,3,2000
"Beaumont-Port Arthur","TX MSA",35,35,0,0,0,3,2000
"Bellingham","WA MSA",94,85,4,0,5,3,2000
"Benton Harbor","MI MSA",8,8,0,0,0,3,2000
"Billings","MT MSA",57,57,0,0,0,3,2000
"Biloxi-Gulfport-Pascagoula","MS MSA",199,197,2,0,0,3,2000
"Binghamton","NY MSA",13,13,0,0,0,3,2000
"Birmingham","AL MSA",512,474,0,3,35,3,2000
"Bismarck","ND MSA",48,46,2,0,0,3,2000
"Bloomington","IN MSA",69,47,4,8,10,3,2000
"Bloomington-Normal","IL MSA",95,83,4,8,0,3,2000
"Boise City","ID MSA",561,492,14,39,16,3,2000
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1658,1238,54,28,338,3,2000
"Brownsville-Harlingen-San Benito","TX MSA",259,245,14,0,0,3,2000
"Bryan-College Station","TX MSA",134,98,18,0,18,3,2000
"Buffalo-Niagara Falls","NY MSA",133,102,0,0,31,3,2000
"Burlington","VT MSA",57,57,0,0,0,3,2000
"Canton-Massillon","OH MSA",111,105,6,0,0,3,2000
"Casper","WY MSA",9,9,0,0,0,3,2000
"Cedar Rapids","IA MSA",247,91,14,16,126,3,2000
"Champaign-Urbana","IL MSA",32,30,2,0,0,3,2000
"Charleston-North Charleston","SC MSA",497,360,14,3,120,3,2000
"Charleston","WV MSA",45,37,0,0,8,3,2000
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",2786,1793,8,19,966,3,2000
"Charlottesville","VA MSA",123,111,6,0,6,3,2000
"Chattanooga","TN-GA MSA",232,214,10,3,5,3,2000
"Cheyenne","WY MSA",47,47,0,0,0,3,2000
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",3459,2899,50,119,391,3,2000
"Chico-Paradise","CA MSA",64,64,0,0,0,3,2000
"Cincinnati-Hamilton","OH-KY- IN CMSA",1197,978,16,20,183,3,2000
"Clarksville-Hopkinsville","TN-KY MSA",125,107,2,0,16,3,2000
"Cleveland-Akron","OH CMSA",1112,904,14,31,163,3,2000
"Colorado Springs","CO MSA",484,476,0,8,0,3,2000
"Columbia","MO MSA",128,112,16,0,0,3,2000
"Columbia","SC MSA",633,397,0,0,236,3,2000
"Columbus","GA-AL MSA",103,103,0,0,0,3,2000
"Columbus","OH MSA",1637,830,2,110,695,3,2000
"Corpus Christi","TX MSA",116,94,2,4,16,3,2000
"Cumberland","MD-WV MSA",14,14,0,0,0,3,2000
"Dallas-Fort Worth","TX CMSA",3573,3274,18,10,271,3,2000
"Danville","VA MSA",32,30,2,0,0,3,2000
"Davenport-Moline-Rock Island","IA-IL MSA",65,59,6,0,0,3,2000
"Dayton-Springfield","OH MSA",275,191,4,8,72,3,2000
"Daytona Beach","FL MSA",493,428,0,3,62,3,2000
"Decatur","Al MSA",44,39,0,0,5,3,2000
"Decatur","IL MSA",80,18,0,0,62,3,2000
"Denver-Boulder-Greeley","CO CMSA",3009,2021,34,29,925,3,2000
"Des Moines","IA MSA",291,278,0,3,10,3,2000
"Detroit-Ann Arbor-Flint","MI CMSA",2532,2167,34,47,284,3,2000
"Dothan","AL MSA",25,25,0,0,0,3,2000
"Dover","DE MSA",79,79,0,0,0,3,2000
"Dubuque","IA MSA",32,26,2,4,0,3,2000
"Duluth-Superior","MN-WI MSA",54,45,4,0,5,3,2000
"Eau Claire","WI MSA",95,77,6,12,0,3,2000
"El Paso","TX MSA",282,246,0,0,36,3,2000
"Elkhart-Goshen","IN MSA",94,94,0,0,0,3,2000
"Elmira","NY MSA",5,5,0,0,0,3,2000
"Enid","OK MSA",4,4,0,0,0,3,2000
"Erie","PA MSA",42,42,0,0,0,3,2000
"Eugene-Springfield","OR MSA",101,99,2,0,0,3,2000
"Evansville-Henderson","IN-KY MSA",359,136,2,0,221,3,2000
"Fargo-Moorhead","ND-MN MSA",60,33,0,0,27,3,2000
"Fayetteville","NC MSA",90,90,0,0,0,3,2000
"Fayetteville-Springdale- Rogers","AR MSA",199,185,10,4,0,3,2000
"Flagstaff","AZ-UT MSA",39,39,0,0,0,3,2000
"Florence","AL MSA",13,13,0,0,0,3,2000
"Florence","SC MSA",62,53,2,0,7,3,2000
"Fort Collins-Loveland","CO MSA",280,236,0,11,33,3,2000
"Fort Myers-Cape Coral","FL MSA",679,436,44,49,150,3,2000
"Fort Pierce-Port St. Lucie","FL MSA",497,201,4,0,292,3,2000
"Fort Smith","AR-OK MSA",86,44,14,0,28,3,2000
"Fort Walton Beach","FL MSA",283,136,0,3,144,3,2000
"Fort Wayne","IN MSA",261,256,0,0,5,3,2000
"Fresno","CA MSA",245,243,2,0,0,3,2000
"Gadsden","AL MSA",7,7,0,0,0,3,2000
"Gainesville","FL MSA",154,103,0,0,51,3,2000
"Glens Falls","NY MSA",44,34,0,0,10,3,2000
"Goldsboro","NC MSA",59,35,4,20,0,3,2000
"Grand Forks","ND-MN MSA",0,0,0,0,0,3,2000
"Grand Junction","CO MSA",136,114,6,8,8,3,2000
"Grand Rapids-Muskegon- Holland","MI MSA",757,622,12,7,116,3,2000
"Great Falls","MT MSA",25,10,2,0,13,3,2000
"Green Bay","WI MSA",123,107,10,0,6,3,2000
"Greensboro--Winston-Salem-- High Point","NC MSA",1011,968,12,3,28,3,2000
"Greenville","NC MSA",192,84,4,0,104,3,2000
"Greenville-Spartanburg- Anderson","SC MSA",664,577,10,0,77,3,2000
"Harrisburg-Lebanon- Carlisle","PA MSA",178,178,0,0,0,3,2000
"Hartford","CT MSA",324,301,4,4,15,3,2000
"Hattiesburg","MS MSA",7,7,0,0,0,3,2000
"Hickory-Morganton-Lenoir","NC MSA",192,186,2,4,0,3,2000
"Honolulu","HI MSA",230,194,0,0,36,3,2000
"Houma","LA MSA",50,46,4,0,0,3,2000
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",3099,3001,30,16,52,3,2000
"Huntington-Ashland","WV-KY- OH MSA",7,7,0,0,0,3,2000
"Huntsville","AL MSA",163,79,0,0,84,3,2000
"Indianapolis","IN MSA",1672,1321,28,15,308,3,2000
"Iowa City","IA MSA",158,60,6,8,84,3,2000
"Jackson","MI MSA",4,4,0,0,0,3,2000
"Jackson","MS MSA",185,183,2,0,0,3,2000
"Jackson","TN MSA",81,81,0,0,0,3,2000
"Jacksonville","FL MSA",775,723,0,52,0,3,2000
"Jacksonville","NC MSA",79,79,0,0,0,3,2000
"Jamestown","NY MSA",1,1,0,0,0,3,2000
"Janesville-Beloit","WI MSA",43,34,0,4,5,3,2000
"Johnson City-Kingsport- Bristol","TN-VA MSA",99,95,4,0,0,3,2000
"Johnstown","PA MSA",5,5,0,0,0,3,2000
"Jonesboro","AR MSA",25,19,2,4,0,3,2000
"Joplin","MO MSA",23,19,4,0,0,3,2000
"Kalamazoo-Battle Creek","MI MSA",144,99,0,0,45,3,2000
"Kansas City","MO-KS MSA",1137,1025,68,44,0,3,2000
"Killeen-Temple","TX MSA",267,143,24,100,0,3,2000
"Knoxville","TN MSA",414,365,6,7,36,3,2000
"Kokomo","IN MSA",32,32,0,0,0,3,2000
"La Crosse","WI-MN MSA",56,30,8,0,18,3,2000
"Lafayette","LA MSA",118,118,0,0,0,3,2000
"Lafayette","IN MSA",203,79,18,19,87,3,2000
"Lake Charles","LA MSA",82,78,4,0,0,3,2000
"Lakeland-Winter Haven","FL MSA",563,342,0,3,218,3,2000
"Lancaster","PA MSA",89,83,0,0,6,3,2000
"Lansing-East Lansing","MI MSA",116,107,4,0,5,3,2000
"Laredo","TX MSA",153,145,0,3,5,3,2000
"Las Cruces","NM MSA",70,70,0,0,0,3,2000
"Las Vegas","NV-AZ MSA",2270,2151,2,8,109,3,2000
"Lawrence","KS MSA",84,48,8,28,0,3,2000
"Lawton","OK MSA",21,21,0,0,0,3,2000
"Lewiston-Auburn","ME MSA",7,7,0,0,0,3,2000
"Lexington","KY MSA",431,375,28,12,16,3,2000
"Lima","OH MSA",11,11,0,0,0,3,2000
"Lincoln","NE MSA",200,118,4,0,78,3,2000
"Little Rock-North Little Rock","AR MSA",247,235,12,0,0,3,2000
"Longview-Marshall","TX MSA",13,13,0,0,0,3,2000
"Los Angeles-Riverside- Orange County","CA CMSA",5469,3621,48,66,1734,3,2000
"Louisville","KY-IN MSA",521,478,0,0,43,3,2000
"Lubbock","TX MSA",120,73,18,29,0,3,2000
"Lynchburg","VA MSA",115,110,2,3,0,3,2000
"Macon","GA MSA",152,152,0,0,0,3,2000
"Madison","WI MSA",251,163,24,28,36,3,2000
"Mansfield","OH MSA",44,38,2,4,0,3,2000
"McAllen-Edinburg-Mission","TX MSA",519,469,10,21,19,3,2000
"Medford-Ashland","OR MSA",103,99,0,4,0,3,2000
"Melbourne-Titusville-Palm Bay","FL MSA",377,324,4,3,46,3,2000
"Memphis","TN-AR-MS MSA",1453,699,0,0,754,3,2000
"Merced","CA MSA",139,139,0,0,0,3,2000
"Miami-Fort Lauderdale","FL CMSA",1791,1221,14,196,360,3,2000
"Milwaukee-Racine","WI CMSA",763,428,38,12,285,3,2000
"Minneapolis-St. Paul","MN-WI MSA",2246,1762,40,53,391,3,2000
"Missoula","MT MSA",128,44,0,0,84,3,2000
"Mobile","AL MSA",354,319,2,0,33,3,2000
"Modesto","CA MSA",332,325,4,3,0,3,2000
"Monroe","LA MSA",45,43,2,0,0,3,2000
"Montgomery","AL MSA",128,124,0,4,0,3,2000
"Muncie","IN MSA",23,20,0,3,0,3,2000
"Myrtle Beach","SC MSA",337,175,2,24,136,3,2000
"Naples","FL MSA",570,326,6,76,162,3,2000
"Nashville","TN MSA",992,927,18,11,36,3,2000
"New London-Norwich","CT-RI MSA",100,95,0,0,5,3,2000
"New Orleans","LA MSA",334,301,20,0,13,3,2000
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",4499,2753,316,185,1245,3,2000
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",989,720,2,20,247,3,2000
"Ocala","FL MSA",193,193,0,0,0,3,2000
"Odessa-Midland","TX MSA",33,33,0,0,0,3,2000
"Oklahoma City","OK MSA",512,425,0,20,67,3,2000
"Omaha","NE-IA MSA",575,352,8,0,215,3,2000
"Orlando","FL MSA",1996,1423,6,16,551,3,2000
"Owensboro","KY MSA",50,42,0,0,8,3,2000
"Panama City","FL MSA",90,84,6,0,0,3,2000
"Parkersburg-Marietta","WV-OH MSA",35,15,0,20,0,3,2000
"Pensacola","FL MSA",228,226,2,0,0,3,2000
"Peoria-Pekin","IL MSA",134,114,0,0,20,3,2000
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",2026,1787,46,77,116,3,2000
"Phoenix-Mesa","AZ MSA",5183,3418,16,84,1665,3,2000
"Pine Bluff","AR MSA",14,14,0,0,0,3,2000
"Pittsburgh","PA MSA",588,415,14,16,143,3,2000
"Pittsfield","MA MSA",0,0,0,0,0,3,2000
"Pocatello","ID MSA",13,13,0,0,0,3,2000
"Portland","ME MSA",141,125,4,4,8,3,2000
"Portland-Salem","OR-WA CMSA",1341,1100,50,37,154,3,2000
"Providence-Fall River- Warwick","RI-MA MSA",244,238,6,0,0,3,2000
"Provo-Orem","UT MSA",319,263,12,8,36,3,2000
"Pueblo","CO MSA",115,109,2,4,0,3,2000
"Punta Gorda","FL MSA",135,123,0,0,12,3,2000
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1399,1248,14,6,131,3,2000
"Rapid City","SD MSA",31,31,0,0,0,3,2000
"Reading","PA MSA",120,72,0,0,48,3,2000
"Redding","CA MSA",95,83,0,12,0,3,2000
"Reno","NV MSA",231,231,0,0,0,3,2000
"Richland-Kennewick-Pasco","WA MSA",98,98,0,0,0,3,2000
"Richmond-Petersburg","VA MSA",630,618,4,0,8,3,2000
"Roanoke","VA MSA",92,92,0,0,0,3,2000
"Rochester","MN MSA",110,74,4,8,24,3,2000
"Rochester","NY MSA",130,125,2,3,0,3,2000
"Rockford","IL MSA",174,144,10,20,0,3,2000
"Rocky Mount","NC MSA",44,42,2,0,0,3,2000
"Sacramento-Yolo","CA CMSA",1019,1012,2,0,5,3,2000
"Saginaw-Bay City-Midland","MI MSA",57,48,4,0,5,3,2000
"St. Cloud","MN MSA",103,98,0,0,5,3,2000
"St. Joseph","MO MSA",24,13,2,3,6,3,2000
"St. Louis","MO-IL MSA",1598,1013,40,19,526,3,2000
"Salinas","CA MSA",112,112,0,0,0,3,2000
"Salt Lake City-Ogden","UT MSA",817,697,12,18,90,3,2000
"San Angelo","TX MSA",22,22,0,0,0,3,2000
"San Antonio","TX MSA",826,752,20,0,54,3,2000
"San Diego","CA MSA",1818,789,16,15,998,3,2000
"San Francisco-Oakland-San Jose","CA CMSA",1920,1296,30,45,549,3,2000
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",196,179,4,8,5,3,2000
"Santa Barbara-Santa Maria- Lompoc","CA MSA",95,85,2,3,5,3,2000
"Santa Fe","NM MSA",49,49,0,0,0,3,2000
"Sarasota-Bradenton","FL MSA",686,588,4,7,87,3,2000
"Savannah","GA MSA",193,146,32,0,15,3,2000
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",46,39,0,7,0,3,2000
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",2060,1466,46,39,509,3,2000
"Sharon","PA MSA",134,10,2,0,122,3,2000
"Sheboygan","WI MSA",10,10,0,0,0,3,2000
"Sherman-Denison","TX MSA",7,7,0,0,0,3,2000
"Shreveport-Bossier City","LA MSA",76,76,0,0,0,3,2000
"Sioux City","IA-NE MSA",21,19,2,0,0,3,2000
"Sioux Falls","SD MSA",329,160,2,0,167,3,2000
"South Bend","IN MSA",132,96,0,0,36,3,2000
"Spokane","WA MSA",199,125,6,0,68,3,2000
"Springfield","IL MSA",75,64,6,0,5,3,2000
"Springfield","MO MSA",304,251,18,8,27,3,2000
"Springfield","MA MSA",65,61,4,0,0,3,2000
"State College","PA MSA",29,29,0,0,0,3,2000
"Steubenville-Weirton","OH-WV MSA",6,6,0,0,0,3,2000
"Stockton-Lodi","CA MSA",421,421,0,0,0,3,2000
"Sumter","SC MSA",48,35,8,0,5,3,2000
"Syracuse","NY MSA",135,64,0,0,71,3,2000
"Tallahassee","FL MSA",201,146,16,0,39,3,2000
"Tampa-St. Petersburg- Clearwater","FL MSA",1295,1167,36,43,49,3,2000
"Terre Haute","IN MSA",20,20,0,0,0,3,2000
"Texarkana  TX-Texarkana "," AR MSA",20,20,0,0,0,3,2000
"Toledo","OH MSA",253,133,16,4,100,3,2000
"Topeka","KS MSA",57,55,2,0,0,3,2000
"Tucson","AZ MSA",640,595,10,29,6,3,2000
"Tulsa","OK MSA",318,308,2,0,8,3,2000
"Tuscaloosa","AL MSA",50,50,0,0,0,3,2000
"Tyler","TX MSA",36,31,0,0,5,3,2000
"Utica-Rome","NY MSA",3,3,0,0,0,3,2000
"Victoria","TX MSA",10,10,0,0,0,3,2000
"Visalia-Tulare-Porterville","CA MSA",139,139,0,0,0,3,2000
"Waco","TX MSA",70,49,2,0,19,3,2000
"Washington-Baltimore","DC-MD- VA-WV CMSA",4706,4176,0,7,523,3,2000
"Waterloo-Cedar Falls","IA MSA",28,28,0,0,0,3,2000
"Wausau","WI MSA",41,39,2,0,0,3,2000
"West Palm Beach-Boca Raton","Raton FL MSA",1012,715,6,28,263,3,2000
"Wheeling","WV-OH MSA",3,3,0,0,0,3,2000
"Wichita","KS MSA",159,153,6,0,0,3,2000
"Wichita Falls","TX MSA",16,16,0,0,0,3,2000
"Wilmington","NC MSA",330,252,8,0,70,3,2000
"Yakima","WA MSA",29,24,0,0,5,3,2000
"York","PA MSA",158,141,8,4,5,3,2000
"Youngstown-Warren","OH MSA",67,54,10,3,0,3,2000
"Yuba City","CA MSA",21,21,0,0,0,3,2000
"Yuma","AZ MSA",102,102,0,0,0,3,2000
"Abilene","TX MSA",15,13,2,0,0,4,2000
"Albany","GA MSA",40,40,0,0,0,4,2000
"Albany-Schenectady-Troy","NY MSA",239,137,0,8,94,4,2000
"Albuquerque","NM MSA",406,406,0,0,0,4,2000
"Alexandria","LA MSA",27,27,0,0,0,4,2000
"Allentown-Bethlehem-Easton","PA MSA",210,187,2,7,14,4,2000
"Altoona","PA MSA",6,6,0,0,0,4,2000
"Amarillo","TX MSA",41,41,0,0,0,4,2000
"Anchorage","AK MSA",115,68,26,0,21,4,2000
"Anniston","AL MSA",25,13,0,7,5,4,2000
"Appleton-Oshkosh-Neenah","WI MSA",216,123,16,0,77,4,2000
"Asheville","NC MSA",86,82,4,0,0,4,2000
"Athens","GA MSA",238,74,10,0,154,4,2000
"Atlanta","GA MSA",6599,4108,8,11,2472,4,2000
"Auburn-Opelika","AL MSA",73,33,34,0,6,4,2000
"Augusta-Aiken","GA-SC MSA",165,165,0,0,0,4,2000
"Austin-San Marcos","TX MSA",943,924,8,0,11,4,2000
"Bakersfield","CA MSA",266,253,2,0,11,4,2000
"Bangor","ME MSA",16,16,0,0,0,4,2000
"Barnstable-Yarmouth","MA MSA",84,76,8,0,0,4,2000
"Baton Rouge","LA MSA",92,84,0,0,8,4,2000
"Beaumont-Port Arthur","TX MSA",34,34,0,0,0,4,2000
"Bellingham","WA MSA",117,77,4,3,33,4,2000
"Benton Harbor","MI MSA",6,6,0,0,0,4,2000
"Billings","MT MSA",44,44,0,0,0,4,2000
"Biloxi-Gulfport-Pascagoula","MS MSA",415,164,0,0,251,4,2000
"Binghamton","NY MSA",16,11,0,0,5,4,2000
"Birmingham","AL MSA",577,346,0,3,228,4,2000
"Bismarck","ND MSA",66,50,0,16,0,4,2000
"Bloomington","IN MSA",64,44,6,4,10,4,2000
"Bloomington-Normal","IL MSA",95,92,0,3,0,4,2000
"Boise City","ID MSA",504,424,4,43,33,4,2000
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1561,1134,30,17,380,4,2000
"Brownsville-Harlingen-San Benito","TX MSA",169,139,4,18,8,4,2000
"Bryan-College Station","TX MSA",74,72,2,0,0,4,2000
"Buffalo-Niagara Falls","NY MSA",248,141,2,0,105,4,2000
"Burlington","VT MSA",86,77,6,3,0,4,2000
"Canton-Massillon","OH MSA",104,104,0,0,0,4,2000
"Casper","WY MSA",18,18,0,0,0,4,2000
"Cedar Rapids","IA MSA",123,77,6,4,36,4,2000
"Champaign-Urbana","IL MSA",76,67,4,0,5,4,2000
"Charleston-North Charleston","SC MSA",394,309,0,7,78,4,2000
"Charleston","WV MSA",30,27,0,3,0,4,2000
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1641,1035,10,8,588,4,2000
"Charlottesville","VA MSA",105,97,8,0,0,4,2000
"Chattanooga","TN-GA MSA",168,163,0,0,5,4,2000
"Cheyenne","WY MSA",22,19,0,3,0,4,2000
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",4074,2802,40,151,1081,4,2000
"Chico-Paradise","CA MSA",95,95,0,0,0,4,2000
"Cincinnati-Hamilton","OH-KY- IN CMSA",1075,887,8,16,164,4,2000
"Clarksville-Hopkinsville","TN-KY MSA",71,55,0,0,16,4,2000
"Cleveland-Akron","OH CMSA",1038,896,4,22,116,4,2000
"Colorado Springs","CO MSA",480,476,0,4,0,4,2000
"Columbia","MO MSA",93,91,2,0,0,4,2000
"Columbia","SC MSA",307,303,0,4,0,4,2000
"Columbus","GA-AL MSA",97,95,2,0,0,4,2000
"Columbus","OH MSA",1350,810,8,39,493,4,2000
"Corpus Christi","TX MSA",73,67,2,4,0,4,2000
"Corvallis","Corvallis OR MSA",24,13,0,0,11,4,2000
"Cumberland","MD-WV MSA",24,24,0,0,0,4,2000
"Dallas-Fort Worth","TX CMSA",3934,2921,10,12,991,4,2000
