"cbsa","cbsaname","intptlon","intptlat","pop2k","afact"
"cbsa","CBSA Name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2000 census","cbsa to cbsa alloc factor"
"22780","Fort Leonard Wood, MO Micropolitan Statistical Area",-92.175724,37.827603,41165,1 
"22800","Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area",-91.447644,40.535343,45468,1 
"22820","Fort Morgan, CO Micropolitan Statistical Area",-103.778852,40.255465,27171,1 
"22840","Fort Payne, AL Micropolitan Statistical Area",-85.810015,34.459779,64452,1 
"22860","Fort Polk South, LA Micropolitan Statistical Area",-93.242806,31.095054,52531,1 
"22900","Fort Smith, AR-OK Metropolitan Statistical Area",-94.41628,35.339396,273170,1 
"22980","Fort Valley, GA Micropolitan Statistical Area",-83.83779,32.583411,23668,1 
"23020","Fort Walton Beach-Crestview-Destin, FL Metropolitan Statistical Area",-86.569563,30.526351,170498,1 
"23060","Fort Wayne, IN Metropolitan Statistical Area",-85.15316,41.075966,390156,1 
"23140","Frankfort, IN Micropolitan Statistical Area",-86.511539,40.297791,33866,1 
"23180","Frankfort, KY Micropolitan Statistical Area",-84.885137,38.147522,66798,1 
"23240","Fredericksburg, TX Micropolitan Statistical Area",-98.89947,30.275018,20814,1 
"23300","Freeport, IL Micropolitan Statistical Area",-89.644359,42.324293,48979,1 
"23340","Fremont, NE Micropolitan Statistical Area",-96.534363,41.477425,36160,1 
"23380","Fremont, OH Micropolitan Statistical Area",-83.103316,41.341687,61792,1 
"23420","Fresno, CA Metropolitan Statistical Area",-119.772249,36.736003,799407,1 
"23460","Gadsden, AL Metropolitan Statistical Area",-86.024453,34.015075,103459,1 
"23500","Gaffney, SC Micropolitan Statistical Area",-81.64162,35.078438,52537,1 
"23540","Gainesville, FL Metropolitan Statistical Area",-82.406216,29.668166,232392,1 
"23580","Gainesville, GA Metropolitan Statistical Area",-83.842833,34.284221,139277,1 
"23620","Gainesville, TX Micropolitan Statistical Area",-97.138367,33.612826,36363,1 
"23660","Galesburg, IL Micropolitan Statistical Area",-90.406097,40.925331,74571,1 
"23700","Gallup, NM Micropolitan Statistical Area",-108.625648,35.518941,74798,1 
"23780","Garden City, KS Micropolitan Statistical Area",-100.862592,37.975919,40523,1 
"23820","Gardnerville Ranchos, NV Micropolitan Statistical Area",-119.764679,38.9539,41259,1 
"23860","Georgetown, SC Micropolitan Statistical Area",-79.287091,33.451494,55797,1 
"23900","Gettysburg, PA Micropolitan Statistical Area",-77.16111,39.852685,91292,1 
"23940","Gillette, WY Micropolitan Statistical Area",-105.492124,44.256023,33698,1 
"23980","Glasgow, KY Micropolitan Statistical Area",-85.869417,36.994186,48070,1 
"24020","Glens Falls, NY Metropolitan Statistical Area",-73.587814,43.3473,124345,1 
"24100","Gloversville, NY Micropolitan Statistical Area",-74.331284,43.06014,55073,1 
"24140","Goldsboro, NC Metropolitan Statistical Area",-77.988076,35.367254,113329,1 
"24180","Granbury, TX Micropolitan Statistical Area",-97.767212,32.404608,47909,1 
"24220","Grand Forks, ND-MN Metropolitan Statistical Area",-96.944806,47.868067,97478,1 
"24260","Grand Island, NE Micropolitan Statistical Area",-98.349163,40.967265,68305,1 
"24300","Grand Junction, CO Metropolitan Statistical Area",-108.534161,39.090745,116255,1 
"24340","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",-85.574462,42.96902,740482,1 
"24380","Grants, NM Micropolitan Statistical Area",-107.80963,35.110509,25595,1 
"24420","Grants Pass, OR Micropolitan Statistical Area",-123.387892,42.402267,75726,1 
"24460","Great Bend, KS Micropolitan Statistical Area",-98.758931,38.397915,28205,1 
"24500","Great Falls, MT Metropolitan Statistical Area",-111.306395,47.490998,80357,1 
"24540","Greeley, CO Metropolitan Statistical Area",-104.760698,40.347798,180926,1 
"24580","Green Bay, WI Metropolitan Statistical Area",-88.013829,44.552781,282599,1 
"24620","Greeneville, TN Micropolitan Statistical Area",-82.833987,36.176982,62909,1 
"24660","Greensboro-High Point, NC Metropolitan Statistical Area",-79.835187,36.049418,643430,1 
"24700","Greensburg, IN Micropolitan Statistical Area",-85.493497,39.318284,24555,1 
"24740","Greenville, MS Micropolitan Statistical Area",-91.009191,33.369994,62977,1 
"24780","Greenville, NC Metropolitan Statistical Area",-77.417883,35.567956,152772,1 
"24820","Greenville, OH Micropolitan Statistical Area",-84.609893,40.116571,53309,1 
"24860","Greenville-Mauldin-Easley, SC Metropolitan Statistical Area",-82.373112,34.79968,559940,1 
"24900","Greenwood, MS Micropolitan Statistical Area",-90.152544,33.504347,48716,1 
"24940","Greenwood, SC Micropolitan Statistical Area",-82.149003,34.203318,66271,1 
"24980","Grenada, MS Micropolitan Statistical Area",-89.80182,33.770148,23263,1 
"25060","Gulfport-Biloxi, MS Metropolitan Statistical Area",-89.124628,30.433323,246190,1 
"25100","Guymon, OK Micropolitan Statistical Area",-101.44396,36.717406,20107,1 
"25180","Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",-77.852491,39.561264,222771,1 
"25220","Hammond, LA Micropolitan Statistical Area",-90.458542,30.57871,100588,1 
"25260","Hanford-Corcoran, CA Metropolitan Statistical Area",-119.733808,36.237786,129461,1 
"25300","Hannibal, MO Micropolitan Statistical Area",-91.456536,39.697933,37915,1 
"25340","Harriman, TN Micropolitan Statistical Area",-84.524909,35.885631,51910,1 
"25380","Harrisburg, IL Micropolitan Statistical Area",-88.5359,37.754385,26733,1 
"25420","Harrisburg-Carlisle, PA Metropolitan Statistical Area",-76.954787,40.271948,509074,1 
"25460","Harrison, AR Micropolitan Statistical Area",-93.114243,36.206519,42556,1 
"25500","Harrisonburg, VA Metropolitan Statistical Area",-78.849435,38.450866,108193,1 
"25540","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",-72.656352,41.733228,1148618,1 
"25580","Hastings, NE Micropolitan Statistical Area",-98.344579,40.574759,38190,1 
"25620","Hattiesburg, MS Metropolitan Statistical Area",-89.309269,31.288862,123812,1 
"25660","Havre, MT Micropolitan Statistical Area",-109.766773,48.521208,16673,1 
"25700","Hays, KS Micropolitan Statistical Area",-99.327982,38.880785,27507,1 
"25720","Heber, UT Micropolitan Statistical Area",-111.411467,40.495149,15215,1 
"25740","Helena, MT Micropolitan Statistical Area",-112.031917,46.583447,65765,1 
"25760","Helena-West Helena, AR Micropolitan Statistical Area",-90.709667,34.522919,26445,1 
"25780","Henderson, NC Micropolitan Statistical Area",-78.401728,36.331252,42954,1 
"25820","Hereford, TX Micropolitan Statistical Area",-102.402023,34.835575,18561,1 
"25860","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",-81.40461,35.76646,341851,1 
"25900","Hilo, HI Micropolitan Statistical Area",-155.415801,19.690126,148677,1 
"25940","Hilton Head Island-Beaufort, SC Micropolitan Statistical Area",-80.77624,32.352438,141615,1 
"25980","Hinesville-Fort Stewart, GA Metropolitan Statistical Area",-81.604884,31.823793,71914,1 
"26020","Hobbs, NM Micropolitan Statistical Area",-103.195178,32.750197,55511,1 
"26100","Holland-Grand Haven, MI Metropolitan Statistical Area",-86.028189,42.909535,238314,1 
"26140","Homosassa Springs, FL Micropolitan Statistical Area",-82.450992,28.859855,118085,1 
"26180","Honolulu, HI Metropolitan Statistical Area",-157.908882,21.376294,876156,1 
"26220","Hood River, OR Micropolitan Statistical Area",-121.565029,45.652985,20411,1 
"26260","Hope, AR Micropolitan Statistical Area",-93.544113,33.705749,33542,1 
"26300","Hot Springs, AR Metropolitan Statistical Area",-93.07983,34.50804,88068,1 
"26340","Houghton, MI Micropolitan Statistical Area",-88.525207,47.139349,38317,1 
"26380","Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",-90.667274,29.628421,194477,1 
"26420","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",-95.398063,29.769488,4715407,1 
"26460","Hudson, NY Micropolitan Statistical Area",-73.682081,42.276913,63094,1 
"26480","Humboldt, TN Micropolitan Statistical Area",-88.885619,35.945202,48152,1 
"26500","Huntingdon, PA Micropolitan Statistical Area",-78.001147,40.423393,45586,1 
"26540","Huntington, IN Micropolitan Statistical Area",-85.486953,40.866143,38075,1 
"26580","Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",-82.523562,38.432298,288649,1 
"26620","Huntsville, AL Metropolitan Statistical Area",-86.672687,34.758268,342376,1 
"26660","Huntsville, TX Micropolitan Statistical Area",-95.532201,30.733396,61758,1 
"26700","Huron, SD Micropolitan Statistical Area",-98.23281,44.37112,17023,1 
"26740","Hutchinson, KS Micropolitan Statistical Area",-97.9356,38.050433,64790,1 
"26780","Hutchinson, MN Micropolitan Statistical Area",-94.266957,44.857796,34898,1 
"26820","Idaho Falls, ID Metropolitan Statistical Area",-112.001623,43.534537,101677,1 
"26860","Indiana, PA Micropolitan Statistical Area",-79.127853,40.616382,89605,1 
"26900","Indianapolis-Carmel, IN Metropolitan Statistical Area",-86.163041,39.779615,1525104,1 
"26940","Indianola, MS Micropolitan Statistical Area",-90.58687,33.598866,34369,1 
"26980","Iowa City, IA Metropolitan Statistical Area",-91.577567,41.624683,131676,1 
"27020","Iron Mountain, MI-WI Micropolitan Statistical Area",-88.050531,45.836006,32560,1 
"27060","Ithaca, NY Metropolitan Statistical Area",-76.478767,42.461024,96501,1 
"27100","Jackson, MI Metropolitan Statistical Area",-84.407129,42.241245,158422,1 
"27140","Jackson, MS Metropolitan Statistical Area",-90.162763,32.286059,497197,1 
"27180","Jackson, TN Metropolitan Statistical Area",-88.793452,35.612173,107377,1 
"27220","Jackson, WY-ID Micropolitan Statistical Area",-110.866766,43.551572,24250,1 
"27260","Jacksonville, FL Metropolitan Statistical Area",-81.632357,30.253819,1122750,1 
"27300","Jacksonville, IL Micropolitan Statistical Area",-90.262471,39.708776,42153,1 
"27340","Jacksonville, NC Metropolitan Statistical Area",-77.394678,34.735029,150355,1 
"27380","Jacksonville, TX Micropolitan Statistical Area",-95.208448,31.898556,46659,1 
"27420","Jamestown, ND Micropolitan Statistical Area",-98.749771,46.916892,21908,1 
"27460","Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",-79.315333,42.246904,139750,1 
"27500","Janesville, WI Metropolitan Statistical Area",-89.037034,42.649079,152307,1 
"27540","Jasper, IN Micropolitan Statistical Area",-86.991571,38.372204,52511,1 
"27620","Jefferson City, MO Metropolitan Statistical Area",-92.16477,38.626003,140052,1 
"27660","Jennings, LA Micropolitan Statistical Area",-92.733789,30.238588,31435,1 
"27700","Jesup, GA Micropolitan Statistical Area",-81.916573,31.610552,26565,1 
"27740","Johnson City, TN Metropolitan Statistical Area",-82.356688,36.30457,181607,1 
"27780","Johnstown, PA Metropolitan Statistical Area",-78.803784,40.405281,152598,1 
"27860","Jonesboro, AR Metropolitan Statistical Area",-90.63941,35.778417,107762,1 
"27900","Joplin, MO Metropolitan Statistical Area",-94.431142,37.058645,157322,1 
"27940","Juneau, AK Micropolitan Statistical Area",-134.529813,58.357237,30711,1 
"27980","Kahului-Wailuku, HI Micropolitan Statistical Area",-156.500304,20.868419,128094,1 
"28020","Kalamazoo-Portage, MI Metropolitan Statistical Area",-85.687871,42.263538,314866,1 
"28060","Kalispell, MT Micropolitan Statistical Area",-114.273807,48.254406,74471,1 
"28100","Kankakee-Bradley, IL Metropolitan Statistical Area",-87.847799,41.142918,103833,1 
"28140","Kansas City, MO-KS Metropolitan Statistical Area",-94.573083,39.023242,1836038,1 
"28180","Kapaa, HI Micropolitan Statistical Area",-159.447475,22.021112,58463,1 
"28260","Kearney, NE Micropolitan Statistical Area",-99.057605,40.70727,49141,1 
"28300","Keene, NH Micropolitan Statistical Area",-72.263959,42.898957,73825,1 
"28340","Kendallville, IN Micropolitan Statistical Area",-85.391318,41.415597,46275,1 
"28380","Kennett, MO Micropolitan Statistical Area",-90.058049,36.3284,33155,1 
"28420","Kennewick-Pasco-Richland, WA Metropolitan Statistical Area",-119.231006,46.252718,191822,1 
"28500","Kerrville, TX Micropolitan Statistical Area",-99.161737,30.040622,43653,1 
"28540","Ketchikan, AK Micropolitan Statistical Area",-131.679526,55.36929,14070,1 
"28580","Key West, FL Micropolitan Statistical Area",-81.2477,24.742865,79589,1 
"28620","Kill Devil Hills, NC Micropolitan Statistical Area",-75.674086,35.902008,29967,1 
"28660","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",-97.662125,31.123186,330714,1 
"28700","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",-82.410465,36.565601,298484,1 
"28740","Kingston, NY Metropolitan Statistical Area",-74.09932,41.848374,177749,1 
"28780","Kingsville, TX Micropolitan Statistical Area",-97.85646,27.487862,31963,1 
"28820","Kinston, NC Micropolitan Statistical Area",-77.629096,35.263788,59648,1 
"28860","Kirksville, MO Micropolitan Statistical Area",-92.57441,40.234788,29147,1 
"28900","Klamath Falls, OR Micropolitan Statistical Area",-121.726914,42.277384,63775,1 
"28940","Knoxville, TN Metropolitan Statistical Area",-84.016405,35.943328,616079,1 
"28980","Kodiak, AK Micropolitan Statistical Area",-152.474164,57.777258,13913,1 
"29020","Kokomo, IN Metropolitan Statistical Area",-86.117723,40.445584,101541,1 
"29060","Laconia, NH Micropolitan Statistical Area",-71.445221,43.520945,56325,1 
"29100","La Crosse, WI-MN Metropolitan Statistical Area",-91.243828,43.832069,126838,1 
"29140","Lafayette, IN Metropolitan Statistical Area",-86.875533,40.44521,178541,1 
"29180","Lafayette, LA Metropolitan Statistical Area",-91.999322,30.211117,239086,1 
"29220","La Follette, TN Micropolitan Statistical Area",-84.124826,36.38622,39854,1 
"29260","La Grande, OR Micropolitan Statistical Area",-118.02151,45.341617,24530,1 
"29300","LaGrange, GA Micropolitan Statistical Area",-85.032781,33.03371,58779,1 
"29340","Lake Charles, LA Metropolitan Statistical Area",-93.261209,30.21141,193568,1 
"29380","Lake City, FL Micropolitan Statistical Area",-82.65926,30.12944,56513,1 
"29420","Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",-114.265776,35.039737,155032,1 
"29460","Lakeland-Winter Haven, FL Metropolitan Statistical Area",-81.812761,28.02073,483924,1 
"29500","Lamesa, TX Micropolitan Statistical Area",-101.950038,32.735103,14985,1 
"29540","Lancaster, PA Metropolitan Statistical Area",-76.289699,40.073302,470658,1 
"29580","Lancaster, SC Micropolitan Statistical Area",-80.730665,34.719295,61351,1 
"29620","Lansing-East Lansing, MI Metropolitan Statistical Area",-84.558466,42.710776,447728,1 
"29660","Laramie, WY Micropolitan Statistical Area",-105.59927,41.31767,32014,1 
"29700","Laredo, TX Metropolitan Statistical Area",-99.477529,27.514915,193117,1 
"29740","Las Cruces, NM Metropolitan Statistical Area",-106.730042,32.239277,174682,1 
"29780","Las Vegas, NM Micropolitan Statistical Area",-105.296158,35.572247,30126,1 
"29820","Las Vegas-Paradise, NV Metropolitan Statistical Area",-115.137338,36.145263,1375765,1 
"29860","Laurel, MS Micropolitan Statistical Area",-89.159339,31.735802,83107,1 
"29900","Laurinburg, NC Micropolitan Statistical Area",-79.480845,34.785085,35998,1 
"29940","Lawrence, KS Metropolitan Statistical Area",-95.251202,38.942551,99962,1 
"29980","Lawrenceburg, TN Micropolitan Statistical Area",-87.357156,35.230101,39926,1 
"30020","Lawton, OK Metropolitan Statistical Area",-98.423597,34.630118,114996,1 
"30060","Lebanon, MO Micropolitan Statistical Area",-92.654645,37.670862,32513,1 
"30100","Lebanon, NH-VT Micropolitan Statistical Area",-72.217284,43.764088,167387,1 
"30140","Lebanon, PA Metropolitan Statistical Area",-76.443634,40.341378,120327,1 
"30220","Levelland, TX Micropolitan Statistical Area",-102.33413,33.585666,22716,1 
"30260","Lewisburg, PA Micropolitan Statistical Area",-76.961878,40.974829,41624,1 
"30280","Lewisburg, TN Micropolitan Statistical Area",-86.775447,35.478514,26767,1 
"30300","Lewiston, ID-WA Metropolitan Statistical Area",-116.991804,46.392644,57961,1 
"30340","Lewiston-Auburn, ME Metropolitan Statistical Area",-70.201301,44.118371,103793,1 
"30380","Lewistown, PA Micropolitan Statistical Area",-77.614905,40.602272,46486,1 
"30420","Lexington, NE Micropolitan Statistical Area",-99.859679,40.809699,26508,1 
"30460","Lexington-Fayette, KY Metropolitan Statistical Area",-84.486872,38.031247,408326,1 
"30500","Lexington Park, MD Micropolitan Statistical Area",-76.582577,38.309783,86211,1 
"30580","Liberal, KS Micropolitan Statistical Area",-100.915855,37.053674,22510,1 
"30620","Lima, OH Metropolitan Statistical Area",-84.12189,40.757167,108473,1 
"30660","Lincoln, IL Micropolitan Statistical Area",-89.362167,40.141165,31183,1 
"30700","Lincoln, NE Metropolitan Statistical Area",-96.699808,40.806846,266787,1 
"30740","Lincolnton, NC Micropolitan Statistical Area",-81.195451,35.482745,63780,1 
"30780","Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",-92.331909,34.79513,610518,1 
"30820","Lock Haven, PA Micropolitan Statistical Area",-77.458151,41.145151,37914,1 
"30860","Logan, UT-ID Metropolitan Statistical Area",-111.842608,41.786667,102720,1 
"30900","Logansport, IN Micropolitan Statistical Area",-86.338926,40.747782,40930,1 
"30940","London, KY Micropolitan Statistical Area",-84.089648,37.091772,52715,1 
"30980","Longview, TX Metropolitan Statistical Area",-94.816602,32.458669,194042,1 
"31020","Longview, WA Metropolitan Statistical Area",-122.906844,46.143103,92948,1 
"31060","Los Alamos, NM Micropolitan Statistical Area",-106.268312,35.867691,18343,1 
"31100","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",-118.155105,33.983765,12365627,1 
"31140","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",-85.697529,38.216585,1161975,1 
"31180","Lubbock, TX Metropolitan Statistical Area",-101.86749,33.56272,249700,1 
"31260","Lufkin, TX Micropolitan Statistical Area",-94.713975,31.312811,80130,1 
"31300","Lumberton, NC Micropolitan Statistical Area",-79.094685,34.669631,123339,1 
"31340","Lynchburg, VA Metropolitan Statistical Area",-79.242999,37.357017,228616,1 
"31380","Macomb, IL Micropolitan Statistical Area",-90.668321,40.4703,32913,1 
"31420","Macon, GA Metropolitan Statistical Area",-83.691721,32.85165,222368,1 
"31460","Madera, CA Metropolitan Statistical Area",-119.996824,37.049213,123109,1 
"31500","Madison, IN Micropolitan Statistical Area",-85.434241,38.758774,31705,1 
"31540","Madison, WI Metropolitan Statistical Area",-89.424572,43.1096,501774,1 
"31580","Madisonville, KY Micropolitan Statistical Area",-87.523951,37.302813,46519,1 
"31620","Magnolia, AR Micropolitan Statistical Area",-93.245592,33.259054,25603,1 
"31660","Malone, NY Micropolitan Statistical Area",-74.340734,44.705699,51134,1 
"31700","Manchester-Nashua, NH Metropolitan Statistical Area",-71.530704,42.87903,380841,1 
"31740","Manhattan, KS Micropolitan Statistical Area",-96.629476,39.16444,108999,1 
"31820","Manitowoc, WI Micropolitan Statistical Area",-87.719376,44.106306,82887,1 
"31860","Mankato-North Mankato, MN Micropolitan Statistical Area",-94.026265,44.174924,85712,1 
"31900","Mansfield, OH Metropolitan Statistical Area",-82.539381,40.764398,128852,1 
"31940","Marinette, WI-MI Micropolitan Statistical Area",-87.752464,45.270086,68710,1 
"31980","Marion, IN Micropolitan Statistical Area",-85.645545,40.525846,73403,1 
"32020","Marion, OH Micropolitan Statistical Area",-83.131437,40.582396,66217,1 
"32060","Marion-Herrin, IL Micropolitan Statistical Area",-88.974815,37.756678,61296,1 
"32100","Marquette, MI Micropolitan Statistical Area",-87.497737,46.486812,64634,1 
"32140","Marshall, MN Micropolitan Statistical Area",-95.796799,44.42734,25425,1 
"32180","Marshall, MO Micropolitan Statistical Area",-93.203541,39.113639,23756,1 
"32220","Marshall, TX Micropolitan Statistical Area",-94.404513,32.535175,62110,1 
"32260","Marshalltown, IA Micropolitan Statistical Area",-92.937292,42.031702,39311,1 
"32270","Marshfield-Wisconsin Rapids, WI Micropolitan Statistical Area",-89.962806,44.47721,75555,1 
"32280","Martin, TN Micropolitan Statistical Area",-88.769872,36.2913,34895,1 
"32300","Martinsville, VA Micropolitan Statistical Area",-79.896833,36.688996,73346,1 
"32340","Maryville, MO Micropolitan Statistical Area",-94.869327,40.35392,21912,1 
"32380","Mason City, IA Micropolitan Statistical Area",-93.246499,43.168643,54356,1 
"32460","Mayfield, KY Micropolitan Statistical Area",-88.649336,36.739974,37028,1 
"32500","Maysville, KY Micropolitan Statistical Area",-83.583985,38.593987,30892,1 
"32540","McAlester, OK Micropolitan Statistical Area",-95.723264,34.953593,43953,1 
"32580","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",-98.177752,26.228875,569463,1 
"32620","McComb, MS Micropolitan Statistical Area",-90.536181,31.2047,52539,1 
"32660","McMinnville, TN Micropolitan Statistical Area",-85.791283,35.695663,38276,1 
"32700","McPherson, KS Micropolitan Statistical Area",-97.64885,38.380036,29554,1 
"32740","Meadville, PA Micropolitan Statistical Area",-80.100452,41.665382,90366,1 
"32780","Medford, OR Metropolitan Statistical Area",-122.858731,42.343821,181269,1 
"32820","Memphis, TN-MS-AR Metropolitan Statistical Area",-89.906045,35.106148,1205204,1 
"32860","Menomonie, WI Micropolitan Statistical Area",-91.900478,44.915722,39858,1 
"32900","Merced, CA Metropolitan Statistical Area",-120.622476,37.282628,210554,1 
"32940","Meridian, MS Micropolitan Statistical Area",-88.69378,32.377295,106569,1 
"32980","Merrill, WI Micropolitan Statistical Area",-89.687114,45.288103,29641,1 
"33020","Mexico, MO Micropolitan Statistical Area",-91.814265,39.204329,25853,1 
"33060","Miami, OK Micropolitan Statistical Area",-94.84029,36.867398,33194,1 
"33100","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",-80.236049,26.084076,5007564,1 
"33140","Michigan City-La Porte, IN Metropolitan Statistical Area",-86.792945,41.634978,110106,1 
"33180","Middlesborough, KY Micropolitan Statistical Area",-83.699118,36.690716,30060,1 
"33220","Midland, MI Micropolitan Statistical Area",-84.298777,43.641709,82874,1 
"33260","Midland, TX Metropolitan Statistical Area",-102.10618,32.002784,116009,1 
"33300","Milledgeville, GA Micropolitan Statistical Area",-83.195609,33.111446,54776,1 
"33340","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",-88.044825,43.075392,1500741,1 
"33380","Minden, LA Micropolitan Statistical Area",-93.341916,32.704101,41831,1 
"33420","Mineral Wells, TX Micropolitan Statistical Area",-98.166139,32.780465,27026,1 
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",-93.252286,44.990911,2968806,1 
"33500","Minot, ND Micropolitan Statistical Area",-101.282753,48.275619,67392,1 
"33540","Missoula, MT Metropolitan Statistical Area",-114.015149,46.874866,95802,1 
"33580","Mitchell, SD Micropolitan Statistical Area",-98.003664,43.697863,21880,1 
"33620","Moberly, MO Micropolitan Statistical Area",-92.453506,39.411925,24663,1 
"33660","Mobile, AL Metropolitan Statistical Area",-88.15954,30.686153,399843,1 
"33700","Modesto, CA Metropolitan Statistical Area",-120.959532,37.62417,446997,1 
"33740","Monroe, LA Metropolitan Statistical Area",-92.164006,32.550225,170053,1 
"33780","Monroe, MI Metropolitan Statistical Area",-83.484703,41.899841,145945,1 
"33820","Monroe, WI Micropolitan Statistical Area",-89.576162,42.660014,33647,1 
"33860","Montgomery, AL Metropolitan Statistical Area",-86.295464,32.400456,346528,1 
"33940","Montrose, CO Micropolitan Statistical Area",-107.950931,38.477616,33432,1 
"33980","Morehead City, NC Micropolitan Statistical Area",-76.789999,34.7454,59383,1 
"34020","Morgan City, LA Micropolitan Statistical Area",-91.350907,29.743453,53500,1 
"34060","Morgantown, WV Metropolitan Statistical Area",-79.892877,39.594058,111200,1 
"34100","Morristown, TN Metropolitan Statistical Area",-83.384692,36.173202,123081,1 
"34140","Moscow, ID Micropolitan Statistical Area",-116.928269,46.742558,34935,1 
"34180","Moses Lake, WA Micropolitan Statistical Area",-119.458152,47.156264,74698,1 
"34220","Moultrie, GA Micropolitan Statistical Area",-83.769427,31.180812,42053,1 
"34260","Mountain Home, AR Micropolitan Statistical Area",-92.38264,36.332991,38386,1 
"34300","Mountain Home, ID Micropolitan Statistical Area",-115.713518,43.096567,29130,1 
"34340","Mount Airy, NC Micropolitan Statistical Area",-80.657674,36.43229,71219,1 
"34380","Mount Pleasant, MI Micropolitan Statistical Area",-84.800777,43.609271,63351,1 
"34420","Mount Pleasant, TX Micropolitan Statistical Area",-94.969495,33.179528,28118,1 
"34460","Mount Sterling, KY Micropolitan Statistical Area",-83.817555,38.048669,40195,1 
"34500","Mount Vernon, IL Micropolitan Statistical Area",-88.848465,38.2698,48666,1 
"34540","Mount Vernon, OH Micropolitan Statistical Area",-82.457353,40.40078,54500,1 
"34580","Mount Vernon-Anacortes, WA Metropolitan Statistical Area",-122.336402,48.467639,102979,1 
"34620","Muncie, IN Metropolitan Statistical Area",-85.400068,40.204795,118769,1 
"34660","Murray, KY Micropolitan Statistical Area",-88.304532,36.619117,34177,1 
"34700","Muscatine, IA Micropolitan Statistical Area",-91.116677,41.409092,53905,1 
"34740","Muskegon-Norton Shores, MI Metropolitan Statistical Area",-86.21623,43.243257,170200,1 
"34780","Muskogee, OK Micropolitan Statistical Area",-95.36729,35.711135,69451,1 
"34820","Myrtle Beach-North Myrtle Beach-Conway, SC Metropolitan Statistical Area",-78.939844,33.794819,196629,1 
"34860","Nacogdoches, TX Micropolitan Statistical Area",-94.642055,31.62444,59203,1 
"34900","Napa, CA Metropolitan Statistical Area",-122.329474,38.343727,124279,1 
"34940","Naples-Marco Island, FL Metropolitan Statistical Area",-81.70817,26.191595,251377,1 
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",-86.68409,36.135442,1311789,1 
"35020","Natchez, MS-LA Micropolitan Statistical Area",-91.429829,31.564752,54587,1 
"35060","Natchitoches, LA Micropolitan Statistical Area",-93.100613,31.762009,39080,1 
"35100","New Bern, NC Micropolitan Statistical Area",-77.033519,35.062964,114751,1 
"35140","Newberry, SC Micropolitan Statistical Area",-81.580268,34.273417,36108,1 
"35220","New Castle, IN Micropolitan Statistical Area",-85.404664,39.927902,48508,1 
"35260","New Castle, PA Micropolitan Statistical Area",-80.338045,40.986171,94643,1 
"35300","New Haven-Milford, CT Metropolitan Statistical Area",-72.940814,41.395343,824008,1 
"35340","New Iberia, LA Micropolitan Statistical Area",-91.809005,29.992048,73266,1 
"35380","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",-90.08573,30.016247,1316510,1 
"35420","New Philadelphia-Dover, OH Micropolitan Statistical Area",-81.462303,40.477358,90914,1 
"35460","Newport, TN Micropolitan Statistical Area",-83.173707,35.94871,33565,1 
"35500","Newton, IA Micropolitan Statistical Area",-93.067556,41.678804,37213,1 
"35580","New Ulm, MN Micropolitan Statistical Area",-94.601603,44.284441,26911,1 
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",-73.946937,40.731573,18323002,1 
"35660","Niles-Benton Harbor, MI Metropolitan Statistical Area",-86.409205,41.989517,162453,1 
"35700","Nogales, AZ Micropolitan Statistical Area",-110.937968,31.422354,38381,1 
"35740","Norfolk, NE Micropolitan Statistical Area",-97.457022,42.040706,49538,1 
"35820","North Platte, NE Micropolitan Statistical Area",-100.784942,41.134288,35939,1 
"35860","North Vernon, IN Micropolitan Statistical Area",-85.647608,39.006166,27554,1 
"35900","North Wilkesboro, NC Micropolitan Statistical Area",-81.132489,36.193014,65632,1 
"35940","Norwalk, OH Micropolitan Statistical Area",-82.618481,41.172751,59487,1 
"35980","Norwich-New London, CT Metropolitan Statistical Area",-72.096493,41.440807,259088,1 
"36020","Oak Harbor, WA Micropolitan Statistical Area",-122.577439,48.208148,71558,1 
