"cbsa","cbsaname","intptlon","intptlat","pop2k","afact"
"cbsa","CBSA Name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2000 census","cbsa to cbsa alloc factor"
"36060","Oak Hill, WV Micropolitan Statistical Area",-81.135812,38.035198,47579,1 
"36100","Ocala, FL Metropolitan Statistical Area",-82.120164,29.154387,258916,1 
"36140","Ocean City, NJ Metropolitan Statistical Area",-74.797679,39.100373,102326,1 
"36180","Ocean Pines, MD Micropolitan Statistical Area",-75.244751,38.297622,46543,1 
"36220","Odessa, TX Metropolitan Statistical Area",-102.384933,31.865926,121123,1 
"36260","Ogden-Clearfield, UT Metropolitan Statistical Area",-111.960754,41.108995,442656,1 
"36300","Ogdensburg-Massena, NY Micropolitan Statistical Area",-75.154403,44.652067,111931,1 
"36340","Oil City, PA Micropolitan Statistical Area",-79.766254,41.406051,57565,1 
"36380","Okeechobee, FL Micropolitan Statistical Area",-80.8211,27.269273,35910,1 
"36420","Oklahoma City, OK Metropolitan Statistical Area",-97.515275,35.448885,1095421,1 
"36460","Olean, NY Micropolitan Statistical Area",-78.606834,42.224267,83955,1 
"36500","Olympia, WA Metropolitan Statistical Area",-122.847879,47.002534,207355,1 
"36540","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",-96.017117,41.243256,767041,1 
"36580","Oneonta, NY Micropolitan Statistical Area",-75.060161,42.564852,61676,1 
"36620","Ontario, OR-ID Micropolitan Statistical Area",-116.996908,43.991707,52193,1 
"36660","Opelousas-Eunice, LA Micropolitan Statistical Area",-92.110752,30.520532,87700,1 
"36700","Orangeburg, SC Micropolitan Statistical Area",-80.798184,33.469561,91582,1 
"36740","Orlando-Kissimmee, FL Metropolitan Statistical Area",-81.416923,28.576359,1644561,1 
"36780","Oshkosh-Neenah, WI Metropolitan Statistical Area",-88.538194,44.099111,156763,1 
"36820","Oskaloosa, IA Micropolitan Statistical Area",-92.640111,41.313015,22335,1 
"36860","Ottawa-Streator, IL Micropolitan Statistical Area",-89.03503,41.351893,153098,1 
"36900","Ottumwa, IA Micropolitan Statistical Area",-92.41795,41.016398,36051,1 
"36940","Owatonna, MN Micropolitan Statistical Area",-93.215094,44.061084,33680,1 
"36980","Owensboro, KY Metropolitan Statistical Area",-87.084356,37.73597,109875,1 
"37020","Owosso, MI Micropolitan Statistical Area",-84.144507,42.943113,71687,1 
"37060","Oxford, MS Micropolitan Statistical Area",-89.522407,34.362664,38744,1 
"37100","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",-119.026233,34.242977,753197,1 
"37140","Paducah, KY-IL Micropolitan Statistical Area",-88.655443,37.076922,98765,1 
"37220","Pahrump, NV Micropolitan Statistical Area",-116.2491,36.602295,32485,1 
"37260","Palatka, FL Micropolitan Statistical Area",-81.717458,29.609732,70423,1 
"37300","Palestine, TX Micropolitan Statistical Area",-95.691953,31.778259,55109,1 
"37340","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",-80.688589,28.24358,476230,1 
"37380","Palm Coast, FL Metropolitan Statistical Area",-81.223266,29.525009,49832,1 
"37420","Pampa, TX Micropolitan Statistical Area",-100.928804,35.532655,23631,1 
"37460","Panama City-Lynn Haven, FL Metropolitan Statistical Area",-85.654236,30.202103,148217,1 
"37500","Paragould, AR Micropolitan Statistical Area",-90.522794,36.076562,37331,1 
"37540","Paris, TN Micropolitan Statistical Area",-88.297105,36.318773,31115,1 
"37580","Paris, TX Micropolitan Statistical Area",-95.534844,33.673598,48499,1 
"37620","Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area",-81.502184,39.320678,164624,1 
"37660","Parsons, KS Micropolitan Statistical Area",-95.256902,37.25914,22835,1 
"37700","Pascagoula, MS Metropolitan Statistical Area",-88.641198,30.490964,150564,1 
"37740","Payson, AZ Micropolitan Statistical Area",-110.997079,33.799616,51335,1 
"37780","Pecos, TX Micropolitan Statistical Area",-103.528449,31.372015,13137,1 
"37800","Pella, IA Micropolitan Statistical Area",-93.043511,41.351941,32052,1 
"37820","Pendleton-Hermiston, OR Micropolitan Statistical Area",-119.018812,45.781907,81543,1 
"37860","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",-87.207227,30.503942,412153,1 
"37900","Peoria, IL Metropolitan Statistical Area",-89.559632,40.709739,366899,1 
"37940","Peru, IN Micropolitan Statistical Area",-86.068818,40.740408,36082,1 
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",-75.233908,39.97855,5687147,1 
"38020","Phoenix Lake-Cedar Ridge, CA Micropolitan Statistical Area",-120.326674,37.974786,54501,1 
"38060","Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",-111.993878,33.470939,3251876,1 
"38100","Picayune, MS Micropolitan Statistical Area",-89.631811,30.641689,48621,1 
"38180","Pierre, SD Micropolitan Statistical Area",-100.318413,44.375552,19253,1 
"38200","Pierre Part, LA Micropolitan Statistical Area",-91.064442,29.9256,23388,1 
"38220","Pine Bluff, AR Metropolitan Statistical Area",-92.006826,34.172818,107341,1 
"38260","Pittsburg, KS Micropolitan Statistical Area",-94.733495,37.441595,38242,1 
"38300","Pittsburgh, PA Metropolitan Statistical Area",-79.917166,40.433054,2431087,1 
"38340","Pittsfield, MA Metropolitan Statistical Area",-73.217195,42.46323,134953,1 
"38380","Plainview, TX Micropolitan Statistical Area",-101.741313,34.143203,36602,1 
"38420","Platteville, WI Micropolitan Statistical Area",-90.621381,42.825949,49597,1 
"38460","Plattsburgh, NY Micropolitan Statistical Area",-73.548876,44.731944,79894,1 
"38500","Plymouth, IN Micropolitan Statistical Area",-86.274295,41.347031,45128,1 
"38540","Pocatello, ID Metropolitan Statistical Area",-112.459671,42.858055,83103,1 
"38580","Point Pleasant, WV-OH Micropolitan Statistical Area",-82.174625,38.83105,57026,1 
"38620","Ponca City, OK Micropolitan Statistical Area",-97.130384,36.745487,48080,1 
"38700","Pontiac, IL Micropolitan Statistical Area",-88.574017,40.907315,39678,1 
"38740","Poplar Bluff, MO Micropolitan Statistical Area",-90.409944,36.751259,40867,1 
"38780","Portales, NM Micropolitan Statistical Area",-103.350949,34.165113,18018,1 
"38820","Port Angeles, WA Micropolitan Statistical Area",-123.488006,48.094628,64525,1 
"38860","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",-70.39632,43.636227,487568,1 
"38900","Portland-Vancouver-Beaverton, OR-WA Metropolitan Statistical Area",-122.676927,45.508993,1927881,1 
"38940","Port St. Lucie, FL Metropolitan Statistical Area",-80.302951,27.274039,319426,1 
"39020","Portsmouth, OH Micropolitan Statistical Area",-82.945583,38.781203,79195,1 
"39060","Pottsville, PA Micropolitan Statistical Area",-76.198471,40.716256,150336,1 
"39100","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",-74.060917,41.541348,621517,1 
"39140","Prescott, AZ Metropolitan Statistical Area",-112.258702,34.62493,167517,1 
"39220","Price, UT Micropolitan Statistical Area",-110.774839,39.600981,20422,1 
"39260","Prineville, OR Micropolitan Statistical Area",-120.834074,44.288545,19182,1 
"39300","Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",-71.333784,41.766258,1582997,1 
"39340","Provo-Orem, UT Metropolitan Statistical Area",-111.708878,40.250938,376774,1 
"39380","Pueblo, CO Metropolitan Statistical Area",-104.63387,38.258034,141472,1 
"39420","Pullman, WA Micropolitan Statistical Area",-117.235695,46.810063,40740,1 
"39460","Punta Gorda, FL Metropolitan Statistical Area",-82.117819,26.958364,141627,1 
"39500","Quincy, IL-MO Micropolitan Statistical Area",-91.370894,39.963354,78771,1 
"39540","Racine, WI Metropolitan Statistical Area",-87.920602,42.734625,188831,1 
"39580","Raleigh-Cary, NC Metropolitan Statistical Area",-78.605838,35.773702,797071,1 
"39660","Rapid City, SD Metropolitan Statistical Area",-103.22717,44.116235,112818,1 
"39700","Raymondville, TX Micropolitan Statistical Area",-97.776716,26.453458,20082,1 
"39740","Reading, PA Metropolitan Statistical Area",-75.908758,40.36645,373638,1 
"39780","Red Bluff, CA Micropolitan Statistical Area",-122.216403,40.108117,56039,1 
"39820","Redding, CA Metropolitan Statistical Area",-122.292519,40.584124,163256,1 
"39860","Red Wing, MN Micropolitan Statistical Area",-92.668447,44.451436,44127,1 
"39900","Reno-Sparks, NV Metropolitan Statistical Area",-119.796181,39.529278,342885,1 
"39940","Rexburg, ID Micropolitan Statistical Area",-111.738721,43.876839,39286,1 
"39980","Richmond, IN Micropolitan Statistical Area",-84.947821,39.841829,71097,1 
"40060","Richmond, VA Metropolitan Statistical Area",-77.496316,37.513391,1096957,1 
"40080","Richmond-Berea, KY Micropolitan Statistical Area",-84.297495,37.643596,87454,1 
"40100","Rio Grande City-Roma, TX Micropolitan Statistical Area",-98.846341,26.390357,53597,1 
"40140","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",-117.209272,34.005581,3254821,1 
"40180","Riverton, WY Micropolitan Statistical Area",-108.610588,43.014723,35804,1 
"40220","Roanoke, VA Metropolitan Statistical Area",-79.953506,37.254535,288309,1 
"40260","Roanoke Rapids, NC Micropolitan Statistical Area",-77.60294,36.371055,79456,1 
"40300","Rochelle, IL Micropolitan Statistical Area",-89.264958,42.025754,51032,1 
"40340","Rochester, MN Metropolitan Statistical Area",-92.473222,44.059078,163618,1 
"40380","Rochester, NY Metropolitan Statistical Area",-77.573717,43.113393,1037831,1 
"40420","Rockford, IL Metropolitan Statistical Area",-89.036539,42.300621,320204,1 
"40460","Rockingham, NC Micropolitan Statistical Area",-79.731997,34.944379,46564,1 
"40500","Rockland, ME Micropolitan Statistical Area",-69.157403,44.129198,39618,1 
"40540","Rock Springs, WY Micropolitan Statistical Area",-109.302073,41.577416,37613,1 
"40580","Rocky Mount, NC Metropolitan Statistical Area",-77.818564,35.933118,143026,1 
"40620","Rolla, MO Micropolitan Statistical Area",-91.749431,37.94184,39825,1 
"40660","Rome, GA Metropolitan Statistical Area",-85.182467,34.25449,90565,1 
"40700","Roseburg, OR Micropolitan Statistical Area",-123.390684,43.241973,100399,1 
"40740","Roswell, NM Micropolitan Statistical Area",-104.511579,33.364629,61382,1 
"40760","Ruidoso, NM Micropolitan Statistical Area",-105.631703,33.422764,19411,1 
"40780","Russellville, AR Micropolitan Statistical Area",-93.151129,35.256032,75608,1 
"40820","Ruston, LA Micropolitan Statistical Area",-92.647175,32.478418,57906,1 
"40860","Rutland, VT Micropolitan Statistical Area",-73.043896,43.601322,63400,1 
"40900","Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",-121.318491,38.63247,1796857,1 
"40940","Safford, AZ Micropolitan Statistical Area",-109.699654,32.891882,42036,1 
"40980","Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",-83.988225,43.395733,210039,1 
"41060","St. Cloud, MN Metropolitan Statistical Area",-94.313221,45.571519,167392,1 
"41100","St. George, UT Metropolitan Statistical Area",-113.522324,37.139731,90354,1 
"41140","St. Joseph, MO-KS Metropolitan Statistical Area",-94.795448,39.783034,122336,1 
"41180","St. Louis, MO-IL Metropolitan Statistical Area",-90.340373,38.647153,2700011,1 
"41220","St. Marys, GA Micropolitan Statistical Area",-81.631704,30.813538,43664,1 
"41260","St. Marys, PA Micropolitan Statistical Area",-78.621436,41.420699,35112,1 
"41420","Salem, OR Metropolitan Statistical Area",-123.002435,44.95329,347214,1 
"41460","Salina, KS Micropolitan Statistical Area",-97.616305,38.845731,59760,1 
"41500","Salinas, CA Metropolitan Statistical Area",-121.666828,36.621275,401762,1 
"41540","Salisbury, MD Metropolitan Statistical Area",-75.629546,38.315911,109391,1 
"41580","Salisbury, NC Micropolitan Statistical Area",-80.521142,35.622696,130340,1 
"41620","Salt Lake City, UT Metropolitan Statistical Area",-111.920268,40.652937,968858,1 
"41660","San Angelo, TX Metropolitan Statistical Area",-100.465078,31.450982,105781,1 
"41700","San Antonio, TX Metropolitan Statistical Area",-98.492751,29.476849,1711703,1 
"41740","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",-117.113762,32.882077,2813833,1 
"41780","Sandusky, OH Metropolitan Statistical Area",-82.631242,41.407076,79551,1 
"41820","Sanford, NC Micropolitan Statistical Area",-79.172116,35.461975,49040,1 
"41860","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",-122.222507,37.762003,4123740,1 
"41940","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",-121.895541,37.300691,1735819,1 
"42020","San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",-120.673239,35.339069,246681,1 
"42060","Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",-120.071463,34.622048,399347,1 
"42100","Santa Cruz-Watsonville, CA Metropolitan Statistical Area",-121.939176,36.987764,255602,1 
"42140","Santa Fe, NM Metropolitan Statistical Area",-105.99899,35.634001,129292,1 
"42220","Santa Rosa-Petaluma, CA Metropolitan Statistical Area",-122.721155,38.41282,458614,1 
"42300","Sault Ste. Marie, MI Micropolitan Statistical Area",-84.39097,46.377985,38543,1 
"42340","Savannah, GA Metropolitan Statistical Area",-81.156923,32.060223,293000,1 
"42380","Sayre, PA Micropolitan Statistical Area",-76.529137,41.833269,62761,1 
"42420","Scottsbluff, NE Micropolitan Statistical Area",-103.683626,41.85963,37770,1 
"42460","Scottsboro, AL Micropolitan Statistical Area",-85.940169,34.733704,53926,1 
"42500","Scottsburg, IN Micropolitan Statistical Area",-85.763814,38.700099,22960,1 
"42540","Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",-75.816758,41.312021,560625,1 
"42580","Seaford, DE Micropolitan Statistical Area",-75.356267,38.659345,156638,1 
"42620","Searcy, AR Micropolitan Statistical Area",-91.756047,35.249876,67165,1 
"42660","Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",-122.269988,47.540273,3043878,1 
"42680","Sebastian-Vero Beach, FL Metropolitan Statistical Area",-80.433672,27.667485,112947,1 
"42700","Sebring, FL Micropolitan Statistical Area",-81.439064,27.459772,87366,1 
"42740","Sedalia, MO Micropolitan Statistical Area",-93.246671,38.703844,39403,1 
"42780","Selinsgrove, PA Micropolitan Statistical Area",-76.983223,40.786302,37546,1 
"42820","Selma, AL Micropolitan Statistical Area",-87.034494,32.405732,46365,1 
"42860","Seneca, SC Micropolitan Statistical Area",-83.010843,34.708442,66215,1 
"42900","Seneca Falls, NY Micropolitan Statistical Area",-76.827578,42.833627,33342,1 
"42940","Sevierville, TN Micropolitan Statistical Area",-83.578451,35.857932,71170,1 
"42980","Seymour, IN Micropolitan Statistical Area",-85.94341,38.926024,41335,1 
"43060","Shawnee, OK Micropolitan Statistical Area",-96.950771,35.314752,65521,1 
"43100","Sheboygan, WI Metropolitan Statistical Area",-87.817966,43.733745,112646,1 
"43140","Shelby, NC Micropolitan Statistical Area",-81.514228,35.293009,96287,1 
"43180","Shelbyville, TN Micropolitan Statistical Area",-86.464354,35.5106,37586,1 
"43220","Shelton, WA Micropolitan Statistical Area",-123.045969,47.282793,49405,1 
"43260","Sheridan, WY Micropolitan Statistical Area",-106.975193,44.780765,26560,1 
"43300","Sherman-Denison, TX Metropolitan Statistical Area",-96.621513,33.655617,110595,1 
"43320","Show Low, AZ",-110.225591,34.977183,97470,1 
"43340","Shreveport-Bossier City, LA Metropolitan Statistical Area",-93.760599,32.470819,375965,1 
"43380","Sidney, OH Micropolitan Statistical Area",-84.190196,40.317032,47910,1 
"43420","Sierra Vista-Douglas, AZ Micropolitan Statistical Area",-110.047567,31.610327,117755,1 
"43460","Sikeston, MO Micropolitan Statistical Area",-89.579103,37.009381,40422,1 
"43500","Silver City, NM Micropolitan Statistical Area",-108.238539,32.77846,31002,1 
"43540","Silverthorne, CO Micropolitan Statistical Area",-106.055752,39.575186,23548,1 
"43580","Sioux City, IA-NE-SD Metropolitan Statistical Area",-96.402053,42.49837,143053,1 
"43620","Sioux Falls, SD Metropolitan Statistical Area",-96.768616,43.527976,187093,1 
"43660","Snyder, TX Micropolitan Statistical Area",-100.905043,32.704658,16361,1 
"43700","Somerset, KY Micropolitan Statistical Area",-84.613074,37.091683,56217,1 
"43740","Somerset, PA Micropolitan Statistical Area",-79.009505,40.031389,80023,1 
"43780","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",-86.197972,41.711333,316663,1 
"43860","Southern Pines-Pinehurst, NC Micropolitan Statistical Area",-79.445728,35.25057,74769,1 
"43900","Spartanburg, SC Metropolitan Statistical Area",-81.992063,34.961099,253791,1 
"43940","Spearfish, SD Micropolitan Statistical Area",-103.800782,44.443373,21802,1 
"43980","Spencer, IA Micropolitan Statistical Area",-95.160051,43.124538,17372,1 
"44020","Spirit Lake, IA Micropolitan Statistical Area",-95.1344,43.390357,16424,1 
"44060","Spokane, WA Metropolitan Statistical Area",-117.373463,47.679974,417939,1 
"44100","Springfield, IL Metropolitan Statistical Area",-89.661404,39.789061,201437,1 
"44140","Springfield, MA Metropolitan Statistical Area",-72.574063,42.215284,680014,1 
"44180","Springfield, MO Metropolitan Statistical Area",-93.259943,37.226447,368374,1 
"44220","Springfield, OH Metropolitan Statistical Area",-83.833093,39.925832,144742,1 
"44260","Starkville, MS Micropolitan Statistical Area",-88.831627,33.449622,42902,1 
"44300","State College, PA Metropolitan Statistical Area",-77.841071,40.842167,135758,1 
"44340","Statesboro, GA Micropolitan Statistical Area",-81.763353,32.420138,55983,1 
"44380","Statesville-Mooresville, NC Micropolitan Statistical Area",-80.870941,35.729122,122660,1 
"44420","Staunton-Waynesboro, VA Micropolitan Statistical Area",-79.021145,38.123954,108988,1 
"44500","Stephenville, TX Micropolitan Statistical Area",-98.232292,32.201436,33001,1 
"44540","Sterling, CO Micropolitan Statistical Area",-103.184821,40.643382,20504,1 
"44580","Sterling, IL Micropolitan Statistical Area",-89.823583,41.78194,60653,1 
"44620","Stevens Point, WI Micropolitan Statistical Area",-89.527529,44.498562,67182,1 
"44660","Stillwater, OK Micropolitan Statistical Area",-96.994381,36.088139,68190,1 
"44700","Stockton, CA Metropolitan Statistical Area",-121.291394,37.944264,563598,1 
"44740","Storm Lake, IA Micropolitan Statistical Area",-95.179661,42.682232,20411,1 
"44780","Sturgis, MI Micropolitan Statistical Area",-85.524981,41.887118,62422,1 
"44860","Sulphur Springs, TX Micropolitan Statistical Area",-95.587196,33.125542,31960,1 
"44900","Summerville, GA Micropolitan Statistical Area",-85.344054,34.496965,25470,1 
"44940","Sumter, SC Metropolitan Statistical Area",-80.386398,33.930212,104646,1 
"44980","Sunbury, PA Micropolitan Statistical Area",-76.680994,40.871832,94556,1 
"45000","Susanville, CA Micropolitan Statistical Area",-120.553699,40.477505,33828,1 
"45020","Sweetwater, TX Micropolitan Statistical Area",-100.412041,32.448105,15802,1 
"45060","Syracuse, NY Metropolitan Statistical Area",-76.147181,43.118509,650154,1 
"45140","Tahlequah, OK Micropolitan Statistical Area",-94.993389,35.901037,42521,1 
"45180","Talladega-Sylacauga, AL Micropolitan Statistical Area",-86.173421,33.365011,80321,1 
"45220","Tallahassee, FL Metropolitan Statistical Area",-84.306039,30.466076,320304,1 
"45260","Tallulah, LA Micropolitan Statistical Area",-91.195862,32.400206,13728,1 
"45300","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",-82.55624,28.019903,2395997,1 
"45340","Taos, NM Micropolitan Statistical Area",-105.608684,36.43745,29979,1 
"45380","Taylorville, IL Micropolitan Statistical Area",-89.253605,39.524542,35372,1 
"45460","Terre Haute, IN Metropolitan Statistical Area",-87.352809,39.446801,170943,1 
"45500","Texarkana, TX-Texarkana, AR Metropolitan Statistical Area",-94.139223,33.424299,129749,1 
"45540","The Villages, FL Micropolitan Statistical Area",-82.062902,28.786691,53345,1 
"45580","Thomaston, GA Micropolitan Statistical Area",-84.324732,32.905561,27597,1 
"45620","Thomasville, GA Micropolitan Statistical Area",-83.947675,30.867496,42737,1 
"45640","Thomasville-Lexington, NC Micropolitan Statistical Area",-80.202054,35.847116,147246,1 
"45660","Tiffin, OH Micropolitan Statistical Area",-83.202879,41.128551,58683,1 
"45700","Tifton, GA Micropolitan Statistical Area",-83.516283,31.45192,38407,1 
"45740","Toccoa, GA Micropolitan Statistical Area",-83.291135,34.55854,25435,1 
"45780","Toledo, OH Metropolitan Statistical Area",-83.605014,41.603879,659188,1 
"45820","Topeka, KS Metropolitan Statistical Area",-95.696747,39.043783,224551,1 
"45860","Torrington, CT Micropolitan Statistical Area",-73.189655,41.728208,182193,1 
"45900","Traverse City, MI Micropolitan Statistical Area",-85.621828,44.739207,131342,1 
"45940","Trenton-Ewing, NJ Metropolitan Statistical Area",-74.703668,40.255412,350761,1 
"45980","Troy, AL Micropolitan Statistical Area",-85.942882,31.784171,29605,1 
"46020","Truckee-Grass Valley, CA Micropolitan Statistical Area",-120.927331,39.217391,92033,1 
"46060","Tucson, AZ Metropolitan Statistical Area",-110.960352,32.225677,843746,1 
"46100","Tullahoma, TN Micropolitan Statistical Area",-86.135283,35.337535,93024,1 
"46140","Tulsa, OK Metropolitan Statistical Area",-95.930945,36.105276,859532,1 
"46180","Tupelo, MS Micropolitan Statistical Area",-88.71426,34.269126,125251,1 
"46220","Tuscaloosa, AL Metropolitan Statistical Area",-87.55464,33.15361,192034,1 
"46260","Tuskegee, AL Micropolitan Statistical Area",-85.709513,32.423496,24105,1 
"46300","Twin Falls, ID Micropolitan Statistical Area",-114.496618,42.588634,82626,1 
"46340","Tyler, TX Metropolitan Statistical Area",-95.296129,32.328367,174706,1 
"46380","Ukiah, CA Micropolitan Statistical Area",-123.3972,39.283755,86265,1 
"46420","Union, SC Micropolitan Statistical Area",-81.62429,34.730484,29881,1 
"46460","Union City, TN-KY Micropolitan Statistical Area",-89.072118,36.423691,40202,1 
"46500","Urbana, OH Micropolitan Statistical Area",-83.760706,40.120649,38890,1 
"46540","Utica-Rome, NY Metropolitan Statistical Area",-75.282881,43.132413,299896,1 
"46620","Uvalde, TX Micropolitan Statistical Area",-99.758292,29.244542,25926,1 
"46660","Valdosta, GA Metropolitan Statistical Area",-83.294574,30.859844,119560,1 
"46700","Vallejo-Fairfield, CA Metropolitan Statistical Area",-122.07393,38.23289,394542,1 
"46740","Valley, AL Micropolitan Statistical Area",-85.265907,32.86135,36583,1 
"46780","Van Wert, OH Micropolitan Statistical Area",-84.566776,40.855552,29659,1 
"46820","Vermillion, SD Micropolitan Statistical Area",-96.940868,42.814639,13537,1 
"46860","Vernal, UT Micropolitan Statistical Area",-109.599683,40.42517,25224,1 
"46900","Vernon, TX Micropolitan Statistical Area",-99.294736,34.147167,14676,1 
"46980","Vicksburg, MS Micropolitan Statistical Area",-90.849391,32.324659,49644,1 
"47020","Victoria, TX Metropolitan Statistical Area",-96.946893,28.768583,111663,1 
"47080","Vidalia, GA Micropolitan Statistical Area",-82.407858,32.17917,34337,1 
"47180","Vincennes, IN Micropolitan Statistical Area",-87.454075,38.699612,39256,1 
"47220","Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",-75.08876,39.429365,146438,1 
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",-76.315812,36.921266,1576370,1 
"47300","Visalia-Porterville, CA Metropolitan Statistical Area",-119.225947,36.248899,368021,1 
"47340","Wabash, IN Micropolitan Statistical Area",-85.802388,40.854882,34960,1 
"47380","Waco, TX Metropolitan Statistical Area",-97.166542,31.543843,213517,1 
"47420","Wahpeton, ND-MN Micropolitan Statistical Area",-96.69935,46.273814,25136,1 
"47460","Walla Walla, WA Micropolitan Statistical Area",-118.393178,46.081746,55180,1 
"47500","Walterboro, SC Micropolitan Statistical Area",-80.65711,32.91042,38264,1 
"47540","Wapakoneta, OH Micropolitan Statistical Area",-84.271368,40.544884,46611,1 
"47580","Warner Robins, GA Metropolitan Statistical Area",-83.656889,32.575285,110765,1 
"47620","Warren, PA Micropolitan Statistical Area",-79.233964,41.849869,43863,1 
"47660","Warrensburg, MO Micropolitan Statistical Area",-93.762406,38.753525,48258,1 
"47700","Warsaw, IN Micropolitan Statistical Area",-85.829061,41.267811,74057,1 
"47780","Washington, IN Micropolitan Statistical Area",-87.10172,38.696308,29820,1 
"47820","Washington, NC Micropolitan Statistical Area",-76.947389,35.517454,44958,1 
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",-77.165829,38.898368,4796183,1 
"47920","Washington Court House, OH Micropolitan Statistical Area",-83.44653,39.549649,28433,1 
"47940","Waterloo-Cedar Falls, IA Metropolitan Statistical Area",-92.396756,42.518887,163706,1 
"47980","Watertown, SD Micropolitan Statistical Area",-97.132944,44.86792,31437,1 
"48020","Watertown-Fort Atkinson, WI Micropolitan Statistical Area",-88.789118,43.041359,74021,1 
"48060","Watertown-Fort Drum, NY Micropolitan Statistical Area",-75.898932,44.019295,111738,1 
"48100","Wauchula, FL Micropolitan Statistical Area",-81.813849,27.551158,26938,1 
"48140","Wausau, WI Metropolitan Statistical Area",-89.710929,44.910937,125834,1 
"48180","Waycross, GA Micropolitan Statistical Area",-82.337354,31.253387,51119,1 
"48260","Weirton-Steubenville, WV-OH Metropolitan Statistical Area",-80.641202,40.382165,132008,1 
"48300","Wenatchee, WA Metropolitan Statistical Area",-120.286745,47.527287,99219,1 
"48460","West Plains, MO Micropolitan Statistical Area",-91.873474,36.792553,37238,1 
"48500","West Point, MS Micropolitan Statistical Area",-88.697367,33.625385,21979,1 
"48540","Wheeling, WV-OH Metropolitan Statistical Area",-80.77661,40.025593,153172,1 
"48580","Whitewater, WI Micropolitan Statistical Area",-88.549786,42.669667,93759,1 
"48620","Wichita, KS Metropolitan Statistical Area",-97.311162,37.686915,571166,1 
"48660","Wichita Falls, TX Metropolitan Statistical Area",-98.533674,33.905075,151524,1 
"48700","Williamsport, PA Metropolitan Statistical Area",-76.986713,41.250072,120044,1 
"48740","Willimantic, CT Micropolitan Statistical Area",-71.994311,41.804832,109091,1 
"48780","Williston, ND Micropolitan Statistical Area",-103.559845,48.203535,19761,1 
"48820","Willmar, MN Micropolitan Statistical Area",-95.017016,45.152625,41203,1 
"48900","Wilmington, NC Metropolitan Statistical Area",-77.974576,34.202459,274532,1 
"48940","Wilmington, OH Micropolitan Statistical Area",-83.839227,39.410357,40543,1 
"48980","Wilson, NC Micropolitan Statistical Area",-77.924708,35.724444,73814,1 
"49020","Winchester, VA-WV Metropolitan Statistical Area",-78.271153,39.203733,102997,1 
"49060","Winfield, KS Micropolitan Statistical Area",-96.995422,37.175726,36291,1 
"49100","Winona, MN Micropolitan Statistical Area",-91.711557,44.024373,49985,1 
"49180","Winston-Salem, NC Metropolitan Statistical Area",-80.316412,36.125015,421961,1 
"49260","Woodward, OK Micropolitan Statistical Area",-99.379875,36.42515,18486,1 
"49300","Wooster, OH Micropolitan Statistical Area",-81.863658,40.839872,111564,1 
"49340","Worcester, MA Metropolitan Statistical Area",-71.806993,42.306288,750963,1 
"49380","Worthington, MN Micropolitan Statistical Area",-95.677694,43.639113,20832,1 
"49420","Yakima, WA Metropolitan Statistical Area",-120.421676,46.51707,222581,1 
"49460","Yankton, SD Micropolitan Statistical Area",-97.39294,42.904333,21652,1 
"49540","Yazoo City, MS Micropolitan Statistical Area",-90.382459,32.823178,28149,1 
"49620","York-Hanover, PA Metropolitan Statistical Area",-76.750394,39.940915,381751,1 
"49660","Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",-80.649149,41.164229,602964,1 
"49700","Yuba City, CA Metropolitan Statistical Area",-121.578535,39.14104,139149,1 
"49740","Yuma, AZ Metropolitan Statistical Area",-114.590382,32.663265,160026,1 
"49780","Zanesville, OH Micropolitan Statistical Area",-81.996441,39.959371,84585,1 
