"stateFIPS","countyFIPS","total","vac","nostat","vac_days","nostat_days"
"01","001",23102,254,2206,122900,1435988
"01","003",90799,811,13119,299042,8294325
"01","005",13171,327,2153,216238,1501938
"01","007",8438,87,1033,48409,688297
"01","009",24467,110,3221,56231,2197316
"01","011",4457,167,900,119007,705529
"01","013",10978,258,2028,160628,1509060
"01","015",57957,2544,7560,1425274,5093876
"01","017",17753,986,1674,635579,1052636
"01","019",12382,96,2033,59534,1433630
"01","021",19361,191,2910,97967,1926600
"01","023",6280,268,634,123785,481306
"01","025",11655,255,1988,127588,1378414
"01","027",8993,0,3094,0,2557816
"01","029",7104,87,1184,57341,826721
"01","031",23558,599,3057,277855,2042351
"01","033",27181,918,2649,522249,1891919
"01","035",5242,111,1068,46136,525225
"01","037",3838,0,705,0,506554
"01","039",18577,767,2828,427634,2098512
"01","041",8773,96,2249,52263,1787993
"01","043",38667,398,4804,166341,3198552
"01","045",22962,690,2595,379529,1705059
"01","047",22897,1780,2943,1281646,1892909
"01","049",29948,342,4527,154147,3094683
"01","051",33577,348,3557,200222,2321014
"01","053",18968,481,3708,262045,2676924
"01","055",49854,2561,3949,1317438,2645001
"01","057",8488,187,1330,109822,971068
"01","059",13910,140,1616,91149,1144791
"01","061",12556,350,1639,205637,1157896
"01","063",4569,108,1124,65209,943271
"01","065",7498,124,1173,91808,734469
"01","067",8609,159,1192,111482,820623
"01","069",47079,1036,4550,625438,2954770
"01","071",24527,298,3311,164227,2261616
"01","073",316071,21812,20159,11700468,13226458
"01","075",6516,0,1150,0,869236
"01","077",44025,1665,4042,884671,2754165
"01","079",15596,70,1989,28800,1310645
"01","081",71118,1881,7769,915300,5060369
"01","083",34684,415,3475,193104,2138490
"01","085",4874,17,973,8363,627171
"01","087",10466,726,1447,487170,941553
"01","089",147440,4416,7378,1938064,4063771
"01","091",10919,357,1521,229811,1180043
"01","093",13824,2,2297,1331,1652285
"01","095",42124,841,4434,387024,2915153
"01","097",179060,8279,12900,4349668,7967726
"01","099",8476,182,1440,97348,1049768
"01","101",107594,8274,6769,4378829,4391584
"01","103",54049,1506,4135,780537,2876360
"01","105",3198,162,330,118777,246146
"01","107",8438,129,1269,74555,951834
"01","109",16905,497,3110,282428,2244421
"01","111",11626,150,2050,88557,1469045
"01","113",26184,1302,3089,819184,2051266
"01","115",35200,187,5641,64079,3774007
"01","117",80143,176,7231,61944,4097825
"01","119",5046,189,774,127212,541802
"01","121",37686,966,4967,514484,3566405
"01","123",21558,406,2591,229202,1897352
"01","125",90910,3497,11262,1242179,7221804
"01","127",32202,640,5181,416738,3828047
"01","129",4784,0,489,0,270349
"01","131",5205,145,997,121842,686651
"01","133",11172,103,1530,51237,1089183
"02","013",0,0,0,0,0
"02","016",0,0,0,0,0
"02","020",108933,3229,4469,1370049,2923812
"02","050",0,0,0,0,0
"02","060",0,0,0,0,0
"02","068",51,0,0,0,0
"02","070",0,0,0,0,0
"02","090",31989,2090,3328,982959,1989452
"02","100",144,0,13,0,8520
"02","110",10899,107,894,58770,518138
"02","122",11558,422,2280,92995,1655400
"02","130",4398,47,472,22888,310334
"02","150",3813,35,1065,14788,808364
"02","164",0,0,0,0,0
"02","170",20350,1022,2639,457676,1421968
"02","180",0,0,0,0,0
"02","185",0,0,0,0,0
"02","188",0,0,0,0,0
"02","201",0,0,0,0,0
"02","220",3511,23,1039,7054,744626
"02","232",0,0,0,0,0
"02","240",397,0,57,0,19369
"02","261",670,0,65,0,33876
"02","270",0,0,0,0,0
"02","280",0,0,0,0,0
"02","282",0,0,0,0,0
"02","290",76,0,13,0,3759
"04","001",1911,0,267,0,158911
"04","003",51683,1645,5104,861443,3555285
"04","005",43354,803,5395,285039,3812130
"04","007",22948,1456,4623,714267,3212570
"04","009",9227,309,1242,133677,717283
"04","011",2042,0,642,0,403968
"04","012",5105,144,1514,33108,1112991
"04","013",1645595,67182,115557,18832583,69526719
"04","015",95701,5299,10143,1864023,6018315
"04","017",22863,324,5424,182063,3158198
"04","019",429025,21998,27420,7633615,18578906
"04","021",145340,1913,35417,672894,18936111
"04","023",14692,328,1138,195052,486641
"04","025",89868,905,9856,440688,6115843
"04","027",66033,1445,7607,457506,4986840
"05","001",8742,384,819,276992,571316
"05","003",9676,331,951,226518,637694
"05","005",21702,277,2077,132745,1319716
"05","007",87551,517,10098,220619,5633272
"05","009",16432,250,1444,135785,1014757
"05","011",4997,175,468,109598,298274
"05","013",1306,13,234,3887,35795
"05","015",12277,94,1261,73737,846003
"05","017",5916,342,772,210609,428560
"05","019",10696,253,948,165951,570455
"05","021",7603,413,658,216090,362638
"05","023",13464,40,1852,26616,1180325
"05","025",3121,0,334,0,229280
"05","027",11126,273,1173,208194,723249
"05","029",9636,178,1024,103234,568291
"05","031",37853,848,2397,403366,1236444
"05","033",22884,308,2126,158984,1114255
"05","035",21385,699,1207,406761,760648
"05","037",7548,207,610,101659,325184
"05","039",3249,141,438,82090,268701
"05","041",5905,380,693,228169,447315
"05","043",8564,174,981,111095,554446
"05","045",44694,266,2963,131395,1557796
"05","047",7506,49,1145,29626,814751
"05","049",5372,3,1551,321,1253463
"05","051",50858,2127,3768,1535039,2249117
"05","053",7199,21,879,4361,538663
"05","055",18118,255,1320,174966,829869
"05","057",10034,114,1095,63876,829690
"05","059",14496,345,1317,234802,892729
"05","061",5460,78,520,46759,336583
"05","063",15526,123,1503,71736,789122
"05","065",4170,0,843,0,519419
"05","067",6585,295,858,147745,511138
"05","069",34306,2222,1916,1390684,1161132
"05","071",10915,126,2400,63649,1987996
"05","073",3419,152,549,103889,357921
"05","075",7306,233,745,126190,501025
"05","077",4054,199,340,152732,218030
"05","079",6256,145,2708,24963,2320632
"05","081",5298,84,539,53676,367174
"05","083",9798,134,1255,90395,854891
"05","085",26698,302,2358,199042,1233171
"05","087",6447,0,1820,0,1398601
"05","089",6904,52,1599,8271,1105944
"05","091",21752,552,4114,200069,1973127
"05","093",19355,1416,1740,957271,1078260
"05","095",3916,139,511,118015,327777
"05","097",3301,1,661,28,454243
"05","099",4583,97,1046,88374,884953
"05","101",3139,0,464,0,342179
"05","103",12768,725,952,498946,615330
"05","105",3881,4,595,63,390865
"05","107",9017,777,625,552463,424108
"05","109",3731,2,636,140,404315
"05","111",10145,193,1043,117619,730738
"05","113",9358,137,1401,69602,852311
"05","115",25523,329,2495,160615,1568076
"05","117",3760,0,1897,0,1713498
"05","119",181658,6469,7565,3988535,4414847
"05","121",7806,98,755,65081,501009
"05","123",9867,358,1040,234262,715016
"05","125",44227,401,3143,241065,1608040
"05","127",5127,0,2185,0,1770428
"05","129",5434,9,2936,1053,2516503
"05","131",52469,1646,2538,1009282,1455442
"05","133",5962,81,672,59961,426779
"05","135",8726,0,1557,0,1010710
"05","137",4973,0,1396,0,1155729
"05","139",19192,1098,1434,685950,841522
"05","141",7224,0,1440,0,984020
"05","143",88218,629,9708,313182,5711424
"05","145",30038,386,2914,197387,1667871
"05","147",2674,86,400,65857,293267
"05","149",11248,66,4504,28414,4016859
"06","001",571615,6164,6031,3322499,2852175
"06","003",393,0,109,0,42609
"06","005",13206,347,1303,129224,942329
"06","007",91456,2924,2697,1236497,1725840
"06","009",12560,171,2378,60366,1711937
"06","011",4804,169,448,67107,253033
"06","013",396678,5863,6882,2325481,3745467
"06","015",10116,419,708,232427,457061
"06","017",65858,719,5516,248717,3409661
"06","019",305865,3957,11329,1509347,6168465
"06","021",9704,307,564,77568,326337
"06","023",52633,1938,3793,824157,2952604
"06","025",47282,438,3371,138371,2095574
"06","027",6913,118,511,52126,355463
"06","029",270421,6149,12629,1765243,7249146
"06","031",42746,709,1986,267242,1143043
"06","033",22076,1696,2540,849227,1692074
"06","035",8710,330,952,158325,721457
"06","037",3377571,38554,39079,14534115,21521100
"06","039",46760,1490,1956,649671,1231749
"06","041",102551,1781,2066,698968,1447904
"06","043",6605,173,543,69612,352011
"06","045",31857,727,3254,376046,2675423
"06","047",84165,2276,6383,641470,3921074
"06","049",2945,50,441,32489,380884
"06","051",1573,109,421,16616,160569
"06","053",133069,2259,7294,669301,5685835
"06","055",52973,509,1375,232240,895947
"06","057",42265,595,4042,167385,2967003
"06","059",1042680,11538,12150,3289520,6521040
"06","061",132120,1411,7122,356470,4889200
"06","063",6746,122,1788,31390,1333227
"06","065",774520,22418,44287,8597831,25564225
"06","067",552934,13158,11537,4185556,6885226
"06","069",16256,359,277,113884,170059
"06","071",630765,14742,17138,4803804,8958688
"06","073",1149906,12557,36278,3389954,24005677
"06","075",357262,7874,6350,3753468,4006121
"06","077",229989,5274,7930,1542071,4123876
"06","079",113644,813,7964,389412,5730646
"06","081",265297,2620,4429,984394,1889283
"06","083",152407,1588,5881,769023,4075184
"06","085",626447,5742,9408,1755312,5375833
"06","087",98459,1620,3004,754250,1833519
"06","089",71351,2273,2130,953856,1647261
"06","091",159,0,21,0,14689
"06","093",17133,1031,945,471979,680094
"06","095",152678,1898,2304,891959,1480350
"06","097",191052,4009,5614,1541680,3160954
"06","099",176225,4115,4824,1218390,2975046
"06","101",33234,593,778,220342,439371
"06","103",24156,717,785,297228,569956
"06","105",1083,47,350,24973,273121
"06","107",130759,1398,6376,355515,3625500
"06","109",20605,254,1316,102563,936649
"06","111",277491,1185,4229,748099,2476765
"06","113",72810,1088,2357,362839,1506715
"06","115",26576,2166,1951,851092,1340815
"08","001",180530,6205,10976,2024700,7874260
"08","003",6544,114,507,62676,358211
"08","005",246688,7993,12353,2710403,8894053
"08","007",5362,91,1945,4363,1527054
"08","009",1583,203,254,128588,217780
"08","011",2257,260,277,150529,210039
"08","013",134129,1940,3901,963162,2622326
"08","015",8399,258,1972,138467,1469458
"08","017",228,0,50,0,40776
"08","019",2302,0,404,0,267827
"08","021",1510,2,374,983,251101
"08","023",822,2,396,257,160441
"08","025",1203,57,167,42167,130999
"08","027",1538,4,372,2550,225357
"08","029",16806,178,6242,65900,5637482
"08","031",286967,15284,7413,6187331,4833642
"08","033",174,4,61,1705,53717
"08","035",108983,700,8149,181868,5159288
"08","037",9984,1956,1286,1777084,1015171
"08","039",7898,9,1135,3914,805882
"08","041",253922,9970,14666,3331642,9340570
"08","043",18369,380,1355,201603,1040301
"08","045",22630,533,2198,275570,1544168
"08","047",237,0,45,0,32527
"08","049",741,0,206,0,151868
"08","051",6959,189,1482,77946,966945
"08","053",46,1,7,299,4885
"08","055",2931,246,169,126678,120204
"08","057",197,0,25,0,20907
"08","059",234284,5353,9260,1684185,6707758
"08","061",432,0,114,0,94805
"08","063",2904,154,292,97728,190016
"08","065",3276,445,476,273987,263261
"08","067",22036,99,2561,59113,1710394
"08","069",133163,1554,11365,704957,7672730
"08","071",6722,374,531,208163,397630
"08","073",1127,14,300,4464,231770
"08","075",8242,360,532,197404,387600
"08","077",54582,936,3231,318171,1812949
"08","079",331,2,59,661,33517
"08","081",5825,271,299,135931,225595
"08","083",9374,242,1180,97204,894221
"08","085",12675,249,1537,120587,972395
"08","087",10978,364,736,174883,548905
"08","089",8523,535,560,268381,402682
"08","091",1165,0,228,0,100197
"08","093",4848,12,608,502,282749
"08","095",1999,91,315,45262,243092
"08","097",7521,603,807,407789,667515
"08","099",5084,569,429,248819,323694
"08","101",68537,2827,2741,1416699,2095172
"08","103",2272,262,283,132912,185928
"08","105",5966,283,680,101969,395563
"08","107",6703,13,3036,7856,2316092
"08","109",994,1,261,126,209234
"08","111",0,0,0,0,0
"08","113",1748,60,536,57016,500749
"08","115",1068,99,103,68477,75283
"08","117",2410,0,539,0,396811
"08","119",9486,13,1706,1282,1224966
"08","121",2061,117,225,41738,150945
"08","123",100875,2837,14318,968487,11248062
"08","125",4308,143,390,71509,294530
"09","001",349033,5109,1801,2431820,1207665
"09","003",368579,6827,4406,3724827,3161541
"09","005",78150,2375,3212,1531457,2615412
"09","007",70685,1527,1814,831187,1372715
"09","009",347768,7287,3176,4007623,2416457
"09","011",117886,2577,5852,1313918,4579518
"09","013",63017,868,7855,430455,7097411
"09","015",44036,1394,2290,635611,1773920
"10","001",69608,802,9980,305001,6496497
"10","003",225965,4646,11584,2612052,6766181
"10","005",120007,2347,28709,1496507,20357811
"11","001",285881,10758,10734,5953401,5852706
"12","001",114212,3056,11111,1041160,8169101
"12","003",9320,337,1436,151774,1139710
"12","005",98995,4054,11635,1687369,7217896
"12","007",10272,318,1190,168931,914635
"12","009",283688,17416,20727,6806879,15292348
"12","011",826476,39744,20934,15788306,12193447
"12","013",5300,323,622,182118,411153
"12","015",104103,4099,15703,1781263,8823223
"12","017",79333,4795,6583,2130735,4907573
"12","019",78053,2400,6614,892011,4954606
"12","021",204268,5601,24543,2296257,14249349
"12","023",23678,1381,2683,647512,1808180
"12","027",12429,137,2217,41169,1368769
"12","029",5907,438,1719,170047,1585794
"12","031",419596,13348,24997,5631072,15519665
"12","033",145796,7692,13558,3662293,10004557
"12","035",48586,2518,5626,819732,3911006
"12","037",5194,414,936,308932,665200
"12","039",18505,1272,1187,606692,789383
"12","041",6853,514,925,276905,693043
"12","043",4211,40,3004,21875,1431805
"12","045",8151,304,2160,163156,1561465
"12","047",4612,340,389,201369,266323
"12","049",9917,98,3029,8587,2033179
"12","051",13053,134,2681,89860,1848001
"12","053",85182,721,9937,274045,4696383
"12","055",61801,1316,11761,326928,8064068
"12","057",555090,15537,52856,5979267,30369120
"12","059",8886,284,1491,106730,1057143
"12","061",84371,3903,9684,1711488,7118091
"12","063",20660,1186,2641,540005,1892765
"12","065",6032,213,592,118608,375562
"12","067",2914,229,1282,139704,1218123
"12","069",152112,6992,18046,2604536,11875828
"12","071",369436,12907,49939,4335336,24635794
"12","073",124732,3460,8306,1623278,6052761
"12","075",18247,823,2665,346731,1982870
"12","077",3233,257,1192,122801,1132385
"12","079",10297,320,4058,132397,3513386
"12","081",183674,4406,21063,1549497,13223203
"12","083",167688,10113,14482,4093655,9636695
"12","085",80661,3499,5585,1382312,3884422
"12","086",957268,28629,27651,11511779,14868973
"12","087",45587,2026,4580,999112,2796394
"12","089",42407,1804,11048,783940,8986868
"12","091",100110,4119,9397,1797643,6959862
"12","093",17288,591,2038,225322,1450243
"12","095",479808,21973,24707,7192586,15784181
"12","097",126614,7343,18060,2303916,11434546
"12","099",683104,37196,29897,16870853,19734595
"12","101",236577,6927,21639,2499423,11707834
"12","103",510838,27449,21892,11348518,14534005
"12","105",301216,8165,42845,2951647,28266284
"12","107",37594,1439,10181,620342,8868300
"12","109",93361,3584,11156,1375250,6734497
"12","111",140867,10475,11753,3314190,7658933
"12","113",68979,3299,7345,1519823,5662676
"12","115",237401,8228,21555,2348705,13159940
"12","117",181779,7075,8594,2448545,5604220
"12","119",45983,2559,5766,640714,3209234
"12","121",23098,1852,2232,879480,1368918
"12","123",8956,746,905,383551,660465
"12","125",6357,144,2526,75887,2269936
"12","127",255046,12174,15783,4356902,10503820
"12","129",11723,666,927,181148,549980
"12","131",42583,1803,6889,668721,4637587
"12","133",10431,737,1246,320639,806135
"13","001",8356,1051,446,598789,303609
"13","003",2471,55,973,20952,736805
"13","005",4952,540,334,266675,231679
"13","007",851,4,127,1313,85539
"13","009",21612,1615,1987,841959,1263697
"13","011",6967,346,864,195989,506506
"13","013",28178,953,3040,412404,1997333
"13","015",41135,1380,3618,667770,2330976
"13","017",8363,416,986,255154,619044
"13","019",9534,452,2985,187055,1408920
"13","021",75299,6646,3988,3309497,2573372
"13","023",7961,357,3395,150562,2445996
"13","025",4404,469,232,205380,150437
"13","027",7008,629,655,257756,428057
"13","029",11512,444,756,170599,424879
"13","031",27722,1395,1738,639569,1262875
"13","033",9926,786,900,354886,557036
"13","035",9143,709,613,301688,331876
"13","037",1946,128,569,34821,476664
"13","039",21756,1196,2152,487346,1366606
"13","043",4935,522,1197,168610,714453
"13","045",48227,2616,4144,1171275,2898231
"13","047",26632,939,1205,408239,722402
"13","049",4305,291,354,177209,278677
"13","051",118558,5159,7314,2125255,4413699
"13","053",3361,405,201,130681,140801
"13","055",10854,557,739,324169,468606
"13","057",88045,1858,8345,757142,5145878
"13","059",52488,2061,3272,865026,1981036
"13","061",999,81,261,28635,206520
"13","063",112047,5962,6026,2535381,3900770
"13","065",3292,258,693,95579,609804
"13","067",292165,9915,13188,3400058,7873588
"13","069",17783,1445,1781,638627,1439021
"13","071",19085,1040,2272,459239,1462387
"13","073",47416,1296,3517,514408,2035885
"13","075",7156,572,1055,260750,743020
"13","077",48109,1553,2607,629904,1740257
"13","079",4646,318,378,111843,207583
"13","081",10294,718,750,355078,466589
"13","083",6503,359,683,228767,461101
"13","085",9900,621,1237,410485,931752
"13","087",13052,518,1451,289764,962947
"13","089",306670,12226,10602,5461342,5846846
"13","091",8824,455,1217,272558,787445
"13","093",3454,385,229,211184,136327
"13","095",43400,2072,3222,952284,2458699
"13","097",55182,1928,4920,635647,3356295
"13","099",5857,529,1271,285207,1104707
"13","101",1138,118,18,49599,5889
"13","103",18516,762,1210,266739,682556
"13","105",9017,481,516,279085,316182
"13","107",9655,867,1162,488404,474884
