"msa_code","city","state","label"
"37340","Palm Bay","FL","PalmByFL"
"37380","Palm Coast","FL","PlmCstFL"
"37420","Pampa","TX","PampaTX"
"37460","Panama City","FL","PnmCtyFL"
"37500","Paragould","AR","PargldAR"
"37540","Paris","TN","ParisTN"
"37580","Paris","TX","ParisTX"
"37620","Parkersburg","WV","PrkrsbWV"
"37660","Parsons","KS","ParsnsKS"
"37700","Pascagoula","MS","PascglMS"
"37740","Payson","AZ","PaysonAZ"
"37780","Pecos","TX","PecosTX"
"37800","Pella","IA","PellaIA"
"37820","Pendleton","OR","PndltnOR"
"37860","Pensacola","FL","PensclFL"
"37900","Peoria","IL","PeoriaIL"
"37940","Peru","IN","PeruIN"
"37980","Philadelphia","PA","PhldlpPA"
"38020","Phoenix Lake","CA","PhnxLkCA"
"38060","Phoenix","AZ","PhoenxAZ"
"38100","Picayune","MS","PicaynMS"
"38180","Pierre","SD","PierreSD"
"38200","Pierre Part","LA","PrrPrtLA"
"38220","Pine Bluff","AR","PnBlffAR"
"38260","Pittsburg","KS","PittsbrgKS"
"38300","Pittsburgh","PA","PttsbrghPA"
"38340","Pittsfield","MA","PttsflMA"
"38380","Plainview","TX","PlanvwTX"
"38420","Platteville","WI","PlttvlWI"
"38460","Plattsburgh","NY","PlttsbNY"
"38500","Plymouth","IN","PlymthIN"
"38540","Pocatello","ID","PoctllID"
"38580","Point Pleasant","WV","PntPlsWV"
"38620","Ponca City","OK","PncCtyOK"
"38660","Ponce","PR","PoncePR"
"38700","Pontiac","IL","PonticIL"
"38740","Poplar Bluff","MO","PplrBlMO"
"38780","Portales","NM","PortlsNM"
"38820","Port Angeles","WA","PrtAngWA"
"38860","Portland","ME","PrtlndME"
"38900","Portland","OR","PrtlndOR"
"38940","Port St. Lucie","FL","PrSt.LFL"
"39020","Portsmouth","OH","PrtsmtOH"
"39060","Pottsville","PA","PttsvlPA"
"39100","Poughkeepsie","NY","PghkpsNY"
"39140","Prescott","AZ","PrscttAZ"
"39220","Price","UT","PriceUT"
"39260","Prineville","OR","PrnvllOR"
"39300","Providence","RI","PrvdncRI"
"39340","Provo","UT","ProvoUT"
"39380","Pueblo","CO","PuebloCO"
"39420","Pullman","WA","PullmnWA"
"39460","Punta Gorda","FL","PntGrdFL"
"39500","Quincy","IL","QuincyIL"
"39540","Racine","WI","RacineWI"
"39580","Raleigh","NC","RaleghNC"
"39660","Rapid City","SD","RpdCtySD"
"39700","Raymondville","TX","RymndvTX"
"39740","Reading","PA","ReadngPA"
"39780","Red Bluff","CA","RdBlffCA"
"39820","Redding","CA","ReddngCA"
"39860","Red Wing","MN","RedWngMN"
"39900","Reno","NV","RenoNV"
"39940","Rexburg","ID","RexbrgID"
"39980","Richmond","IN","RchmndIN"
"40060","Richmond","VA","RchmndVA"
"40080","Richmond","KY","RchmndKY"
"40100","Rio Grande City","TX","RGrndCTX"
"40140","Riverside","CA","RivrsdCA"
"40180","Riverton","WY","RivrtnWY"
"40220","Roanoke","VA","RoanokVA"
"40260","Roanoke Rapids","NC","RnkRpdNC"
"40300","Rochelle","IL","RochllIL"
"40340","Rochester","MN","RchstrMN"
"40380","Rochester","NY","RchstrNY"
"40420","Rockford","IL","RckfrdIL"
"40460","Rockingham","NC","RcknghNC"
"40500","Rockland","ME","RcklndME"
"40540","Rock Springs","WY","RckSprWY"
"40580","Rocky Mount","NC","RckyMnNC"
"40620","Rolla","MO","RollaMO"
"40660","Rome","GA","RomeGA"
"40700","Roseburg","OR","RosbrgOR"
"40740","Roswell","NM","RoswllNM"
"40760","Ruidoso","NM","RuidosNM"
"40780","Russellville","AR","RssllvAR"
"40820","Ruston","LA","RustonLA"
"40860","Rutland","VT","RutlndVT"
"40900","Sacramento","CA","ScrmntCA"
"40940","Safford","AZ","SaffrdAZ"
"40980","Saginaw","MI","SaginwMI"
"41060","St. Cloud","MN","St.CldMN"
"41100","St. George","UT","St.GrgUT"
"41140","St. Joseph","MO","St.JspMO"
"41180","St. Louis","MO","St.LosMO"
"41220","St. Marys","GA","St.MryGA"
"41260","St. Marys","PA","St.MryPA"
"41420","Salem","OR","SalemOR"
"41460","Salina","KS","SalinaKS"
"41500","Salinas","CA","SalinsCA"
"41540","Salisbury","MD","SlsbryMD"
"41580","Salisbury","NC","SlsbryNC"
"41620","Salt Lake City","UT","SltLkCUT"
"41660","San Angelo","TX","SnAnglTX"
"41700","San Antonio","TX","SnAntnTX"
"41740","San Diego","CA","SanDigCA"
"41780","Sandusky","OH","SndskyOH"
"41820","Sanford","NC","SanfrdNC"
"41860","San Francisco","CA","SnFrncCA"
"41940","San Jose","CA","SanJosCA"
"41980","San Juan","PR","SanJunPR"
"42020","San Luis Obispo","CA","SnLsObCA"
"42060","Santa Barbara","CA","SntBrbCA"
"42100","Santa Cruz","CA","SntCrzCA"
"42140","Santa Fe","NM","SantaFNM"
"42180","Santa Isabel","PR","SntIsbPR"
"42220","Santa Rosa","CA","SantRsCA"
"42300","Sault Ste. Marie","MI","SlSt.MMI"
"42340","Savannah","GA","SavnnhGA"
"42380","Sayre","PA","SayrePA"
"42420","Scottsbluff","NE","ScttsblNE"
"42460","Scottsboro","AL","ScottsbrAL"
"42500","Scottsburg","IN","ScttsbrgIN"
"42540","Scranton","PA","ScrntnPA"
"42580","Seaford","DE","SeafrdDE"
"42620","Searcy","AR","SearcyAR"
"42660","Seattle","WA","SeattlWA"
"42680","Sebastian","FL","SebstnFL"
"42700","Sebring","FL","SebrngFL"
"42740","Sedalia","MO","SedaliMO"
"42780","Selinsgrove","PA","SlnsgrPA"
"42820","Selma","AL","SelmaAL"
"42860","Seneca","SC","SenecaSC"
"42900","Seneca Falls","NY","SncFllNY"
"42940","Sevierville","TN","SvrvllTN"
"42980","Seymour","IN","SeymorIN"
"43060","Shawnee","OK","ShawneOK"
"43100","Sheboygan","WI","ShbygnWI"
"43140","Shelby","NC","ShelbyNC"
"43180","Shelbyville","TN","ShlbyvTN"
"43220","Shelton","WA","SheltnWA"
"43260","Sheridan","WY","SherdnWY"
"43300","Sherman","TX","ShermnTX"
"43320","Show Low","AZ","ShowLwAZ"
"43340","Shreveport","LA","ShrvprLA"
"43380","Sidney","OH","SidneyOH"
"43420","Sierra Vista","AZ","SrrVstAZ"
"43460","Sikeston","MO","SikstnMO"
"43500","Silver City","NM","SlvrCtNM"
"43540","Silverthorne","CO","SlvrthCO"
"43580","Sioux City","IA","SixCtyIA"
"43620","Sioux Falls","SD","SxFllsSD"
"43660","Snyder","TX","SnyderTX"
"43700","Somerset","KY","SomrstKY"
"43740","Somerset","PA","SomrstPA"
"43780","South Bend","IN","SthBndIN"
"43860","Southern Pines","NC","SthrnPNC"
"43900","Spartanburg","SC","SprtnbSC"
"43940","Spearfish","SD","SprfshSD"
"43980","Spencer","IA","SpencrIA"
"44020","Spirit Lake","IA","SprtLkIA"
"44060","Spokane","WA","SpokanWA"
"44100","Springfield","IL","SprngfIL"
"44140","Springfield","MA","SprngfMA"
"44180","Springfield","MO","SprngfMO"
"44220","Springfield","OH","SprngfOH"
"44260","Starkville","MS","StrkvlMS"
"44300","State College","PA","SttCllPA"
"44340","Statesboro","GA","SttsbrGA"
"44380","Statesville","NC","SttsvlNC"
"44420","Staunton","VA","StantnVA"
"44500","Stephenville","TX","StphnvTX"
"44540","Sterling","CO","StrlngCO"
"44580","Sterling","IL","StrlngIL"
"44620","Stevens Point","WI","StvnsPWI"
"44660","Stillwater","OK","StllwtOK"
"44700","Stockton","CA","StcktnCA"
"44740","Storm Lake","IA","StrmLkIA"
"44780","Sturgis","MI","SturgsMI"
"44860","Sulphur Springs","TX","SlphrSTX"
"44900","Summerville","GA","SmmrvlGA"
"44940","Sumter","SC","SumterSC"
"44980","Sunbury","PA","SunbryPA"
"45000","Susanville","CA","SsnvllCA"
"45020","Sweetwater","TX","SwtwtrTX"
"45060","Syracuse","NY","SyracsNY"
"45140","Tahlequah","OK","TahlqhOK"
"45180","Talladega","AL","TalldgAL"
"45220","Tallahassee","FL","TllhssFL"
"45260","Tallulah","LA","TalllhLA"
"45300","Tampa","FL","TampaFL"
"45340","Taos","NM","TaosNM"
"45380","Taylorville","IL","TylrvlIL"
"45460","Terre Haute","IN","TerrHtIN"
"45500","Texarkana TX","AR","TxrkTXAR"
"45520","The Dalles","OR","ThDllsOR"
"45540","The Villages","FL","ThVllgFL"
"45580","Thomaston","GA","ThmstnGA"
"45620","Thomasville","GA","ThmsvlGA"
"45640","Thomasville","NC","ThmsvlNC"
"45660","Tiffin","OH","TiffinOH"
"45700","Tifton","GA","TiftonGA"
"45740","Toccoa","GA","ToccoaGA"
"45780","Toledo","OH","ToledoOH"
"45820","Topeka","KS","TopekaKS"
"45860","Torrington","CT","TrrngtCT"
"45900","Traverse City","MI","TrvrsCMI"
"45940","Trenton","NJ","TrentnNJ"
"45980","Troy","AL","TroyAL"
"46020","Truckee","CA","TruckeCA"
"46060","Tucson","AZ","TucsonAZ"
"46100","Tullahoma","TN","TullhmTN"
"46140","Tulsa","OK","TulsaOK"
"46180","Tupelo","MS","TupeloMS"
"46220","Tuscaloosa","AL","TusclsAL"
"46260","Tuskegee","AL","TuskegAL"
"46300","Twin Falls","ID","TwnFllID"
"46340","Tyler","TX","TylerTX"
"46380","Ukiah","CA","UkiahCA"
"46420","Union","SC","UnionSC"
"46460","Union City","TN","UnnCtyTN"
"46500","Urbana","OH","UrbanaOH"
"46540","Utica","NY","UticaNY"
"46580","Utuado","PR","UtuadoPR"
"46620","Uvalde","TX","UvaldeTX"
"46660","Valdosta","GA","ValdstGA"
"46700","Vallejo","CA","VallejCA"
"46740","Valley","AL","ValleyAL"
"46780","Van Wert","OH","VanWrtOH"
"46820","Vermillion","SD","VrmllnSD"
"46860","Vernal","UT","VernalUT"
"46900","Vernon","TX","VernonTX"
"46980","Vicksburg","MS","VcksbrMS"
"47020","Victoria","TX","VictorTX"
"47080","Vidalia","GA","VidaliGA"
"47180","Vincennes","IN","VncnnsIN"
"47220","Vineland","NJ","VinlndNJ"
"47260","Virginia Beach","VA","VrgnBcVA"
"47300","Visalia","CA","VisaliCA"
"47340","Wabash","IN","WabashIN"
"47380","Waco","TX","WacoTX"
"47420","Wahpeton","ND","WahptnND"
"47460","Walla Walla","WA","WllWllWA"
"47500","Walterboro","SC","WltrbrSC"
"47540","Wapakoneta","OH","WapkntOH"
"47580","Warner Robins","GA","WrnrRbGA"
"47620","Warren","PA","WarrenPA"
"47660","Warrensburg","MO","WrrnsbMO"
"47700","Warsaw","IN","WarsawIN"
"47780","Washington","IN","WshngtIN"
"47820","Washington","NC","WshngtNC"
"47900","Washington","DC","WshngtDC"
"47920","Washington Court House","OH","WshnCHOH"
"47940","Waterloo","IA","WaterlIA"
"47980","Watertown","SD","WtrtwnSD"
"48020","Watertown","WI","WtrtwnWI"
"48060","Watertown","NY","WtrtwnNY"
"48100","Wauchula","FL","WauchlFL"
"48140","Wausau","WI","WausauWI"
"48180","Waycross","GA","WycrssGA"
"48260","Weirton","WV","WeirtnWV"
"48300","Wenatchee","WA","WentchWA"
"48460","West Plains","MO","WstPlnMO"
"48500","West Point","MS","WstPntMS"
"48540","Wheeling","WV","WhelngWV"
"48580","Whitewater","WI","WhtwtrWI"
"48620","Wichita","KS","WichitKS"
"48660","Wichita Falls","TX","WchtFlTX"
"48700","Williamsport","PA","WllmspPA"
"48740","Willimantic","CT","WllmntCT"
"48780","Williston","ND","WllstnND"
"48820","Willmar","MN","WillmrMN"
"48900","Wilmington","NC","WlmngtNC"
"48940","Wilmington","OH","WlmngtOH"
"48980","Wilson","NC","WilsonNC"
"49020","Winchester","VA","WnchstVA"
"49060","Winfield","KS","WinfldKS"
"49100","Winona","MN","WinonaMN"
"49180","Winston","NC","WinstnNC"
"49260","Woodward","OK","WodwrdOK"
"49300","Wooster","OH","WoostrOH"
"49340","Worcester","MA","WrcstrMA"
"49380","Worthington","MN","WrthngMN"
"49420","Yakima","WA","YakimaWA"
"49460","Yankton","SD","YanktnSD"
"49500","Yauco","PR","YaucoPR"
"49540","Yazoo City","MS","YazCtyMS"
"49620","York","PA","YorkPA"
"49660","Youngstown","OH","YngstwOH"
"49700","Yuba City","CA","YubCtyCA"
"49740","Yuma","AZ","YumaAZ"
"49780","Zanesville","OH","ZnsvllOH"
