Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Jun,109,8494418,77900,64200,565,6.3
Jul,83,5875150,70800,59500,576,6.4
Aug,133,9748335,73300,66500,610,6.6
Sep,86,5381433,62600,58200,637,6.9
Oct,86,6844333,79600,63600,663,7.1
Nov,80,5232824,65400,58600,638,6.8
Dec,73,5730000,78500,70500,592,6.4
1997-Jan,81,5405000,66700,58500,606,6.5
Feb,63,4045000,64200,60600,586,6.3
Mar,106,7460000,70400,58500,638,6.8
Apr,93,5955000,64000,53200,673,7.3
May,109,7695000,70600,66100,713,7.8
Jun,104,8055000,77500,69000,722,7.9
Jul,128,9840000,76900,68300,713,7.5
Aug,136,10415000,76600,72900,746,7.8
Sep,91,6395000,70300,66200,721,7.5
Oct,93,7225000,77700,72800,674,7.0
Nov,87,7040000,80900,67900,638,6.6
Dec,93,6255000,67300,62500,617,6.3
1998-Jan,66,4270000,64700,58300,627,6.4
Feb,84,6035000,71800,62500,642,6.5
Mar,140,10880000,77700,70000,720,7.1
Apr,113,7985000,70700,65300,760,7.3
May,117,8230000,70300,63200,814,7.8
Jun,119,9665000,81200,74200,778,7.4
Jul,145,10850000,74800,69700,765,7.1
Aug,116,8230000,70900,62500,714,6.8
Sep,127,9030000,71100,62900,674,6.2
Oct,102,8145000,79900,73300,685,6.3
Nov,95,7245000,76300,64400,680,6.2
Dec,94,7735000,82300,69200,655,6.0
1999-Jan,74,6345000,85700,70000,673,6.1
Feb,79,6015000,76100,70500,697,6.3
Mar,111,9020000,81300,66600,686,6.4
Apr,103,7055000,68500,61200,730,6.8
May,125,9395000,75200,67100,752,7.0
Jun,135,10930000,81000,68800,775,7.1
Jul,129,9490000,73600,67500,797,7.4
Aug,142,10350000,72900,68800,790,7.2
Sep,114,8120000,71200,59300,766,7.1
Oct,121,8080000,66800,65400,714,6.5
Nov,103,7855000,76300,63100,685,6.2
Dec,108,7650000,70800,66000,651,5.8
2000-Jan,72,5380000,74700,71400,701,6.3
Feb,98,6505000,66400,58700,746,6.6
Mar,130,9285000,71400,58100,784,6.8
Apr,98,9730000,99300,68600,785,6.9
May,141,10590000,75100,67300,794,6.8
Jun,156,13910000,89200,66900,780,6.6
Jul,152,12635000,83100,73500,742,6.2
Aug,131,10710000,81800,75000,765,6.4
Sep,104,7615000,73200,64500,771,6.5
Oct,101,7040000,69700,59300,764,6.6
Nov,100,7890000,78900,70900,721,6.2
Dec,92,7285000,79200,65000,658,5.7
2001-Jan,75,5730000,76400,64500,779,6.8
Feb,112,8670000,77400,68900,700,6.0
Mar,118,9550000,80900,72300,738,6.4
Apr,105,8705000,82900,71500,810,7.0
May,150,11850000,79000,71000,772,6.6
Jun,139,11290000,81200,78100,825,7.2
Jul,134,13175000,98300,86700,801,7.1
Aug,151,11840000,78400,69000,891,7.7
Sep,116,8395000,72400,64200,849,7.3
Oct,121,9010000,74500,64600,756,6.4
Nov,116,8955000,77200,69100,695,5.8
Dec,94,7195000,76500,71800,620,5.2
2002-Jan,94,6530000,69500,64000,652,5.4
Feb,94,6860000,73000,62900,746,6.3
Mar,107,8385000,78400,62100,774,6.5
Apr,135,10465000,77500,66900,767,6.3
May,154,11465000,74400,69200,778,6.4
Jun,136,11600000,85300,76700,758,6.3
Jul,159,13500000,84900,73900,746,6.1
Aug,155,12875000,83100,82200,709,5.7
Sep,133,9965000,74900,67300,703,5.6
Oct,134,10395000,77600,73600,664,5.3
Nov,107,8485000,79300,59400,643,5.1
Dec,108,8150000,75500,65000,649,5.1
2003-Jan,68,5385000,79200,70000,668,5.4
Feb,110,8500000,77300,72300,716,5.7
Mar,120,9445000,78700,62300,765,6.0
Apr,125,11270000,90200,79700,763,6.1
May,142,12030000,84700,79400,750,6.0
Jun,132,11545000,87500,71400,777,6.2
Jul,171,13940000,81500,75000,778,6.2
Aug,193,16230000,84100,78200,731,5.7
Sep,147,13350000,90800,74300,730,5.6
Oct,142,11215000,79000,67300,721,5.5
Nov,129,10110000,78400,66400,675,5.1
Dec,153,12655000,82700,66900,640,4.7
2004-Jan,97,6945000,71600,66100,657,4.7
Feb,119,9810000,82400,70400,682,4.9
Mar,169,13635000,80700,63900,668,4.7
Apr,171,14475000,84600,68600,696,4.7
May,159,13085000,82300,71700,752,5.1
Jun,179,16255000,90800,79600,720,4.7
Jul,176,16685000,94800,82000,701,4.6
Aug,190,19190000,101000,91800,686,4.5
Sep,142,12325000,86800,74700,677,4.4
Oct,144,12620000,87600,81000,663,4.4
Nov,138,12375000,89700,77500,630,4.1
Dec,146,12270000,84000,71100,600,3.9
2005-Jan,119,10255000,86200,74200,570,3.7
Feb,130,11770000,90500,74300,581,3.7
Mar,170,14470000,85100,71300,661,4.3
Apr,171,16355000,95600,80300,650,4.2
May,176,18080000,102700,87100,660,4.2
Jun,230,24050000,104600,92500,664,4.1
Jul,177,18495000,104500,93500,657,4.1
Aug,216,24065000,111400,97500,638,3.9
Sep,165,17145000,103900,92800,644,3.9
Oct,161,16365000,101600,92300,601,3.6
Nov,137,13390000,97700,92800,496,3.0
Dec,125,14415000,115300,102500,522,3.2
2006-Jan,107,11890000,111100,90800,559,3.4
Feb,152,16875000,111000,98200,561,3.4
Mar,155,18030000,116300,105400,-,-
Apr,172,17955000,104400,100000,683,4.2
May,179,20400000,114000,103000,736,4.5
Jun,225,26620000,118300,99800,786,4.8
Jul,169,19160000,113400,93200,804,4.9
Aug,220,25735000,117000,104000,812,5.0
Sep,159,19850000,124800,109500,817,5.0
Oct,156,17100000,109600,97100,797,4.9
Nov,146,15930000,109100,99400,792,4.8
Dec,157,17985000,114600,103100,724,4.4
2007-Jan,132,13335000,101000,91700,746,4.4
Feb,140,16105000,115000,100000,774,4.6
Mar,212,20410000,96300,86500,816,4.7
Apr,192,20090000,104600,89100,807,4.6
May,213,24410000,114600,99500,849,4.8
Jun,212,27605000,130200,121200,872,5.0
Jul,239,29315000,122700,114300,940,5.2
Aug,196,25015000,127600,113700,948,5.3
Sep,127,16588549,130600,111500,932,5.3
Oct,134,16036403,119700,110700,932,5.3
Nov,107,12017671,112300,102600,892,5.2
Dec,99,11134962,112500,103000,856,5.1
2008-Jan,84,9089942,108200,88800,859,5.3
Feb,127,15970270,125800,111900,899,5.6
Mar,147,15496685,105400,97500,923,5.9
Apr,161,18288157,113600,106900,941,6.1
May,182,21314933,117100,104000,951,6.3
Jun,180,21146068,117500,110400,1000,6.7
Jul,171,19502253,114000,106400,1013,7.1
Aug,131,16067354,122700,111200,966,7.0
Sep,141,15643014,110900,106900,992,7.2
Oct,115,15010657,130500,132100,860,6.3
Nov,94,10792418,114800,100000,863,6.3
Dec,117,14151971,121000,110000,821,6.0
2009-Jan,70,8399045,120000,92900,861,6.3
Feb,106,10936855,103200,95700,869,6.5
Mar,129,14906739,115600,106400,891,6.7
Apr,164,20044777,122200,115400,890,6.7
