Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Apr,25,1897000,75900,66700,244,-
May,35,2921700,83500,73800,232,-
Jun,23,2157000,93800,63000,281,-
Jul,38,2982000,78500,63300,270,-
Aug,14,1344000,96000,70000,303,13.7
Sep,32,2687000,84000,73300,243,10.5
Oct,23,2006600,87200,61700,283,12.2
Nov,27,1830400,67800,57500,297,12.6
Dec,26,2055900,79100,76700,269,11.3
1996-Jan,21,1356831,64600,55000,296,12.1
Feb,18,1385300,77000,65000,309,12.4
Mar,43,2926100,68000,59400,331,12.2
Apr,35,2975000,85000,65000,340,12.2
May,56,4149700,74100,67500,339,11.4
Jun,51,4241400,83200,65000,390,12.2
Jul,40,3910000,97800,75000,398,12.4
Aug,61,4727400,77500,73800,373,10.3
Sep,29,2584500,89100,85000,360,10.0
Oct,46,3901200,84800,72700,363,9.6
Nov,33,2713700,82200,73600,636,16.6
Dec,43,3961500,92100,68800,588,14.8
1997-Jan,36,2760000,76700,70000,331,8.1
Feb,28,2195000,78400,62000,318,7.6
Mar,51,4295000,84200,62500,333,7.9
Apr,64,6805000,106300,70000,-,-
May,51,4835000,94800,78800,343,7.7
Jun,54,4755000,88100,76000,367,8.2
Jul,-,-,-,-,-,-
Aug,49,4385000,89500,80800,370,8.4
Sep,50,4040000,80800,71400,355,7.7
Oct,-,-,-,-,-,-
Nov,49,4795000,97900,68800,340,7.2
Dec,49,4340000,88600,71200,317,6.6
1998-Jan,41,3235000,78900,72500,604,12.4
Feb,33,2615000,79200,65000,341,6.9
Mar,18,1690000,93900,85000,-,-
Apr,46,3755000,81600,77500,282,6.4
May,29,2735000,94300,67500,312,7.5
Jun,33,2480000,75200,78300,368,9.3
Jul,10,615000,61500,55000,373,10.1
Aug,26,2480000,95400,83300,389,11.1
Sep,19,1685000,88700,76200,394,12.3
Oct,28,2850000,101800,90000,385,12.1
Nov,38,3380000,88900,81400,418,13.6
Dec,27,2080000,77000,71700,433,14.9
1999-Jan,-,-,-,-,-,-
Feb,23,1860000,80900,69000,427,15.8
Mar,34,3060000,90000,71400,-,-
Apr,30,2760000,92000,-,300,11.1
May,32,2950000,92200,78600,358,13.1
Jun,28,2025000,72300,75000,444,16.5
Jul,18,1925000,106900,90000,366,13.3
Aug,34,2805000,82500,73300,856,30.3
Sep,-,-,-,-,-,-
Oct,20,1850000,92500,90000,729,25.7
Nov,16,1215000,75900,65000,-,-
Dec,18,1545000,85800,83300,-,-
2000-Jan,31,3910000,126100,87500,644,24.9
Feb,35,3435000,98100,83800,699,26.0
Mar,22,2120000,96400,77500,630,24.4
Apr,21,2240000,106700,81700,682,27.3
May,30,2350000,78300,67500,650,26.2
Jun,21,3135000,149300,95000,-,-
Jul,9,1110000,123300,87500,719,30.8
Aug,38,3125000,82200,63300,850,35.8
Sep,14,1565000,111800,95000,714,31.2
Oct,37,3655000,98800,90800,832,34.2
Nov,30,3460000,115300,85000,805,31.6
Dec,20,1605000,80200,75000,811,31.6
2001-Jan,21,1695000,80700,78300,801,32.3
Feb,18,1770000,98300,90000,781,33.4
Mar,14,835000,59600,50000,822,36.1
Apr,-,-,-,-,-,-
May,23,2755000,119800,93800,718,32.3
Jun,-,-,-,-,-,-
Jul,30,2585000,86200,78000,829,33.8
Aug,33,3060000,92700,58800,888,37.0
Sep,-,-,-,-,-,-
Oct,37,3120000,84300,69200,876,34.9
Nov,19,1500000,78900,75000,950,39.7
Dec,27,2235000,82800,75000,801,32.5
2002-Jan,45,3240000,72000,65000,1008,36.9
Feb,-,-,-,-,-,-
Mar,29,2195000,75700,68300,1055,34.7
Apr,-,-,-,-,-,-
May,32,3475000,108600,77500,1180,37.5
Jun,52,4865000,93600,84000,-,-
Jul,31,2635000,85000,67000,1167,34.4
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2003-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,53,5210000,98300,75000,566,-
Apr,-,-,-,-,-,-
May,65,6280000,96600,78300,546,-
Jun,66,6190000,93800,80000,569,-
Jul,-,-,-,-,-,-
Aug,53,5095000,96100,81700,551,-
Sep,69,6405000,92800,83600,568,-
Oct,70,7385000,105500,89100,526,-
Nov,-,-,-,-,-,-
Dec,64,6450000,100800,91700,513,-
2004-Jan,48,5150000,107300,102900,515,8.4
Feb,60,5820000,97000,82000,507,8.3
Mar,63,6520000,103500,77500,520,8.4
Apr,83,8340000,100500,77500,-,-
May,70,7250000,103600,90000,-,-
Jun,97,10350000,106700,87900,-,-
Jul,64,5805000,90700,75000,562,8.3
Aug,75,7890000,105200,85600,565,8.1
Sep,43,3830000,89100,71700,542,8.1
Oct,69,7470000,108300,84200,453,6.8
Nov,58,7490000,129100,92500,-,-
Dec,55,5970000,108500,95000,-,-
2005-Jan,61,5585000,91600,79200,601,9.0
Feb,53,4315000,81400,65000,-,-
Mar,86,8115000,94400,84000,672,9.9
Apr,74,6845000,92500,80000,-,-
May,73,7455000,102100,81000,622,9.2
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2006-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,76,6800000,89500,81100,-,-
May,92,10490000,114000,98300,-,-
Jun,73,9705000,132900,94200,-,-
Jul,71,8295000,116800,98300,-,-
Aug,101,12275000,121500,104700,-,-
Sep,97,9985000,102900,77500,-,-
Oct,76,8750000,115100,87800,845,-
Nov,66,7485000,113400,88300,843,10.3
Dec,80,8740000,109200,93300,846,10.4
2007-Jan,77,8025000,104200,87900,-,-
Feb,68,8305000,122100,110000,796,10.0
Mar,102,10170000,99700,84000,-,-
Apr,100,10630000,106300,85000,-,-
May,116,10450000,90100,64400,-,-
Jun,118,14250000,120800,87000,-,-
Jul,88,10065000,114400,90000,1800,19.8
Aug,124,15445000,124600,91200,-,-
Sep,81,9405000,116100,93600,-,-
Oct,89,10050000,112900,81000,-,-
Nov,81,9340000,115300,98300,-,-
Dec,95,12120000,127600,91200,-,-
2008-Jan,79,9350000,118400,84400,-,-
Feb,96,9395000,97900,74400,-,-
Mar,97,8355000,86100,64300,-,-
Apr,127,13930000,109700,81400,-,-
May,115,14225000,123700,100800,1997,20.1
Jun,114,11745000,103000,86700,-,-
Jul,65,7145000,109900,83600,198,2.0
Aug,80,11225000,140300,105700,1967,21.1
Sep,78,7725000,99000,88000,1997,21.5
Oct,93,9880000,106200,87200,2100,22.5
Nov,78,7865000,100800,87500,2040,21.9
Dec,62,7005000,113000,98000,1871,20.7
2009-Jan,46,4485000,97500,86700,1889,21.6
Feb,63,5735000,91000,83600,2028,23.9
Mar,61,6280000,103000,81700,1944,23.8
Apr,77,7910000,102700,86200,1988,25.6
