Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,20,1218692,60900,58000,437,10.9
Feb,35,1939100,55400,49000,421,10.5
Mar,51,3256692,63900,55600,456,11.2
Apr,32,1674867,52300,46500,487,12.2
May,42,1919673,45700,41700,497,12.5
Jun,47,2995678,63700,60600,531,13.0
Jul,31,2593054,83600,62500,492,12.4
Aug,37,2395050,64700,56900,451,12.0
Sep,41,2717382,66300,61000,450,12.1
Oct,48,3109140,64800,56200,414,10.9
Nov,20,1218692,60900,58000,437,11.9
Dec,38,2264989,59600,53300,394,10.7
1991-Jan,25,1570168,62800,61000,403,10.8
Feb,37,2249499,60800,58800,423,11.3
Mar,50,3475397,69500,57500,443,11.9
Apr,42,2745817,65400,58000,404,10.6
May,56,3550731,63400,56200,422,10.7
Jun,41,2603115,63500,53000,410,10.6
Jul,61,3933882,64500,56200,393,9.5
Aug,57,2966906,52100,51600,408,9.5
Sep,42,2935994,69900,60000,401,9.3
Oct,35,1982315,56600,57000,363,8.6
Nov,59,4429863,75100,63000,346,7.6
Dec,34,2072150,60900,55000,311,6.9
1992-Jan,29,1917350,66100,58100,323,7.1
Feb,35,2246800,64200,57000,348,7.7
Mar,40,2640000,66000,-,-,-
Apr,45,2854419,63400,58800,214,4.8
May,52,3652995,70200,64000,181,4.1
Jun,46,3278131,71300,55700,196,4.4
Jul,61,4208951,69000,60900,414,9.3
Aug,45,2479429,55100,52800,203,4.7
Sep,49,3342831,68200,60800,197,4.5
Oct,38,2433300,64000,60000,309,7.0
Nov,46,3006559,65400,62000,311,7.2
Dec,35,2294200,65500,53000,282,6.5
1993-Jan,32,2116678,66100,60000,313,7.2
Feb,34,2499415,73500,55000,295,6.8
Mar,42,3461450,82400,70000,283,6.5
Apr,56,3803000,67900,58900,222,5.0
May,56,3877506,69200,60000,296,6.6
Jun,55,3677115,66900,63500,288,6.3
Jul,65,4951226,76200,63800,299,6.5
Aug,52,3431013,66000,56000,303,6.5
Sep,52,3207460,61700,57300,313,6.7
Oct,57,3913850,68700,62100,310,6.4
Nov,52,3602310,69300,60000,302,6.2
Dec,51,3462956,67900,64500,270,5.4
1994-Jan,32,2644160,82600,70000,250,5.0
Feb,47,3083727,65600,60600,252,4.9
Mar,58,4153540,71600,64200,240,4.5
Apr,53,3570328,67400,49700,229,4.4
May,70,4601696,65700,60000,247,4.6
Jun,59,3931820,66600,60600,260,4.8
Jul,48,3785283,78900,66700,265,5.0
Aug,66,4952150,75000,61500,350,6.5
Sep,52,3524732,67800,58300,342,6.4
