Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1995-Jan,59,4183823,70900,71500,715,7.3
Feb,55,3622907,65900,58500,760,7.9
Mar,116,8896085,76700,71800,737,7.6
Apr,116,9439161,81400,59300,747,7.7
May,120,9346921,77900,65400,716,7.3
Jun,125,9800000,78400,-,750,7.6
Jul,157,12364449,78800,65200,761,7.4
Aug,123,9936325,80800,72300,751,7.2
Sep,113,9473415,83800,76200,750,7.2
Oct,113,12165540,107700,76200,740,6.9
Nov,75,6782250,90400,73100,727,6.9
Dec,99,7280533,73500,70300,663,6.3
1996-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1997-Jan,64,5540000,86600,68200,802,-
Feb,102,9000000,88200,76700,831,-
Mar,109,9690000,88900,72500,863,-
Apr,102,8250000,80900,71000,862,-
May,141,13230000,93800,81800,902,-
Jun,-,-,-,-,-,-
Jul,131,12775000,97500,82900,944,-
Aug,134,11975000,89400,78100,938,-
Sep,126,11815000,93800,84700,962,8.5
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1998-Jan,97,9020000,93000,70700,921,7.8
Feb,96,8350000,87000,71700,921,7.9
Mar,154,14450000,93800,78600,921,7.5
Apr,125,11685000,93500,82800,921,7.3
May,145,14820000,102200,87000,924,7.3
Jun,140,14660000,104700,86700,925,7.3
Jul,160,14710000,91900,76700,996,7.6
Aug,136,11800000,86800,78000,944,7.2
Sep,112,11000000,98200,83000,944,7.3
Oct,109,9120000,83700,71900,944,7.4
Nov,103,10780000,104700,88300,943,7.5
Dec,104,8705000,83700,75000,922,7.5
1999-Jan,99,9910000,100100,80700,997,8.1
Feb,108,10130000,93800,74400,996,8.0
Mar,148,13165000,89000,77600,1050,8.5
Apr,102,10485000,102800,87700,1056,8.6
May,157,15540000,99000,86200,1116,9.1
Jun,164,17460000,106500,88300,1116,8.9
Jul,168,18895000,112500,91000,1122,8.9
Aug,147,13730000,93400,83500,1137,9.0
Sep,128,13010000,101600,82000,1136,8.9
Oct,111,9850000,88700,81400,1092,8.5
Nov,122,10950000,89800,78200,1068,8.2
Dec,130,12220000,94000,76700,1052,8.0
2000-Jan,73,6170000,84500,68100,1054,8.1
Feb,100,10120000,101200,85700,1090,8.4
Mar,135,13520000,100100,81100,1079,8.4
Apr,138,13865000,100500,78700,1078,8.2
May,141,13910000,98700,82700,1075,8.3
Jun,188,18815000,100100,82500,1075,8.2
Jul,-,-,-,-,-,-
Aug,182,17235000,94700,80600,1075,8.2
Sep,147,13780000,93700,79100,-,-
Oct,124,13055000,105300,90000,-,-
Nov,134,12225000,91200,78900,-,-
Dec,125,12340000,98700,81700,-,-
2001-Jan,77,7930000,103000,69400,-,-
Feb,107,9690000,90600,83900,-,-
Mar,167,16450000,98500,80900,-,-
Apr,178,18440000,103600,83300,1063,7.4
May,179,17245000,96300,88000,1063,7.3
Jun,205,20975000,102300,81600,1063,7.2
Jul,160,14955000,93500,82900,962,6.5
Aug,181,19325000,106800,86900,961,6.5
Sep,145,15325000,105700,79700,998,6.7
Oct,142,14610000,102900,82000,974,6.5
Nov,-,-,-,-,-,-
Dec,145,15325000,105700,79700,998,6.5
2002-Jan,110,11865000,107900,93300,943,6.0
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,174,17645000,101400,86000,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,150,14415000,96100,87000,-,-
2003-Jan,127,12860000,101300,85000,-,-
Feb,108,10890000,100800,90000,-,-
Mar,137,14185000,103500,87800,-,-
Apr,144,14945000,103800,85000,-,-
May,179,17900000,100000,86400,-,-
Jun,209,24730000,118300,92100,-,-
Jul,179,19040000,106400,87200,-,-
Aug,190,22915000,120600,101800,-,-
Sep,188,18985000,101000,89600,-,-
Oct,173,18550000,107200,85300,-,-
Nov,109,12360000,113400,91700,-,-
Dec,174,18435000,105900,91800,-,-
2004-Jan,115,10820000,94100,82900,-,-
Feb,157,17475000,111300,101200,-,-
Mar,185,20475000,110700,88800,-,-
Apr,212,22790000,107500,91400,-,-
May,214,22965000,107300,88200,-,-
Jun,234,27605000,118000,98100,-,-
Jul,230,26975000,117300,102200,-,-
Aug,233,27465000,117900,104100,-,-
Sep,190,19510000,102700,86900,-,-
Oct,172,20805000,121000,100000,1151,6.2
Nov,150,14415000,96100,87000,1154,6.1
Dec,191,21795000,114100,95600,940,4.9
2005-Jan,161,18610000,115600,88100,1130,5.8
Feb,163,16805000,103100,88800,1148,5.9
Mar,173,19200000,111000,99600,1152,6.0
Apr,226,24315000,107600,96200,1170,6.0
May,218,26390000,121100,101600,1175,6.0
Jun,255,32645000,128000,100400,1180,6.0
Jul,229,28890000,126200,109300,1180,6.0
Aug,292,34350000,117600,101700,1180,5.9
Sep,191,22650000,118600,101500,1180,5.8
Oct,220,26560000,120700,104700,1175,5.7
Nov,183,24005000,131200,110000,1170,5.6
Dec,185,21630000,116900,96500,1170,5.6
2006-Jan,139,14625000,105200,91200,1120,5.4
Feb,197,22775000,115600,101200,1069,5.1
Mar,250,32330000,129300,111500,1073,5.0
Apr,220,29515000,134200,117100,1113,5.2
May,258,32830000,127200,108000,1141,5.2
Jun,266,33660000,126500,108100,1016,4.6
Jul,245,34075000,139100,125400,1199,5.4
Aug,257,37295000,145100,127600,1010,4.6
Sep,225,30210000,134300,117500,1181,5.4
Oct,245,28940000,118100,101100,1158,5.2
Nov,190,24980000,131500,111200,1086,4.9
Dec,204,24160000,118400,109500,1091,4.9
2007-Jan,143,17710000,123800,111200,1128,5.0
Feb,204,25200000,123500,110400,1023,4.5
Mar,223,31340000,140500,123600,1220,5.5
Apr,265,41980000,158400,135600,1223,5.4
May,265,37495000,141500,126100,1300,5.7
Jun,260,38395000,147700,126500,1312,5.8
Jul,251,36715000,146300,130500,1320,5.8
Aug,267,38115000,142800,119700,1194,5.2
Sep,160,21850000,136600,122400,1370,6.1
Oct,204,26850000,131600,120000,1320,6.0
Nov,196,26115000,133200,125000,1306,5.9
Dec,151,19850000,131500,120600,1238,5.7
2008-Jan,145,20260000,139700,115300,1352,6.3
Feb,169,21890000,129500,114600,1325,6.2
Mar,187,25675000,137300,128300,1418,6.8
Apr,196,28385000,144800,125700,1439,7.0
May,219,30765000,140500,126100,1517,7.6
Jun,242,36420000,150500,136000,1544,7.8
Jul,226,32580000,144200,124800,1364,6.9
Aug,216,30430000,140900,123800,1491,7.7
Sep,217,30585000,140900,133100,1271,6.4
Oct,187,26220000,140200,118800,1216,6.2
Nov,134,18580000,138700,121200,1288,6.8
Dec,159,22000000,138400,115900,1236,6.5
2009-Jan,91,12255000,134700,107800,1296,6.9
Feb,132,18075000,136900,118800,1327,7.2
Mar,169,22700000,134300,119400,1348,7.4
Apr,133,19190000,144300,128300,1415,8.0
