Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1996-Jan,29,1987250,68500,55000,587,10.9
Feb,50,4669640,93400,77500,605,11.0
Mar,64,5316160,83100,68600,637,11.2
Apr,57,4826650,84700,57500,650,11.4
May,96,9654375,100600,73000,716,12.2
Jun,89,8427500,94700,77500,-,-
Jul,83,6968284,84000,62100,691,11.2
Aug,80,8552380,106900,80000,642,10.5
Sep,64,6531570,102100,76000,673,10.7
Oct,52,5975000,114900,80000,688,10.9
Nov,34,3209600,94400,81400,697,11.2
Dec,54,5097350,94400,76700,669,10.7
1997-Jan,30,2405000,80200,60000,699,11.1
Feb,30,2090000,69700,63300,713,11.7
Mar,50,4840000,96800,82000,743,12.4
Apr,49,5020000,102400,71200,749,12.6
May,72,6385000,88700,66200,792,13.8
Jun,-,-,-,-,-,-
Jul,66,6855000,103900,74000,755,14.3
Aug,-,-,-,-,-,-
Sep,66,6880000,104200,68300,-,-
Oct,71,7900000,111300,86200,683,13.1
Nov,59,7055000,119600,78800,-,-
Dec,49,4315000,88100,82500,650,12.0
1998-Jan,38,3445000,90700,54300,496,9.0
Feb,39,3805000,97600,73800,505,9.0
Mar,89,10130000,113800,85000,508,8.5
Apr,60,7510000,125200,84400,518,8.5
May,92,10905000,118500,86200,486,7.7
Jun,89,10475000,117700,83600,-,-
Jul,86,9965000,115900,90000,-,-
Aug,76,9720000,127900,104000,464,6.8
Sep,67,6985000,104300,77500,-,-
Oct,-,-,-,-,-,-
Nov,41,4440951,108300,67900,-,-
Dec,60,6305000,105100,87500,-,-
1999-Jan,39,3685000,94500,69300,612,9.1
Feb,53,6605000,124600,86200,642,9.4
Mar,87,11175000,128400,82100,667,9.8
Apr,58,6728250,116000,98000,698,10.3
May,71,7232575,101900,-,707,10.7
Jun,108,12025000,111300,84000,705,10.4
Jul,99,11475000,115900,79200,691,10.0
Aug,95,9845000,103600,79600,680,9.6
Sep,49,6210000,126700,108300,674,9.8
Oct,-,-,-,-,-,-
Nov,52,6370000,122500,80000,615,8.8
Dec,61,8055000,132000,94200,623,8.9
2000-Jan,37,4555000,123100,95000,636,9.1
Feb,54,7360000,136300,100000,510,7.3
Mar,80,9595000,119900,98300,493,7.1
Apr,82,11105000,135400,111100,524,7.3
May,89,10185000,114400,89200,529,7.2
Jun,100,13550000,135500,108600,528,7.3
Jul,85,10870000,127900,99000,505,7.1
Aug,92,12520000,136100,96200,477,6.7
Sep,58,7610000,131200,104000,474,6.6
Oct,75,11270000,150300,118800,463,6.4
Nov,53,6720000,126800,102000,471,6.5
Dec,59,7135000,120900,93000,455,6.3
2001-Jan,32,4220000,131900,113300,448,6.3
Feb,63,9425000,149600,127100,464,6.4
Mar,62,9460000,152600,132000,491,6.9
Apr,65,9936338,152900,-,-,-
May,66,9555630,144800,-,-,-
Jun,67,9943350,148400,-,-,-
Jul,71,11129385,156800,-,-,-
Aug,68,9923235,145900,-,-,-
Sep,65,8481875,130500,-,-,-
Oct,64,7815116,122100,-,-,-
Nov,64,8848001,138300,-,-,-
Dec,58,6756750,116500,-,-,-
2002-Jan,33,3016891,91400,-,-,-
Feb,83,14334964,172700,-,-,-
Mar,64,8520245,133100,-,-,-
Apr,93,14473287,155600,-,-,-
May,101,14068610,139300,-,-,-
Jun,118,18097801,153400,-,-,-
Jul,89,13493602,151600,-,-,-
Aug,83,12028099,144900,-,-,-
Sep,48,7487800,156000,-,-,-
Oct,65,7817067,120300,-,-,-
Nov,54,7320200,135600,-,-,-
Dec,68,9039836,132900,-,-,-
2003-Jan,38,4685000,123300,95000,598,7.9
Feb,62,9595000,154800,120000,600,8.2
Mar,49,7205376,147000,-,-,-
Apr,77,12110000,157300,130000,708,10.0
May,97,14680000,151300,110000,700,9.9
Jun,88,14550000,165300,143600,692,10.2
Jul,107,15950000,149100,113800,-,-
Aug,97,15795000,162800,131800,708,10.0
Sep,69,10390000,150600,125000,721,9.9
Oct,70,11455000,163600,124000,664,9.1
Nov,-,-,-,-,-,-
Dec,76,11715000,154100,120000,631,8.4
2004-Jan,49,6815000,139100,124300,595,7.8
Feb,64,10475000,163700,135000,776,10.1
Mar,84,15735000,187300,137500,695,8.7
Apr,119,18990000,159600,124500,788,9.4
May,97,19785000,204000,163000,-,-
Jun,121,21975000,181600,143000,700,8.1
Jul,104,18130000,174300,140000,716,8.3
Aug,118,19700000,166900,124000,710,8.0
Sep,105,18620000,177300,139200,698,7.6
Oct,93,17160000,184500,147100,677,7.2
Nov,86,13750000,159900,120000,668,7.2
Dec,90,15125000,168100,138200,-,-
2005-Jan,55,11115000,202100,165000,697,7.4
Feb,80,16135000,201700,144000,795,8.3
Mar,88,14310000,162600,106700,627,6.5
Apr,160,31495000,196800,162400,632,6.3
May,147,28910000,196700,157900,745,7.2
Jun,158,32340000,204700,172900,748,7.0
Jul,140,31700000,226400,172200,700,6.4
Aug,144,28740000,199600,163800,-,-
Sep,96,20545000,214000,178000,-,-
Oct,68,15750000,231600,172000,-,-
Nov,78,14510000,186000,160000,-,-
Dec,80,14730000,184100,158000,-,-
2006-Jan,47,10220000,217400,172500,808,7.5
Feb,83,19405000,233800,182000,789,7.3
Mar,111,26815000,241600,183800,1145,10.5
Apr,125,28030000,224200,166900,1200,11.3
May,149,34570000,232000,177500,1309,12.3
Jun,123,28255000,229700,171300,1002,9.7
Jul,109,21465000,196900,163800,1361,13.5
Aug,103,21905000,212700,176700,1300,13.3
Sep,93,20045000,215500,171000,1192,12.2
Oct,88,20090000,228300,180000,1595,16.1
Nov,60,11155000,185900,165000,1368,14.0
Dec,64,12735000,199000,156000,1403,14.6
2007-Jan,58,13500000,232800,168000,1554,16.0
Feb,89,21580000,242500,190000,1311,13.4
Mar,94,23605000,251100,195000,1580,16.4
Apr,99,21020000,212300,163300,1726,18.3
May,144,31350000,217700,168000,1942,20.7
Jun,133,28815000,216700,174400,1964,20.8
Jul,116,25395000,218900,163300,1739,18.3
Aug,102,21480000,210600,182200,1562,16.4
Sep,93,20855000,224200,165000,1757,18.5
Oct,85,20970000,246700,192500,1668,17.6
Nov,80,16640000,208000,176000,1600,16.6
Dec,64,13470000,210500,171400,1556,16.1
2008-Jan,46,9040000,196500,140000,1637,17.2
Feb,81,18095000,223400,170000,1395,14.7
Mar,82,22175000,270400,222200,1471,15.7
Apr,90,20825000,231400,176000,1652,17.8
May,112,27065000,241700,180000,1560,17.3
Jun,133,32065000,241100,205000,1688,18.7
Jul,117,30240000,258500,194000,1690,18.7
Aug,114,29215000,256300,208300,-,-
Sep,29,5805000,200200,165000,-,-
Oct,25,5180000,207200,163300,-,-
Nov,27,5770000,213700,130000,-,-
Dec,42,6270000,149300,110000,-,-
2009-Jan,41,4980000,121500,91700,1105,14.8
Feb,62,7675000,123800,90000,874,12.0
Mar,59,7850000,133100,97500,1133,16.0
Apr,68,8175000,120200,85000,1110,16.1
