Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Apr,105,9597756,91400,73900,494,6.2
May,73,5990809,82100,73100,500,6.2
Jun,87,7385778,84900,79500,494,6.2
Jul,80,7065040,88300,78300,499,6.3
Aug,100,8221270,82200,76000,503,6.4
Sep,76,6331636,83300,73000,506,6.5
Oct,71,6176006,87000,72100,480,6.3
Nov,60,4710480,78500,65000,483,6.3
Dec,66,6145986,93100,82000,451,5.9
2000-Jan,44,3843807,87400,70000,494,6.6
Feb,68,5453464,80200,68800,468,6.2
Mar,96,8718915,90800,65000,484,6.3
Apr,76,6892592,90700,78900,529,7.1
May,137,11015904,80400,69700,521,6.5
Jun,132,12032736,91200,76900,527,6.3
Jul,96,8676864,90400,81700,552,6.5
Aug,100,8453800,84500,76400,548,6.4
Sep,95,8484732,89300,79000,557,6.4
Oct,71,6754535,95100,91900,554,6.4
Nov,93,8277465,89000,82800,539,6.0
Dec,71,6136610,86400,76200,523,5.8
2001-Jan,60,5019492,83700,68600,546,6.0
Feb,78,7331352,94000,85000,565,6.1
Mar,104,9209616,88600,77300,582,6.3
Apr,77,7512813,97600,75400,622,6.7
May,97,9792060,100900,93100,667,7.5
Jun,75,8780510,117100,91200,685,8.1
Jul,95,9804190,103200,99200,708,8.4
Aug,92,8403234,91300,82000,709,8.4
Sep,79,7409173,93800,79400,711,8.6
Oct,86,8007320,93100,77800,690,8.2
Nov,92,9222710,100200,90000,702,8.4
Dec,70,7092259,101300,81400,713,8.5
2002-Jan,53,4857874,91700,72500,746,9.0
Feb,63,6476148,102800,80800,754,9.2
Mar,80,8338400,104200,88800,774,9.7
Apr,102,10992438,107800,83000,787,9.6
May,128,12600935,98400,85000,807,9.5
Jun,113,12098006,107100,86500,807,9.2
Jul,103,10211100,99100,86100,845,9.6
Aug,120,12493264,104100,88900,847,9.3
Sep,77,7665048,99500,96200,841,9.3
Oct,112,10856116,96900,91800,847,9.1
Nov,75,7632470,101800,93500,847,9.3
Dec,94,9740882,103600,90000,815,8.7
2003-Jan,56,5102048,91100,80000,882,9.4
Feb,78,7998767,102500,86700,873,9.2
Mar,96,9237954,96200,86700,901,9.4
Apr,101,10431073,103300,87700,948,9.9
May,95,8820890,92900,77200,976,10.5
Jun,108,11110616,102900,90000,999,10.8
Jul,112,13122150,117200,95700,1018,10.9
Aug,125,13475125,107800,94200,1016,10.8
Sep,113,12382376,109600,86500,997,10.3
Oct,101,10289880,101900,85800,979,10.2
Nov,93,9617361,103400,80800,970,9.9
Dec,83,8567386,103200,90800,945,9.8
2004-Jan,69,5994556,86900,73800,1030,10.5
Feb,58,6457546,111300,86000,1063,11.1
Mar,108,10441443,96700,84400,1053,10.8
Apr,115,11652492,101300,78600,1104,11.2
May,119,13283359,111600,97500,1139,11.4
Jun,134,13817390,103100,84700,1180,11.5
Jul,146,16050090,109900,101000,1192,11.3
Aug,145,16991156,117200,94600,1179,11.0
Sep,127,14443750,113700,95800,1153,10.7
Oct,112,11153632,99600,93300,1142,10.5
Nov,108,12046506,111500,98000,1119,10.1
Dec,127,13665658,107600,89600,1050,9.2
2005-Jan,87,9933794,114200,86900,1042,9.0
Feb,107,10827330,101200,92100,1037,8.7
Mar,132,16306260,123500,100000,1081,8.9
Apr,145,15238775,105100,89500,1089,8.8
May,156,17366800,111300,97100,1124,8.8
Jun,135,14389264,106600,85000,1143,9.0
Jul,138,15569475,112800,96000,1148,9.1
Aug,142,15829740,111500,101300,-,-
Sep,148,15755924,106500,84500,1091,8.5
Oct,109,12458875,114300,107500,1091,8.5
Nov,95,11736838,123500,105600,1055,8.3
Dec,118,15292735,129600,96000,998,7.9
2006-Jan,81,9396501,116000,87500,1055,8.4
Feb,117,11633630,99400,88800,1048,8.3
Mar,116,14721905,126900,104300,1076,8.6
Apr,130,16443754,126500,96400,1107,8.9
May,130,19501040,150000,105700,1179,9.7
Jun,154,20070116,130300,95600,1174,9.5
Jul,138,19065039,138200,95700,1216,9.9
Aug,192,24938360,129900,101200,1188,9.3
Sep,108,12873432,119200,106200,1172,9.5
Oct,114,13478220,118200,101400,1153,9.3
Nov,118,12727200,107900,95000,1126,8.9
Dec,118,12716760,107800,87300,1069,8.5
2007-Jan,98,11086928,113100,91200,1106,8.7
Feb,104,12043808,115800,103300,1120,8.8
Mar,136,15270345,112300,90000,1153,9.0
Apr,147,19692375,134000,95800,1161,8.9
May,138,16907560,122500,98200,1191,9.1
Jun,141,17069700,121100,105000,1218,9.4
Jul,116,15626575,134700,96400,1196,9.4
Aug,142,18258470,128600,104000,1242,10.1
Sep,120,13593354,113300,100000,1221,9.8
Oct,104,11585074,111400,101100,1219,9.9
Nov,115,13955135,121300,96900,1149,9.3
Dec,87,10064729,115700,92100,1071,8.9
2008-Jan,76,8149850,107200,78800,1078,9.1
Feb,104,10840926,104200,83800,1071,9.0
Mar,104,12818520,123300,98600,1101,9.5
Apr,123,15919040,129400,98100,1095,9.6
May,135,15910275,117900,103100,1115,9.8
Jun,108,14756472,136600,96700,1151,10.4
Jul,120,14402387,120000,86900,1149,10.3
Aug,120,13641333,113700,100000,1118,10.2
Sep,100,12786595,127900,93300,1059,9.8
Oct,100,11593658,115900,80000,1032,9.6
Nov,57,5686434,99800,92500,1024,10.0
Dec,77,7490329,97300,87500,922,9.0
2009-Jan,70,5531098,79000,60000,952,9.4
Feb,59,5220168,88500,61700,988,10.1
Mar,77,9086568,118000,81700,964,10.1
Apr,103,10229601,99300,87900,1003,10.7
