Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Oct,99,7530000,76100,66800,708,7.3
Nov,73,6090000,83400,68800,686,7.2
Dec,88,6760000,76800,67500,649,6.9
1998-Jan,67,5150000,76900,71700,679,7.2
Feb,77,6175000,80200,70800,678,7.1
Mar,117,8830000,75500,65300,696,7.1
Apr,126,9510000,75500,64000,697,7.0
May,132,10395000,78800,65700,695,6.9
Jun,114,9845000,86400,79100,704,6.9
Jul,154,13830000,89800,76500,701,6.7
Aug,126,10180000,80800,75600,687,6.5
Sep,152,11595000,76300,70000,688,6.2
Oct,126,10125000,80400,67500,654,5.8
Nov,95,7140000,75200,70500,606,5.3
Dec,124,9960000,80300,67800,565,4.8
1999-Jan,91,7175000,78800,71200,557,4.7
Feb,97,8450000,87100,67500,571,4.7
Mar,140,11190000,79900,72700,603,4.9
Apr,128,9495000,74200,64000,628,5.1
May,147,11585000,78800,67300,655,5.3
Jun,141,11820000,83800,79700,645,5.1
Jul,144,10955000,76100,69300,684,5.4
Aug,157,12760000,81300,67300,684,5.3
Sep,95,7915000,83300,69400,674,5.4
Oct,120,9630000,80200,68300,662,5.4
Nov,114,8810000,77300,68100,660,5.3
Dec,110,9235000,84000,68000,668,5.4
2000-Jan,87,6710000,77100,61200,673,5.5
Feb,145,10765000,74200,59800,657,5.2
Mar,133,9795000,73600,65500,633,5.0
Apr,113,8465000,74900,68200,662,5.3
May,129,10795000,83700,66500,690,5.6
Jun,141,13385000,94900,76800,730,5.9
Jul,142,12395000,87300,70000,709,5.7
Aug,122,10775153,88300,80600,746,6.2
Sep,119,10160000,85400,70700,722,5.9
Oct,101,7860000,77800,69000,741,6.1
Nov,97,8240000,84900,75000,717,6.0
Dec,88,8135000,92400,84200,726,6.1
2001-Jan,99,8620000,87100,66500,767,6.4
Feb,115,9110000,79200,72800,763,6.5
Mar,137,11150000,81400,73000,800,6.8
Apr,141,11100000,78700,73200,815,6.8
May,136,10805000,79400,69500,840,7.0
Jun,148,13670000,92400,83600,833,6.9
Jul,154,14830000,96300,81400,846,7.0
Aug,152,13640000,89700,68800,874,7.1
Sep,126,10335000,82000,70600,866,7.0
Oct,135,11515000,85300,71100,821,6.4
Nov,144,12750000,88500,78900,813,6.2
Dec,116,10455000,90100,75600,759,5.7
2002-Jan,111,9065000,81700,74100,798,5.9
Feb,128,11855000,92600,78000,766,5.6
Mar,151,12475000,82600,70400,768,5.6
Apr,155,12570000,81100,71900,755,5.5
May,169,16950000,100300,86800,760,5.4
Jun,153,13050000,85300,76600,768,5.4
Jul,171,15400000,90100,84300,793,5.6
Aug,187,15620000,83500,70300,750,5.2
Sep,137,10875000,79400,74600,699,4.8
Oct,141,12325000,87400,79700,668,4.5
Nov,137,12625000,92200,86500,630,4.3
Dec,141,12080000,85700,80400,598,4.0
2003-Jan,96,7550000,78600,72000,638,4.3
Feb,128,12060000,94200,81700,651,4.4
Mar,145,13190000,91000,79400,680,4.6
Apr,159,13315000,83700,72800,712,4.8
May,140,14145000,101000,87900,739,5.1
Jun,172,17505000,101800,87400,735,5.0
Jul,171,16890000,98800,85000,738,5.0
Aug,196,17920000,91400,81700,707,4.8
Sep,164,14285000,87100,76700,671,4.5
Oct,165,15395000,93300,78100,691,4.6
Nov,127,13595000,107000,86800,696,4.6
Dec,131,10895000,83200,75000,642,4.3
2004-Jan,115,9815000,85300,70800,675,4.5
Feb,135,12870000,95300,79700,677,4.5
Mar,169,16370000,96900,82300,696,4.5
Apr,164,14080000,85900,74000,682,4.4
May,168,15035000,89500,79000,728,4.7
Jun,223,22780000,102200,89700,721,4.5
Jul,196,18685000,95300,84400,709,4.4
Aug,193,20060000,103900,89600,675,4.2
Sep,187,18785000,100500,86700,707,4.3
Oct,130,13400000,103100,85000,742,4.6
Nov,139,14595000,105000,83900,710,4.4
Dec,133,13875000,104300,87500,627,3.9
2005-Jan,135,13700000,101500,93100,632,3.8
Feb,130,13300000,102300,90000,663,4.0
Mar,152,15220000,100100,89200,718,4.4
Apr,176,17545000,99700,87000,735,4.5
May,179,20120000,112400,97200,718,4.4
Jun,182,19090000,104900,95600,794,4.9
Jul,201,22740000,113100,101900,759,4.7
Aug,226,25645000,113500,100600,744,4.5
Sep,187,20040000,107200,93900,731,4.5
Oct,148,15855000,107100,92000,763,4.6
Nov,152,17350000,114100,92900,753,4.5
Dec,139,15830000,113900,96800,750,4.5
2006-Jan,139,13700000,98600,88600,755,4.5
Feb,143,17140000,119900,96200,774,4.6
Mar,176,16885000,95900,85000,785,4.6
Apr,158,17920000,113400,96900,822,4.9
May,220,24185000,109900,95300,836,4.8
Jun,218,25865000,118600,109500,857,4.9
Jul,200,24140000,120700,107100,881,5.0
Aug,182,19655000,108000,92700,885,5.2
Sep,163,18550000,113800,103900,903,5.3
Oct,153,14695000,96000,80400,916,5.4
Nov,163,18675000,114600,93500,931,5.4
Dec,145,15395000,106200,87500,873,5.1
2007-Jan,148,15495000,104700,92000,862,5.0
Feb,159,17380000,109300,94600,855,4.9
Mar,198,20395000,103000,87500,888,5.1
Apr,170,19125000,112500,102000,947,5.4
May,186,21230000,114100,104500,949,5.5
Jun,204,22890000,112200,97300,951,5.5
Jul,178,21015000,118100,104400,950,5.6
Aug,191,22015000,115300,109300,935,5.5
Sep,146,15345000,105100,88200,954,5.6
Oct,108,12715000,117700,100000,947,5.7
Nov,137,14215000,103800,91200,964,5.9
Dec,127,12795000,100700,87200,905,5.6
2008-Jan,85,9210000,108400,90600,916,5.8
Feb,140,15145000,108200,93300,830,5.3
Mar,147,13555000,92200,82600,971,6.4
Apr,153,17685000,115600,99600,949,6.3
May,164,18715000,114100,98300,1002,6.8
Jun,175,22995000,131400,113200,973,6.7
Jul,173,20700000,119700,103500,952,6.5
Aug,173,20635000,119300,108300,897,6.2
Sep,140,15295000,109200,90000,927,6.5
Oct,129,14915000,115600,99300,945,6.5
Nov,86,9995000,116200,100000,918,6.5
Dec,98,10085000,102900,94400,894,6.5
2009-Jan,88,9310000,105800,90000,904,6.5
Feb,124,12515000,100900,96200,932,6.8
Mar,127,13185000,103800,89500,932,6.9
Apr,141,16210000,115000,101900,931,6.9
