Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,43,3360350,78100,-,957,19.8
Feb,55,3107381,56500,-,885,17.8
Mar,43,2864215,66600,-,894,18.8
Apr,59,3914270,66300,-,931,19.3
May,24,1328005,55300,-,915,20.0
Jun,22,1287650,58500,-,860,18.9
Jul,27,1762000,65300,-,885,19.3
Aug,32,1810000,56600,-,903,22.2
Sep,45,3445888,76600,-,945,23.3
Oct,21,1271955,60600,-,974,27.0
Nov,43,3360350,78100,-,957,25.0
Dec,14,886956,63400,-,908,25.5
1991-Jan,87,5414792,62200,-,973,24.7
Feb,127,7917492,62300,-,986,21.8
Mar,63,4235100,67200,-,1002,21.3
Apr,64,3766769,58900,-,993,20.9
May,74,5684630,76800,-,976,18.9
Jun,65,4102247,63100,-,958,17.4
Jul,60,3900000,65000,-,950,16.4
Aug,48,3684036,76800,-,828,14.0
Sep,77,4868473,63200,-,946,15.3
Oct,63,2382946,37800,-,933,14.3
Nov,70,4888656,69800,61800,949,14.0
Dec,60,4313520,71900,61000,900,12.6
1992-Jan,40,2875680,71900,62900,850,12.6
Feb,49,3522708,71900,60600,750,12.3
Mar,55,3954060,71900,60600,672,11.1
Apr,66,4744872,71900,61000,1395,23.0
May,74,5320008,71900,61700,1392,23.0
Jun,80,5751360,71900,60800,1461,23.6
Jul,79,5679468,71900,60400,1492,23.5
Aug,83,5967036,71900,60400,1513,22.8
Sep,67,4816764,71900,61400,1468,22.4
Oct,56,4626207,82600,60000,746,11.5
Nov,48,3543940,73800,60000,746,11.8
Dec,96,6515635,67900,-,743,11.2
1993-Jan,54,4518350,83700,-,790,11.7
Feb,50,3710000,74200,-,700,10.4
Mar,61,4697000,77000,-,700,10.3
Apr,65,5148000,79200,-,700,10.3
May,73,5942200,81400,-,700,10.3
Jun,84,6573000,78200,69000,687,10.1
Jul,56,4314500,77000,73300,763,11.5
Aug,89,7610000,85500,72700,668,10.0
Sep,41,3085600,75300,70600,679,10.5
Oct,57,4325700,75900,67500,713,11.1
Nov,41,3776300,92100,73800,733,11.5
Dec,42,2877500,68500,53300,723,12.2
1994-Jan,21,1862800,88700,72500,754,13.3
Feb,36,2562700,71200,63300,743,13.4
Mar,53,3896600,73500,67500,753,13.7
Apr,55,4675000,85000,65800,774,14.3
May,65,4677200,72000,61900,815,15.3
Jun,59,4971400,84300,68300,797,15.6
Jul,57,4757100,83500,69000,817,15.9
Aug,103,8839500,85800,67900,996,19.0
Sep,80,7101600,88800,80800,1030,18.5
Oct,46,4097700,89100,70000,1107,20.2
Nov,55,4820500,87600,70800,1171,20.9
Dec,46,4016900,87300,72900,1136,20.2
1995-Jan,45,4000000,88900,-,1150,19.7
Feb,62,4817500,77700,69200,1192,19.7
Mar,86,7178900,83500,73300,1194,18.9
Apr,45,3411300,75800,69300,1292,20.7
May,58,4572600,78800,78600,1063,17.2
Jun,48,3842800,80100,67100,1091,17.9
Jul,66,6015600,91100,75600,1071,17.4
Aug,70,5324200,76100,70000,1104,18.7
Sep,44,3986100,90600,71700,1127,20.2
Oct,49,4336000,88500,78300,1093,19.5
Nov,52,4443800,85500,71400,1092,19.5
Dec,42,3666400,87300,78000,975,17.5
1996-Jan,29,3009800,103800,78800,1061,19.6
Feb,46,3760900,81800,72900,1080,20.4
Mar,62,5133900,82800,72900,1104,21.7
Apr,45,3982700,88500,66400,1153,22.6
May,65,5467800,84100,74200,1160,22.5
Jun,77,7369720,95700,79400,1415,26.2
Jul,47,4568830,97200,81200,1397,26.7
