Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2001-Jan,101,8590000,85000,68800,268,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,195,28075000,144000,120400,-,-
Jul,-,-,-,-,-,-
Aug,83,6365000,76700,69400,-,-
Sep,65,7135000,109800,83100,-,-
Oct,76,7095000,93400,70000,-,-
Nov,77,6190000,80400,70600,-,-
Dec,73,6625000,90800,71000,-,-
2002-Jan,61,4700000,77000,72500,-,-
Feb,69,6830000,99000,70700,-,-
Mar,76,6510000,85700,75500,-,-
Apr,88,8540000,97000,87500,-,-
May,98,7675000,78300,68000,-,-
Jun,91,8690000,95500,78100,-,-
Jul,88,9825000,111600,104600,-,-
Aug,81,7475000,92300,71000,-,-
Sep,68,6535000,96100,81400,-,-
Oct,70,6425000,91800,85700,-,-
Nov,66,6105000,92500,72000,-,-
Dec,88,10155000,115400,88000,-,-
2003-Jan,59,5575000,94500,79000,-,-
Feb,70,7305000,104400,90000,-,-
Mar,93,8165000,87800,81900,103,1.3
Apr,88,7805000,88700,73300,311,3.9
May,100,9825000,98200,80000,430,5.4
Jun,96,9015000,93900,84300,-,-
Jul,77,7255000,94200,88100,-,-
Aug,91,9890000,108700,91200,-,-
Sep,84,8815000,104900,87500,-,-
Oct,79,6935000,87800,79500,-,-
Nov,60,5600000,93300,81200,513,6.2
Dec,64,7405000,115700,86700,-,-
2004-Jan,58,6450000,111200,85000,500,6.2
Feb,85,9925000,116800,91900,-,-
Mar,67,5965000,89000,78500,507,6.4
Apr,92,9245000,100500,83000,555,7.0
May,71,8785000,123700,96500,557,7.2
Jun,100,9905000,99000,91500,559,7.2
Jul,72,7265000,100900,77800,566,7.4
Aug,84,9060000,107900,97800,580,7.6
Sep,81,7490000,92500,91200,559,7.3
Oct,102,10455000,102500,86000,549,7.0
Nov,96,9630000,100300,86900,-,-
Dec,84,8535000,101600,86700,-,-
2005-Jan,68,6980000,102600,86200,490,5.9
Feb,80,9175000,114700,92500,-,-
Mar,102,10835000,106200,83300,-,-
Apr,93,11720000,126000,103600,-,-
May,88,9415000,107000,93300,-,-
Jun,108,11790000,109200,90000,-,-
Jul,93,10185000,109500,101200,-,-
Aug,80,8265000,103300,92500,545,6.1
Sep,84,11005000,131000,112000,501,5.6
Oct,93,10465000,112500,90800,-,-
Nov,114,12130000,106400,96200,-,-
Dec,82,9675000,118000,93300,-,-
2006-Jan,74,6800000,91900,87100,-,-
Feb,73,7860000,107700,84500,-,-
Mar,101,10650000,105400,85500,-,-
Apr,99,10590000,107000,89400,-,-
May,99,11485000,116000,98300,-,-
Jun,120,13390000,111600,93300,-,-
Jul,100,11570000,115700,94300,-,-
Aug,104,11770000,113200,90000,-,-
Sep,91,9280000,102000,90700,-,-
Oct,83,9035000,108900,91700,-,-
Nov,102,10720000,105100,91400,-,-
Dec,84,10840000,129000,122900,-,-
2007-Jan,75,8625000,115000,96200,-,-
Feb,89,9895000,111200,105000,-,-
Mar,102,11995000,117600,90000,-,-
Apr,97,10150000,104600,93500,-,-
May,75,7135000,95100,78100,-,-
Jun,96,12265000,127800,107500,-,-
Jul,94,13155000,139900,131100,-,-
Aug,83,11630000,140100,112900,-,-
Sep,70,9700000,138600,120000,-,-
Oct,51,6590000,129200,111700,-,-
Nov,65,7565000,116400,108500,-,-
Dec,63,6550000,104000,79400,530,6.6
2008-Jan,51,5555000,108900,101400,539,6.9
Feb,65,7395000,113800,94200,599,7.9
Mar,64,6990000,109200,98000,634,8.7
Apr,90,10050000,111700,100000,558,7.7
May,93,9935000,106800,97500,577,7.8
Jun,97,12160000,125400,101000,623,8.4
Jul,94,12855000,136800,124200,584,7.9
Aug,95,10580000,111400,88800,570,7.6
Sep,69,7940000,115100,99300,586,7.8
Oct,67,9400000,140300,131200,577,7.6
Nov,49,5255000,107200,80800,556,7.4
Dec,73,7965000,109100,89300,532,7.0
2009-Jan,39,4775000,122400,95800,553,7.4
Feb,53,6190000,116800,107100,562,7.6
Mar,64,7575000,118400,120000,576,7.8
Apr,57,6595000,115700,102000,597,8.4
