Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Jun,327,31089891,95100,83000,2234,8.8
Jul,348,32762528,94100,82900,2274,8.8
Aug,338,31852792,94200,82600,2168,8.3
Sep,297,27928206,94000,78800,2173,8.2
Oct,263,25244999,96000,80500,2168,8.1
Nov,240,23444037,97700,86800,2002,7.5
Dec,309,30956472,100200,81000,1938,7.1
1994-Jan,175,16625000,95000,83000,1900,7.0
Feb,199,19164902,96300,79100,-,-
Mar,262,24588129,93800,82500,-,-
Apr,263,25096041,95400,82500,-,-
May,265,27341481,103200,83900,-,-
Jun,272,25003295,91900,82700,-,-
Jul,289,30497254,105500,84600,-,-
Aug,314,31109057,99100,82700,-,-
Sep,230,21045570,91500,77700,-,-
Oct,227,22605795,99600,86400,-,-
Nov,203,18755170,92400,77600,-,-
Dec,224,20852319,93100,80300,1400,5.7
1995-Jan,160,14797292,92500,79300,1448,6.0
Feb,206,20199329,98100,82000,1528,6.3
Mar,261,24675487,94500,82000,1568,6.5
Apr,191,18932603,99100,78000,1523,6.4
May,283,26993876,95400,77700,1527,6.4
Jun,338,34481233,102000,85500,1496,6.1
Jul,302,32376035,107200,90000,1536,6.3
Aug,332,32848949,98900,87600,1512,6.1
Sep,262,27516099,105000,92100,1500,6.0
Oct,289,28302444,97900,84000,1450,5.7
Nov,241,24336782,101000,86600,1381,5.4
Dec,251,26409768,105200,87400,1297,5.0
1996-Jan,172,16867079,98100,84000,1368,5.2
Feb,222,23588461,106300,85500,1437,5.5
Mar,313,33122113,105800,88500,1450,5.4
Apr,329,34860747,106000,91700,1450,5.2
May,339,32274665,95200,81800,2190,7.8
Jun,327,35459584,108400,91700,2375,8.4
Jul,365,35287263,96700,83300,2316,8.1
Aug,348,34284535,98500,82800,2263,7.9
Sep,258,24673475,95600,83400,2259,7.8
Oct,270,27111483,100400,85600,2189,7.6
Nov,233,24181757,103800,86000,2061,7.2
Dec,249,25112185,100900,86000,2001,7.0
1997-Jan,173,19563809,113100,89700,1520,5.3
Feb,186,19109967,102700,88000,1550,5.5
Mar,280,30881668,110300,92400,1550,5.5
Apr,295,30306350,102700,85000,1576,5.7
May,341,35600589,104400,87100,1626,5.9
Jun,336,39302762,117000,93800,1583,5.7
Jul,380,40156879,105700,90500,1619,5.8
Aug,421,43465167,103200,86500,1513,5.3
Sep,310,33122948,106800,92900,1527,5.3
Oct,274,30230346,110300,92600,1493,5.2
Nov,265,29075013,109700,95200,1444,4.9
Dec,257,27809267,108200,88400,1369,4.7
1998-Jan,210,23910096,113900,89000,1377,4.6
Feb,259,28541723,110200,100600,1392,4.6
Mar,355,37457347,105500,89900,1389,4.5
Apr,376,42229630,112300,94200,1345,4.3
May,419,46576952,111200,91700,1356,4.2
Jun,399,44955504,112700,96300,1344,4.1
Jul,433,46914537,108300,89900,1335,4.0
Aug,376,42562999,113200,93800,1298,4.0
Sep,338,37141503,109900,93700,1280,3.9
Oct,349,40998153,117500,99100,-,-
Nov,328,37550879,114500,94400,-,-
Dec,332,38830619,117000,95600,-,-
1999-Jan,232,24621928,106100,87800,-,-
Feb,317,36831140,116200,96700,-,-
Mar,395,44795634,113400,91700,1447,4.0
Apr,381,42596115,111800,93300,1440,4.0
May,426,49715382,116700,99000,1467,4.1
Jun,470,53873361,114600,95300,1527,4.2
Jul,505,57995205,114800,98200,1424,3.8
Aug,450,53040842,117900,98600,1405,3.7
Sep,362,41639509,115000,98700,1419,3.7
Oct,373,42641791,114300,93700,1376,3.6
Nov,340,40817559,120100,96500,1356,3.6
Dec,333,38099831,114400,94600,1337,3.5
2000-Jan,241,26220683,108800,94000,1417,3.7
Feb,337,36618555,108700,94300,1402,3.6
Mar,493,56714365,115000,98700,1347,3.4
Apr,456,54108160,118700,99000,1346,3.4
May,498,58688050,117800,103000,1360,3.4
Jun,491,61753364,125800,107900,1421,3.5
Jul,446,54540495,122300,105800,1434,3.6
Aug,507,60875199,120100,103400,1417,3.5
Sep,407,52509988,129000,110500,1418,3.5
Oct,392,48300376,123200,104100,1418,3.4
Nov,338,41776960,123600,107700,1370,3.3
Dec,363,46705325,128700,105700,1306,3.2
2001-Jan,266,34187727,128500,105700,1428,3.4
Feb,402,48908661,121700,106400,1466,3.5
Mar,481,61799819,128500,109700,1516,3.6
Apr,487,63515514,130400,111600,1517,3.6
May,536,69878959,130400,114400,1592,3.7
Jun,534,67744182,126900,108500,1627,3.8
Jul,500,66350350,132700,116000,1693,3.9
Aug,505,65080743,128900,113600,1616,3.7
Sep,442,56728723,128300,112000,1656,3.8
Oct,407,51328965,126100,113200,1647,3.8
Nov,425,53024458,124800,111700,1583,3.6
Dec,353,47654250,135000,116400,1464,3.3
2002-Jan,314,39966772,127300,112000,1542,3.4
Feb,378,46058048,121800,107500,1653,3.7
Mar,461,58346224,126600,113700,1643,3.7
Apr,468,61356437,131100,111800,1683,3.8
May,503,67240236,133700,116100,1741,3.9
Jun,495,64673182,130700,116300,1811,4.1
Jul,509,66954143,131500,119100,1925,4.4
Aug,467,62199241,133200,117200,1909,4.4
Sep,426,54118102,127000,116100,1955,4.5
Oct,423,56866208,134400,116000,2050,4.7
Nov,368,47740480,129700,116600,1999,4.6
Dec,391,49595229,126800,117100,1976,4.6
2003-Jan,335,42505826,126900,114500,2155,5.0
Feb,370,51593837,139400,119500,2194,5.0
Mar,459,59668872,130000,119900,2345,5.4
Apr,420,52103275,124100,113800,2478,5.8
May,502,67131982,133700,118000,2544,5.9
Jun,495,68632935,138700,122900,2731,6.3
Jul,524,73194692,139700,123500,2799,6.5
Aug,531,72397143,136300,123900,2801,6.4
Sep,451,63432091,140600,119200,2708,6.2
Oct,451,59867438,132700,123400,2637,6.0
Nov,362,51186383,141400,123100,2539,5.8
Dec,405,55076568,136000,120200,2426,5.5
2004-Jan,288,36572326,127000,114500,2638,6.0
Feb,354,48048923,135700,120400,2709,6.2
Mar,493,66902880,135700,117000,2823,6.4
Apr,489,66665281,136300,117100,2915,6.5
May,527,72401436,137400,118300,2922,6.5
Jun,515,73886166,143500,121300,2893,6.4
Jul,578,79609568,137700,123800,2900,6.4
Aug,515,72336231,140500,121500,2833,6.3
Sep,480,66141732,137800,120300,2777,6.1
Oct,464,63006978,135800,124100,2769,6.1
Nov,394,52819945,134100,123700,2640,5.8
Dec,446,63363369,142100,123300,2475,5.4
2005-Jan,327,43605670,133400,120500,2671,5.7
Feb,364,48747730,133900,122200,2828,6.1
Mar,492,68782581,139800,123900,2890,6.2
Apr,548,78286558,142900,124600,2954,6.3
May,579,81002282,139900,124200,2963,6.2
Jun,660,97579136,147800,127000,3102,6.4
Jul,588,88850414,151100,135100,3172,6.5
Aug,628,94065048,149800,132800,-,-
Sep,551,85175555,154600,134100,2846,5.7
Oct,482,69275277,143700,130700,2844,5.6
Nov,448,65724505,146700,130500,2769,5.4
Dec,484,76456692,158000,135600,2537,4.9
2006-Jan,348,50313284,144600,125200,2720,5.3
Feb,415,58242346,140300,125500,2843,5.5
Mar,578,83537970,144500,129500,2950,5.6
Apr,583,82590779,141700,128600,3008,5.7
May,656,95885042,146200,129300,3099,5.8
Jun,720,107962697,149900,134300,3122,5.8
Jul,621,93238745,150100,132600,3207,5.9
Aug,715,106903695,149500,130900,3178,5.8
Sep,505,75665308,149800,131800,3215,5.9
Oct,483,70733566,146400,128800,3126,5.7
Nov,472,69649910,147600,133100,3019,5.5
Dec,487,74138446,152200,134100,2829,5.2
2007-Jan,391,58230415,148900,130500,2967,5.4
Feb,420,63293055,150700,126800,3042,5.5
Mar,573,86029966,150100,131700,3160,5.7
Apr,541,77760044,143700,129200,3209,5.8
May,605,88579861,146400,128000,3161,5.8
Jun,619,91363030,147600,133200,3140,5.9
Jul,567,87483513,154300,135700,3208,6.0
Aug,553,81555794,147500,128300,3049,5.9
Sep,427,66067557,154700,132300,3029,5.9
Oct,407,60303327,148200,128600,3020,6.0
Nov,382,58123749,152200,132900,2794,5.6
Dec,397,56669818,142700,126200,2580,5.3
2008-Jan,299,41280330,138100,128000,2652,5.5
Feb,361,52437477,145300,127000,2606,5.5
Mar,390,60168088,154300,131100,2660,5.8
Apr,458,67512370,147400,130400,2676,5.9
May,530,81523930,153800,131800,2578,5.7
Jun,468,71016280,151700,131400,2587,5.9
Jul,450,68886190,153100,136900,2546,6.0
Aug,463,67487881,145800,130600,2415,5.8
Sep,433,63034011,145600,127400,2241,5.3
Oct,357,50568156,141600,127700,2203,5.3
Nov,261,36824905,141100,122600,2139,5.3
Dec,316,45489978,144000,130000,1957,4.9
2009-Jan,213,28751088,135000,121700,2000,5.1
Feb,249,35051867,140800,126400,2060,5.4
Mar,333,47105275,141500,123900,2094,5.5
Apr,354,49774271,140600,125700,2056,5.6
