Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,186,16852171,90600,81800,2288,11.6
Feb,139,13671718,98400,81200,2442,12.4
Mar,234,22973859,98200,84300,2457,12.3
Apr,229,20720441,90500,77000,2504,12.3
May,251,24964839,99500,81300,2492,11.9
Jun,247,23126044,93600,80600,2471,11.8
Jul,254,23957331,94300,82800,2381,11.3
Aug,276,23843015,86400,79400,2387,11.2
Sep,187,18766284,100400,80300,2278,10.7
Oct,211,18602102,88200,79000,2258,10.5
Nov,186,16852171,90600,81800,2288,10.6
Dec,190,16929030,89100,75400,2066,9.6
1991-Jan,144,13652195,94800,81800,2105,9.9
Feb,163,13063500,80100,67700,2288,10.7
Mar,239,20053699,83900,71900,2514,11.7
Apr,238,19420271,81600,69500,2547,11.8
May,268,22069186,82300,73900,2515,11.6
Jun,304,27010744,88900,79100,2488,11.2
Jul,279,23023828,82500,75600,2390,10.7
Aug,274,24266910,88600,75400,2280,10.2
Sep,214,18597950,86900,77600,2181,9.7
Oct,218,19658184,90200,78500,2153,9.5
Nov,193,16237035,84100,74200,2135,9.4
Dec,207,17946682,86700,75000,2000,8.8
1992-Jan,166,16006346,96400,82700,1986,8.6
Feb,198,17985064,90800,79600,2081,8.9
Mar,247,21209344,85900,78300,2185,9.3
Apr,245,21699602,88600,77800,2190,9.3
May,288,26644086,92500,78200,2199,9.3
Jun,285,26889802,94400,78800,2211,9.4
Jul,265,23746123,89600,78500,2148,9.2
Aug,315,28483808,90400,78500,2155,9.1
Sep,247,22214821,89900,81400,1960,8.2
Oct,258,23101120,89500,75000,2061,8.5
Nov,226,21274634,94100,81900,2004,8.2
Dec,262,23490326,89700,79600,1842,7.4
1993-Jan,168,15618634,93000,81700,1912,7.6
Feb,185,16153745,87300,73400,2108,8.5
Mar,250,22562434,90200,79300,2164,8.7
Apr,234,21073565,90100,79700,2299,9.2
May,296,26520090,89600,79700,2299,9.2
