Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,11,901400,81900,-,-,-
Feb,11,738300,67100,-,-,-
Mar,18,1145400,63600,-,-,-
Apr,21,1666500,79400,-,-,-
May,22,1047400,47600,-,-,-
Jun,22,1228945,55900,-,-,-
Jul,32,2268990,70900,-,-,-
Aug,40,3137850,78400,-,-,-
Sep,19,1204883,63400,-,-,-
Oct,14,707025,50500,-,-,-
Nov,21,1504850,71700,-,-,-
Dec,8,607300,75900,-,-,-
1991-Jan,8,661500,82700,-,-,-
Feb,15,1039300,69300,-,-,-
Mar,29,1627900,56100,-,-,-
Apr,22,1378300,62600,-,-,-
May,24,1772528,73900,-,-,-
Jun,23,1200635,52200,-,-,-
Jul,29,2167671,74700,-,-,-
Aug,33,1838100,55700,-,-,-
Sep,10,553500,55400,-,-,-
Oct,17,1370895,80600,-,-,-
Nov,20,1338627,66900,-,-,-
Dec,29,1637500,56500,-,-,-
1992-Jan,21,1130251,53800,-,-,-
Feb,28,1380700,49300,-,-,-
Mar,18,1242970,69100,-,-,-
Apr,35,2244050,64100,-,-,-
May,21,1531275,72900,-,-,-
Jun,34,2362400,69500,-,-,-
Jul,38,2464680,64900,-,-,-
Aug,35,2305200,65900,-,-,-
Sep,24,1485300,61900,-,-,-
Oct,23,1763950,76700,-,-,-
Nov,17,1157400,68100,-,-,-
Dec,31,2502450,80700,-,-,-
1993-Jan,20,1398195,69900,-,-,-
Feb,20,1091100,54600,-,-,-
Mar,21,1580750,75300,-,-,-
Apr,20,1635900,81800,-,-,-
May,21,1357370,64600,-,-,-
Jun,28,2084695,74500,-,-,-
Jul,23,1335050,58000,-,-,-
Aug,35,2410900,68900,-,-,-
Sep,25,1721850,68900,-,-,-
Oct,26,1763800,67800,-,-,-
Nov,28,2292445,81900,-,-,-
Dec,36,2976750,82700,-,-,-
1994-Jan,16,935400,58500,-,-,-
Feb,14,808150,57700,-,-,-
Mar,32,2149300,67200,-,-,-
Apr,26,1329250,51100,-,-,-
May,27,1960850,72600,-,-,-
Jun,34,2475980,72800,66000,280,10.4
Jul,-,-,-,-,-,-
Aug,37,2678800,72400,65000,251,9.2
Sep,29,2382000,82100,66200,259,9.3
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1995-Jan,28,1785150,63800,61400,276,9.7
Feb,19,1623624,85500,71700,273,9.4
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,28,2266522,80900,80000,261,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1996-Jan,15,1180000,78700,65000,291,-
Feb,28,2405000,85900,70000,299,-
Mar,26,1490000,57300,52500,310,-
Apr,20,1425000,71200,65000,268,-
May,35,3115000,89000,71700,259,-
Jun,43,3515000,81700,71200,267,-
Jul,21,2220000,105700,72500,257,-
Aug,33,2880000,87300,75000,259,9.4
Sep,21,1470000,70000,57500,269,10.0
Oct,29,2650000,91400,85000,239,8.8
Nov,35,3020000,86300,71200,222,8.0
Dec,22,1435000,65200,66700,211,7.7
1997-Jan,10,570000,57000,37500,224,8.3
Feb,17,2115000,124400,77500,229,8.8
Mar,28,2625000,93800,70000,240,9.2
Apr,21,1670000,79500,75000,263,10.0
May,39,3550000,91000,75000,248,9.3
Jun,31,2760000,89000,82500,-,-
Jul,20,1595000,79800,67500,242,9.5
Aug,45,3135000,69700,57500,-,-
Sep,32,2570000,80300,48300,215,7.8
Oct,21,2110000,100500,91200,-,-
Nov,17,1275000,75000,59000,-,-
Dec,24,1820000,75800,68000,-,-
1998-Jan,22,1695000,77000,72500,-,-
Feb,17,1395000,82100,77500,-,-
Mar,27,1720000,63700,71700,-,-
Apr,19,1260000,66300,72500,275,10.5
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1999-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2000-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,19,1875000,98700,88800,212,-
Dec,-,-,-,-,-,-
2001-Jan,21,2085000,99300,85000,-,-
Feb,33,3465000,105000,101200,-,-
Mar,37,3355000,90700,82500,-,-
Apr,31,3370000,108700,97000,-,-
May,39,3975000,101900,81700,-,-
Jun,44,5360000,121800,92000,-,-
Jul,34,4410000,129700,85700,-,-
Aug,38,3550000,93400,85000,-,-
Sep,39,4080000,104600,78800,-,-
Oct,24,2410000,100400,76700,-,-
Nov,30,2700000,90000,80000,-,-
Dec,27,2155000,79800,75000,-,-
2002-Jan,21,1985000,94500,65000,66,2.0
Feb,25,2660000,106400,97000,-,-
Mar,27,2735000,101300,86200,-,-
Apr,30,3430000,114300,110000,-,-
May,44,4890000,111100,92500,-,-
Jun,42,4240000,101000,90000,-,-
Jul,40,5005000,125100,106700,-,-
Aug,42,4650000,110700,100000,-,-
Sep,31,3295000,106300,97500,-,-
Oct,32,3020000,94400,83300,-,-
Nov,20,1375000,68800,60000,-,-
Dec,35,3370000,96300,91000,-,-
2003-Jan,31,2390000,77100,66200,222,6.7
Feb,16,1685000,105300,85000,236,7.3
Mar,19,2270000,119500,95000,61,1.9
Apr,28,2700000,96400,90000,62,2.0
May,31,3305000,106600,98300,54,1.8
Jun,30,3775000,125800,113300,253,8.6
Jul,51,5240000,102700,89400,253,8.3
Aug,36,3995000,111000,80000,253,8.4
Sep,34,4010000,117900,108000,215,7.1
Oct,38,3850000,101300,90000,238,7.7
Nov,34,3450000,101500,88300,-,-
Dec,34,3680000,108200,95000,671,21.1
2004-Jan,25,3120000,124800,122000,234,7.5
Feb,28,2710000,96800,70000,-,-
Mar,37,4850000,131100,117500,-,-
Apr,39,4990000,127900,116700,-,-
May,33,4155000,125900,98800,-,-
Jun,37,3935000,106400,101200,-,-
Jul,34,4710000,138500,127500,-,-
Aug,50,6535000,130700,106700,-,-
Sep,34,4965000,146000,112500,-,-
Oct,31,4920000,158700,141700,-,-
Nov,30,3775000,125800,112000,-,-
Dec,25,2845000,113800,110000,-,-
2005-Jan,27,3155000,116900,125000,202,6.0
Feb,36,2070000,57500,54000,214,6.2
Mar,30,1770000,59000,55000,232,6.9
Apr,33,2620000,79400,55800,232,7.0
May,38,2965000,78000,68000,-,-
Jun,61,4635000,76000,67000,-,-
Jul,48,3580000,74600,67000,-,-
Aug,51,4880000,95700,79400,-,-
Sep,42,3700000,88100,72000,-,-
Oct,32,2705000,84500,80000,-,-
Nov,27,3460000,128100,110000,182,4.9
Dec,36,3175000,88200,65000,168,4.4
2006-Jan,26,3160000,121500,100000,-,-
Feb,39,4920000,126200,112500,-,-
Mar,38,4670000,122900,113300,-,-
Apr,46,6000000,130400,113300,-,-
May,45,6435000,143000,138000,-,-
Jun,58,7590000,130900,112000,-,-
Jul,45,8055000,179000,146000,189,4.7
Aug,50,6650000,133000,114300,189,4.7
Sep,36,4620000,128300,116000,198,5.0
Oct,44,5555000,126200,108600,196,4.8
Nov,37,5385000,145500,122500,-,-
Dec,36,4970000,138100,116000,-,-
2007-Jan,29,3605000,124300,103300,182,4.3
Feb,32,3945000,123300,100000,-,-
Mar,27,3990000,147800,135000,205,5.1
Apr,27,5150000,190700,150000,-,-
May,43,5175000,120300,87000,-,-
Jun,47,6630000,141100,131200,-,-
Jul,38,6195000,163000,136700,223,6.0
Aug,48,6410000,133500,100000,-,-
Sep,37,5845000,158000,141700,244,6.6
Oct,31,5275000,170200,125000,-,-
Nov,29,3225000,111200,85000,221,6.3
Dec,21,3560000,169500,135000,220,6.5
2008-Jan,17,2550000,150000,150000,295,8.9
Feb,29,4055000,139800,130000,296,9.0
Mar,30,4545000,151500,116000,297,9.0
Apr,33,3620000,109700,106200,315,9.4
May,46,6720000,146100,128000,312,9.2
Jun,33,4140000,125500,116700,292,8.9
Jul,38,4450000,117100,104000,282,8.6
Aug,35,4615000,131900,121400,256,8.1
Sep,30,4965000,165500,145000,233,7.5
Oct,28,3745000,133800,142900,201,6.5
Nov,26,3795000,146000,120000,240,7.9
Dec,20,2335000,116800,125000,250,8.2
2009-Jan,14,1640000,117100,120000,232,7.7
Feb,17,2275000,133800,98300,251,8.6
Mar,23,2925000,127200,121400,247,8.6
Apr,-,-,-,-,-,-
