Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Jun,258,29480053,114300,95000,1882,8.5
Jul,276,34076774,123500,96700,1909,8.7
Aug,287,37910142,132100,107900,1902,8.8
Sep,232,26782163,115400,90900,1868,8.7
Oct,213,23254825,109200,83300,1816,8.4
Nov,207,22799071,110100,89700,1778,8.2
Dec,187,20916431,111900,94100,1683,7.7
1996-Jan,122,14265227,116900,97800,1827,8.6
Feb,191,21308658,111600,91700,1894,8.8
Mar,218,26119345,119800,96900,1993,9.2
Apr,221,28121827,127200,95400,-,-
May,299,36442743,121900,100300,2186,9.7
Jun,258,33640647,130400,101000,2222,9.8
Jul,310,38047064,122700,101200,2310,10.1
Aug,283,38512761,136100,109600,2310,10.1
Sep,209,26098935,124900,103300,2265,10.0
Oct,236,26510679,112300,88500,2260,9.9
Nov,210,25149075,119800,90600,-,-
Dec,214,29104326,136000,108400,1993,8.6
1997-Jan,194,26874632,138500,106700,2023,8.5
Feb,195,27105336,139000,110600,2059,8.7
Mar,252,33974579,134800,114200,2229,9.3
Apr,258,31792963,123200,103000,2280,9.4
May,286,39182695,137000,119200,2335,9.6
Jun,362,50573271,139700,115400,2329,9.3
Jul,384,55894585,145600,129300,2307,9.0
Aug,331,47465994,143400,117300,2269,8.7
Sep,284,35775875,126000,108300,2180,8.2
Oct,304,39849180,131100,100000,2163,7.9
Nov,238,30004161,126100,101400,-,-
Dec,285,40959453,143700,120900,-,-
1998-Jan,218,27154108,124600,98800,-,-
Feb,259,33024425,127500,106800,2010,7.0
Mar,341,44392990,130200,105200,2084,7.0
Apr,344,47229087,137300,111700,2102,6.9
May,365,52854638,144800,116300,2111,6.8
Jun,462,70022482,151600,131700,2073,6.5
Jul,458,68534869,149600,124700,2060,6.4
Aug,457,68173490,149200,124200,1946,5.8
Sep,318,45543610,143200,115900,1945,5.8
Oct,290,38640982,133200,107400,1910,5.7
Nov,294,39187072,133300,111900,1816,5.3
Dec,373,51435496,137900,113400,1724,5.0
1999-Jan,222,29732627,133900,108500,1761,5.1
Feb,261,36721101,140700,107000,1848,5.3
Mar,370,49946327,135000,114700,1903,5.4
Apr,325,48468519,149100,115500,1852,5.3
May,409,61836506,151200,121300,1939,5.5
Jun,458,76605514,167300,131500,2004,5.7
Jul,448,74347346,166000,132000,2069,5.9
Aug,461,72010550,156200,124500,2093,5.9
Sep,350,53024504,151500,121700,2138,6.0
Oct,345,47658016,138100,117800,2114,5.9
Nov,281,46607539,165900,119800,2061,5.7
Dec,317,46926105,148000,119200,1981,5.6
2000-Jan,259,41671055,160900,126400,2063,5.8
Feb,309,51582288,166900,135500,2148,6.0
Mar,420,64497180,153600,120700,2251,6.2
Apr,383,59771686,156100,122500,2373,6.4
May,427,70040083,164000,131900,2447,6.6
Jun,492,84681733,172100,135700,2497,6.7
Jul,463,84625173,182800,147200,2561,6.8
Aug,460,76996741,167400,135200,2538,6.8
Sep,346,55851169,161400,132300,2528,6.7
Oct,321,50656134,157800,128800,2502,6.7
Nov,313,48150044,153800,125000,2429,6.5
Dec,333,57166357,171700,131100,2280,6.0
2001-Jan,226,36908197,163300,128600,2498,6.7
Feb,270,41458347,153500,127000,2582,7.0
Mar,349,55728773,159700,126000,2788,7.6
Apr,394,70683241,179400,139500,2851,7.8
May,463,80572293,174000,144400,2876,7.8
Jun,465,83192738,178900,139500,2882,7.9
Jul,493,86092885,174600,138100,2930,7.9
Aug,499,84393806,169100,139200,2834,7.6
Sep,338,54718502,161900,132200,-,-
Oct,321,52891134,164800,128400,2825,7.6
Nov,328,54289248,165500,137600,2751,7.4
Dec,397,69600436,175300,141200,2580,6.8
2002-Jan,265,43545301,164300,131900,2725,7.1
Feb,303,50489522,166600,141200,2874,7.5
Mar,368,67134214,182400,138700,2967,7.7
Apr,440,80417126,182800,139100,3084,7.9
May,497,92387158,185900,141300,3158,8.0
Jun,476,84662993,177900,146700,3347,8.5
Jul,520,94850613,182400,141600,3376,8.5
Aug,493,91372576,185300,137400,3429,8.7
Sep,427,76447043,179000,140800,3343,8.3
Oct,390,74236993,190400,135300,3401,8.3
Nov,306,53267782,174100,138700,3386,8.3
Dec,380,66136351,174000,140000,3268,8.1
2003-Jan,286,47016745,164400,131300,3353,8.2
Feb,323,56971638,176400,143300,3502,8.6
Mar,414,68063298,164400,142600,3570,8.7
Apr,427,72675560,170200,143300,3659,8.9
May,545,97071650,178100,142600,3648,8.8
Jun,615,117200968,190600,157500,3689,8.6
Jul,606,119139036,196600,153000,3777,8.7
Aug,591,108498489,183600,148600,3732,8.4
Sep,475,75895198,159800,135600,3751,8.4
Oct,490,83394580,170200,133000,3734,8.2
Nov,400,67982207,170000,133700,3683,8.0
Dec,467,87137740,186600,140600,3385,7.2
2004-Jan,342,52690257,154100,122400,3536,7.5
Feb,391,69920372,178800,139800,3631,7.6
Mar,560,98999102,176800,137200,3754,7.6
Apr,512,91836156,179400,144400,3968,7.9
May,576,99738401,173200,141400,3973,7.9
Jun,710,144367298,203300,158100,3915,7.7
Jul,659,130170496,197500,155500,3909,7.6
Aug,587,107470422,183100,145500,3877,7.5
Sep,531,100246831,188800,138100,3900,7.5
Oct,493,89373196,181300,135500,3855,7.4
Nov,439,83696216,190700,141500,3758,7.2
Dec,549,110078010,200500,149600,3562,6.7
2005-Jan,347,62704265,180700,138400,3670,6.9
Feb,466,88685543,190300,147100,3717,6.9
Mar,532,106793343,200700,152800,3814,7.2
Apr,578,126591910,219000,160400,3935,7.3
May,716,150914377,210800,162600,3968,7.2
Jun,834,181376147,217500,166700,3929,7.0
Jul,802,169081619,210800,159400,3829,6.7
Aug,807,170055538,210700,161100,3794,6.4
Sep,600,120527450,200900,160000,3642,6.1
Oct,584,112710918,193000,152300,3564,5.9
Nov,572,117376173,205200,154200,3410,5.5
Dec,635,135828646,213900,159800,3248,5.2
2006-Jan,402,85321950,212200,152800,3345,5.3
Feb,500,102693248,205400,155200,3354,5.3
Mar,770,163539331,212400,156700,3418,5.3
Apr,630,129376073,205400,157200,3572,5.5
May,831,192246723,231300,172400,3611,5.4
Jun,929,222757002,239800,171300,3652,5.4
Jul,884,190664538,215700,171600,3698,5.4
Aug,824,176422601,214100,164900,3638,5.3
Sep,704,153754192,218400,162600,3589,5.2
Oct,649,133594271,205800,157900,3578,5.2
Nov,626,131576987,210200,160400,3598,5.1
Dec,698,146643923,210100,161300,3331,4.7
2007-Jan,501,104120412,207800,157200,3400,4.8
Feb,592,126802093,214200,159000,3505,4.9
Mar,715,159985312,223800,166700,3676,5.1
Apr,664,149066732,224500,168700,3839,5.3
May,847,199381986,235400,175100,3967,5.5
Jun,855,207022258,242100,179600,4115,5.8
Jul,801,197583189,246700,185600,3937,5.6
Aug,881,214542345,243500,175400,3902,5.5
Sep,565,136175292,241000,171700,3942,5.6
Oct,589,130581930,221700,166700,3947,5.7
Nov,539,118134004,219200,171700,3824,5.6
Dec,542,126141072,232700,167200,3639,5.4
2008-Jan,378,87161870,230600,168600,3691,5.6
Feb,504,113487645,225200,170200,3688,5.6
Mar,595,136045521,228600,171000,3838,5.9
Apr,575,135998344,236500,169500,3950,6.2
May,653,164690422,252200,187100,4000,6.4
Jun,715,188781176,264000,196300,4124,6.7
Jul,655,164320930,250900,175500,4099,6.8
Aug,651,154817138,237800,177900,3852,6.6
Sep,432,110250070,255200,180600,3751,6.6
Oct,461,101164413,219400,160300,3707,6.6
Nov,325,67232889,206900,161700,3547,6.6
Dec,427,94548057,221400,171700,3296,6.2
2009-Jan,289,56573293,195800,146000,3419,6.5
Feb,337,74953024,222400,167500,3528,6.9
Mar,469,101302378,216000,168300,3706,7.4
Apr,434,98126466,226100,183000,3654,7.5
