Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,50,3068278,61400,56200,617,13.3
Feb,36,2241767,62300,61400,739,15.9
Mar,52,3683050,70800,56700,739,16.0
Apr,56,3764850,67200,57800,739,15.7
May,60,4047321,67500,62900,737,15.4
Jun,63,3975108,63100,57700,630,12.8
Jul,47,2513747,53500,53600,630,13.1
Aug,42,2885000,68700,71200,673,14.3
Sep,52,3090897,59400,56700,611,12.9
Oct,54,2946711,54600,50000,617,12.8
Nov,50,3068278,61400,56200,617,12.4
Dec,50,2505716,50100,47800,563,11.0
1991-Jan,21,1175700,56000,53800,563,11.6
Feb,35,1732545,49500,49000,560,11.5
Mar,55,3684525,67000,56500,560,11.5
Apr,46,2846550,61900,50000,560,11.7
May,73,4709007,64500,58600,643,13.1
Jun,64,4036988,63100,51700,643,13.1
Jul,70,4408936,63000,52500,592,11.6
Aug,65,4189738,64500,57700,592,11.2
Sep,48,2975588,62000,61200,604,11.5
Oct,46,2416075,52500,46400,604,11.6
Nov,31,7767713,250600,61000,508,10.1
Dec,53,3065967,57800,54600,508,10.0
1992-Jan,42,3017075,71800,62900,508,9.7
Feb,22,1371943,62400,55700,507,9.9
Mar,60,3636189,60600,60000,545,10.5
Apr,64,4539000,70900,62200,545,10.3
May,60,3520469,58700,53600,545,10.5
Jun,80,11066603,138300,62000,550,10.3
Jul,53,4177648,78800,65900,550,10.6
Aug,48,3441434,71700,65000,522,10.3
Sep,54,3516215,65100,64000,507,9.9
Oct,46,3468239,75400,65000,507,9.9
Nov,51,3584852,70300,57900,456,8.6
Dec,75,4857598,64800,58600,442,8.1
1993-Jan,34,2533575,74500,62900,466,8.6
Feb,34,2985632,87800,68300,491,8.9
Mar,45,3715343,82600,63000,491,9.1
Apr,66,4317425,65400,58200,515,9.6
May,75,5988792,79900,71700,502,9.1
Jun,74,6101419,82500,65700,502,9.2
Jul,71,5374975,75700,61000,487,8.7
Aug,72,6131572,85200,73300,539,9.3
Sep,68,5015809,73800,62500,506,8.5
Oct,72,5562737,77300,71800,546,8.9
Nov,54,4238650,78500,71400,547,8.9
Dec,56,4179474,74600,60000,461,7.7
1994-Jan,52,3926492,75500,70000,435,7.1
Feb,63,4437108,70400,61400,434,6.8
Mar,84,5784965,68900,63100,460,6.8
Apr,73,5036602,69000,62100,497,7.3
May,84,5940359,70700,60000,494,7.2
Jun,90,7403083,82300,66400,494,7.1
Jul,83,6611509,79700,67100,501,7.1
Aug,62,5124422,82700,66400,501,7.1
Sep,52,3994538,76800,60800,525,7.6
Oct,65,5826047,89600,71700,523,7.7
Nov,57,8268901,145100,63200,451,6.6
Dec,56,4537650,81000,65400,451,6.6
1995-Jan,28,1957380,69900,50000,478,7.2
Feb,54,4297225,79600,63300,517,7.9
Mar,59,4414581,74800,64500,517,8.1
Apr,66,4491996,68100,58900,530,8.4
May,75,5631047,75100,64100,524,8.4
Jun,57,4229200,74200,62100,524,8.8
Jul,80,7333142,91700,76700,522,8.8
Aug,71,5045050,71100,63500,554,9.2
Sep,62,4822900,77800,62000,547,9.0
Oct,65,4974600,76500,67900,531,8.7
Nov,62,4992615,80500,68000,409,6.7
Dec,49,4524937,92300,76200,409,6.7
1996-Jan,17,1646800,96900,81200,-,-
Feb,24,1827400,76100,75000,502,8.8
Mar,41,3116600,76000,69300,521,9.3
Apr,48,3857100,80400,70000,506,9.3
May,51,3917800,76800,67500,512,9.8
Jun,62,5429900,87600,77100,-,-
Jul,88,8240000,93600,75000,523,9.8
Aug,77,6727800,87400,68500,521,9.7
Sep,49,4499600,91800,77500,511,9.7
Oct,50,4900000,98000,65000,545,10.6
Nov,38,6500400,171100,78800,556,11.2
Dec,37,5201600,140600,68100,553,11.4
1997-Jan,34,2720000,80000,66700,573,11.5
Feb,27,2805000,103900,91000,578,11.5
Mar,48,4000000,83300,75000,-,-
Apr,53,4860000,91700,75600,601,11.7
May,59,5135000,87000,79400,617,11.9
Jun,57,6225000,109200,85000,598,11.6
Jul,74,7110000,96100,80000,585,11.6
Aug,72,8225000,114200,83300,617,12.4
Sep,56,4460000,79600,68600,625,12.4
Oct,51,4455000,87400,73600,611,12.1
Nov,59,5255000,89100,73000,565,10.8
Dec,64,7440000,116200,83300,545,10.0
1998-Jan,57,4985000,87500,79000,590,10.5
Feb,62,5855000,94400,83800,623,10.5
Mar,77,7340000,95300,76800,615,10.0
Apr,78,7355000,94300,79100,607,9.5
May,77,7525000,97700,79300,627,9.6
Jun,98,10070000,102800,83300,625,9.1
Jul,106,11815000,111500,94300,636,8.9
Aug,109,11170000,102500,82100,621,8.3
Sep,79,7070000,89500,72300,610,8.0
Oct,84,8130000,96800,73600,580,7.3
Nov,91,9710000,106700,90700,514,6.3
Dec,73,6825000,93500,77000,514,6.2
1999-Jan,53,4940000,93200,75800,559,6.8
Feb,64,6080000,95000,80000,593,7.2
Mar,107,10135000,94700,82300,626,7.4
Apr,77,7340000,95300,75400,602,7.1
May,101,9830000,97300,77200,621,7.2
Jun,105,11845000,112800,81200,595,6.8
Jul,96,9595000,99900,81700,607,7.0
Aug,105,9830000,93600,80600,597,6.9
Sep,95,8770000,92300,77700,565,6.5
Oct,85,8450000,99400,76200,-,-
Nov,64,5270000,82300,80000,-,-
Dec,84,8430000,100400,80000,-,-
2000-Jan,55,5245000,95400,74400,512,5.9
Feb,76,6690000,88000,82500,423,4.8
Mar,95,8895000,93600,80500,467,5.4
Apr,87,8315000,95600,81900,470,5.4
May,121,12630000,104400,85300,470,5.3
Jun,110,12215000,111000,85400,460,5.1
Jul,116,14095000,121500,88800,451,5.0
Aug,97,11085000,114300,97500,442,4.9
Sep,84,8075000,96100,84500,438,4.9
Oct,85,8180000,96200,75000,438,4.9
Nov,59,6180000,104700,78900,410,4.6
Dec,75,8650000,115300,85000,410,4.6
