Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1991-Jan,24,1514450,63100,48000,-,-
Feb,16,1017100,63600,50000,-,-
Mar,27,1238132,45900,42500,-,-
Apr,19,826589,43500,41700,-,-
May,34,1763477,51900,50000,-,-
Jun,29,1616020,55700,48300,-,-
Jul,36,2080600,57800,52000,-,-
Aug,31,1701550,54900,51200,-,-
Sep,19,993771,52300,48800,-,-
Oct,34,2069935,60900,56000,-,-
Nov,22,1213672,55200,57500,-,-
Dec,26,1167673,44900,40000,-,-
1992-Jan,13,693200,53300,55000,-,-
Feb,31,1863900,60100,43000,-,-
Mar,22,1200550,54600,48000,-,-
Apr,25,1750200,70000,63000,-,-
May,20,1006913,50300,45000,-,-
Jun,33,1992732,60400,54200,-,-
Jul,37,2141300,57900,47700,-,-
Aug,33,2049900,62100,53000,-,-
Sep,27,1531650,56700,49000,-,-
Oct,28,1829294,65300,60000,-,-
Nov,25,1649945,66000,61200,-,-
Dec,32,1619600,50600,53300,-,-
1993-Jan,37,2185829,59100,53000,-,-
Feb,25,1910300,76400,63800,-,-
Mar,19,1118358,58900,39200,222,7.8
Apr,27,1358410,50300,49000,246,8.6
May,35,2428835,69400,52100,252,8.4
Jun,41,2630600,64200,57200,230,7.5
Jul,36,2155762,59900,55000,222,7.3
Aug,28,1793300,64000,57500,225,7.5
Sep,38,2048260,53900,47800,242,7.8
Oct,32,1839260,57500,50000,231,7.4
Nov,38,2216360,58300,52000,215,6.6
Dec,43,2610366,60700,54500,219,6.6
1994-Jan,19,938900,49400,43800,210,6.6
Feb,30,1888753,63000,53300,217,6.7
Mar,33,1834900,55600,51900,217,6.5
Apr,28,1617200,57800,51200,222,6.6
May,51,3210165,62900,55000,227,6.5
Jun,44,3084600,70100,65700,213,6.1
Jul,33,2072000,62800,61700,220,6.3
Aug,46,2848125,61900,55000,220,6.1
Sep,30,2885850,96200,66700,299,8.4
Oct,22,1047300,47600,40000,315,9.1
Nov,21,1698100,80900,65000,325,9.8
