Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1995-Jan,52,3103723,59700,51800,486,6.1
Feb,76,5069978,66700,56700,492,6.1
Mar,69,4278466,62000,55400,526,6.5
Apr,94,6303003,67100,57300,543,6.6
May,91,5950995,65400,57500,550,6.7
Jun,113,8161365,72200,65000,535,6.3
Jul,94,6839486,72800,63500,512,6.1
Aug,100,7218499,72200,60700,506,6.0
Sep,99,6637941,67000,58900,490,5.8
Oct,90,5583490,62000,56000,465,5.4
Nov,86,6000599,69800,60700,-,-
Dec,86,5986969,69600,59200,433,4.9
1996-Jan,53,3721800,70200,65900,443,5.1
Feb,65,4123355,63400,53600,448,5.2
Mar,96,6136885,63900,61100,452,5.1
Apr,78,5199338,66700,63900,495,5.7
May,89,5470000,61500,60300,512,5.9
Jun,115,8000000,69600,58200,533,6.1
Jul,108,7783350,72100,68300,552,6.2
Aug,115,8095886,70400,67400,562,6.2
Sep,107,6533676,61100,56000,559,6.2
Oct,92,6005460,65300,50000,583,6.4
Nov,81,5864764,72400,59600,558,6.2
Dec,90,6096755,67700,63100,550,6.1
1997-Jan,73,4865000,66600,65000,546,5.9
Feb,66,3490000,52900,45400,570,6.2
Mar,65,3940000,60600,52100,563,6.3
Apr,85,5305000,62400,58800,617,6.8
May,107,8215000,76800,73500,597,6.5
Jun,111,9090000,81900,64100,617,6.7
Jul,118,9755000,82700,69100,609,6.6
Aug,92,6900000,75000,66700,611,6.7
Sep,92,7280000,79100,68800,586,6.6
Oct,108,6680000,61900,55800,590,6.5
Nov,65,5090000,78300,69300,548,6.1
Dec,116,8435000,72700,66900,503,5.5
1998-Jan,56,4290000,76600,70000,573,6.4
Feb,85,5945000,69900,61500,479,5.2
Mar,89,6690000,75200,59100,504,5.4
Apr,102,7300000,71600,68200,542,5.7
May,87,6340000,72900,65900,587,6.3
Jun,106,8255000,77900,67300,563,6.1
Jul,129,10825000,83900,78500,579,6.2
Aug,102,8275000,81100,68500,595,6.3
Sep,90,6985000,77600,67100,685,7.2
Oct,110,9565000,87000,76200,600,6.3
Nov,94,9260000,98500,83600,573,5.9
Dec,93,7170000,77100,73100,559,5.9
1999-Jan,59,3810000,64600,59200,551,5.8
Feb,78,5640000,72300,65800,564,5.9
Mar,104,7925000,76200,70800,583,6.1
Apr,110,8175000,74300,66200,612,6.3
May,107,9060000,84700,72500,623,6.3
Jun,131,12635000,96500,81800,606,6.0
Jul,96,7460000,77700,70000,532,5.4
Aug,110,8945000,81300,77800,543,5.5
Sep,96,8050000,83900,77100,575,5.8
Oct,81,7315000,90300,75000,598,6.2
Nov,75,5660000,75500,67500,610,6.4
Dec,86,7200000,83700,78600,546,5.8
2000-Jan,66,5670000,85900,76000,558,5.9
Feb,96,7350000,76600,63000,552,5.7
Mar,92,7310000,79500,68200,577,6.0
Apr,86,6985000,81200,72900,619,6.6
May,111,9361959,84300,-,616,6.6
Jun,116,10386975,89500,-,636,6.9
Jul,122,10950000,89800,77500,690,7.3
Aug,118,10100000,85600,77300,710,7.4
Sep,88,6950000,79000,73300,739,7.8
Oct,101,8765000,86800,77900,745,7.7
Nov,27,2235000,82800,71200,700,7.6
Dec,99,7965000,80500,72500,698,7.5
2001-Jan,73,6525000,89400,84400,636,6.8
Feb,92,7445000,80900,74300,614,6.5
Mar,135,11570000,85700,72100,591,6.1
Apr,105,9500000,90500,74100,624,6.3
May,98,8770000,89500,72700,621,6.3
Jun,116,11115000,95800,90000,659,6.7
Jul,119,11610000,97600,82100,664,6.8
Aug,106,9370000,88400,83800,648,6.7
Sep,83,6880000,82900,78600,650,6.8
Oct,97,8225000,84800,75000,609,6.4
Nov,100,8795000,88000,77500,556,5.5
Dec,105,8795000,83800,77500,563,5.5
2002-Jan,66,5555000,84200,75000,567,5.6
Feb,83,6695000,80700,73400,550,5.4
Mar,90,7555000,83900,78200,530,5.4
Apr,107,8455000,79000,73200,543,5.6
May,117,9355000,80000,71700,558,5.6
Jun,102,9235000,90500,73800,567,5.8
Jul,109,9695000,88900,81800,543,5.6
Aug,124,11975000,96600,85000,528,5.4
Sep,97,8095000,83500,78500,535,5.4
Oct,100,9290000,92900,80000,513,5.1
Nov,88,7845000,89100,80000,492,5.0
Dec,105,10295000,98000,81700,467,4.7
2003-Jan,71,6715000,94600,79400,500,5.0
Feb,81,7245000,89400,75800,489,4.9
Mar,111,9390000,84600,74400,511,5.1
Apr,91,8655000,95100,83500,559,5.6
May,115,11050000,96100,90600,573,5.8
Jun,123,12315000,100100,86100,570,5.6
Jul,132,12330000,93400,86700,592,5.7
Aug,117,11345000,97000,85700,578,5.6
Sep,123,10985000,89300,79200,561,5.4
Oct,96,8795000,91600,77700,568,5.4
Nov,72,6305000,87600,77500,595,5.8
Dec,90,8245000,91600,80900,601,5.9
2004-Jan,71,6475000,91200,85600,622,6.1
Feb,99,9840000,99400,85900,608,5.9
Mar,118,11470000,97200,82900,631,6.1
Apr,104,10565000,101600,87800,663,6.3
May,124,12545000,101200,84100,695,6.6
Jun,150,14535000,96900,82700,677,6.3
Jul,131,13980000,106700,91500,667,6.2
Aug,138,14510000,105100,90000,625,5.7
Sep,112,11390000,101700,88600,633,5.8
Oct,111,12535000,112900,91000,591,5.4
Nov,104,9390000,90300,82900,522,4.6
Dec,115,11270000,98000,82100,515,4.5
2005-Jan,91,8890000,97700,83500,-,-
Feb,109,10670000,97900,82900,517,4.4
Mar,116,11435000,98600,85400,530,4.5
Apr,132,12120000,91800,80900,567,4.7
May,176,18665000,106100,91400,570,4.6
Jun,163,17345000,106400,86800,582,4.7
Jul,130,13835000,106400,99100,580,4.6
Aug,170,18545000,109100,99000,507,4.0
Sep,154,15840000,102900,90700,453,3.5
Oct,137,14450000,105500,89500,459,3.4
Nov,113,13255000,117300,96800,-,-
Dec,130,14935000,114900,99000,-,-
2006-Jan,85,9690000,114000,101200,-,-
Feb,95,11000000,115800,98300,-,-
Mar,121,14455000,119500,98500,-,-
Apr,110,13220000,120200,100000,-,-
May,148,16905000,114200,99200,-,-
Jun,181,20420000,112800,97400,-,-
Jul,156,18760000,120300,98700,-,-
Aug,168,19830000,118000,101400,624,4.7
Sep,132,13995000,106000,92500,-,-
Oct,116,14215000,122500,97100,-,-
Nov,107,12465000,116500,93100,-,-
Dec,133,16285000,122400,107900,-,-
2007-Jan,90,9945000,110500,91200,300,2.3
Feb,97,11235000,115800,92800,349,2.7
Mar,137,15490000,113100,93800,274,2.1
Apr,136,17080000,125600,100000,309,2.3
May,142,17520000,123400,110000,283,2.1
Jun,159,22160000,139400,118900,182,1.4
Jul,155,20500000,132300,113900,334,2.5
Aug,183,23140000,126400,111500,378,2.9
Sep,128,15225000,118900,99000,347,2.6
Oct,130,17530000,134800,105500,419,3.1
Nov,114,15545000,136400,115700,448,3.4
Dec,121,16440000,135900,115000,398,3.0
2008-Jan,82,9440000,115100,109200,403,3.1
Feb,113,14610000,129300,110600,354,2.7
Mar,102,13140000,128800,105700,436,3.3
Apr,124,14405000,116200,100000,470,3.6
May,137,17735000,129500,121500,410,3.2
Jun,145,19365000,133600,115700,487,3.8
Jul,132,16130000,122200,110000,520,4.1
Aug,120,15880000,132300,123000,595,4.9
Sep,112,14535000,129800,112300,539,4.5
Oct,98,12840000,131000,111800,537,4.6
Nov,77,9065000,117700,106200,578,5.1
Dec,96,12155000,126600,115000,590,5.3
2009-Jan,71,8770000,123500,104300,520,4.7
Feb,79,10400000,131600,122700,547,5.1
Mar,111,13810000,124400,112100,529,4.9
Apr,95,12660000,133300,115800,578,5.4
