Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,0.5,0.3,0.3,0.3,0.3,0.4,0.7,0.5,0.3,0.2,0.2
30000 - 39999,1.0,0.6,0.4,0.4,0.3,0.6,1.0,0.8,0.6,0.3,0.3
40000 - 49999,1.3,1.2,0.8,0.6,0.6,0.8,1.1,0.8,0.6,0.5,0.5
50000 - 59999,2.8,2.0,1.3,0.9,0.9,1.1,1.2,1.0,0.9,0.8,0.6
60000 - 69999,4.5,3.3,2.1,1.3,1.2,1.4,1.6,1.4,1.1,0.9,1.1
70000 - 79999,6.8,4.9,2.7,1.8,1.6,1.6,2.3,2.0,1.7,1.2,1.2
80000 - 89999,10.2,8.3,4.9,3.2,2.5,2.9,3.1,3.0,2.2,1.7,1.5
90000 - 99999,9.8,10.2,7.3,4.5,3.9,3.9,4.0,3.7,2.7,2.3,1.9
100000 - 119999,14.7,14.8,14.9,14.6,13.3,12.6,12.1,11.0,9.0,7.1,6.2
120000 - 139999,11.3,12.8,13.0,16.2,16.5,15.6,14.7,13.7,13.5,11.8,11.0
140000 - 159999,8.1,8.6,10.1,11.7,12.5,12.1,11.7,11.4,11.4,11.8,11.8
160000 - 179999,6.6,6.5,7.8,9.4,9.4,9.4,8.8,9.3,10.1,9.8,10.3
180000 - 199999,4.5,4.9,5.9,6.4,6.6,6.5,6.4,6.7,7.1,8.0,8.2
200000 - 249999,7.3,8.0,9.9,10.2,10.8,10.7,10.5,11.2,11.7,13.0,14.2
250000 - 299999,3.8,5.0,6.2,6.5,7.4,7.4,6.9,7.2,8.0,8.9,9.4
300000 - 399999,3.6,3.9,5.8,6.2,6.5,6.5,7.2,8.2,8.9,9.9,10.5
400000 - 499999,1.4,1.9,2.7,2.2,2.4,2.6,2.8,3.5,4.3,5.0,4.6
500000 and more,1.9,2.5,4.0,3.6,3.5,3.7,4.0,4.6,6.1,6.9,6.5
