Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,17.0,13.8,-,-,35.8,35.1,41.1,27.6,23.5,8.6,9.7
30000 - 39999,11.0,7.5,-,-,7.5,6.0,10.1,8.2,9.8,4.9,4.7
40000 - 49999,10.4,11.6,-,-,7.5,6.7,7.8,8.2,3.3,6.1,7.4
50000 - 59999,13.8,14.9,-,-,6.6,6.0,7.0,4.5,5.9,6.4,4.7
60000 - 69999,11.9,13.8,-,-,2.8,8.2,2.3,6.0,5.9,7.8,6.5
70000 - 79999,9.4,6.7,-,-,4.7,2.2,2.3,4.5,3.9,9.8,7.4
80000 - 89999,3.8,4.9,-,-,4.7,2.2,6.2,1.5,4.6,11.7,5.9
90000 - 99999,3.5,4.9,-,-,2.8,6.7,3.1,1.5,5.9,5.1,11.2
100000 - 119999,7.2,9.0,-,-,6.6,3.7,1.6,2.2,3.3,5.3,7.1
120000 - 139999,4.1,5.2,-,-,1.9,5.2,0.8,4.5,7.2,8.8,9.4
140000 - 159999,1.6,4.1,-,-,2.8,2.2,2.3,6.0,4.6,4.5,5.9
160000 - 179999,2.5,1.9,-,-,0.9,5.2,0.8,3.7,3.3,3.1,4.1
180000 - 199999,0.9,0.4,-,-,2.8,1.5,1.6,5.2,2.6,3.5,2.9
200000 - 249999,0.9,0.4,-,-,5.7,1.5,2.3,4.5,2.6,4.3,7.4
250000 - 299999,0.9,0.4,-,-,1.9,1.5,3.9,3.7,1.3,4.5,1.5
300000 - 399999,0.6,0.4,-,-,1.9,3.0,4.7,3.0,3.3,2.7,0.9
400000 - 499999,0.3,0.0,-,-,0.0,0.7,0.8,1.5,2.6,0.6,0.9
500000 and more,0.0,0.4,-,-,2.8,2.2,1.6,3.7,6.5,2.3,2.6
