Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,5.2,6.2,6.4,5.9,-,6.8,6.7,5.1,4.3,4.2,3.8
30000 - 39999,5.9,4.9,5.0,4.6,-,4.3,3.7,4.6,3.6,3.3,3.2
40000 - 49999,7.9,8.3,7.5,6.4,-,5.2,5.8,4.8,4.6,3.2,4.1
50000 - 59999,11.1,8.0,10.0,9.8,-,6.2,6.8,5.3,5.4,4.4,4.4
60000 - 69999,11.1,10.7,11.0,9.9,-,9.0,7.6,6.4,5.8,5.7,5.2
70000 - 79999,9.0,9.5,9.4,10.2,-,9.6,8.8,7.0,6.3,5.2,5.5
80000 - 89999,10.3,9.9,8.8,10.4,-,9.9,8.3,9.5,7.3,6.8,5.4
90000 - 99999,6.3,6.9,8.3,6.3,-,7.4,6.4,7.2,6.3,5.0,4.7
100000 - 119999,10.7,11.2,9.8,8.5,-,10.1,11.3,11.6,10.8,9.8,10.8
120000 - 139999,7.3,7.4,8.3,8.5,-,9.4,10.1,10.0,12.6,12.3,11.7
140000 - 159999,5.3,5.1,4.3,6.0,-,6.1,6.7,7.3,9.0,9.7,10.2
160000 - 179999,2.6,3.7,3.0,3.6,-,5.0,4.9,5.3,5.7,7.3,6.4
180000 - 199999,1.8,2.4,2.2,2.8,-,3.0,3.4,3.7,4.4,5.1,5.8
200000 - 249999,2.9,2.1,2.7,3.5,-,3.5,4.6,6.5,6.5,7.5,9.0
250000 - 299999,1.1,2.0,1.5,1.9,-,2.3,2.3,2.9,3.7,5.2,4.7
300000 - 399999,0.9,1.2,1.2,0.8,-,1.3,1.6,1.8,2.0,3.1,3.4
400000 - 499999,0.3,0.2,0.2,0.4,-,0.3,0.5,0.3,0.5,1.0,0.7
500000 and more,0.2,0.4,0.7,0.4,-,0.6,0.4,0.6,1.1,0.9,1.0
